source,channel,slice,wid,median_intensity
nyquist,MITO,17,PB100083_H07,0.0205316
nyquist,MITO,18,PB100083_H07,0.0201108
nyquist,MITO,19,PB100083_H07,0.020351112
nyquist,MITO,20,PB100083_H07,0.020333014
nyquist,MITO,21,PB100083_H07,0.020065892
nyquist,MITO,22,PB100083_H07,0.019772265
nyquist,MITO,23,PB100083_H07,0.019669723
nyquist,MITO,24,PB100083_H07,0.019677617
nyquist,MITO,25,PB100083_H07,0.020067925
nyquist,MITO,26,PB100083_H07,0.02013958
nyquist,MITO,27,PB100083_H07,0.020008853
nyquist,MITO,28,PB100083_H07,0.019374045
nyquist,MITO,29,PB100083_H07,0.019167658
nyquist,MITO,30,PB100083_H07,0.018647641
nyquist,MITO,31,PB100083_H07,0.019253682
nyquist,MITO,32,PB100083_H07,0.019334983
nyquist,MITO,33,PB100083_H07,0.019281078
nyquist,MITO,34,PB100083_H07,0.019652937
nyquist,MITO,35,PB100083_H07,0.018911604
nyquist,MITO,36,PB100083_H07,0.019257482
nyquist,MITO,37,PB100083_H07,0.020224927
nyquist,MITO,38,PB100083_H07,0.019354755
nyquist,MITO,39,PB100083_H07,0.019526998
nyquist,MITO,40,PB100083_H07,0.01969946
nyquist,MITO,41,PB100083_H07,0.019200401
nyquist,MITO,42,PB100083_H07,0.01786806
nyquist,MITO,43,PB100083_H07,0.01892474
nyquist,CONC,0,PB100082_A02,0.023449555
nyquist,CONC,1,PB100082_A02,0.022408407
nyquist,CONC,2,PB100082_A02,0.02286012
nyquist,CONC,3,PB100082_A02,0.02299418
nyquist,CONC,4,PB100082_A02,0.022946171
nyquist,CONC,5,PB100082_A02,0.02308492
nyquist,CONC,6,PB100082_A02,0.023743734
nyquist,CONC,7,PB100082_A02,0.024280954
nyquist,CONC,8,PB100082_A02,0.024368744
nyquist,CONC,9,PB100082_A02,0.024449771
nyquist,CONC,10,PB100082_A02,0.024734246
nyquist,CONC,11,PB100082_A02,0.024817916
nyquist,CONC,12,PB100082_A02,0.024727114
nyquist,CONC,13,PB100082_A02,0.023831949
nyquist,CONC,14,PB100082_A02,0.024018843
nyquist,CONC,15,PB100082_A02,0.024093587
nyquist,CONC,16,PB100082_A02,0.023897797
nyquist,CONC,17,PB100082_A02,0.023616545
nyquist,CONC,18,PB100082_A02,0.02353115
nyquist,CONC,19,PB100082_A02,0.02328053
nyquist,CONC,20,PB100082_A02,0.0232299
nyquist,CONC,21,PB100082_A02,0.022707213
nyquist,CONC,22,PB100082_A02,0.02234237
nyquist,CONC,23,PB100082_A02,0.022574328
nyquist,CONC,24,PB100082_A02,0.022516083
nyquist,CONC,25,PB100082_A02,0.02249611
nyquist,CONC,26,PB100082_A02,0.02254494
nyquist,CONC,27,PB100082_A02,0.022424418
nyquist,CONC,28,PB100082_A02,0.021831077
nyquist,CONC,29,PB100082_A02,0.022035642
nyquist,CONC,30,PB100082_A02,0.021622626
nyquist,CONC,31,PB100082_A02,0.021543978
nyquist,CONC,32,PB100082_A02,0.021656726
nyquist,CONC,33,PB100082_A02,0.021585755
nyquist,CONC,34,PB100082_A02,0.021658324
nyquist,CONC,35,PB100082_A02,0.021373142
nyquist,CONC,36,PB100082_A02,0.021481112
nyquist,CONC,37,PB100082_A02,0.021388099
nyquist,CONC,38,PB100082_A02,0.021258315
nyquist,CONC,39,PB100082_A02,0.021111768
nyquist,CONC,40,PB100082_A02,0.021343462
nyquist,CONC,41,PB100082_A02,0.021497421
nyquist,CONC,42,PB100082_A02,0.020798342
nyquist,CONC,43,PB100082_A02,0.020778628
nyquist,CONC,1,PB100082_A08,0.02489111
nyquist,CONC,2,PB100082_A08,0.024764925
nyquist,CONC,3,PB100082_A08,0.025067177
nyquist,CONC,4,PB100082_A08,0.025371835
nyquist,CONC,5,PB100082_A08,0.026078772
nyquist,CONC,6,PB100082_A08,0.027100274
nyquist,CONC,7,PB100082_A08,0.028594766
nyquist,CONC,8,PB100082_A08,0.030014543
nyquist,CONC,9,PB100082_A08,0.03108617
nyquist,CONC,10,PB100082_A08,0.03195003
nyquist,CONC,11,PB100082_A08,0.033101194
nyquist,CONC,12,PB100082_A08,0.03412523
nyquist,CONC,13,PB100082_A08,0.033084963
nyquist,CONC,14,PB100082_A08,0.034096316
nyquist,CONC,15,PB100082_A08,0.03438707
nyquist,CONC,16,PB100082_A08,0.034526225
nyquist,CONC,17,PB100082_A08,0.0337737
nyquist,CONC,18,PB100082_A08,0.033674754
nyquist,CONC,19,PB100082_A08,0.033165954
nyquist,CONC,20,PB100082_A08,0.032881375
nyquist,CONC,21,PB100082_A08,0.031808004
nyquist,CONC,22,PB100082_A08,0.03191698
nyquist,CONC,23,PB100082_A08,0.031149026
nyquist,CONC,24,PB100082_A08,0.030386563
nyquist,CONC,25,PB100082_A08,0.030116249
nyquist,CONC,26,PB100082_A08,0.029345792
nyquist,CONC,27,PB100082_A08,0.028761026
nyquist,CONC,28,PB100082_A08,0.028506562
nyquist,CONC,29,PB100082_A08,0.028217783
nyquist,CONC,30,PB100082_A08,0.027120559
nyquist,CONC,31,PB100082_A08,0.026950179
nyquist,CONC,32,PB100082_A08,0.026724696
nyquist,CONC,33,PB100082_A08,0.026686452
nyquist,CONC,34,PB100082_A08,0.026476562
nyquist,CONC,35,PB100082_A08,0.026299214
nyquist,CONC,36,PB100082_A08,0.026376737
nyquist,CONC,37,PB100082_A08,0.02627832
nyquist,CONC,38,PB100082_A08,0.026127376
nyquist,CONC,39,PB100082_A08,0.025843646
nyquist,CONC,40,PB100082_A08,0.025956102
nyquist,CONC,41,PB100082_A08,0.026072437
nyquist,CONC,42,PB100082_A08,0.026192335
nyquist,CONC,43,PB100082_A08,0.026099332
nyquist,CONC,0,PB100082_B05,0.025550863
nyquist,CONC,1,PB100082_B05,0.026394961
nyquist,CONC,2,PB100082_B05,0.028445624
nyquist,CONC,3,PB100082_B05,0.029014632
nyquist,CONC,4,PB100082_B05,0.030771624
nyquist,CONC,5,PB100082_B05,0.031711414
nyquist,CONC,6,PB100082_B05,0.033570424
nyquist,CONC,7,PB100082_B05,0.03400009
nyquist,CONC,8,PB100082_B05,0.033931386
nyquist,CONC,9,PB100082_B05,0.033854686
nyquist,CONC,10,PB100082_B05,0.032991678
nyquist,CONC,11,PB100082_B05,0.033264004
nyquist,CONC,12,PB100082_B05,0.03299927
nyquist,CONC,13,PB100082_B05,0.032779507
nyquist,CONC,14,PB100082_B05,0.032121815
nyquist,CONC,15,PB100082_B05,0.031489536
nyquist,CONC,16,PB100082_B05,0.03090927
nyquist,CONC,17,PB100082_B05,0.031099854
nyquist,CONC,18,PB100082_B05,0.030681305
nyquist,CONC,19,PB100082_B05,0.030323016
nyquist,CONC,20,PB100082_B05,0.028690461
nyquist,CONC,21,PB100082_B05,0.028891388
nyquist,CONC,22,PB100082_B05,0.028917477
nyquist,CONC,23,PB100082_B05,0.028808145
nyquist,CONC,24,PB100082_B05,0.028518545
nyquist,CONC,25,PB100082_B05,0.028501237
nyquist,CONC,26,PB100082_B05,0.027542587
nyquist,CONC,27,PB100082_B05,0.026853353
nyquist,CONC,28,PB100082_B05,0.026442897
nyquist,CONC,29,PB100082_B05,0.026376555
nyquist,CONC,30,PB100082_B05,0.026127608
nyquist,CONC,31,PB100082_B05,0.026143156
nyquist,CONC,32,PB100082_B05,0.026017264
nyquist,CONC,33,PB100082_B05,0.025688462
nyquist,CONC,34,PB100082_B05,0.025698911
nyquist,CONC,35,PB100082_B05,0.02536575
nyquist,CONC,36,PB100082_B05,0.025275191
nyquist,CONC,37,PB100082_B05,0.024766855
nyquist,CONC,38,PB100082_B05,0.02425684
nyquist,CONC,39,PB100082_B05,0.02423086
nyquist,CONC,40,PB100082_B05,0.024047198
nyquist,CONC,41,PB100082_B05,0.024356715
nyquist,CONC,42,PB100082_B05,0.024832193
nyquist,CONC,43,PB100082_B05,0.024825588
nyquist,CONC,0,PB100082_C08,0.023061201
nyquist,CONC,1,PB100082_C08,0.02207293
nyquist,CONC,2,PB100082_C08,0.02320923
nyquist,CONC,3,PB100082_C08,0.0236237
nyquist,CONC,4,PB100082_C08,0.024882702
nyquist,CONC,5,PB100082_C08,0.026325285
nyquist,CONC,6,PB100082_C08,0.028233517
nyquist,CONC,7,PB100082_C08,0.028905023
nyquist,CONC,8,PB100082_C08,0.030715153
nyquist,CONC,9,PB100082_C08,0.031158255
nyquist,CONC,10,PB100082_C08,0.032482505
nyquist,CONC,11,PB100082_C08,0.03258248
nyquist,CONC,12,PB100082_C08,0.03384649
nyquist,CONC,13,PB100082_C08,0.034196563
nyquist,CONC,14,PB100082_C08,0.033740357
nyquist,CONC,15,PB100082_C08,0.033674903
nyquist,CONC,16,PB100082_C08,0.033349216
nyquist,CONC,17,PB100082_C08,0.032728173
nyquist,CONC,18,PB100082_C08,0.032577008
nyquist,CONC,19,PB100082_C08,0.032511204
nyquist,CONC,20,PB100082_C08,0.032468222
nyquist,CONC,21,PB100082_C08,0.031982407
nyquist,CONC,22,PB100082_C08,0.03186213
nyquist,CONC,23,PB100082_C08,0.03152319
nyquist,CONC,24,PB100082_C08,0.031133348
nyquist,CONC,25,PB100082_C08,0.030876713
nyquist,CONC,26,PB100082_C08,0.030740399
nyquist,CONC,27,PB100082_C08,0.030055514
nyquist,CONC,28,PB100082_C08,0.02958563
nyquist,CONC,29,PB100082_C08,0.029219976
nyquist,CONC,30,PB100082_C08,0.029091807
nyquist,CONC,31,PB100082_C08,0.028672744
nyquist,CONC,32,PB100082_C08,0.028353889
nyquist,CONC,33,PB100082_C08,0.028096704
nyquist,CONC,34,PB100082_C08,0.027732553
nyquist,CONC,35,PB100082_C08,0.027373232
nyquist,CONC,36,PB100082_C08,0.027346982
nyquist,CONC,37,PB100082_C08,0.027874002
nyquist,CONC,38,PB100082_C08,0.028119367
nyquist,CONC,39,PB100082_C08,0.02814948
nyquist,CONC,40,PB100082_C08,0.028070692
nyquist,CONC,41,PB100082_C08,0.027694654
nyquist,CONC,42,PB100082_C08,0.02728549
nyquist,CONC,43,PB100082_C08,0.026580356
nyquist,CONC,0,PB100082_D03,0.022915037
nyquist,CONC,1,PB100082_D03,0.024037639
nyquist,CONC,2,PB100082_D03,0.02300866
nyquist,CONC,3,PB100082_D03,0.023834245
nyquist,CONC,4,PB100082_D03,0.024151566
nyquist,CONC,5,PB100082_D03,0.025008677
nyquist,CONC,6,PB100082_D03,0.02531252
nyquist,CONC,7,PB100082_D03,0.025813906
nyquist,CONC,8,PB100082_D03,0.026345883
nyquist,CONC,9,PB100082_D03,0.02618832
nyquist,CONC,10,PB100082_D03,0.026621543
nyquist,CONC,11,PB100082_D03,0.026517835
nyquist,CONC,12,PB100082_D03,0.02659358
nyquist,CONC,13,PB100082_D03,0.02658049
nyquist,CONC,14,PB100082_D03,0.026801405
nyquist,CONC,15,PB100082_D03,0.026085587
nyquist,CONC,16,PB100082_D03,0.026245099
nyquist,CONC,17,PB100082_D03,0.026075395
nyquist,CONC,18,PB100082_D03,0.025452696
nyquist,CONC,19,PB100082_D03,0.025340829
nyquist,CONC,20,PB100082_D03,0.025388846
nyquist,CONC,21,PB100082_D03,0.024699202
nyquist,CONC,22,PB100082_D03,0.025018854
nyquist,CONC,23,PB100082_D03,0.02493617
nyquist,CONC,24,PB100082_D03,0.024518246
nyquist,CONC,25,PB100082_D03,0.02463736
nyquist,CONC,26,PB100082_D03,0.024596896
nyquist,CONC,27,PB100082_D03,0.02413411
nyquist,CONC,28,PB100082_D03,0.023968434
nyquist,CONC,29,PB100082_D03,0.023515534
nyquist,CONC,30,PB100082_D03,0.02364042
nyquist,CONC,31,PB100082_D03,0.023359537
nyquist,CONC,32,PB100082_D03,0.023397287
nyquist,CONC,33,PB100082_D03,0.023267675
nyquist,CONC,34,PB100082_D03,0.023756454
nyquist,CONC,35,PB100082_D03,0.023805782
nyquist,CONC,36,PB100082_D03,0.0234465
nyquist,CONC,37,PB100082_D03,0.023406532
nyquist,CONC,38,PB100082_D03,0.02383737
nyquist,CONC,39,PB100082_D03,0.024031332
nyquist,CONC,40,PB100082_D03,0.024010498
nyquist,CONC,41,PB100082_D03,0.024026949
nyquist,CONC,42,PB100082_D03,0.024528146
nyquist,CONC,43,PB100082_D03,0.024813551
nyquist,CONC,0,PB100082_E06,0.023981614
nyquist,CONC,1,PB100082_E06,0.023753865
nyquist,CONC,2,PB100082_E06,0.02447997
nyquist,CONC,3,PB100082_E06,0.025469564
nyquist,CONC,4,PB100082_E06,0.02573288
nyquist,CONC,5,PB100082_E06,0.026928416
nyquist,CONC,6,PB100082_E06,0.027272217
nyquist,CONC,7,PB100082_E06,0.027925879
nyquist,CONC,8,PB100082_E06,0.028704245
nyquist,CONC,9,PB100082_E06,0.029417284
nyquist,CONC,10,PB100082_E06,0.029046593
nyquist,CONC,11,PB100082_E06,0.02943218
nyquist,CONC,12,PB100082_E06,0.029415848
nyquist,CONC,13,PB100082_E06,0.029346006
nyquist,CONC,14,PB100082_E06,0.029379793
nyquist,CONC,15,PB100082_E06,0.029176624
nyquist,CONC,16,PB100082_E06,0.029224044
nyquist,CONC,17,PB100082_E06,0.028800333
nyquist,CONC,18,PB100082_E06,0.028859694
nyquist,CONC,19,PB100082_E06,0.028665733
nyquist,CONC,20,PB100082_E06,0.028432643
nyquist,CONC,21,PB100082_E06,0.02822903
nyquist,CONC,22,PB100082_E06,0.028173689
nyquist,CONC,23,PB100082_E06,0.027546467
nyquist,CONC,24,PB100082_E06,0.02757283
nyquist,CONC,25,PB100082_E06,0.026675636
nyquist,CONC,26,PB100082_E06,0.026766738
nyquist,CONC,27,PB100082_E06,0.026637636
nyquist,CONC,28,PB100082_E06,0.025891716
nyquist,CONC,29,PB100082_E06,0.026111035
nyquist,CONC,30,PB100082_E06,0.025473386
nyquist,CONC,31,PB100082_E06,0.025717817
nyquist,CONC,32,PB100082_E06,0.025698792
nyquist,CONC,33,PB100082_E06,0.025443682
nyquist,CONC,34,PB100082_E06,0.025393631
nyquist,CONC,35,PB100082_E06,0.025387617
nyquist,CONC,36,PB100082_E06,0.024705423
nyquist,CONC,37,PB100082_E06,0.024233108
nyquist,CONC,38,PB100082_E06,0.024199042
nyquist,CONC,39,PB100082_E06,0.023797652
nyquist,CONC,40,PB100082_E06,0.02375698
nyquist,CONC,41,PB100082_E06,0.023571739
nyquist,CONC,42,PB100082_E06,0.023576366
nyquist,CONC,43,PB100082_E06,0.023333644
nyquist,CONC,0,PB100082_F01,0.02294092
nyquist,CONC,1,PB100082_F01,0.023652574
nyquist,CONC,2,PB100082_F01,0.02283575
nyquist,CONC,3,PB100082_F01,0.022505792
nyquist,CONC,4,PB100082_F01,0.022368684
nyquist,CONC,5,PB100082_F01,0.023163166
nyquist,CONC,6,PB100082_F01,0.023692805
nyquist,CONC,7,PB100082_F01,0.024581231
nyquist,CONC,8,PB100082_F01,0.02470114
nyquist,CONC,9,PB100082_F01,0.02544623
nyquist,CONC,10,PB100082_F01,0.026194695
nyquist,CONC,11,PB100082_F01,0.026463047
nyquist,CONC,12,PB100082_F01,0.026243635
nyquist,CONC,13,PB100082_F01,0.026229367
nyquist,CONC,14,PB100082_F01,0.02628388
nyquist,CONC,15,PB100082_F01,0.026200583
nyquist,CONC,16,PB100082_F01,0.025930498
nyquist,CONC,17,PB100082_F01,0.02619667
nyquist,CONC,18,PB100082_F01,0.025868047
nyquist,CONC,19,PB100082_F01,0.025572646
nyquist,CONC,20,PB100082_F01,0.025283352
nyquist,CONC,21,PB100082_F01,0.025179127
nyquist,CONC,22,PB100082_F01,0.024838444
nyquist,CONC,23,PB100082_F01,0.024726354
nyquist,CONC,24,PB100082_F01,0.025017567
nyquist,CONC,25,PB100082_F01,0.024627728
nyquist,CONC,26,PB100082_F01,0.024446633
nyquist,CONC,27,PB100082_F01,0.024257213
nyquist,CONC,28,PB100082_F01,0.023917602
nyquist,CONC,29,PB100082_F01,0.023511693
nyquist,CONC,30,PB100082_F01,0.023236405
nyquist,CONC,31,PB100082_F01,0.022979733
nyquist,CONC,32,PB100082_F01,0.023200214
nyquist,CONC,33,PB100082_F01,0.023142727
nyquist,CONC,34,PB100082_F01,0.02275834
nyquist,CONC,35,PB100082_F01,0.022489086
nyquist,CONC,36,PB100082_F01,0.021754518
nyquist,CONC,37,PB100082_F01,0.021604266
nyquist,CONC,38,PB100082_F01,0.02181055
nyquist,CONC,39,PB100082_F01,0.021927133
nyquist,CONC,40,PB100082_F01,0.021986172
nyquist,CONC,41,PB100082_F01,0.021570172
nyquist,CONC,42,PB100082_F01,0.02178969
nyquist,CONC,43,PB100082_F01,0.021663856
nyquist,CONC,0,PB100082_G04,0.021710522
nyquist,CONC,1,PB100082_G04,0.022018546
nyquist,CONC,2,PB100082_G04,0.022269562
nyquist,CONC,3,PB100082_G04,0.022410862
nyquist,CONC,4,PB100082_G04,0.022697596
nyquist,CONC,5,PB100082_G04,0.023083298
nyquist,CONC,6,PB100082_G04,0.023278456
nyquist,CONC,7,PB100082_G04,0.02312193
nyquist,CONC,8,PB100082_G04,0.023087256
nyquist,CONC,9,PB100082_G04,0.023219515
nyquist,CONC,10,PB100082_G04,0.023420103
nyquist,CONC,11,PB100082_G04,0.023496836
nyquist,CONC,12,PB100082_G04,0.023631398
nyquist,CONC,13,PB100082_G04,0.02372773
nyquist,CONC,14,PB100082_G04,0.023677336
nyquist,CONC,15,PB100082_G04,0.023612645
nyquist,CONC,16,PB100082_G04,0.02339401
nyquist,CONC,17,PB100082_G04,0.023525933
nyquist,CONC,18,PB100082_G04,0.022838421
nyquist,CONC,19,PB100082_G04,0.022618715
nyquist,CONC,20,PB100082_G04,0.022723787
nyquist,CONC,21,PB100082_G04,0.022391025
nyquist,CONC,22,PB100082_G04,0.021087626
nyquist,CONC,23,PB100082_G04,0.021223605
nyquist,CONC,24,PB100082_G04,0.021353994
nyquist,CONC,25,PB100082_G04,0.021253828
nyquist,CONC,26,PB100082_G04,0.021022469
nyquist,CONC,27,PB100082_G04,0.020578703
nyquist,CONC,28,PB100082_G04,0.020369243
nyquist,CONC,29,PB100082_G04,0.020546474
nyquist,CONC,30,PB100082_G04,0.020249242
nyquist,CONC,31,PB100082_G04,0.019875515
nyquist,CONC,32,PB100082_G04,0.019810371
nyquist,CONC,33,PB100082_G04,0.019501496
nyquist,CONC,34,PB100082_G04,0.019261673
nyquist,CONC,35,PB100082_G04,0.018943682
nyquist,CONC,36,PB100082_G04,0.020339403
nyquist,CONC,37,PB100082_G04,0.020418473
nyquist,CONC,38,PB100082_G04,0.020263255
nyquist,CONC,39,PB100082_G04,0.019785974
nyquist,CONC,40,PB100082_G04,0.020368613
nyquist,CONC,41,PB100082_G04,0.020379826
nyquist,CONC,42,PB100082_G04,0.019560186
nyquist,CONC,43,PB100082_G04,0.01946218
nyquist,CONC,0,PB100082_H01,0.014440877
nyquist,CONC,1,PB100082_H01,0.017534252
nyquist,CONC,2,PB100082_H01,0.01538017
nyquist,CONC,3,PB100082_H01,0.01802783
nyquist,CONC,4,PB100082_H01,0.016760413
nyquist,CONC,5,PB100082_H01,0.01902946
nyquist,CONC,6,PB100082_H01,0.017581275
nyquist,CONC,7,PB100082_H01,0.017901115
nyquist,CONC,8,PB100082_H01,0.017277405
nyquist,CONC,9,PB100082_H01,0.017688826
nyquist,CONC,10,PB100082_H01,0.018462855
nyquist,CONC,11,PB100082_H01,0.017491668
nyquist,CONC,12,PB100082_H01,0.018247683
nyquist,CONC,13,PB100082_H01,0.017745953
nyquist,CONC,14,PB100082_H01,0.019634955
nyquist,CONC,15,PB100082_H01,0.018833011
nyquist,CONC,16,PB100082_H01,0.01935687
nyquist,CONC,17,PB100082_H01,0.018919386
nyquist,CONC,18,PB100082_H01,0.017838689
nyquist,CONC,19,PB100082_H01,0.018097501
nyquist,CONC,20,PB100082_H01,0.018046502
nyquist,CONC,21,PB100082_H01,0.018108027
nyquist,CONC,22,PB100082_H01,0.018273296
nyquist,CONC,23,PB100082_H01,0.017631013
nyquist,CONC,24,PB100082_H01,0.018241107
nyquist,CONC,25,PB100082_H01,0.018258434
nyquist,CONC,26,PB100082_H01,0.018588625
nyquist,CONC,27,PB100082_H01,0.017439293
nyquist,CONC,28,PB100082_H01,0.018227022
nyquist,CONC,29,PB100082_H01,0.017417468
nyquist,CONC,30,PB100082_H01,0.017188612
nyquist,CONC,31,PB100082_H01,0.017452162
nyquist,CONC,32,PB100082_H01,0.017328931
nyquist,CONC,33,PB100082_H01,0.017326469
nyquist,CONC,34,PB100082_H01,0.017543547
nyquist,CONC,35,PB100082_H01,0.017769365
nyquist,CONC,36,PB100082_H01,0.016800025
nyquist,CONC,37,PB100082_H01,0.017458772
nyquist,CONC,38,PB100082_H01,0.01756187
nyquist,CONC,39,PB100082_H01,0.016528754
nyquist,CONC,40,PB100082_H01,0.015858473
nyquist,CONC,41,PB100082_H01,0.016202899
nyquist,CONC,42,PB100082_H01,0.015765449
nyquist,CONC,43,PB100082_H01,0.015999831
nyquist,CONC,0,PB100082_H07,0.023249995
nyquist,CONC,1,PB100082_H07,0.02402699
nyquist,CONC,2,PB100082_H07,0.0248663
nyquist,CONC,3,PB100082_H07,0.024835747
nyquist,CONC,4,PB100082_H07,0.025093794
nyquist,CONC,5,PB100082_H07,0.025499444
nyquist,CONC,6,PB100082_H07,0.026126195
nyquist,CONC,7,PB100082_H07,0.026729733
nyquist,CONC,8,PB100082_H07,0.02681908
nyquist,CONC,9,PB100082_H07,0.026693199
nyquist,CONC,10,PB100082_H07,0.026562996
nyquist,CONC,11,PB100082_H07,0.026299385
nyquist,CONC,12,PB100082_H07,0.026302759
nyquist,CONC,13,PB100082_H07,0.026329242
nyquist,CONC,14,PB100082_H07,0.025873262
nyquist,CONC,15,PB100082_H07,0.02574511
nyquist,CONC,16,PB100082_H07,0.024765318
nyquist,CONC,17,PB100082_H07,0.024508208
nyquist,CONC,18,PB100082_H07,0.024858776
nyquist,CONC,19,PB100082_H07,0.024051538
nyquist,CONC,20,PB100082_H07,0.024028711
nyquist,CONC,21,PB100082_H07,0.023868162
nyquist,CONC,22,PB100082_H07,0.023818903
nyquist,CONC,23,PB100082_H07,0.023538057
nyquist,CONC,24,PB100082_H07,0.023507629
nyquist,CONC,25,PB100082_H07,0.023526432
nyquist,CONC,26,PB100082_H07,0.023513181
nyquist,CONC,27,PB100082_H07,0.023206027
nyquist,CONC,28,PB100082_H07,0.023022534
nyquist,CONC,29,PB100082_H07,0.023105819
nyquist,CONC,30,PB100082_H07,0.022970602
nyquist,CONC,31,PB100082_H07,0.022711975
nyquist,CONC,32,PB100082_H07,0.022522802
nyquist,CONC,33,PB100082_H07,0.022333464
nyquist,CONC,34,PB100082_H07,0.02223743
nyquist,CONC,35,PB100082_H07,0.02233847
nyquist,CONC,36,PB100082_H07,0.022591706
nyquist,CONC,37,PB100082_H07,0.022556648
nyquist,CONC,38,PB100082_H07,0.022429157
nyquist,CONC,39,PB100082_H07,0.022429856
nyquist,CONC,40,PB100082_H07,0.022250038
nyquist,CONC,41,PB100082_H07,0.022289224
nyquist,CONC,42,PB100082_H07,0.022017334
nyquist,CONC,43,PB100082_H07,0.02175555
nyquist,CONC,0,PB100083_A02,0.010960707
nyquist,CONC,1,PB100083_A02,0.011002891
nyquist,CONC,2,PB100083_A02,0.011184687
nyquist,CONC,3,PB100083_A02,0.011152496
nyquist,CONC,4,PB100083_A02,0.011127811
nyquist,CONC,5,PB100083_A02,0.011141277
nyquist,CONC,6,PB100083_A02,0.011236878
nyquist,CONC,7,PB100083_A02,0.011356251
nyquist,CONC,8,PB100083_A02,0.011407677
nyquist,CONC,9,PB100083_A02,0.011422182
nyquist,CONC,10,PB100083_A02,0.0114486115
nyquist,CONC,11,PB100083_A02,0.011476396
nyquist,CONC,12,PB100083_A02,0.011310528
nyquist,CONC,13,PB100083_A02,0.0110949725
nyquist,CONC,14,PB100083_A02,0.011227697
nyquist,CONC,15,PB100083_A02,0.011182327
nyquist,CONC,16,PB100083_A02,0.011232905
nyquist,CONC,17,PB100083_A02,0.01115256
nyquist,CONC,18,PB100083_A02,0.01123579
nyquist,CONC,19,PB100083_A02,0.011184541
nyquist,CONC,20,PB100083_A02,0.01129789
nyquist,CONC,21,PB100083_A02,0.010955909
nyquist,CONC,22,PB100083_A02,0.010457857
nyquist,CONC,23,PB100083_A02,0.010377901
nyquist,CONC,24,PB100083_A02,0.01050541
nyquist,CONC,25,PB100083_A02,0.0104427645
nyquist,CONC,26,PB100083_A02,0.010557725
nyquist,CONC,27,PB100083_A02,0.010534907
nyquist,CONC,28,PB100083_A02,0.010583539
nyquist,CONC,29,PB100083_A02,0.010073445
nyquist,CONC,30,PB100083_A02,0.009898475
nyquist,CONC,31,PB100083_A02,0.010045176
nyquist,CONC,32,PB100083_A02,0.010036133
nyquist,CONC,33,PB100083_A02,0.010110272
nyquist,CONC,34,PB100083_A02,0.009953674
nyquist,CONC,35,PB100083_A02,0.010105349
nyquist,CONC,36,PB100083_A02,0.010025685
nyquist,CONC,37,PB100083_A02,0.00888581
nyquist,CONC,38,PB100083_A02,0.010014642
nyquist,CONC,39,PB100083_A02,0.010117149
nyquist,CONC,40,PB100083_A02,0.010043285
nyquist,CONC,41,PB100083_A02,0.010058322
nyquist,CONC,42,PB100083_A02,0.009819396
nyquist,CONC,43,PB100083_A02,0.009346448
nyquist,CONC,0,PB100083_A08,0.016587637
nyquist,CONC,1,PB100083_A08,0.017159525
nyquist,CONC,2,PB100083_A08,0.017213374
nyquist,CONC,3,PB100083_A08,0.017338896
nyquist,CONC,4,PB100083_A08,0.017103396
nyquist,CONC,5,PB100083_A08,0.017143901
nyquist,CONC,6,PB100083_A08,0.017140774
nyquist,CONC,7,PB100083_A08,0.017615847
nyquist,CONC,8,PB100083_A08,0.017517991
nyquist,CONC,9,PB100083_A08,0.017515846
nyquist,CONC,10,PB100083_A08,0.017395204
nyquist,CONC,11,PB100083_A08,0.017086916
nyquist,CONC,12,PB100083_A08,0.016661474
nyquist,CONC,13,PB100083_A08,0.016567133
nyquist,CONC,14,PB100083_A08,0.016425278
nyquist,CONC,15,PB100083_A08,0.0159241
nyquist,CONC,16,PB100083_A08,0.015561907
nyquist,CONC,17,PB100083_A08,0.015741153
nyquist,CONC,18,PB100083_A08,0.01546523
nyquist,CONC,19,PB100083_A08,0.0152564095
nyquist,CONC,20,PB100083_A08,0.015080339
nyquist,CONC,21,PB100083_A08,0.014867776
nyquist,CONC,22,PB100083_A08,0.014639055
nyquist,CONC,23,PB100083_A08,0.014500473
nyquist,CONC,24,PB100083_A08,0.014424796
nyquist,CONC,25,PB100083_A08,0.014353963
nyquist,CONC,26,PB100083_A08,0.01434694
nyquist,CONC,27,PB100083_A08,0.014360767
nyquist,CONC,28,PB100083_A08,0.01428048
nyquist,CONC,29,PB100083_A08,0.01418692
nyquist,CONC,30,PB100083_A08,0.014318485
nyquist,CONC,31,PB100083_A08,0.014374368
nyquist,CONC,32,PB100083_A08,0.014482709
nyquist,CONC,33,PB100083_A08,0.014265963
nyquist,CONC,34,PB100083_A08,0.014424546
nyquist,CONC,35,PB100083_A08,0.014269593
nyquist,CONC,36,PB100083_A08,0.013971186
nyquist,CONC,37,PB100083_A08,0.013911853
nyquist,CONC,38,PB100083_A08,0.0139652435
nyquist,CONC,39,PB100083_A08,0.013982015
nyquist,CONC,40,PB100083_A08,0.014058381
nyquist,CONC,41,PB100083_A08,0.014071891
nyquist,CONC,42,PB100083_A08,0.013748767
nyquist,CONC,43,PB100083_A08,0.013694122
nyquist,CONC,0,PB100083_B05,0.02122816
nyquist,CONC,1,PB100083_B05,0.022203812
nyquist,CONC,2,PB100083_B05,0.02281287
nyquist,CONC,3,PB100083_B05,0.02329769
nyquist,CONC,4,PB100083_B05,0.024113344
