source,channel,slice,wid,median_intensity
nyquist,PHAandWGA,20,PB100083_E06,0.09820743
nyquist,PHAandWGA,21,PB100083_E06,0.09728818
nyquist,PHAandWGA,22,PB100083_E06,0.096558854
nyquist,PHAandWGA,23,PB100083_E06,0.0969243
nyquist,PHAandWGA,24,PB100083_E06,0.09705019
nyquist,PHAandWGA,25,PB100083_E06,0.09680904
nyquist,PHAandWGA,26,PB100083_E06,0.096302725
nyquist,PHAandWGA,27,PB100083_E06,0.095333844
nyquist,PHAandWGA,28,PB100083_E06,0.09749454
nyquist,PHAandWGA,29,PB100083_E06,0.098499164
nyquist,PHAandWGA,30,PB100083_E06,0.098220795
nyquist,PHAandWGA,31,PB100083_E06,0.096349075
nyquist,PHAandWGA,32,PB100083_E06,0.0952764
nyquist,PHAandWGA,33,PB100083_E06,0.096766934
nyquist,PHAandWGA,34,PB100083_E06,0.094165504
nyquist,PHAandWGA,35,PB100083_E06,0.09608376
nyquist,PHAandWGA,36,PB100083_E06,0.09839321
nyquist,PHAandWGA,37,PB100083_E06,0.09882156
nyquist,PHAandWGA,38,PB100083_E06,0.097660795
nyquist,PHAandWGA,39,PB100083_E06,0.098263495
nyquist,PHAandWGA,40,PB100083_E06,0.0986145
nyquist,PHAandWGA,41,PB100083_E06,0.09790628
nyquist,PHAandWGA,42,PB100083_E06,0.097079754
nyquist,PHAandWGA,43,PB100083_E06,0.097057864
nyquist,PHAandWGA,0,PB100083_F01,0.09290985
nyquist,PHAandWGA,1,PB100083_F01,0.09341672
nyquist,PHAandWGA,2,PB100083_F01,0.09323876
nyquist,PHAandWGA,3,PB100083_F01,0.093449086
nyquist,PHAandWGA,4,PB100083_F01,0.09378941
nyquist,PHAandWGA,5,PB100083_F01,0.095010005
nyquist,PHAandWGA,6,PB100083_F01,0.09510755
nyquist,PHAandWGA,7,PB100083_F01,0.094318755
nyquist,PHAandWGA,8,PB100083_F01,0.09449758
nyquist,PHAandWGA,9,PB100083_F01,0.09474968
nyquist,PHAandWGA,10,PB100083_F01,0.095004514
nyquist,PHAandWGA,11,PB100083_F01,0.097602345
nyquist,PHAandWGA,12,PB100083_F01,0.09662948
nyquist,PHAandWGA,13,PB100083_F01,0.096734844
nyquist,PHAandWGA,14,PB100083_F01,0.096860245
nyquist,PHAandWGA,15,PB100083_F01,0.09635494
nyquist,PHAandWGA,16,PB100083_F01,0.09289467
nyquist,PHAandWGA,17,PB100083_F01,0.09440293
nyquist,PHAandWGA,18,PB100083_F01,0.09319494
nyquist,PHAandWGA,19,PB100083_F01,0.093231626
nyquist,PHAandWGA,20,PB100083_F01,0.0933701
nyquist,PHAandWGA,21,PB100083_F01,0.093307585
nyquist,PHAandWGA,22,PB100083_F01,0.09238031
nyquist,PHAandWGA,23,PB100083_F01,0.09259033
nyquist,PHAandWGA,24,PB100083_F01,0.0900296
nyquist,PHAandWGA,25,PB100083_F01,0.08981748
nyquist,PHAandWGA,26,PB100083_F01,0.08974847
nyquist,PHAandWGA,27,PB100083_F01,0.0889519
nyquist,PHAandWGA,28,PB100083_F01,0.08762743
nyquist,PHAandWGA,29,PB100083_F01,0.08722095
nyquist,PHAandWGA,30,PB100083_F01,0.08610769
nyquist,PHAandWGA,31,PB100083_F01,0.08427261
nyquist,PHAandWGA,32,PB100083_F01,0.08626464
nyquist,PHAandWGA,33,PB100083_F01,0.08515921
nyquist,PHAandWGA,34,PB100083_F01,0.084388964
nyquist,PHAandWGA,35,PB100083_F01,0.0826237
nyquist,PHAandWGA,36,PB100083_F01,0.08231208
nyquist,PHAandWGA,37,PB100083_F01,0.07938501
nyquist,PHAandWGA,38,PB100083_F01,0.078536525
nyquist,PHAandWGA,39,PB100083_F01,0.078633174
nyquist,PHAandWGA,40,PB100083_F01,0.077737756
nyquist,PHAandWGA,41,PB100083_F01,0.078489095
nyquist,PHAandWGA,42,PB100083_F01,0.07812288
nyquist,PHAandWGA,43,PB100083_F01,0.07963224
nyquist,PHAandWGA,0,PB100083_G04,0.11542727
nyquist,PHAandWGA,1,PB100083_G04,0.11498162
nyquist,PHAandWGA,2,PB100083_G04,0.11699849
nyquist,PHAandWGA,3,PB100083_G04,0.11902758
nyquist,PHAandWGA,4,PB100083_G04,0.12324261
nyquist,PHAandWGA,5,PB100083_G04,0.12865208
nyquist,PHAandWGA,6,PB100083_G04,0.13183157
nyquist,PHAandWGA,7,PB100083_G04,0.13460942
nyquist,PHAandWGA,8,PB100083_G04,0.14016928
nyquist,PHAandWGA,9,PB100083_G04,0.14325202
nyquist,PHAandWGA,10,PB100083_G04,0.14618592
nyquist,PHAandWGA,11,PB100083_G04,0.14847152
nyquist,PHAandWGA,12,PB100083_G04,0.14795017
nyquist,PHAandWGA,13,PB100083_G04,0.14788789
nyquist,PHAandWGA,14,PB100083_G04,0.14944476
nyquist,PHAandWGA,15,PB100083_G04,0.14864129
nyquist,PHAandWGA,16,PB100083_G04,0.14952102
nyquist,PHAandWGA,17,PB100083_G04,0.15029502
nyquist,PHAandWGA,18,PB100083_G04,0.14999872
nyquist,PHAandWGA,19,PB100083_G04,0.15114121
nyquist,PHAandWGA,20,PB100083_G04,0.1454143
nyquist,PHAandWGA,21,PB100083_G04,0.14475398
nyquist,PHAandWGA,22,PB100083_G04,0.14511901
nyquist,PHAandWGA,23,PB100083_G04,0.14802426
nyquist,PHAandWGA,24,PB100083_G04,0.14640431
nyquist,PHAandWGA,25,PB100083_G04,0.14665768
nyquist,PHAandWGA,26,PB100083_G04,0.14569685
nyquist,PHAandWGA,27,PB100083_G04,0.14146571
nyquist,PHAandWGA,28,PB100083_G04,0.14296633
nyquist,PHAandWGA,29,PB100083_G04,0.14289604
nyquist,PHAandWGA,30,PB100083_G04,0.14287338
nyquist,PHAandWGA,31,PB100083_G04,0.13961414
nyquist,PHAandWGA,32,PB100083_G04,0.13793647
nyquist,PHAandWGA,33,PB100083_G04,0.1421704
nyquist,PHAandWGA,34,PB100083_G04,0.13931479
nyquist,PHAandWGA,35,PB100083_G04,0.140526
nyquist,PHAandWGA,36,PB100083_G04,0.14063272
nyquist,PHAandWGA,37,PB100083_G04,0.14154118
nyquist,PHAandWGA,38,PB100083_G04,0.13987833
nyquist,PHAandWGA,39,PB100083_G04,0.14083287
nyquist,PHAandWGA,40,PB100083_G04,0.1424443
nyquist,PHAandWGA,41,PB100083_G04,0.14568725
nyquist,PHAandWGA,42,PB100083_G04,0.13682897
nyquist,PHAandWGA,43,PB100083_G04,0.13798028
nyquist,PHAandWGA,0,PB100083_H01,0.09692326
nyquist,PHAandWGA,1,PB100083_H01,0.096999235
nyquist,PHAandWGA,2,PB100083_H01,0.09644906
nyquist,PHAandWGA,3,PB100083_H01,0.09891244
nyquist,PHAandWGA,4,PB100083_H01,0.09960132
nyquist,PHAandWGA,5,PB100083_H01,0.10255852
nyquist,PHAandWGA,6,PB100083_H01,0.105238795
nyquist,PHAandWGA,7,PB100083_H01,0.105446525
nyquist,PHAandWGA,8,PB100083_H01,0.10655475
nyquist,PHAandWGA,9,PB100083_H01,0.105860114
nyquist,PHAandWGA,10,PB100083_H01,0.10790706
nyquist,PHAandWGA,11,PB100083_H01,0.104744084
nyquist,PHAandWGA,12,PB100083_H01,0.106030524
nyquist,PHAandWGA,13,PB100083_H01,0.106654614
nyquist,PHAandWGA,14,PB100083_H01,0.10558189
nyquist,PHAandWGA,15,PB100083_H01,0.105100565
nyquist,PHAandWGA,16,PB100083_H01,0.10533922
nyquist,PHAandWGA,17,PB100083_H01,0.10500168
nyquist,PHAandWGA,18,PB100083_H01,0.104280025
nyquist,PHAandWGA,19,PB100083_H01,0.10407462
nyquist,PHAandWGA,20,PB100083_H01,0.10330753
nyquist,PHAandWGA,21,PB100083_H01,0.10236111
nyquist,PHAandWGA,22,PB100083_H01,0.10212624
nyquist,PHAandWGA,23,PB100083_H01,0.101105526
nyquist,PHAandWGA,24,PB100083_H01,0.099994674
nyquist,PHAandWGA,25,PB100083_H01,0.09951186
nyquist,PHAandWGA,26,PB100083_H01,0.09888471
nyquist,PHAandWGA,27,PB100083_H01,0.09751071
nyquist,PHAandWGA,28,PB100083_H01,0.095671944
nyquist,PHAandWGA,29,PB100083_H01,0.09593307
nyquist,PHAandWGA,30,PB100083_H01,0.09503284
nyquist,PHAandWGA,31,PB100083_H01,0.09529541
nyquist,PHAandWGA,32,PB100083_H01,0.09512474
nyquist,PHAandWGA,33,PB100083_H01,0.0947991
nyquist,PHAandWGA,34,PB100083_H01,0.09029278
nyquist,PHAandWGA,35,PB100083_H01,0.09145084
nyquist,PHAandWGA,36,PB100083_H01,0.08989348
nyquist,PHAandWGA,37,PB100083_H01,0.089806035
nyquist,PHAandWGA,38,PB100083_H01,0.08814711
nyquist,PHAandWGA,39,PB100083_H01,0.08786684
nyquist,PHAandWGA,40,PB100083_H01,0.0887525
nyquist,PHAandWGA,41,PB100083_H01,0.08567218
nyquist,PHAandWGA,42,PB100083_H01,0.0874911
nyquist,PHAandWGA,43,PB100083_H01,0.08746091
nyquist,PHAandWGA,0,PB100083_H07,0.09378396
nyquist,PHAandWGA,1,PB100083_H07,0.09459273
nyquist,PHAandWGA,2,PB100083_H07,0.09516585
nyquist,PHAandWGA,3,PB100083_H07,0.09392372
nyquist,PHAandWGA,4,PB100083_H07,0.09615409
nyquist,PHAandWGA,5,PB100083_H07,0.09720795
nyquist,PHAandWGA,6,PB100083_H07,0.097431466
nyquist,PHAandWGA,7,PB100083_H07,0.09733718
nyquist,PHAandWGA,8,PB100083_H07,0.098018125
nyquist,PHAandWGA,9,PB100083_H07,0.098025784
nyquist,PHAandWGA,10,PB100083_H07,0.0984714
nyquist,PHAandWGA,11,PB100083_H07,0.098315164
nyquist,PHAandWGA,12,PB100083_H07,0.09725509
nyquist,PHAandWGA,13,PB100083_H07,0.096205905
nyquist,PHAandWGA,14,PB100083_H07,0.0941223
nyquist,PHAandWGA,15,PB100083_H07,0.09344141
nyquist,PHAandWGA,16,PB100083_H07,0.09212838
nyquist,PHAandWGA,17,PB100083_H07,0.092597075
nyquist,PHAandWGA,18,PB100083_H07,0.0942864
nyquist,PHAandWGA,19,PB100083_H07,0.0931737
nyquist,PHAandWGA,20,PB100083_H07,0.09301498
nyquist,PHAandWGA,21,PB100083_H07,0.092933774
nyquist,PHAandWGA,22,PB100083_H07,0.09120241
nyquist,PHAandWGA,23,PB100083_H07,0.09117168
nyquist,PHAandWGA,24,PB100083_H07,0.09232672
nyquist,PHAandWGA,25,PB100083_H07,0.092288695
nyquist,PHAandWGA,26,PB100083_H07,0.092480965
nyquist,PHAandWGA,27,PB100083_H07,0.09172184
nyquist,PHAandWGA,28,PB100083_H07,0.090302214
nyquist,PHAandWGA,29,PB100083_H07,0.090638556
nyquist,PHAandWGA,30,PB100083_H07,0.09015226
nyquist,PHAandWGA,31,PB100083_H07,0.09021452
nyquist,PHAandWGA,32,PB100083_H07,0.09075235
nyquist,PHAandWGA,33,PB100083_H07,0.0919476
nyquist,PHAandWGA,34,PB100083_H07,0.09115981
nyquist,PHAandWGA,35,PB100083_H07,0.08936928
nyquist,PHAandWGA,36,PB100083_H07,0.09002127
nyquist,PHAandWGA,37,PB100083_H07,0.090285026
nyquist,PHAandWGA,38,PB100083_H07,0.090530366
nyquist,PHAandWGA,39,PB100083_H07,0.08809168
nyquist,PHAandWGA,40,PB100083_H07,0.08804456
nyquist,PHAandWGA,41,PB100083_H07,0.08526896
nyquist,PHAandWGA,42,PB100083_H07,0.08370588
nyquist,PHAandWGA,43,PB100083_H07,0.08587128
nyquist,SYTO,0,PB100082_A02,0.19676416
nyquist,SYTO,1,PB100082_A02,0.18138319
nyquist,SYTO,2,PB100082_A02,0.18474899
nyquist,SYTO,3,PB100082_A02,0.1875897
nyquist,SYTO,4,PB100082_A02,0.18965659
nyquist,SYTO,5,PB100082_A02,0.19393003
nyquist,SYTO,6,PB100082_A02,0.19958848
nyquist,SYTO,7,PB100082_A02,0.20071389
nyquist,SYTO,8,PB100082_A02,0.20131254
nyquist,SYTO,9,PB100082_A02,0.20398669
nyquist,SYTO,10,PB100082_A02,0.20676297
nyquist,SYTO,11,PB100082_A02,0.20456816
nyquist,SYTO,12,PB100082_A02,0.20353189
nyquist,SYTO,13,PB100082_A02,0.19759467
nyquist,SYTO,14,PB100082_A02,0.19868034
nyquist,SYTO,15,PB100082_A02,0.2007124
nyquist,SYTO,16,PB100082_A02,0.19661224
nyquist,SYTO,17,PB100082_A02,0.19409607
nyquist,SYTO,18,PB100082_A02,0.1937996
nyquist,SYTO,19,PB100082_A02,0.19239159
nyquist,SYTO,20,PB100082_A02,0.18962872
nyquist,SYTO,21,PB100082_A02,0.18792523
nyquist,SYTO,22,PB100082_A02,0.18554246
nyquist,SYTO,23,PB100082_A02,0.18651164
nyquist,SYTO,24,PB100082_A02,0.18708143
nyquist,SYTO,25,PB100082_A02,0.18586555
nyquist,SYTO,26,PB100082_A02,0.1884273
nyquist,SYTO,27,PB100082_A02,0.18697327
nyquist,SYTO,28,PB100082_A02,0.18092681
nyquist,SYTO,29,PB100082_A02,0.1821335
nyquist,SYTO,30,PB100082_A02,0.1786798
nyquist,SYTO,31,PB100082_A02,0.17815909
nyquist,SYTO,32,PB100082_A02,0.17518333
nyquist,SYTO,33,PB100082_A02,0.17547946
nyquist,SYTO,34,PB100082_A02,0.17531008
nyquist,SYTO,35,PB100082_A02,0.17462386
nyquist,SYTO,36,PB100082_A02,0.17950398
nyquist,SYTO,37,PB100082_A02,0.17666467
nyquist,SYTO,38,PB100082_A02,0.17692523
nyquist,SYTO,39,PB100082_A02,0.1771475
nyquist,SYTO,40,PB100082_A02,0.17868079
nyquist,SYTO,41,PB100082_A02,0.17890762
nyquist,SYTO,42,PB100082_A02,0.1746456
nyquist,SYTO,43,PB100082_A02,0.16962248
nyquist,SYTO,1,PB100082_A08,0.19326936
nyquist,SYTO,2,PB100082_A08,0.188633
nyquist,SYTO,3,PB100082_A08,0.19028972
nyquist,SYTO,4,PB100082_A08,0.19346076
nyquist,SYTO,5,PB100082_A08,0.19671607
nyquist,SYTO,6,PB100082_A08,0.20231535
nyquist,SYTO,7,PB100082_A08,0.21187867
nyquist,SYTO,8,PB100082_A08,0.21917523
nyquist,SYTO,9,PB100082_A08,0.22517563
nyquist,SYTO,10,PB100082_A08,0.22885035
nyquist,SYTO,11,PB100082_A08,0.23737201
nyquist,SYTO,12,PB100082_A08,0.24413013
nyquist,SYTO,13,PB100082_A08,0.2414844
nyquist,SYTO,14,PB100082_A08,0.24667102
nyquist,SYTO,15,PB100082_A08,0.24813147
nyquist,SYTO,16,PB100082_A08,0.25112656
nyquist,SYTO,17,PB100082_A08,0.24769714
nyquist,SYTO,18,PB100082_A08,0.24669105
nyquist,SYTO,19,PB100082_A08,0.2405775
nyquist,SYTO,20,PB100082_A08,0.23966436
nyquist,SYTO,21,PB100082_A08,0.23348859
nyquist,SYTO,22,PB100082_A08,0.2327904
nyquist,SYTO,23,PB100082_A08,0.22926077
nyquist,SYTO,24,PB100082_A08,0.22712988
nyquist,SYTO,25,PB100082_A08,0.22373949
nyquist,SYTO,26,PB100082_A08,0.2214801
nyquist,SYTO,27,PB100082_A08,0.21573736
nyquist,SYTO,28,PB100082_A08,0.21459466
nyquist,SYTO,29,PB100082_A08,0.21318084
nyquist,SYTO,30,PB100082_A08,0.2066206
nyquist,SYTO,31,PB100082_A08,0.20469515
nyquist,SYTO,32,PB100082_A08,0.2036704
nyquist,SYTO,33,PB100082_A08,0.20588166
nyquist,SYTO,34,PB100082_A08,0.20340255
nyquist,SYTO,35,PB100082_A08,0.20005588
nyquist,SYTO,36,PB100082_A08,0.20107536
nyquist,SYTO,37,PB100082_A08,0.2011106
nyquist,SYTO,38,PB100082_A08,0.20173576
nyquist,SYTO,39,PB100082_A08,0.19634242
nyquist,SYTO,40,PB100082_A08,0.1973034
nyquist,SYTO,41,PB100082_A08,0.1981183
nyquist,SYTO,42,PB100082_A08,0.20105001
nyquist,SYTO,43,PB100082_A08,0.19989732
nyquist,SYTO,0,PB100082_B05,0.22405754
nyquist,SYTO,1,PB100082_B05,0.2247585
nyquist,SYTO,2,PB100082_B05,0.23802057
nyquist,SYTO,3,PB100082_B05,0.248195
nyquist,SYTO,4,PB100082_B05,0.25925493
nyquist,SYTO,5,PB100082_B05,0.26645428
nyquist,SYTO,6,PB100082_B05,0.2778573
nyquist,SYTO,7,PB100082_B05,0.2803106
nyquist,SYTO,8,PB100082_B05,0.27422234
nyquist,SYTO,9,PB100082_B05,0.27563238
nyquist,SYTO,10,PB100082_B05,0.27170533
nyquist,SYTO,11,PB100082_B05,0.2718884
nyquist,SYTO,12,PB100082_B05,0.27073684
nyquist,SYTO,13,PB100082_B05,0.2697785
nyquist,SYTO,14,PB100082_B05,0.26943302
nyquist,SYTO,15,PB100082_B05,0.2637138
nyquist,SYTO,16,PB100082_B05,0.25872427
nyquist,SYTO,17,PB100082_B05,0.261688
nyquist,SYTO,18,PB100082_B05,0.2577387
nyquist,SYTO,19,PB100082_B05,0.25154585
nyquist,SYTO,20,PB100082_B05,0.23976836
nyquist,SYTO,21,PB100082_B05,0.24128619
nyquist,SYTO,22,PB100082_B05,0.24716112
nyquist,SYTO,23,PB100082_B05,0.24584529
nyquist,SYTO,24,PB100082_B05,0.24375035
nyquist,SYTO,25,PB100082_B05,0.24102572
nyquist,SYTO,26,PB100082_B05,0.23337823
nyquist,SYTO,27,PB100082_B05,0.22573072
nyquist,SYTO,28,PB100082_B05,0.22274095
nyquist,SYTO,29,PB100082_B05,0.22357206
nyquist,SYTO,30,PB100082_B05,0.22234482
nyquist,SYTO,31,PB100082_B05,0.2184399
nyquist,SYTO,32,PB100082_B05,0.21812978
nyquist,SYTO,33,PB100082_B05,0.21284294
nyquist,SYTO,34,PB100082_B05,0.2153152
nyquist,SYTO,35,PB100082_B05,0.21365628
nyquist,SYTO,36,PB100082_B05,0.21210308
nyquist,SYTO,37,PB100082_B05,0.2071
nyquist,SYTO,38,PB100082_B05,0.20110439
nyquist,SYTO,39,PB100082_B05,0.20057249
nyquist,SYTO,40,PB100082_B05,0.19995625
nyquist,SYTO,41,PB100082_B05,0.20187975
nyquist,SYTO,42,PB100082_B05,0.20927945
nyquist,SYTO,43,PB100082_B05,0.20903558
nyquist,SYTO,0,PB100082_C08,0.18697658
nyquist,SYTO,1,PB100082_C08,0.18655738
nyquist,SYTO,2,PB100082_C08,0.18981282
nyquist,SYTO,3,PB100082_C08,0.1911833
nyquist,SYTO,4,PB100082_C08,0.19851257
nyquist,SYTO,5,PB100082_C08,0.20502904
nyquist,SYTO,6,PB100082_C08,0.2165782
nyquist,SYTO,7,PB100082_C08,0.22126861
nyquist,SYTO,8,PB100082_C08,0.22770873
nyquist,SYTO,9,PB100082_C08,0.23770303
nyquist,SYTO,10,PB100082_C08,0.24392042
nyquist,SYTO,11,PB100082_C08,0.24677089
nyquist,SYTO,12,PB100082_C08,0.2526833
nyquist,SYTO,13,PB100082_C08,0.25554937
nyquist,SYTO,14,PB100082_C08,0.25682604
nyquist,SYTO,15,PB100082_C08,0.2598132
nyquist,SYTO,16,PB100082_C08,0.25009906
nyquist,SYTO,17,PB100082_C08,0.2515391
nyquist,SYTO,18,PB100082_C08,0.24692386
nyquist,SYTO,19,PB100082_C08,0.24872349
nyquist,SYTO,20,PB100082_C08,0.25100294
nyquist,SYTO,21,PB100082_C08,0.2491383
nyquist,SYTO,22,PB100082_C08,0.24428268
nyquist,SYTO,23,PB100082_C08,0.24123725
nyquist,SYTO,24,PB100082_C08,0.23799597
nyquist,SYTO,25,PB100082_C08,0.23398699
nyquist,SYTO,26,PB100082_C08,0.23154837
nyquist,SYTO,27,PB100082_C08,0.22921616
nyquist,SYTO,28,PB100082_C08,0.22859165
nyquist,SYTO,29,PB100082_C08,0.22529477
nyquist,SYTO,30,PB100082_C08,0.22012623
nyquist,SYTO,31,PB100082_C08,0.21661441
nyquist,SYTO,32,PB100082_C08,0.2140733
nyquist,SYTO,33,PB100082_C08,0.211207
nyquist,SYTO,34,PB100082_C08,0.20887461
nyquist,SYTO,35,PB100082_C08,0.20439065
nyquist,SYTO,36,PB100082_C08,0.20447731
nyquist,SYTO,37,PB100082_C08,0.2029913
nyquist,SYTO,38,PB100082_C08,0.20812333
nyquist,SYTO,39,PB100082_C08,0.20545925
nyquist,SYTO,40,PB100082_C08,0.2049102
nyquist,SYTO,41,PB100082_C08,0.20255825
nyquist,SYTO,42,PB100082_C08,0.19513811
nyquist,SYTO,43,PB100082_C08,0.19281974
nyquist,SYTO,0,PB100082_D03,0.19049066
nyquist,SYTO,1,PB100082_D03,0.19617045
nyquist,SYTO,2,PB100082_D03,0.19523662
nyquist,SYTO,3,PB100082_D03,0.19850937
nyquist,SYTO,4,PB100082_D03,0.19910249
nyquist,SYTO,5,PB100082_D03,0.20415376
nyquist,SYTO,6,PB100082_D03,0.20731878
nyquist,SYTO,7,PB100082_D03,0.21195547
nyquist,SYTO,8,PB100082_D03,0.21108104
nyquist,SYTO,9,PB100082_D03,0.20990065
nyquist,SYTO,10,PB100082_D03,0.21297017
nyquist,SYTO,11,PB100082_D03,0.21425746
nyquist,SYTO,12,PB100082_D03,0.21634075
nyquist,SYTO,13,PB100082_D03,0.2139314
nyquist,SYTO,14,PB100082_D03,0.21914993
nyquist,SYTO,15,PB100082_D03,0.21175799
nyquist,SYTO,16,PB100082_D03,0.20960811
nyquist,SYTO,17,PB100082_D03,0.21236958
nyquist,SYTO,18,PB100082_D03,0.20397207
nyquist,SYTO,19,PB100082_D03,0.20347968
nyquist,SYTO,20,PB100082_D03,0.20486054
nyquist,SYTO,21,PB100082_D03,0.20131543
nyquist,SYTO,22,PB100082_D03,0.20296162
nyquist,SYTO,23,PB100082_D03,0.20118979
nyquist,SYTO,24,PB100082_D03,0.19625497
nyquist,SYTO,25,PB100082_D03,0.19895527
nyquist,SYTO,26,PB100082_D03,0.19874543
nyquist,SYTO,27,PB100082_D03,0.19703804
nyquist,SYTO,28,PB100082_D03,0.19578715
nyquist,SYTO,29,PB100082_D03,0.19110408
nyquist,SYTO,30,PB100082_D03,0.19022237
nyquist,SYTO,31,PB100082_D03,0.19027533
nyquist,SYTO,32,PB100082_D03,0.19120301
nyquist,SYTO,33,PB100082_D03,0.18806708
nyquist,SYTO,34,PB100082_D03,0.1874696
nyquist,SYTO,35,PB100082_D03,0.18893805
nyquist,SYTO,36,PB100082_D03,0.18521103
nyquist,SYTO,37,PB100082_D03,0.18620102
nyquist,SYTO,38,PB100082_D03,0.1871358
nyquist,SYTO,39,PB100082_D03,0.19135381
nyquist,SYTO,40,PB100082_D03,0.19132611
nyquist,SYTO,41,PB100082_D03,0.19402313
nyquist,SYTO,42,PB100082_D03,0.19689536
nyquist,SYTO,43,PB100082_D03,0.19829229
nyquist,SYTO,0,PB100082_E06,0.18795982
nyquist,SYTO,1,PB100082_E06,0.1862526
nyquist,SYTO,2,PB100082_E06,0.1917263
nyquist,SYTO,3,PB100082_E06,0.19669715
nyquist,SYTO,4,PB100082_E06,0.19558927
nyquist,SYTO,5,PB100082_E06,0.20328583
nyquist,SYTO,6,PB100082_E06,0.20833291
nyquist,SYTO,7,PB100082_E06,0.21480411
nyquist,SYTO,8,PB100082_E06,0.21726319
nyquist,SYTO,9,PB100082_E06,0.219506
nyquist,SYTO,10,PB100082_E06,0.21559656
nyquist,SYTO,11,PB100082_E06,0.21813549
nyquist,SYTO,12,PB100082_E06,0.22439134
nyquist,SYTO,13,PB100082_E06,0.22129357
nyquist,SYTO,14,PB100082_E06,0.22340013
nyquist,SYTO,15,PB100082_E06,0.22432026
nyquist,SYTO,16,PB100082_E06,0.22143205
nyquist,SYTO,17,PB100082_E06,0.22098444
nyquist,SYTO,18,PB100082_E06,0.22037369
nyquist,SYTO,19,PB100082_E06,0.21896592
nyquist,SYTO,20,PB100082_E06,0.21638781
nyquist,SYTO,21,PB100082_E06,0.2121265
nyquist,SYTO,22,PB100082_E06,0.20675479
nyquist,SYTO,23,PB100082_E06,0.20278546
nyquist,SYTO,24,PB100082_E06,0.20273513
nyquist,SYTO,25,PB100082_E06,0.20043446
nyquist,SYTO,26,PB100082_E06,0.20168191
nyquist,SYTO,27,PB100082_E06,0.1962136
nyquist,SYTO,28,PB100082_E06,0.19344418
nyquist,SYTO,29,PB100082_E06,0.19431844
nyquist,SYTO,30,PB100082_E06,0.18554159
nyquist,SYTO,31,PB100082_E06,0.18611248
nyquist,SYTO,32,PB100082_E06,0.19120532
nyquist,SYTO,33,PB100082_E06,0.18531197
nyquist,SYTO,34,PB100082_E06,0.18669164
nyquist,SYTO,35,PB100082_E06,0.18440542
nyquist,SYTO,36,PB100082_E06,0.18215163
nyquist,SYTO,37,PB100082_E06,0.17971687
nyquist,SYTO,38,PB100082_E06,0.17970222
nyquist,SYTO,39,PB100082_E06,0.1760259
nyquist,SYTO,40,PB100082_E06,0.1713993
nyquist,SYTO,41,PB100082_E06,0.16840445
nyquist,SYTO,42,PB100082_E06,0.16858114
nyquist,SYTO,43,PB100082_E06,0.16548267
nyquist,SYTO,0,PB100082_F01,0.1924279
nyquist,SYTO,1,PB100082_F01,0.19650015
nyquist,SYTO,2,PB100082_F01,0.18843742
nyquist,SYTO,3,PB100082_F01,0.18673588
nyquist,SYTO,4,PB100082_F01,0.1847354
nyquist,SYTO,5,PB100082_F01,0.18988177
nyquist,SYTO,6,PB100082_F01,0.19476467
nyquist,SYTO,7,PB100082_F01,0.20211914
nyquist,SYTO,8,PB100082_F01,0.20528531
nyquist,SYTO,9,PB100082_F01,0.20735362
nyquist,SYTO,10,PB100082_F01,0.21486296
nyquist,SYTO,11,PB100082_F01,0.21830003
nyquist,SYTO,12,PB100082_F01,0.21613729
nyquist,SYTO,13,PB100082_F01,0.21527204
nyquist,SYTO,14,PB100082_F01,0.21606229
nyquist,SYTO,15,PB100082_F01,0.2098938
nyquist,SYTO,16,PB100082_F01,0.2111291
nyquist,SYTO,17,PB100082_F01,0.21232826
nyquist,SYTO,18,PB100082_F01,0.20969906
nyquist,SYTO,19,PB100082_F01,0.21131408
nyquist,SYTO,20,PB100082_F01,0.20974854
nyquist,SYTO,21,PB100082_F01,0.20994277
nyquist,SYTO,22,PB100082_F01,0.2025956
nyquist,SYTO,23,PB100082_F01,0.20094846
nyquist,SYTO,24,PB100082_F01,0.20357129
nyquist,SYTO,25,PB100082_F01,0.20174117
nyquist,SYTO,26,PB100082_F01,0.2033771
nyquist,SYTO,27,PB100082_F01,0.20022732
nyquist,SYTO,28,PB100082_F01,0.19861987
nyquist,SYTO,29,PB100082_F01,0.19337717
nyquist,SYTO,30,PB100082_F01,0.19002056
nyquist,SYTO,31,PB100082_F01,0.18876609
nyquist,SYTO,32,PB100082_F01,0.19062309
nyquist,SYTO,33,PB100082_F01,0.19063635
nyquist,SYTO,34,PB100082_F01,0.1852307
nyquist,SYTO,35,PB100082_F01,0.18288516
nyquist,SYTO,36,PB100082_F01,0.18069458
nyquist,SYTO,37,PB100082_F01,0.1795867
nyquist,SYTO,38,PB100082_F01,0.18037406
nyquist,SYTO,39,PB100082_F01,0.17977229
nyquist,SYTO,40,PB100082_F01,0.18037924
nyquist,SYTO,41,PB100082_F01,0.17571321
nyquist,SYTO,42,PB100082_F01,0.17672944
nyquist,SYTO,43,PB100082_F01,0.17618766
nyquist,SYTO,0,PB100082_G04,0.17514838
nyquist,SYTO,1,PB100082_G04,0.1772123
nyquist,SYTO,2,PB100082_G04,0.17895325
nyquist,SYTO,3,PB100082_G04,0.17839569
nyquist,SYTO,4,PB100082_G04,0.18125398
nyquist,SYTO,5,PB100082_G04,0.18316343
nyquist,SYTO,6,PB100082_G04,0.18563859
nyquist,SYTO,7,PB100082_G04,0.18630573
