plate,kind,well,z,cell_line,treatment,binary_iou,mean_instance_iou,matched_iou@0.5,precision@0.5,recall@0.5,f1@0.5,TP,FN,FP,n_expert,n_pred,depth_um
PB000140,cell,G08,1,HCT116,abemaciclib,0.699711107209551,0.4248819489911432,0.759846878559666,0.45454545454545453,0.45454545454545453,0.45454545454545453,5,6,6,11,11,5
PB000140,cell,G08,11,HCT116,abemaciclib,0.3806566622100603,0.3305094966131479,0.6284578959456861,0.29411764705882354,0.29411764705882354,0.29411764705882354,10,24,24,34,34,55
PB000140,cell,G08,3,HCT116,abemaciclib,0.6787269681742043,0.33347786830322235,0.6992699970606076,0.32,0.32,0.32,8,17,17,25,25,15
PB000140,cell,G08,5,HCT116,abemaciclib,0.5366039747281288,0.39934325328031883,0.7503251148187863,0.3225806451612903,0.3225806451612903,0.3225806451612903,10,21,21,31,31,25
PB000140,cell,G08,7,HCT116,abemaciclib,0.5233886120414999,0.32911827432871354,0.648871003519678,0.35714285714285715,0.3409090909090909,0.3488372093023256,15,29,27,44,42,35
PB000140,cell,G08,9,HCT116,abemaciclib,0.4021144351342094,0.3740671906909113,0.6692651665936312,0.38235294117647056,0.38235294117647056,0.3823529411764706,13,21,21,34,34,45
PB000140,cell,G19,1,HT29,abemaciclib,0.4872365132161625,0.4476381577794579,0.6613347960513586,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,4,4,6,6,5
PB000140,cell,G19,11,HT29,abemaciclib,0.28747502259860125,0.27398140067988735,0.6638683607247031,0.125,0.12,0.12244897959183673,3,22,21,25,24,55
PB000140,cell,G19,3,HT29,abemaciclib,0.512907118509119,0.31400454416325163,0.5923919145623002,0.2,0.19047619047619047,0.1951219512195122,4,17,16,21,20,15
PB000140,cell,G19,5,HT29,abemaciclib,0.5860200605452232,0.39775212664661586,0.6473656557479311,0.32,0.3076923076923077,0.3137254901960784,8,18,17,26,25,25
PB000140,cell,G19,7,HT29,abemaciclib,0.5760803739188497,0.3218281878732085,0.5981974763006855,0.2682926829268293,0.2619047619047619,0.26506024096385544,11,31,30,42,41,35
PB000140,cell,G19,9,HT29,abemaciclib,0.45529744753550755,0.34630238951409176,0.6406086818241724,0.2857142857142857,0.2857142857142857,0.2857142857142857,12,30,30,42,42,45
PB000140,cell,H23,1,HT29,DMSO,0.7694419030192132,0.329707240627284,0.7133769195091955,0.23333333333333334,0.23333333333333334,0.23333333333333334,7,23,23,30,30,5
PB000140,cell,H23,11,HT29,DMSO,0.6777996906105986,0.24044146712996214,0.6500244354799841,0.12389380530973451,0.1206896551724138,0.12227074235807861,14,102,99,116,113,55
PB000140,cell,H23,3,HT29,DMSO,0.6780398969365634,0.32058234247652045,0.6601943896828452,0.1875,0.1875,0.1875,9,39,39,48,48,15
PB000140,cell,H23,5,HT29,DMSO,0.5556313714512329,0.19107164441052588,0.6891381682550026,0.10526315789473684,0.10344827586206896,0.10434782608695653,6,52,51,58,57,25
PB000140,cell,H23,7,HT29,DMSO,0.6598660861293038,0.20761435939239864,0.6351641772509,0.1348314606741573,0.1348314606741573,0.1348314606741573,12,77,77,89,89,35
PB000140,cell,H23,9,HT29,DMSO,0.644641759556124,0.19869764781646315,0.6289227268306078,0.08653846153846154,0.08571428571428572,0.08612440191387559,9,96,95,105,104,45
PB000140,cell,I13,1,HT29,binimetinib,0.43320314431205814,0.16462401264190382,0.637221441477615,0.038461538461538464,0.03571428571428571,0.03703703703703704,1,27,25,28,26,5
PB000140,cell,I13,11,HT29,binimetinib,0.10588518031581774,0.08969838231457161,0.5987411644658035,0.125,0.10526315789473684,0.11428571428571428,2,17,14,19,16,55
PB000140,cell,I13,3,HT29,binimetinib,0.40152521621340004,0.16858815884933942,0.6059767578671503,0.14583333333333334,0.14583333333333334,0.14583333333333334,7,41,41,48,48,15
PB000140,cell,I13,5,HT29,binimetinib,0.3406820789676643,0.21439538889020493,0.7022657636713602,0.2413793103448276,0.2222222222222222,0.23140495867768596,14,49,44,63,58,25
PB000140,cell,I13,7,HT29,binimetinib,0.3462034300944435,0.209852245402482,0.6353253413538769,0.2,0.18181818181818182,0.1904761904761905,10,45,40,55,50,35
PB000140,cell,I13,9,HT29,binimetinib,0.17385228507841208,0.1307863497412023,0.5995319004468662,0.0967741935483871,0.08571428571428572,0.0909090909090909,3,32,28,35,31,45
PB000140,cell,J04,1,HCT116,abemaciclib,0.6195377332954823,0.39902020289868706,0.6408788241814051,0.35714285714285715,0.3333333333333333,0.3448275862068965,10,20,18,30,28,5
PB000140,cell,J04,11,HCT116,abemaciclib,0.20885590431447312,0.18304484121299125,0.6208463831215996,0.15384615384615385,0.13793103448275862,0.14545454545454548,4,25,22,29,26,55
PB000140,cell,J04,3,HCT116,abemaciclib,0.6283128345523639,0.356314386584184,0.6534953430190872,0.37777777777777777,0.3333333333333333,0.3541666666666667,17,34,28,51,45,15
PB000140,cell,J04,5,HCT116,abemaciclib,0.6284586716191289,0.3230975976423738,0.6281516165451879,0.26666666666666666,0.24615384615384617,0.256,16,49,44,65,60,25
PB000140,cell,J04,7,HCT116,abemaciclib,0.5673082384481107,0.3931300956201451,0.6728231338472437,0.40540540540540543,0.36585365853658536,0.3846153846153847,15,26,22,41,37,35
PB000140,cell,J04,9,HCT116,abemaciclib,0.35077834435637234,0.23049761197443308,0.6789933145406005,0.18421052631578946,0.1346153846153846,0.15555555555555556,7,45,31,52,38,45
PB000140,cell,J17,1,HT29,SN-38,0.5732296094313899,0.24481691112156087,0.725535206522728,0.3076923076923077,0.19047619047619047,0.23529411764705882,4,17,9,21,13,5
PB000140,cell,J17,11,HT29,SN-38,0.6341003467850596,0.23188654416916285,0.7166418248908918,0.12903225806451613,0.09090909090909091,0.10666666666666667,4,40,27,44,31,55
PB000140,cell,J17,3,HT29,SN-38,0.7000956251494143,0.26547303386750143,0.6752390473468749,0.1935483870967742,0.16216216216216217,0.1764705882352941,6,31,25,37,31,15
PB000140,cell,J17,5,HT29,SN-38,0.6904542564245724,0.2624197528204396,0.6469579813781237,0.25,0.17777777777777778,0.20779220779220778,8,37,24,45,32,25
PB000140,cell,J17,7,HT29,SN-38,0.6323490210440038,0.23184402427790327,0.6383437767384909,0.12280701754385964,0.1044776119402985,0.11290322580645161,7,60,50,67,57,35
PB000140,cell,J17,9,HT29,SN-38,0.6895892413668302,0.24582238811860233,0.6370902836699754,0.2549019607843137,0.16883116883116883,0.203125,13,64,38,77,51,45
PB000140,cell,N05,1,HCT116,DMSO,0.7369742133769153,0.36974082623220395,0.7363556980895581,0.37142857142857144,0.3611111111111111,0.3661971830985915,13,23,22,36,35,5
PB000140,cell,N05,11,HCT116,DMSO,0.3967814828776678,0.3358019625799909,0.7134429643303916,0.22413793103448276,0.21311475409836064,0.21848739495798317,13,48,45,61,58,55
PB000140,cell,N05,3,HCT116,DMSO,0.7912574045685952,0.2862499756125137,0.738222121858675,0.29292929292929293,0.20714285714285716,0.24267782426778245,29,111,70,140,99,15
PB000140,cell,N05,5,HCT116,DMSO,0.7951529824268481,0.3396250241238731,0.696864989104818,0.2875,0.27710843373493976,0.2822085889570552,46,120,114,166,160,25
PB000140,cell,N05,7,HCT116,DMSO,0.6595395408237648,0.28701676565789136,0.6812146266589547,0.22598870056497175,0.21390374331550802,0.21978021978021978,40,147,137,187,177,35
PB000140,cell,N05,9,HCT116,DMSO,0.007211082647670108,0.29388087819232966,0.5040650406504065,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,3,3,45
PB000140,nuclei,B14,1,HT29,abemaciclib,0.8437540520214725,0.7800537230733731,0.8914899692267121,1.0,0.875,0.9333333333333333,14,2,0,16,14,5
PB000140,nuclei,B14,11,HT29,abemaciclib,0.21602007837194712,0.1839166234028381,0.8229999095722856,0.8260869565217391,0.21839080459770116,0.34545454545454546,19,68,4,87,23,55
PB000140,nuclei,B14,3,HT29,abemaciclib,0.8865857651739911,0.8251494222343381,0.8904100539481254,0.9375,0.9183673469387755,0.9278350515463918,45,4,3,49,48,15
PB000140,nuclei,B14,5,HT29,abemaciclib,0.7794661335017012,0.7426763591262416,0.873807636629356,0.835820895522388,0.8115942028985508,0.823529411764706,56,13,11,69,67,25
PB000140,nuclei,B14,7,HT29,abemaciclib,0.6631332144508288,0.6018938775977764,0.8297131477412156,0.8481012658227848,0.6979166666666666,0.7657142857142857,67,29,12,96,79,35
PB000140,nuclei,B14,9,HT29,abemaciclib,0.3781078863018153,0.3349485339798553,0.798107575258189,0.75,0.3673469387755102,0.49315068493150693,36,62,12,98,48,45
PB000140,nuclei,C23,1,HCT116,SN-38,0.39559930027188234,0.45162195840049996,0.7969325357291915,0.5,0.42857142857142855,0.4615384615384615,6,8,6,14,12,5
PB000140,nuclei,C23,11,HCT116,SN-38,0.11592754336326731,0.12055073357780993,0.64721643346234,0.14285714285714285,0.0625,0.08695652173913043,1,15,6,16,7,55
PB000140,nuclei,C23,3,HCT116,SN-38,0.5131025598929063,0.5477061749502843,0.7422709445656046,0.625,0.6,0.6122448979591836,15,10,9,25,24,15
PB000140,nuclei,C23,5,HCT116,SN-38,0.3950527544659574,0.4179636277797229,0.6748002121489723,0.5,0.44,0.46808510638297873,11,14,11,25,22,25
PB000140,nuclei,C23,7,HCT116,SN-38,0.1389122626988199,0.12782894267459713,0.6445191199289559,0.14285714285714285,0.09090909090909091,0.1111111111111111,2,20,12,22,14,35
PB000140,nuclei,C23,9,HCT116,SN-38,0.2433541408814508,0.233997752034217,0.5448625180897251,0.07692307692307693,0.05555555555555555,0.06451612903225808,1,17,12,18,13,45
PB000140,nuclei,D22,1,HT29,binimetinib,0.5062582451172818,0.4783988878632612,0.7066289935445461,0.6666666666666666,0.6153846153846154,0.64,24,15,12,39,36,5
PB000140,nuclei,D22,11,HT29,binimetinib,0.0,0.0,,,0.0,,0,10,0,10,0,55
PB000140,nuclei,D22,3,HT29,binimetinib,0.246861857523516,0.2650796694158039,0.6763472572809345,0.4230769230769231,0.3333333333333333,0.3728813559322034,11,22,15,33,26,15
PB000140,nuclei,D22,5,HT29,binimetinib,0.24734858955147881,0.2139086038506379,0.6456931473833737,0.4090909090909091,0.2727272727272727,0.32727272727272727,9,24,13,33,22,25
PB000140,nuclei,D22,7,HT29,binimetinib,0.3509407328987203,0.32382996443488016,0.7022028546022526,0.5714285714285714,0.41379310344827586,0.48000000000000004,12,17,9,29,21,35
PB000140,nuclei,D22,9,HT29,binimetinib,0.10104852927530852,0.1307828446685581,0.7126460558648011,0.2,0.14285714285714285,0.16666666666666666,2,12,8,14,10,45
PB000140,nuclei,G05,1,HCT116,binimetinib,0.6540452363773254,0.5429058281203836,0.7802989687184577,0.7058823529411765,0.6666666666666666,0.6857142857142857,12,6,5,18,17,5
PB000140,nuclei,G05,11,HCT116,binimetinib,0.15813256900870193,0.17027119893793966,0.620614016692734,0.2727272727272727,0.21428571428571427,0.23999999999999996,3,11,8,14,11,55
PB000140,nuclei,G05,3,HCT116,binimetinib,0.4967492996458587,0.5350892609728017,0.7263114871118239,0.6153846153846154,0.6153846153846154,0.6153846153846154,16,10,10,26,26,15
PB000140,nuclei,G05,5,HCT116,binimetinib,0.3640394404072094,0.37657271865331343,0.6478704314710949,0.5454545454545454,0.48,0.5106382978723404,12,13,10,25,22,25
PB000140,nuclei,G05,7,HCT116,binimetinib,0.40293476920547494,0.3967964507934694,0.6473589761677632,0.47058823529411764,0.4,0.4324324324324324,8,12,9,20,17,35
PB000140,nuclei,G05,9,HCT116,binimetinib,0.4422507403751234,0.4245272684106431,0.6476488276084823,0.4444444444444444,0.4,0.4210526315789474,8,12,10,20,18,45
PB000140,nuclei,G08,1,HCT116,abemaciclib,0.7848501768099758,0.7487629365818729,0.8359430516194005,0.9444444444444444,0.8947368421052632,0.918918918918919,17,2,1,19,18,5
PB000140,nuclei,G08,11,HCT116,abemaciclib,0.3502650970524802,0.31533114823406716,0.7250287156491981,0.6842105263157895,0.3979591836734694,0.5032258064516129,39,59,18,98,57,55
PB000140,nuclei,G08,3,HCT116,abemaciclib,0.6595261898610472,0.5541704586444292,0.7491798614092167,0.8285714285714286,0.6904761904761905,0.7532467532467533,29,13,6,42,35,15
PB000140,nuclei,G08,5,HCT116,abemaciclib,0.5910417051783863,0.5280452338738296,0.7842001608603585,0.8113207547169812,0.6323529411764706,0.7107438016528926,43,25,10,68,53,25
PB000140,nuclei,G08,7,HCT116,abemaciclib,0.5030354101512661,0.429435548781195,0.7347776216420694,0.696969696969697,0.4946236559139785,0.5786163522012578,46,47,20,93,66,35
PB000140,nuclei,G08,9,HCT116,abemaciclib,0.29143180079801617,0.29128064222831485,0.7249773224539706,0.6730769230769231,0.35,0.46052631578947373,35,65,17,100,52,45
PB000140,nuclei,G19,1,HT29,abemaciclib,0.7915127403618453,0.7777170448723163,0.7777170448723163,1.0,1.0,1.0,8,0,0,8,8,5
PB000140,nuclei,G19,11,HT29,abemaciclib,0.30739837969593625,0.2769142184212867,0.8178081523087136,0.9354838709677419,0.32954545454545453,0.48739495798319327,29,59,2,88,31,55
PB000140,nuclei,G19,3,HT29,abemaciclib,0.850727516596207,0.8494127209122834,0.8854656184114538,0.9583333333333334,0.9583333333333334,0.9583333333333334,23,1,1,24,24,15
PB000140,nuclei,G19,5,HT29,abemaciclib,0.8320854871236179,0.7808510542049472,0.9157513437187774,0.9090909090909091,0.8333333333333334,0.8695652173913043,30,6,3,36,33,25
PB000140,nuclei,G19,7,HT29,abemaciclib,0.7860013550552801,0.7172918909451942,0.8620006345313879,0.8620689655172413,0.7936507936507936,0.8264462809917354,50,13,8,63,58,35
PB000140,nuclei,G19,9,HT29,abemaciclib,0.5625651604888977,0.5337754713767818,0.855000995965106,0.9259259259259259,0.6024096385542169,0.7299270072992702,50,33,4,83,54,45
PB000140,nuclei,H23,1,HT29,DMSO,0.8212904124561986,0.7532998550241777,0.8740348051049044,0.8809523809523809,0.8222222222222222,0.8505747126436781,37,8,5,45,42,5
PB000140,nuclei,H23,11,HT29,DMSO,0.6012928229526688,0.560233229459778,0.7364999515896461,0.7630057803468208,0.7135135135135136,0.7374301675977654,132,53,41,185,173,55
PB000140,nuclei,H23,3,HT29,DMSO,0.7325977646974716,0.654356037960964,0.8141080103369939,0.9,0.7590361445783133,0.8235294117647058,63,20,7,83,70,15
PB000140,nuclei,H23,5,HT29,DMSO,0.6324400207905257,0.5461581532879636,0.7869998008289978,0.7741935483870968,0.6371681415929203,0.6990291262135923,72,41,21,113,93,25
PB000140,nuclei,H23,7,HT29,DMSO,0.6558351619278834,0.6008524549852864,0.7934409077385458,0.8307692307692308,0.7152317880794702,0.7686832740213523,108,43,22,151,130,35
PB000140,nuclei,H23,9,HT29,DMSO,0.5920649726600193,0.5594620362342209,0.7721810774672901,0.7515527950310559,0.6797752808988764,0.7138643067846608,121,57,40,178,161,45
PB000140,nuclei,I13,1,HT29,binimetinib,0.5522500091538208,0.5225461841278591,0.8055507492102045,0.6052631578947368,0.6052631578947368,0.6052631578947368,23,15,15,38,38,5
PB000140,nuclei,I13,11,HT29,binimetinib,0.0801530820666079,0.0983537382635762,0.7540453266874175,0.15789473684210525,0.13043478260869565,0.14285714285714288,3,20,16,23,19,55
PB000140,nuclei,I13,3,HT29,binimetinib,0.48013474336553247,0.4431115081285376,0.7906188586130115,0.509090909090909,0.5,0.5045045045045045,28,28,27,56,55,15
PB000140,nuclei,I13,5,HT29,binimetinib,0.34119422289286483,0.38593723679324093,0.7555443671829049,0.48717948717948717,0.475,0.4810126582278481,38,42,40,80,78,25
PB000140,nuclei,I13,7,HT29,binimetinib,0.3132877657239606,0.37717011415284607,0.7785209174718704,0.5166666666666667,0.47692307692307695,0.4960000000000001,31,34,29,65,60,35
PB000140,nuclei,I13,9,HT29,binimetinib,0.23932158065313122,0.2123700667526432,0.6348268118279483,0.28125,0.2647058823529412,0.27272727272727276,9,25,23,34,32,45
PB000140,nuclei,J04,1,HCT116,abemaciclib,0.7350985067135148,0.7376782180137889,0.7631153979452988,1.0,0.9666666666666667,0.983050847457627,29,1,0,30,29,5
PB000140,nuclei,J04,11,HCT116,abemaciclib,0.265172074172223,0.2738741967699853,0.6800114508406121,0.6363636363636364,0.3559322033898305,0.45652173913043476,21,38,12,59,33,55
PB000140,nuclei,J04,3,HCT116,abemaciclib,0.6622847919655667,0.6300812854526907,0.7358458868138339,0.7843137254901961,0.7692307692307693,0.7766990291262137,40,12,11,52,51,15
PB000140,nuclei,J04,5,HCT116,abemaciclib,0.6110915440408322,0.6103708618576812,0.699960268477911,0.8787878787878788,0.8405797101449275,0.8592592592592593,58,11,8,69,66,25
PB000140,nuclei,J04,7,HCT116,abemaciclib,0.5490941733311572,0.5596732040373309,0.7224223648571707,0.8297872340425532,0.7358490566037735,0.78,39,14,8,53,47,35
PB000140,nuclei,J04,9,HCT116,abemaciclib,0.46283583279446544,0.4757864261620214,0.6990194558035124,0.7073170731707317,0.5918367346938775,0.6444444444444445,29,20,12,49,41,45
PB000140,nuclei,J17,1,HT29,SN-38,0.5459015085002793,0.5922745946668209,0.7598529591224689,0.6923076923076923,0.6923076923076923,0.6923076923076923,9,4,4,13,13,5
PB000140,nuclei,J17,11,HT29,SN-38,0.5993492500070888,0.59356889668111,0.7400573306704259,0.7428571428571429,0.7027027027027027,0.7222222222222223,26,11,9,37,35,55
PB000140,nuclei,J17,3,HT29,SN-38,0.5201445335538849,0.5512721419755644,0.7256192204904699,0.6470588235294118,0.6111111111111112,0.6285714285714287,22,14,12,36,34,15
PB000140,nuclei,J17,5,HT29,SN-38,0.5733537296037297,0.6154665719230545,0.7291429540818086,0.7575757575757576,0.7575757575757576,0.7575757575757576,25,8,8,33,33,25
PB000140,nuclei,J17,7,HT29,SN-38,0.5850272754067152,0.6100050908889293,0.7286495905801359,0.7833333333333333,0.7704918032786885,0.7768595041322314,47,14,13,61,60,35
PB000140,nuclei,J17,9,HT29,SN-38,0.6545945494529967,0.6715877511803106,0.7777222181530097,0.7843137254901961,0.7843137254901961,0.7843137254901961,40,11,11,51,51,45
PB000140,nuclei,N05,1,HCT116,DMSO,0.6771546755272259,0.6683260144461899,0.7716620357414745,0.9473684210526315,0.8571428571428571,0.9,36,6,2,42,38,5
PB000140,nuclei,N05,11,HCT116,DMSO,0.2809957915012071,0.2628510296790119,0.8220897649965987,0.8705882352941177,0.30578512396694213,0.4525993883792048,74,168,11,242,85,55
PB000140,nuclei,N05,3,HCT116,DMSO,0.7130369351163091,0.7131291826165719,0.7462002025754173,0.9393939393939394,0.9393939393939394,0.9393939393939394,93,6,6,99,99,15
PB000140,nuclei,N05,5,HCT116,DMSO,0.8510280900499957,0.8092775367787137,0.9043118917496873,0.9,0.884393063583815,0.892128279883382,153,20,17,173,170,25
PB000140,nuclei,N05,7,HCT116,DMSO,0.7149780541331383,0.7023266321260476,0.907088487820093,0.8947368421052632,0.7727272727272727,0.8292682926829269,170,50,20,220,190,35
PB000140,nuclei,N05,9,HCT116,DMSO,0.01696047396392995,0.013044395221021007,0.9468445013648431,1.0,0.013761467889908258,0.027149321266968326,3,215,0,218,3,45
PB000141,cell,G02,1,HT29,DMSO,0.7437962484942351,0.25726671879231827,0.7852129359342517,0.16666666666666666,0.16666666666666666,0.16666666666666666,7,35,35,42,42,5
PB000141,cell,G02,11,HT29,DMSO,0.28059944932878955,0.16931361222101737,0.6238413271042121,0.15625,0.1111111111111111,0.12987012987012989,5,40,27,45,32,55
PB000141,cell,G02,3,HT29,DMSO,0.7650855550621956,0.25256526969370535,0.7417258517769373,0.16666666666666666,0.1506849315068493,0.15827338129496402,11,62,55,73,66,15
PB000141,cell,G02,5,HT29,DMSO,0.5635700154117307,0.24001687165164734,0.7080828027008875,0.19047619047619047,0.16666666666666666,0.17777777777777778,12,60,51,72,63,25
PB000141,cell,G02,7,HT29,DMSO,0.4430982742043567,0.17134409579164525,0.7058237677595002,0.12903225806451613,0.11267605633802817,0.12030075187969924,8,63,54,71,62,35
PB000141,cell,G02,9,HT29,DMSO,0.5658932197770318,0.26215107721142433,0.7174842088700308,0.18461538461538463,0.16,0.17142857142857143,12,63,53,75,65,45
PB000141,cell,M23,1,HT29,DMSO,0.7589127059087198,0.34621458351664974,0.6862385580113399,0.2413793103448276,0.2413793103448276,0.2413793103448276,7,22,22,29,29,5
PB000141,cell,M23,11,HT29,DMSO,0.5646280714403942,0.24123379084896926,0.6657839006058792,0.14285714285714285,0.12987012987012986,0.13605442176870747,10,67,60,77,70,55
PB000141,cell,M23,3,HT29,DMSO,0.7870601004146203,0.2367871187253646,0.7375358565426716,0.16363636363636364,0.15254237288135594,0.15789473684210528,9,50,46,59,55,15
PB000141,cell,M23,5,HT29,DMSO,0.7558743797460328,0.21983965447074594,0.7186359303273868,0.16176470588235295,0.14102564102564102,0.1506849315068493,11,67,57,78,68,25
PB000141,cell,M23,7,HT29,DMSO,0.6599612727797081,0.2568189368471202,0.7063493775180864,0.16417910447761194,0.13414634146341464,0.1476510067114094,11,71,56,82,67,35
PB000141,cell,M23,9,HT29,DMSO,0.5049872326843281,0.21255232001898763,0.7194795531445826,0.15873015873015872,0.1388888888888889,0.14814814814814814,10,62,53,72,63,45
PB000141,nuclei,G02,1,HT29,DMSO,0.6778871522407613,0.6604155178527661,0.8048448394005612,0.7872340425531915,0.7872340425531915,0.7872340425531915,37,10,10,47,47,5
PB000141,nuclei,G02,11,HT29,DMSO,0.5050707644203077,0.5212302105917294,0.7695736474539377,0.8529411764705882,0.6444444444444445,0.7341772151898734,29,16,5,45,34,55
PB000141,nuclei,G02,3,HT29,DMSO,0.7271389067677417,0.6789377306536423,0.7733174318122682,0.8382352941176471,0.8142857142857143,0.8260869565217392,57,13,11,70,68,15
PB000141,nuclei,G02,5,HT29,DMSO,0.5919546489985934,0.5702930678279892,0.7472559861707978,0.868421052631579,0.717391304347826,0.7857142857142858,66,26,10,92,76,25
PB000141,nuclei,G02,7,HT29,DMSO,0.5011393694595367,0.515349287655373,0.7734702079798655,0.8611111111111112,0.6262626262626263,0.7251461988304094,62,37,10,99,72,35
PB000141,nuclei,G02,9,HT29,DMSO,0.6099664391176501,0.6042126195981826,0.7453711514387173,0.8767123287671232,0.7710843373493976,0.8205128205128205,64,19,9,83,73,45
PB000141,nuclei,M23,1,HT29,DMSO,0.7872167186863889,0.7733113942713014,0.831157123484478,0.9333333333333333,0.9032258064516129,0.9180327868852459,28,3,2,31,30,5
PB000141,nuclei,M23,11,HT29,DMSO,0.6039168473360066,0.5768868997317145,0.7410363613019242,0.8783783783783784,0.7386363636363636,0.802469135802469,65,23,9,88,74,55
PB000141,nuclei,M23,3,HT29,DMSO,0.6980282454024506,0.6564636112710224,0.7680804247806521,0.85,0.85,0.85,51,9,9,60,60,15
PB000141,nuclei,M23,5,HT29,DMSO,0.669744226203324,0.6593146909129604,0.7503704558027634,0.88,0.825,0.8516129032258064,66,14,9,80,75,25
PB000141,nuclei,M23,7,HT29,DMSO,0.6375964238695694,0.62425244561264,0.7439979441197115,0.8333333333333334,0.7738095238095238,0.8024691358024691,65,19,13,84,78,35
PB000141,nuclei,M23,9,HT29,DMSO,0.45920288008679716,0.4603417391952604,0.7070474657974718,0.8428571428571429,0.6082474226804123,0.7065868263473053,59,38,11,97,70,45
