plate,well,plane,depth_um,compartment,cell_line,treatment,pearson_r,p_value,n_features
PB000140,I13,3,15,cytoplasm,HT29,binimetinib,0.9684933848591946,0.0,688
PB000140,I13,5,25,cytoplasm,HT29,binimetinib,0.9675033007487319,0.0,688
PB000140,I13,7,35,cytoplasm,HT29,binimetinib,0.9578712375998621,0.0,688
PB000140,I13,9,45,cytoplasm,HT29,binimetinib,0.9600176293912401,0.0,688
PB000140,I13,11,55,cytoplasm,HT29,binimetinib,0.9643469425261284,0.0,688
PB000140,J04,1,5,cytoplasm,HCT116,abemaciclib,0.9818641184938048,0.0,688
PB000140,J04,3,15,cytoplasm,HCT116,abemaciclib,0.9804559759772009,0.0,688
PB000140,J04,5,25,cytoplasm,HCT116,abemaciclib,0.9665156489064499,0.0,688
PB000140,J04,7,35,cytoplasm,HCT116,abemaciclib,0.9747420282446317,0.0,688
PB000140,J04,9,45,cytoplasm,HCT116,abemaciclib,0.9837498213493867,0.0,688
PB000140,J04,11,55,cytoplasm,HCT116,abemaciclib,0.9823857204461216,0.0,688
PB000140,J17,1,5,cytoplasm,HT29,SN-38,0.9820107340079095,0.0,688
PB000140,J17,3,15,cytoplasm,HT29,SN-38,0.9696482216319047,0.0,688
PB000140,J17,5,25,cytoplasm,HT29,SN-38,0.9727800414176222,0.0,688
PB000140,J17,7,35,cytoplasm,HT29,SN-38,0.9669316309676395,0.0,688
PB000140,J17,9,45,cytoplasm,HT29,SN-38,0.9762579738144086,0.0,688
PB000140,J17,11,55,cytoplasm,HT29,SN-38,0.9730283451656149,0.0,688
PB000140,N05,1,5,cytoplasm,HCT116,DMSO,0.9677133184536051,0.0,688
PB000140,N05,3,15,cytoplasm,HCT116,DMSO,0.9605848139603195,0.0,688
PB000140,N05,5,25,cytoplasm,HCT116,DMSO,0.9821726179669196,0.0,688
PB000140,N05,7,35,cytoplasm,HCT116,DMSO,0.9811111308261968,0.0,688
PB000140,N05,9,45,cytoplasm,HCT116,DMSO,0.6253088638964763,6.420152421583585e-76,688
PB000140,N05,11,55,cytoplasm,HCT116,DMSO,0.97937403337682,0.0,688
PB000141,G02,1,5,cytoplasm,HT29,DMSO,0.9676862612210272,0.0,688
PB000141,G02,3,15,cytoplasm,HT29,DMSO,0.9761736793667768,0.0,688
PB000141,G02,5,25,cytoplasm,HT29,DMSO,0.9639587122103238,0.0,688
PB000141,G02,7,35,cytoplasm,HT29,DMSO,0.9688287122137205,0.0,688
PB000141,G02,9,45,cytoplasm,HT29,DMSO,0.9749238971718237,0.0,688
PB000141,G02,11,55,cytoplasm,HT29,DMSO,0.979062267555944,0.0,688
PB000141,M23,1,5,cytoplasm,HT29,DMSO,0.9756734654362498,0.0,688
PB000141,M23,3,15,cytoplasm,HT29,DMSO,0.9696507650363122,0.0,688
PB000141,M23,5,25,cytoplasm,HT29,DMSO,0.9686934475351199,0.0,688
PB000141,M23,7,35,cytoplasm,HT29,DMSO,0.971873015516302,0.0,688
PB000141,M23,9,45,cytoplasm,HT29,DMSO,0.9611234555754042,0.0,688
PB000141,M23,11,55,cytoplasm,HT29,DMSO,0.9712890763775175,0.0,688
