well,z,channel,focus_laplacian_var,focus_normalized_var
B06,6,PHAandWGA,29389.16015625,1145.7456258701282
B06,6,SYTO,19118.48828125,757.4043826238017
B06,7,CONC,7683.517578125,169.3773179731017
B06,7,HOECHST,4096.7646484375,107.78659759880327
B06,7,MITO,88798.421875,3236.3901958502925
B06,7,PHAandWGA,29895.185546875,1145.202837913057
B06,7,SYTO,19678.521484375,741.5083170648502
B06,8,CONC,7841.701171875,165.60130156452087
B06,8,HOECHST,4209.62109375,106.61301198304558
B06,8,MITO,91102.328125,3222.149029703562
B06,8,PHAandWGA,31068.486328125,1134.901891175945
B06,8,SYTO,20387.55078125,723.686410827385
B06,9,CONC,7995.7041015625,161.45361698923824
B06,9,HOECHST,4324.64404296875,104.74635293787837
B06,9,MITO,92749.0703125,3177.514242325237
B06,9,PHAandWGA,31539.208984375,1116.7925322996364
B06,9,SYTO,20514.087890625,697.6679849011808
B06,10,CONC,8132.25146484375,157.29120426401505
B06,10,HOECHST,4422.966796875,102.26725719687187
B06,10,MITO,94333.546875,3131.394256089995
B06,10,PHAandWGA,32788.7265625,1095.3331957013336
B06,10,SYTO,20908.171875,672.5679207047722
B06,11,CONC,8303.291015625,152.6782633116285
B06,11,HOECHST,4549.25390625,100.23317825883339
B06,11,MITO,95500.0546875,3040.8393095858505
B06,11,PHAandWGA,33188.30859375,1066.694061976994
B06,11,SYTO,21207.3203125,644.5749785350785
B06,12,CONC,8437.8037109375,147.6727831565974
B06,12,HOECHST,4659.10888671875,97.59543843826883
B06,12,MITO,97585.15625,2983.4796677851436
B06,12,PHAandWGA,34126.5390625,1037.8745742059386
B06,12,SYTO,21576.92578125,618.1564603440146
B06,13,CONC,8582.982421875,142.504567752176
B06,13,HOECHST,4732.1455078125,94.4059314350033
B06,13,MITO,98817.71875,2886.5849539236965
B06,13,PHAandWGA,34839.7890625,1004.042944881492
B06,13,SYTO,21634.73828125,588.0106583194655
B06,14,CONC,8759.833984375,137.2227210023659
B06,14,HOECHST,4838.9267578125,90.76837305566242
B06,14,MITO,100975.1484375,2800.6767135989985
B06,14,PHAandWGA,35210.41015625,968.9012088053638
B06,14,SYTO,22084.734375,559.6571156143602
B06,15,CONC,8897.6962890625,131.70612288501746
B06,15,HOECHST,4956.12841796875,87.40757457803173
B06,15,MITO,103302.84375,2686.7573385381397
B06,15,PHAandWGA,35902.015625,932.4148402756457
B06,15,SYTO,22359.16796875,530.3826456567468
B07,0,CONC,4018.485595703125,115.18810483290272
B07,0,HOECHST,1604.10107421875,32.722253668651796
B07,0,MITO,50503.0234375,2921.395451644564
B07,0,PHAandWGA,9488.908203125,485.51553891501163
B07,0,SYTO,4383.703125,206.34491028502993
B07,1,CONC,4253.1640625,136.20112713550387
B07,1,HOECHST,1698.835693359375,41.39283497866828
B07,1,MITO,51513.55078125,3331.061833229762
B07,1,PHAandWGA,10949.97265625,576.7211174480224
B07,1,SYTO,4747.0126953125,248.41703372661942
B07,2,CONC,4510.20263671875,155.81912266814172
B07,2,HOECHST,1816.1416015625,50.441402798982764
B07,2,MITO,54409.13671875,3722.371413279095
B07,2,PHAandWGA,12353.6640625,674.0888335773035
B07,2,SYTO,5108.56689453125,291.6714420707201
B07,3,CONC,4736.5400390625,169.19007912404962
B07,3,HOECHST,1930.347900390625,56.49973591362084
B07,3,MITO,56567.1640625,3907.4105266932083
B07,3,PHAandWGA,13285.712890625,742.8713945640194
B07,3,SYTO,5443.9794921875,321.7494663545287
B07,4,CONC,4954.916015625,176.46527623083162
B07,4,HOECHST,2009.2940673828125,58.91535151222016
B07,4,MITO,59050.16015625,3990.4883068546615
B07,4,PHAandWGA,14141.8623046875,783.2103547197082
B07,4,SYTO,5740.24267578125,337.73162663157115
B07,5,CONC,5161.0712890625,184.3551359125589
B07,5,HOECHST,2112.99560546875,61.88720752370356
B07,5,MITO,60948.0078125,4050.063633639004
B07,5,PHAandWGA,15163.5400390625,815.104477122097
B07,5,SYTO,6017.1083984375,350.02802848121274
B07,6,CONC,5326.98486328125,189.03307798765488
B07,6,HOECHST,2202.56884765625,63.15037240555203
B07,6,MITO,63215.390625,4081.272050829922
B07,6,PHAandWGA,16137.3330078125,828.9824076705179
B07,6,SYTO,6303.625,355.3496543948896
B07,7,CONC,5490.94677734375,189.49402596532173
B07,7,HOECHST,2251.286376953125,62.212453819687894
B07,7,MITO,64382.59765625,4022.712740665015
B07,7,PHAandWGA,16608.681640625,827.776372260392
B07,7,SYTO,6475.1728515625,353.5282380249979
B07,8,CONC,5555.0283203125,187.3308011583213
B07,8,HOECHST,2273.31982421875,60.299734979181245
B07,8,MITO,65171.3046875,3964.2422677551754
B07,8,PHAandWGA,16831.59375,817.8160699858888
B07,8,SYTO,6595.5859375,346.28104297416246
B07,9,CONC,5645.30029296875,184.4391008308351
B07,9,HOECHST,2300.24609375,58.59078386742418
B07,9,MITO,66603.140625,3873.8149420059203
B07,9,PHAandWGA,17149.765625,803.8682133323533
B07,9,SYTO,6683.80224609375,338.09353034545865
B07,10,CONC,5734.1376953125,181.24418260207213
B07,10,HOECHST,2338.282958984375,57.04800520068039
B07,10,MITO,67210.390625,3797.8412914977343
B07,10,PHAandWGA,17145.33203125,783.7086663658685
B07,10,SYTO,6774.283203125,330.33954550317736
B07,11,CONC,5774.38671875,177.1931230740215
B07,11,HOECHST,2354.52001953125,55.37004718888101
B07,11,MITO,68361.671875,3688.483957054067
B07,11,PHAandWGA,17211.98046875,764.5574129376555
B07,11,SYTO,6808.40625,320.2322099630846
B07,12,CONC,5847.484375,172.34927695602505
B07,12,HOECHST,2365.38818359375,53.38149227240293
B07,12,MITO,68295.90625,3577.9475124112028
B07,12,PHAandWGA,16959.3046875,743.4124457426618
B07,12,SYTO,6778.34130859375,308.9250798776004
B07,13,CONC,5889.14794921875,167.2694784721528
B07,13,HOECHST,2394.254150390625,51.3297533665522
B07,13,MITO,68774.2578125,3446.067893593873
B07,13,PHAandWGA,16972.6171875,720.1177817517794
B07,13,SYTO,6822.2255859375,297.626997530999
B07,14,CONC,5955.6982421875,161.74099518892677
B07,14,HOECHST,2415.220703125,49.403303402382534
B07,14,MITO,69173.765625,3296.0424885778857
B07,14,PHAandWGA,16920.25,695.1905493513252
B07,14,SYTO,6845.7568359375,286.0877912335028
B07,15,CONC,6026.9404296875,156.35430323886953
B07,15,HOECHST,2450.568359375,47.48957763308746
B07,15,MITO,70006.375,3171.544135605538
B07,15,PHAandWGA,16890.3828125,668.0099517785742
B07,15,SYTO,6931.8720703125,274.02656717615554
B08,0,CONC,8580.685546875,92.86121166071361
B08,0,HOECHST,4198.92578125,64.21925579851337
B08,0,MITO,96920.671875,1869.434651616057
B08,0,PHAandWGA,34751.6171875,673.9305549255823
B08,0,SYTO,19343.81640625,424.6384280151958
B08,1,CONC,9071.6171875,107.84472913516294
B08,1,HOECHST,4437.72607421875,75.79297037757266
B08,1,MITO,99193.859375,2046.4923579192118
B08,1,PHAandWGA,36383.0390625,751.9918355694932
B08,1,SYTO,21149.384765625,492.64915756966906
