well,z,channel,focus_laplacian_var,focus_normalized_var
B08,5,PHAandWGA,51828.859375,808.8133492796894
B08,5,SYTO,36741.7265625,643.0721976218135
B08,6,CONC,8718.599609375,95.30914865144044
B08,6,HOECHST,7323.46875,104.66253270760367
B08,6,MITO,122487.5625,1574.9658875876855
B08,6,PHAandWGA,53100.2109375,806.614521132221
B08,6,SYTO,37866.49609375,636.8634245914731
B08,7,CONC,8919.525390625,92.51217215104121
B08,7,HOECHST,7544.0322265625,102.91367832370592
B08,7,MITO,124889.4375,1524.8916770406224
B08,7,PHAandWGA,54718.8359375,794.0078024620719
B08,7,SYTO,39741.0859375,617.6921258060372
B08,8,CONC,9176.7216796875,88.62312265411443
B08,8,HOECHST,7756.16015625,100.04480845059892
B08,8,MITO,129037.40625,1479.8653770956344
B08,8,PHAandWGA,56919.50390625,769.9460134599184
B08,8,SYTO,40997.3046875,591.6244361384645
B08,9,CONC,9306.736328125,84.46514948444378
B08,9,HOECHST,7922.8330078125,96.52323394109641
B08,9,MITO,131888.65625,1428.5008889751684
B08,9,PHAandWGA,57904.546875,745.871985775496
B08,9,SYTO,41696.87890625,563.9407783745698
B08,10,CONC,9458.2978515625,80.60406383810955
B08,10,HOECHST,8077.31982421875,93.20417802967214
B08,10,MITO,133722.578125,1381.644936119072
B08,10,PHAandWGA,59016.890625,722.1085482467207
B08,10,SYTO,42852.64453125,538.3391432862895
B08,11,CONC,9592.28515625,77.0602519993616
B08,11,HOECHST,8257.7490234375,89.96669879743071
B08,11,MITO,134577.40625,1338.3883165220213
B08,11,PHAandWGA,61145.19921875,698.1411247806358
B08,11,SYTO,43750.2890625,510.5649128515355
B08,12,CONC,9745.767578125,73.55886618086114
B08,12,HOECHST,8388.6884765625,86.34087155108845
B08,12,MITO,135684.875,1289.9574778745052
B08,12,PHAandWGA,62197.3125,671.8111024189975
B08,12,SYTO,44471.59375,485.97499806538553
B08,13,CONC,9841.64453125,70.48586073777207
B08,13,HOECHST,8581.4365234375,83.28535267665046
B08,13,MITO,137564.875,1251.388137195923
B08,13,PHAandWGA,62636.26171875,648.7534174378309
B08,13,SYTO,45565.3828125,461.16955278400997
B08,14,CONC,9977.7587890625,67.6769221121003
B08,14,HOECHST,8728.4267578125,80.3080950903228
B08,14,MITO,138903.8125,1208.8837555643347
B08,14,PHAandWGA,63629.0,626.0612662734973
B08,14,SYTO,45994.34375,439.57727204113684
B08,15,CONC,10125.66796875,65.0229977244219
B08,15,HOECHST,8866.8916015625,77.65040999546873
B08,15,MITO,140192.5,1170.2014332476363
B08,15,PHAandWGA,65038.79296875,603.3316915505366
B08,15,SYTO,46671.421875,419.3733109223823
B09,0,CONC,9170.525390625,109.88386936322122
B09,0,HOECHST,5798.50048828125,84.27300062709048
B09,0,MITO,117613.234375,1911.6033757724008
B09,0,PHAandWGA,46093.98046875,757.0020813455566
B09,0,SYTO,31031.0390625,575.6259139674393
B09,1,CONC,9842.46484375,127.45351472514042
B09,1,HOECHST,6147.53369140625,96.83956916193829
B09,1,MITO,121856.84375,2119.9329529424513
B09,1,PHAandWGA,47889.2734375,842.3485777125264
B09,1,SYTO,33409.80078125,656.8269183804873
B09,2,CONC,10367.638671875,134.45465717430002
B09,2,HOECHST,6470.09765625,106.40125214831629
B09,2,MITO,127033.1875,2214.844921212121
B09,2,PHAandWGA,50500.0390625,898.9005399058437
B09,2,SYTO,35748.703125,706.7922208121572
B09,3,CONC,10804.9345703125,133.30696161398993
B09,3,HOECHST,6724.904296875,109.89765735334795
B09,3,MITO,130053.6875,2204.8179557275653
B09,3,PHAandWGA,53251.9296875,919.8612417823275
B09,3,SYTO,37839.8125,715.2797892646099
B09,4,CONC,11214.021484375,129.66568213310867
B09,4,HOECHST,7060.26171875,110.79030601285386
B09,4,MITO,134844.78125,2179.6911982670363
B09,4,PHAandWGA,55156.7578125,921.2489351652242
B09,4,SYTO,39179.8046875,708.258370633139
B09,5,CONC,11555.82421875,124.68619244286198
B09,5,HOECHST,7257.5732421875,109.5856705604017
B09,5,MITO,138058.359375,2128.6717833604516
B09,5,PHAandWGA,56453.31640625,908.5027924917142
B09,5,SYTO,40928.90625,687.8532242121802
B09,6,CONC,11813.8134765625,118.39134232060209
B09,6,HOECHST,7504.7626953125,107.09228255642333
B09,6,MITO,140720.359375,2065.21434533166
B09,6,PHAandWGA,58614.21875,884.8328548875927
B09,6,SYTO,42789.7890625,657.9978808971337
B09,7,CONC,12093.185546875,112.34245140596379
B09,7,HOECHST,7732.03271484375,103.81203331482807
B09,7,MITO,144321.5625,2007.3628785690134
B09,7,PHAandWGA,60657.2421875,854.8390828825942
B09,7,SYTO,43833.5234375,628.6158339453053
B09,8,CONC,12320.97265625,106.89849065144374
B09,8,HOECHST,7877.7080078125,100.30067344563787
B09,8,MITO,147172.84375,1952.6561374303933
B09,8,PHAandWGA,61673.38671875,824.9616585408867
B09,8,SYTO,45295.1015625,598.767925594784
B09,9,CONC,12557.0791015625,101.69097948038991
B09,9,HOECHST,8089.056640625,96.8776237114924
B09,9,MITO,149889.265625,1887.7655621863155
B09,9,PHAandWGA,62881.78515625,792.7380064630306
B09,9,SYTO,46669.875,567.4475589669424
B09,10,CONC,12816.22265625,96.807225991329
B09,10,HOECHST,8287.8798828125,93.5209331649969
B09,10,MITO,151629.34375,1827.9492820706007
B09,10,PHAandWGA,64223.74609375,761.6864845733539
B09,10,SYTO,47736.1796875,538.7426272990616
B09,11,CONC,13036.5869140625,92.44619822738267
B09,11,HOECHST,8422.8515625,90.24226999562165
B09,11,MITO,155189.125,1763.3106381682346
B09,11,PHAandWGA,66344.28125,730.2774310524667
B09,11,SYTO,47922.96484375,509.4194555530131
B09,12,CONC,13278.998046875,88.47080706282159
B09,12,HOECHST,8606.7470703125,86.87098740466335
B09,12,MITO,156282.953125,1707.964976861626
B09,12,PHAandWGA,66931.40625,703.4136085651179
B09,12,SYTO,49474.546875,484.9335944323658
B09,13,CONC,13472.626953125,84.59390961804283
B09,13,HOECHST,8763.845703125,83.79031315277892
B09,13,MITO,159179.671875,1646.7727705380612
B09,13,PHAandWGA,69020.625,673.552467044379
B09,13,SYTO,50459.359375,460.82193799803974
B09,14,CONC,13632.806640625,80.98884334767024
B09,14,HOECHST,8931.728515625,80.78019388872958
B09,14,MITO,161333.078125,1587.174895853667
B09,14,PHAandWGA,69967.46875,645.3891014663947
B09,14,SYTO,51046.26953125,436.45964593727484
B09,15,CONC,13827.1650390625,77.82739994485333
B09,15,HOECHST,9097.6064453125,78.22156248553749
B09,15,MITO,162342.84375,1525.3290197112499
B09,15,PHAandWGA,70983.34375,620.6735061315877
B09,15,SYTO,52116.8046875,416.06606311593816
B10,0,CONC,9145.2529296875,138.8696572907842
B10,0,HOECHST,6596.84326171875,123.70281839293233
B10,0,MITO,119091.09375,2273.0255338675747
B10,0,PHAandWGA,46808.36328125,904.5951474631631
B10,0,SYTO,30388.25,668.6345037318633
B10,1,CONC,10203.6455078125,190.48597419746162
B10,1,HOECHST,7352.7216796875,166.622317665276
B10,1,MITO,127539.71875,2749.8216503916087
B10,1,PHAandWGA,50898.96875,1115.9100173125303
B10,1,SYTO,33588.21875,886.1865572888121
B10,2,CONC,11142.6796875,214.3127785658055
B10,2,HOECHST,8001.154296875,194.218505740679
B10,2,MITO,134391.875,2928.4072353101396
B10,2,PHAandWGA,54350.09375,1243.5804460229997
B10,2,SYTO,36650.45703125,1002.742046392508
B10,3,CONC,11909.51953125,217.36416218260973
B10,3,HOECHST,8458.45703125,201.1407185622206
B10,3,MITO,141179.5625,2924.72231329232
B10,3,PHAandWGA,57396.4140625,1304.715369292525
B10,3,SYTO,39469.546875,1034.166219454037
B10,4,CONC,12487.4521484375,208.59373004697454
B10,4,HOECHST,8890.5888671875,197.97415442807525
B10,4,MITO,145791.09375,2820.6439682430573
B10,4,PHAandWGA,59675.3828125,1306.0898690461738
B10,4,SYTO,41936.83984375,1004.8727969980731
B10,5,CONC,12946.3251953125,195.09247222547654
B10,5,HOECHST,9243.390625,192.63617178050453
B10,5,MITO,149796.84375,2689.2460888362175
B10,5,PHAandWGA,62733.5859375,1282.1534672096413
B10,5,SYTO,44268.7109375,959.3268748421476
B10,6,CONC,13396.255859375,181.57153759544255
B10,6,HOECHST,9560.4521484375,183.73007134839673
B10,6,MITO,153597.25,2553.1026662521363
B10,6,PHAandWGA,65179.0859375,1234.53278834274
B10,6,SYTO,45963.1484375,894.1129751348839
B10,7,CONC,13729.0244140625,168.07614472381584
B10,7,HOECHST,9789.9638671875,172.0802521453959
B10,7,MITO,158577.953125,2417.6229913331163
B10,7,PHAandWGA,66848.8125,1178.8386723212218
B10,7,SYTO,47979.015625,826.9587076951665
B10,8,CONC,13917.1884765625,154.93543464790923
B10,8,HOECHST,10028.1982421875,159.84324807040045
B10,8,MITO,160320.5,2276.7207414471404
B10,8,PHAandWGA,69638.5234375,1111.8501883866038
B10,8,SYTO,49489.68359375,757.8487152694275
B10,9,CONC,14074.1640625,142.95498301571794
B10,9,HOECHST,10192.11328125,148.55901634598283
B10,9,MITO,163138.15625,2150.777731768857
B10,9,PHAandWGA,70791.265625,1047.7565247091432
B10,9,SYTO,50690.75390625,695.927381102387
B10,10,CONC,14161.943359375,131.99715347735665
B10,10,HOECHST,10348.80078125,138.99014942761823
B10,10,MITO,166035.59375,2041.598898568826
B10,10,PHAandWGA,71344.09375,989.7217392719527
B10,10,SYTO,51511.09765625,641.6826116889315
B10,11,CONC,14210.365234375,122.82157207172284
B10,11,HOECHST,10432.962890625,130.7538756072203
B10,11,MITO,167934.5,1938.941215963321
B10,11,PHAandWGA,73311.34375,941.2169939275584
B10,11,SYTO,52168.25,597.2384990180637
B10,12,CONC,14256.6796875,114.7039311984419
B10,12,HOECHST,10533.7529296875,123.59801712928561
B10,12,MITO,169015.96875,1839.5330316913312
B10,12,PHAandWGA,73529.7421875,897.7191594597799
