;perturbation;group;grit;compound;conc
419;MK-177_805;10.0;2.7284798139261097;MK-177;10.0
420;MK-177_815;0.00833;0.24184241427113015;MK-177;0.00833
421;MK-177_843;0.0333;-0.34353720340443233;MK-177;0.0333
422;MK-177_854;1.0;1.144402599916533;MK-177;1.0
423;MK-177_888;0.1;-0.12213336579632077;MK-177;0.1
424;MK-177_921;10.0;2.495934953870178;MK-177;10.0
425;MK-177_928;0.1;0.5372714321900534;MK-177;0.1
426;MK-177_952;0.1;0.2455860613162139;MK-177;0.1
427;MK-177_997;10.0;2.8395145984245427;MK-177;10.0
428;MK-220_1010;1.0;1.063494347740377;MK-220;1.0
429;MK-220_1043;0.1;0.4129710464113183;MK-220;0.1
430;MK-220_1085;0.333;0.6670532440601148;MK-220;0.333
431;MK-220_1090;10.0;2.69847508093668;MK-220;10.0
432;MK-220_1096;10.0;2.3193539731489667;MK-220;10.0
433;MK-220_1110;1.0;1.0386961664166712;MK-220;1.0
434;MK-220_1138;0.00833;0.25865274415409534;MK-220;0.00833
435;MK-220_1169;0.00833;0.13733864435058885;MK-220;0.00833
436;MK-220_626;0.00833;0.23132484211275234;MK-220;0.00833
437;MK-220_642;0.0333;0.005706749704786407;MK-220;0.0333
438;MK-220_672;10.0;2.5829599424502017;MK-220;10.0
439;MK-220_715;1.0;0.8982912625120762;MK-220;1.0
440;MK-220_726;10.0;2.5564545237444083;MK-220;10.0
441;MK-220_734;0.333;0.9358334321228007;MK-220;0.333
442;MK-220_775;0.1;-0.5362180784092049;MK-220;0.1
443;MK-220_817;0.0333;0.2886030805835658;MK-220;0.0333
444;MK-220_839;1.0;0.8698657652674449;MK-220;1.0
445;MK-220_874;0.1;0.4949555016651253;MK-220;0.1
446;MK-220_877;0.00833;-0.06492312043982115;MK-220;0.00833
447;MK-220_892;0.333;0.675372509133299;MK-220;0.333
448;MK-220_945;0.0333;0.39363488420370724;MK-220;0.0333
449;MK-220_947;0.333;0.8383082132852434;MK-220;0.333
450;MK-220_979;0.1;0.5671528486908083;MK-220;0.1
451;MK-220_994;0.0333;0.5237130946301164;MK-220;0.0333
452;Navito_1023;0.333;0.862470535837688;Navito;0.333
453;Navito_1032;0.00833;0.13965950062057264;Navito;0.00833
454;Navito_1034;10.0;2.585978805047151;Navito;10.0
455;Navito_1066;0.00833;0.33869592799306697;Navito;0.00833
456;Navito_1074;0.1;0.4182711126701827;Navito;0.1
457;Navito_1115;10.0;2.7063674269949236;Navito;10.0
458;Navito_1124;0.0333;0.4444600317302678;Navito;0.0333
459;Navito_1173;1.0;1.062649271052675;Navito;1.0
460;Navito_1203;0.1;0.4934154445402963;Navito;0.1
461;Navito_1220;0.0333;0.4757180982256172;Navito;0.0333
462;Navito_611;0.0333;0.533401106740075;Navito;0.0333
463;Navito_632;0.1;0.5398346515370387;Navito;0.1
464;Navito_659;1.0;0.9470035526108048;Navito;1.0
465;Navito_660;0.0333;0.47902659725932667;Navito;0.0333
466;Navito_693;0.00833;0.21285139038302914;Navito;0.00833
467;Navito_742;0.333;0.8724330740297374;Navito;0.333
468;Navito_766;10.0;2.259491898517854;Navito;10.0
469;Navito_770;0.1;0.5085415396815813;Navito;0.1
470;Navito_797;0.333;0.5360272215587459;Navito;0.333
471;Navito_826;1.0;1.3104282219883836;Navito;1.0
472;Navito_828;10.0;2.569249464090305;Navito;10.0
473;Navito_890;0.00833;-0.22752130964705908;Navito;0.00833
474;Navito_927;0.333;0.827449379049248;Navito;0.333
475;Navito_971;1.0;1.2040215035455801;Navito;1.0
476;Nutlin_1035;1.0;1.0688683200876798;Nutlin;1.0
477;Nutlin_1037;0.1;0.5103524489931973;Nutlin;0.1
478;Nutlin_1056;0.333;0.681701453466066;Nutlin;0.333
479;Nutlin_1077;10.0;0.12725756962761284;Nutlin;10.0
480;Nutlin_1121;0.00833;0.008365025162200494;Nutlin;0.00833
481;Nutlin_1152;0.0333;-0.6180244729998826;Nutlin;0.0333
482;Nutlin_1201;0.0333;0.3867642898525228;Nutlin;0.0333
483;Nutlin_1216;10.0;0.8059352381277425;Nutlin;10.0
484;Nutlin_1221;0.00833;-0.05985582129258993;Nutlin;0.00833
485;Nutlin_622;0.00833;-0.1701701647576877;Nutlin;0.00833
486;Nutlin_692;0.00833;-0.20531312124237738;Nutlin;0.00833
487;Nutlin_712;10.0;0.30964235565540865;Nutlin;10.0
488;Nutlin_727;0.0333;0.39787189154069486;Nutlin;0.0333
489;Nutlin_730;1.0;-0.4999128166441999;Nutlin;1.0
490;Nutlin_764;10.0;0.5837313206688081;Nutlin;10.0
491;Nutlin_767;0.333;0.8995531479097338;Nutlin;0.333
492;Nutlin_791;0.1;-0.10647347715083846;Nutlin;0.1
493;Nutlin_809;0.1;-0.07786374232922866;Nutlin;0.1
494;Nutlin_838;0.333;0.13116467003295332;Nutlin;0.333
495;Nutlin_873;1.0;0.7100978795170113;Nutlin;1.0
496;Nutlin_893;0.0333;0.2228759217869209;Nutlin;0.0333
497;Nutlin_934;1.0;0.24276017816723583;Nutlin;1.0
498;Nutlin_940;0.333;0.5214231535316822;Nutlin;0.333
499;Nutlin_986;0.1;0.4250027001275309;Nutlin;0.1
500;Olapar_106;0.0333;0.3441269326233303;Olapar;0.0333
501;Olapar_108;10.0;0.4151325587594584;Olapar;10.0
502;Olapar_137;0.1;0.2658676236764026;Olapar;0.1
503;Olapar_155;0.00833;-0.14138414091064858;Olapar;0.00833
504;Olapar_157;10.0;0.2344088281828677;Olapar;10.0
505;Olapar_16;0.00833;0.2221055305456044;Olapar;0.00833
506;Olapar_211;0.333;-0.6602296519905702;Olapar;0.333
507;Olapar_252;1.0;-0.27810694532140373;Olapar;1.0
508;Olapar_287;0.1;-0.13331919174454718;Olapar;0.1
509;Olapar_296;0.0333;0.3265394551593822;Olapar;0.0333
510;Olapar_338;1.0;0.6401483854493997;Olapar;1.0
511;Olapar_359;0.0333;0.10717721987365872;Olapar;0.0333
512;Olapar_384;0.0333;0.23098788331186715;Olapar;0.0333
513;Olapar_395;10.0;0.5297751020658538;Olapar;10.0
514;Olapar_40;1.0;0.4517913022367169;Olapar;1.0
515;Olapar_410;0.1;0.5800639144922224;Olapar;0.1
516;Olapar_439;0.00833;0.34463310211236237;Olapar;0.00833
517;Olapar_470;0.00833;0.28009721114228847;Olapar;0.00833
518;Olapar_480;1.0;0.5607764899108042;Olapar;1.0
519;Olapar_487;0.333;0.581460763502714;Olapar;0.333
520;Olapar_513;10.0;0.7304837270312163;Olapar;10.0
521;Olapar_52;0.333;0.5402260913875498;Olapar;0.333
522;Olapar_533;0.1;0.5085521632905978;Olapar;0.1
523;Olapar_583;0.333;0.7004076368628209;Olapar;0.333
524;Oxalip_100;10.0;1.7054579602335413;Oxalip;10.0
525;Oxalip_116;0.333;0.5805937718297358;Oxalip;0.333
526;Oxalip_123;10.0;1.5276648845270555;Oxalip;10.0
527;Oxalip_150;1.0;1.067107381914586;Oxalip;1.0
528;Oxalip_168;0.1;0.1707149628269887;Oxalip;0.1
529;Oxalip_17;1.0;0.7020807641861149;Oxalip;1.0
530;Oxalip_205;0.00833;0.5302698507895505;Oxalip;0.00833
531;Oxalip_227;0.0333;-0.31248166989984183;Oxalip;0.0333
532;Oxalip_262;0.333;0.7470742979164343;Oxalip;0.333
533;Oxalip_289;0.0333;-0.12951308733452982;Oxalip;0.0333
534;Oxalip_291;0.00833;0.35345629157696484;Oxalip;0.00833
535;Oxalip_329;0.0333;-0.329920375135709;Oxalip;0.0333
536;Oxalip_352;0.00833;0.28582791712932487;Oxalip;0.00833
537;Oxalip_380;0.00833;0.32125394911207683;Oxalip;0.00833
538;Oxalip_390;10.0;1.7028025217307505;Oxalip;10.0
539;Oxalip_399;0.1;0.4554737038578722;Oxalip;0.1
540;Oxalip_452;0.0333;0.5696245735441786;Oxalip;0.0333
541;Oxalip_481;0.1;0.5265971528079614;Oxalip;0.1
542;Oxalip_490;1.0;0.9856960041924917;Oxalip;1.0
543;Oxalip_550;0.333;0.7690712319987725;Oxalip;0.333
544;Oxalip_581;0.333;0.805281189730737;Oxalip;0.333
545;Oxalip_585;1.0;1.01244209453827;Oxalip;1.0
546;Oxalip_606;10.0;1.2574792437750075;Oxalip;10.0
547;Oxalip_75;0.1;0.26562809826323996;Oxalip;0.1
548;PD0325_113;0.00833;0.31690112952580934;PD0325;0.00833
549;PD0325_121;0.0333;0.4009378173799355;PD0325;0.0333
550;PD0325_131;10.0;0.9477443266132941;PD0325;10.0
551;PD0325_156;10.0;0.9516734936085212;PD0325;10.0
552;PD0325_175;0.1;0.48854321219756314;PD0325;0.1
553;PD0325_18;0.1;0.6307704179902119;PD0325;0.1
554;PD0325_239;0.333;0.9357060032241439;PD0325;0.333
555;PD0325_279;1.0;0.827463193111961;PD0325;1.0
556;PD0325_294;0.0333;0.46286269522269324;PD0325;0.0333
557;PD0325_299;0.333;0.7674694361481028;PD0325;0.333
558;PD0325_318;0.333;0.846614311433981;PD0325;0.333
559;PD0325_347;0.333;0.8804201210015556;PD0325;0.333
560;PD0325_349;10.0;1.3200764734713601;PD0325;10.0
561;PD0325_39;0.00833;0.38755111913749485;PD0325;0.00833
562;PD0325_403;0.00833;0.21685506190249837;PD0325;0.00833
563;PD0325_419;0.00833;0.3057233516363461;PD0325;0.00833
564;PD0325_450;0.0333;0.5831144061958202;PD0325;0.0333
565;PD0325_460;1.0;0.8365227865857973;PD0325;1.0
566;PD0325_496;10.0;0.682519430572058;PD0325;10.0
567;PD0325_519;0.1;0.5236571631681561;PD0325;0.1
568;PD0325_526;0.1;0.49698228887178414;PD0325;0.1
569;PD0325_536;0.0333;0.7036533674443713;PD0325;0.0333
570;PD0325_552;1.0;0.9493531500678963;PD0325;1.0
571;PD0325_7;1.0;0.7817864677854494;PD0325;1.0
572;PI-103_118;10.0;1.5194414211546048;PI-103;10.0
573;PI-103_130;0.1;0.4213687482037041;PI-103;0.1
574;PI-103_138;1.0;0.7094527379448456;PI-103;1.0
575;PI-103_192;0.333;0.22061193572444457;PI-103;0.333
576;PI-103_194;0.00833;0.21121988799377747;PI-103;0.00833
577;PI-103_198;1.0;0.9564786223603764;PI-103;1.0
578;PI-103_254;0.1;0.42357079939384773;PI-103;0.1
579;PI-103_273;0.0333;0.020865707865326263;PI-103;0.0333
580;PI-103_286;0.333;0.44816492366097893;PI-103;0.333
581;PI-103_306;0.00833;0.21811387864080428;PI-103;0.00833
582;PI-103_334;0.333;0.8276815351888703;PI-103;0.333
583;PI-103_351;10.0;2.350833912652527;PI-103;10.0
584;PI-103_370;0.00833;0.2612495581146892;PI-103;0.00833
585;PI-103_375;0.333;0.35891341661924814;PI-103;0.333
586;PI-103_41;0.00833;-0.045821382468906505;PI-103;0.00833
587;PI-103_415;10.0;2.0540287055502775;PI-103;10.0
588;PI-103_495;0.0333;0.1814367931041949;PI-103;0.0333
589;PI-103_503;1.0;0.6523262698371575;PI-103;1.0
590;PI-103_512;0.0333;-0.49084030059755307;PI-103;0.0333
591;PI-103_534;0.1;0.49864083130818054;PI-103;0.1
592;PI-103_539;1.0;0.8540735638242754;PI-103;1.0
593;PI-103_6;0.0333;0.5280071486613974;PI-103;0.0333
594;PI-103_603;0.1;0.43613090836869756;PI-103;0.1
595;PI-103_82;10.0;1.8376765219811333;PI-103;10.0
596;Paclit_105;0.333;0.8762297362560655;Paclit;0.333
597;Paclit_110;10.0;2.114094965718721;Paclit;10.0
598;Paclit_14;0.00833;0.18336846501880072;Paclit;0.00833
599;Paclit_159;0.1;0.501982356038944;Paclit;0.1
600;Paclit_167;1.0;1.1205708599281519;Paclit;1.0
601;Paclit_193;10.0;2.4237960910782492;Paclit;10.0
602;Paclit_206;0.00833;0.28752539862598586;Paclit;0.00833
603;Paclit_22;0.333;0.8164014296242861;Paclit;0.333
604;Paclit_230;0.1;0.37889753291997336;Paclit;0.1
605;Paclit_290;0.0333;0.4307764849777893;Paclit;0.0333
606;Paclit_319;1.0;1.2594622963734872;Paclit;1.0
607;Paclit_327;0.0333;0.36589707736541643;Paclit;0.0333
608;Paclit_365;0.0333;0.5324811938205719;Paclit;0.0333
609;Paclit_420;0.333;0.7848551330602954;Paclit;0.333
610;Paclit_423;1.0;1.1750295657710284;Paclit;1.0
611;Paclit_44;1.0;1.175218756978431;Paclit;1.0
612;Paclit_448;0.333;0.8670199123900334;Paclit;0.333
613;Paclit_47;0.0333;0.4301703719845728;Paclit;0.0333
614;Paclit_475;0.1;0.4851540588121313;Paclit;0.1
615;Paclit_485;0.00833;0.16883254139344467;Paclit;0.00833
616;Paclit_489;10.0;2.5828888016300233;Paclit;10.0
617;Paclit_504;10.0;2.45699428225649;Paclit;10.0
618;Paclit_516;0.1;0.4807425189592986;Paclit;0.1
619;Paclit_588;0.00833;0.2882390326107396;Paclit;0.00833
620;Palboc_103;10.0;2.5042820048072936;Palboc;10.0
621;Palboc_112;0.1;0.3973568910797493;Palboc;0.1
622;Palboc_182;0.1;0.08703857380221171;Palboc;0.1
623;Palboc_19;0.333;0.3171430021546293;Palboc;0.333
624;Palboc_197;0.00833;0.03786079707106832;Palboc;0.00833
625;Palboc_210;0.0333;-0.019034166245238918;Palboc;0.0333
626;Palboc_248;10.0;2.416182231739088;Palboc;10.0
627;Palboc_271;0.00833;8.759493287425514e-05;Palboc;0.00833
628;Palboc_277;0.0333;-0.13905553329861484;Palboc;0.0333
629;Palboc_310;0.333;0.7567209661676876;Palboc;0.333
630;Palboc_322;0.00833;0.12964499712880814;Palboc;0.00833
631;Palboc_33;1.0;0.8914949449517394;Palboc;1.0
632;Palboc_345;0.00833;0.2956534832202913;Palboc;0.00833
633;Palboc_404;0.0333;0.5007501170639701;Palboc;0.0333
634;Palboc_405;0.1;0.5303441012178562;Palboc;0.1
635;Palboc_445;0.0333;0.512708818806237;Palboc;0.0333
636;Palboc_482;0.333;0.6838655489713364;Palboc;0.333
637;Palboc_514;10.0;2.338154096728242;Palboc;10.0
638;Palboc_529;10.0;1.7046907242129457;Palboc;10.0
639;Palboc_546;1.0;0.9067500136727564;Palboc;1.0
640;Palboc_549;0.1;0.7039387864423693;Palboc;0.1
641;Palboc_57;1.0;0.9940808394090972;Palboc;1.0
642;Palboc_601;1.0;0.8552624645219002;Palboc;1.0
643;Palboc_72;0.333;0.7536548268384857;Palboc;0.333
644;Ruxoli_1005;1.0;0.674614515365114;Ruxoli;1.0
645;Ruxoli_1053;0.333;0.5547857348128284;Ruxoli;0.333
646;Ruxoli_1109;0.00833;0.047864398880882966;Ruxoli;0.00833
647;Ruxoli_1114;1.0;0.5932949865010331;Ruxoli;1.0
648;Ruxoli_1149;0.0333;-0.38972302453116314;Ruxoli;0.0333
649;Ruxoli_1156;0.00833;-0.4058310599218147;Ruxoli;0.00833
650;Ruxoli_1178;10.0;0.14890081023719096;Ruxoli;10.0
651;Ruxoli_1184;10.0;0.3729042147040408;Ruxoli;10.0
652;Ruxoli_633;0.1;0.6691499128874466;Ruxoli;0.1
653;Ruxoli_649;0.0333;-0.45735588669883503;Ruxoli;0.0333
654;Ruxoli_673;0.0333;0.5098044333028626;Ruxoli;0.0333
655;Ruxoli_674;0.00833;0.11620595323529903;Ruxoli;0.00833
656;Ruxoli_678;10.0;0.36904974197319723;Ruxoli;10.0
657;Ruxoli_744;0.00833;-0.18814959789851818;Ruxoli;0.00833
658;Ruxoli_812;1.0;0.6398298847844474;Ruxoli;1.0
659;Ruxoli_836;0.333;-0.4253306701161174;Ruxoli;0.333
660;Ruxoli_844;0.1;0.047869400182578736;Ruxoli;0.1
661;Ruxoli_887;10.0;-1.431351083757797;Ruxoli;10.0
662;Ruxoli_901;0.333;-0.014857236785291928;Ruxoli;0.333
663;Ruxoli_911;1.0;-0.18185950260466355;Ruxoli;1.0
664;Ruxoli_950;0.333;0.32992242502567265;Ruxoli;0.333
665;Ruxoli_970;0.1;0.37838792401769755;Ruxoli;0.1
666;Ruxoli_974;0.0333;-0.01052349675605793;Ruxoli;0.0333
667;Ruxoli_993;0.1;0.5014130952536774;Ruxoli;0.1
668;SB2167_1000;0.1;0.32160614163013845;SB2167;0.1
669;SB2167_1011;0.333;0.10842377717251443;SB2167;0.333
670;SB2167_1028;10.0;-0.19584475798632564;SB2167;10.0
671;SB2167_1067;0.1;0.479772616498735;SB2167;0.1
672;SB2167_1081;1.0;0.6167735140066303;SB2167;1.0
673;SB2167_1125;0.0333;0.5618735213936027;SB2167;0.0333
674;SB2167_1153;0.0333;-0.6194906801146883;SB2167;0.0333
675;SB2167_1171;0.00833;-0.05600680030081402;SB2167;0.00833
676;SB2167_1182;1.0;0.7238024612264375;SB2167;1.0
677;SB2167_1196;10.0;-0.1920073387640627;SB2167;10.0
678;SB2167_614;0.333;-0.11869586829228893;SB2167;0.333
679;SB2167_623;0.00833;-0.16446488040847607;SB2167;0.00833
680;SB2167_636;1.0;-0.5628705857856302;SB2167;1.0
681;SB2167_666;0.0333;-0.20222105932236725;SB2167;0.0333
682;SB2167_749;0.0333;-0.6117630544628441;SB2167;0.0333
683;SB2167_758;0.00833;-0.19206705391133003;SB2167;0.00833
684;SB2167_794;10.0;-0.42135523144633774;SB2167;10.0
685;SB2167_816;1.0;1.02736347102463;SB2167;1.0
686;SB2167_823;0.1;0.15756792584775403;SB2167;0.1
687;SB2167_850;0.333;0.16315330054470165;SB2167;0.333
688;SB2167_872;0.1;0.1789977988440489;SB2167;0.1
689;SB2167_885;10.0;-0.03010447698591948;SB2167;10.0
690;SB2167_941;0.333;0.7924071006749938;SB2167;0.333
691;SB2167_966;0.00833;-0.10699697083279203;SB2167;0.00833
692;SB5051_1004;0.1;0.6094566021621725;SB5051;0.1
693;SB5051_1045;0.00833;0.31788785081420345;SB5051;0.00833
694;SB5051_1065;10.0;2.6170970266201246;SB5051;10.0
695;SB5051_1071;0.1;0.5640189151811577;SB5051;0.1
696;SB5051_1080;1.0;1.1540597916167916;SB5051;1.0
697;SB5051_1086;0.333;0.7575651822025604;SB5051;0.333
698;SB5051_1122;1.0;1.1205227003234206;SB5051;1.0
699;SB5051_1137;0.00833;0.19785976050765375;SB5051;0.00833
700;SB5051_1162;0.0333;0.40545603140941777;SB5051;0.0333
701;SB5051_1207;10.0;2.7937700917568526;SB5051;10.0
702;SB5051_618;0.1;-0.21624525743980588;SB5051;0.1
703;SB5051_675;10.0;2.781310140541522;SB5051;10.0
704;SB5051_686;10.0;2.6907175746247893;SB5051;10.0
705;SB5051_714;0.333;-0.5606740135835147;SB5051;0.333
706;SB5051_723;0.00833;0.1787148148720601;SB5051;0.00833
707;SB5051_757;1.0;0.455338698709886;SB5051;1.0
708;SB5051_788;0.333;0.5544258136376452;SB5051;0.333
709;SB5051_821;1.0;1.0010294867637533;SB5051;1.0
710;SB5051_841;0.0333;-0.4428551449721179;SB5051;0.0333
711;SB5051_852;0.00833;0.16477106785580176;SB5051;0.00833
712;SB5051_853;0.0333;0.7030128146127168;SB5051;0.0333
713;SB5051_871;0.1;0.5172983856203776;SB5051;0.1
714;SB5051_922;0.333;-0.33493155694310583;SB5051;0.333
715;SB5051_991;0.0333;0.5730817220905086;SB5051;0.0333
716;SN-38_163;0.333;0.4525929764841544;SN-38;0.333
717;SN-38_217;0.333;0.8947742042707568;SN-38;0.333
718;SN-38_233;1.0;1.0463135092736877;SN-38;1.0
719;SN-38_274;0.00833;-0.09398652234372987;SN-38;0.00833
720;SN-38_278;0.0333;-0.0947275882661943;SN-38;0.0333
721;SN-38_28;0.1;0.4917015270561898;SN-38;0.1
722;SN-38_301;0.0333;-0.4705032394667636;SN-38;0.0333
723;SN-38_312;0.1;0.5139489446201568;SN-38;0.1
724;SN-38_325;0.0333;0.6457193514283207;SN-38;0.0333
725;SN-38_343;0.0333;0.4162652548303233;SN-38;0.0333
726;SN-38_358;10.0;0.7246295963289596;SN-38;10.0
727;SN-38_401;0.333;0.8602013199086578;SN-38;0.333
728;SN-38_455;0.00833;0.3815496339095457;SN-38;0.00833
729;SN-38_468;0.1;0.36693723596651845;SN-38;0.1
730;SN-38_479;1.0;0.9640216781845888;SN-38;1.0
731;SN-38_49;10.0;1.1555047743015983;SN-38;10.0
732;SN-38_506;10.0;1.2568680624289594;SN-38;10.0
733;SN-38_556;1.0;1.0548915491783233;SN-38;1.0
734;SN-38_565;0.333;0.7703243660235572;SN-38;0.333
735;SN-38_569;0.00833;0.02070729748713544;SN-38;0.00833
736;SN-38_76;1.0;0.8165082223915694;SN-38;1.0
737;SN-38_8;0.1;0.22216765864037977;SN-38;0.1
738;SN-38_89;10.0;1.3613835323231118;SN-38;10.0
739;Sapiti_10;0.1;0.42130667303661246;Sapiti;0.1
740;Sapiti_101;1.0;0.6679888945782165;Sapiti;1.0
741;Sapiti_141;0.0333;0.018934471944481515;Sapiti;0.0333
742;Sapiti_176;0.1;0.6260768769666586;Sapiti;0.1
743;Sapiti_200;10.0;1.8700617131928352;Sapiti;10.0
744;Sapiti_251;0.0333;0.472130066573887;Sapiti;0.0333
745;Sapiti_261;10.0;1.7276015511922056;Sapiti;10.0
746;Sapiti_285;0.00833;0.19043210267555766;Sapiti;0.00833
747;Sapiti_300;1.0;0.641708746950158;Sapiti;1.0
748;Sapiti_314;0.00833;0.4130258414495521;Sapiti;0.00833
749;Sapiti_337;0.1;0.3686746060870531;Sapiti;0.1
750;Sapiti_340;0.0333;0.3898298143284197;Sapiti;0.0333
751;Sapiti_385;0.0333;-0.4310271295972925;Sapiti;0.0333
752;Sapiti_388;1.0;1.0567553059050274;Sapiti;1.0
753;Sapiti_436;0.00833;-0.06953692997041776;Sapiti;0.00833
754;Sapiti_458;0.333;0.7850882232496625;Sapiti;0.333
755;Sapiti_48;0.333;0.7647898169020266;Sapiti;0.333
756;Sapiti_494;1.0;0.9236092661703896;Sapiti;1.0
757;Sapiti_505;10.0;2.179843323438082;Sapiti;10.0
758;Sapiti_560;0.1;0.6244606821818616;Sapiti;0.1
759;Sapiti_572;10.0;2.3361654784776023;Sapiti;10.0
760;Sapiti_592;0.333;0.8414906283084852;Sapiti;0.333
761;Sapiti_74;0.333;0.6275789669557637;Sapiti;0.333
762;Sapiti_85;0.00833;0.38811598928998625;Sapiti;0.00833
763;Taseli_1020;0.00833;-0.5143681596322964;Taseli;0.00833
764;Taseli_1022;0.0333;0.24052785776068086;Taseli;0.0333
765;Taseli_1099;0.1;0.49332326071892857;Taseli;0.1
766;Taseli_1111;0.333;-0.003904754631635916;Taseli;0.333
767;Taseli_1123;0.1;0.4127815698106073;Taseli;0.1
768;Taseli_1129;0.333;0.608006741129042;Taseli;0.333
769;Taseli_1139;10.0;2.551906291969533;Taseli;10.0
770;Taseli_1144;0.00833;0.3617662707328523;Taseli;0.00833
771;Taseli_630;10.0;2.699844502183514;Taseli;10.0
772;Taseli_631;0.333;0.7694119501579256;Taseli;0.333
773;Taseli_645;0.00833;-0.28077446490720326;Taseli;0.00833
774;Taseli_655;0.333;0.872046343058042;Taseli;0.333
775;Taseli_707;0.0333;-0.4595785678270985;Taseli;0.0333
776;Taseli_746;0.0333;-0.1378019346338661;Taseli;0.0333
777;Taseli_780;0.1;-0.23588195229592784;Taseli;0.1
778;Taseli_789;1.0;0.8431514074326862;Taseli;1.0
779;Taseli_798;0.00833;-0.0626376234395876;Taseli;0.00833
780;Taseli_814;0.1;0.4003232758677504;Taseli;0.1
781;Taseli_862;10.0;2.572524011181729;Taseli;10.0
782;Taseli_915;1.0;1.1455151324336599;Taseli;1.0
783;Taseli_943;1.0;1.1186823940796937;Taseli;1.0
784;Taseli_977;10.0;2.6177928309563567;Taseli;10.0
785;Taseli_980;1.0;1.1932396777999312;Taseli;1.0
786;Taseli_989;0.0333;0.5216463443591569;Taseli;0.0333
787;Temozo_117;0.0333;0.026773193728558246;Temozo;0.0333
788;Temozo_149;0.333;0.6456565618156945;Temozo;0.333
789;Temozo_153;0.1;-0.3662199163440319;Temozo;0.1
790;Temozo_184;1.0;0.48982879107250377;Temozo;1.0
791;Temozo_241;10.0;-0.3975845812074597;Temozo;10.0
792;Temozo_253;0.333;-0.6572925154359616;Temozo;0.333
793;Temozo_268;0.00833;-0.44592021358558676;Temozo;0.00833
794;Temozo_295;0.1;0.13989695197946708;Temozo;0.1
795;Temozo_316;0.00833;0.3434135045204292;Temozo;0.00833
796;Temozo_355;0.1;0.24265784456578932;Temozo;0.1
797;Temozo_396;0.333;0.38542209629822954;Temozo;0.333
798;Temozo_408;10.0;-0.23310472796050694;Temozo;10.0
799;Temozo_438;10.0;-0.016637018832143337;Temozo;10.0
800;Temozo_446;1.0;0.14057735542314354;Temozo;1.0
801;Temozo_474;0.333;0.5322667488023601;Temozo;0.333
802;Temozo_488;0.0333;0.5119044058881032;Temozo;0.0333
803;Temozo_498;1.0;0.32776774541578163;Temozo;1.0
804;Temozo_5;1.0;0.22712352462463775;Temozo;1.0
805;Temozo_515;0.0333;0.5413166478284027;Temozo;0.0333
806;Temozo_590;0.1;-0.38812588369435297;Temozo;0.1
807;Temozo_607;0.00833;0.35710602637758826;Temozo;0.00833
808;Temozo_64;0.00833;-0.45693908873654177;Temozo;0.00833
809;Temozo_79;0.0333;0.32207910352344743;Temozo;0.0333
810;Temozo_99;10.0;0.21479149088788624;Temozo;10.0
811;Tramet_102;1.0;1.1038730253808096;Tramet;1.0
812;Tramet_132;10.0;0.8234040198963177;Tramet;10.0
813;Tramet_140;0.333;0.8975351465213938;Tramet;0.333
814;Tramet_166;0.00833;0.3728280355039262;Tramet;0.00833
815;Tramet_172;1.0;1.074915570944708;Tramet;1.0
816;Tramet_186;0.0333;0.5753330955581412;Tramet;0.0333
817;Tramet_187;0.333;0.6659236401747796;Tramet;0.333
818;Tramet_222;0.1;0.4012620378658251;Tramet;0.1
819;Tramet_249;0.0333;0.4697802904368168;Tramet;0.0333
820;Tramet_309;0.1;0.4911033740571534;Tramet;0.1
821;Tramet_341;1.0;1.0368970928647019;Tramet;1.0
822;Tramet_378;10.0;1.4300845591026479;Tramet;10.0
823;Tramet_391;0.00833;-0.5189326781073527;Tramet;0.00833
824;Tramet_430;0.1;0.5908207286138861;Tramet;0.1
825;Tramet_434;0.333;0.7678811503740943;Tramet;0.333
826;Tramet_469;1.0;1.1286088539095345;Tramet;1.0
827;Tramet_51;10.0;1.3636519248411259;Tramet;10.0
828;Tramet_530;0.0333;0.4011044320309328;Tramet;0.0333
829;Tramet_545;0.333;0.8647573681652194;Tramet;0.333
830;Tramet_584;0.0333;0.44820075137989457;Tramet;0.0333
831;Tramet_594;0.00833;-0.16080617480597933;Tramet;0.00833
832;Tramet_597;10.0;1.5249586658213448;Tramet;10.0
833;Tramet_84;0.1;0.4895798804149713;Tramet;0.1
834;Tramet_87;0.00833;0.20820034797065162;Tramet;0.00833
835;Velipa_1008;0.00833;0.1517200594677921;Velipa;0.00833
836;Velipa_1046;0.0333;0.5989453925353009;Velipa;0.0333
837;Velipa_1057;0.1;0.19376741386566776;Velipa;0.1
838;Velipa_1091;1.0;0.8872240414913296;Velipa;1.0
839;Velipa_1103;0.333;0.6368388141021185;Velipa;0.333
840;Velipa_1132;10.0;0.43729499078123046;Velipa;10.0
841;Velipa_1158;0.0333;0.10892854816918153;Velipa;0.0333
842;Velipa_1215;0.1;0.4492003996114293;Velipa;0.1
843;Velipa_1226;10.0;0.9798851249913533;Velipa;10.0
844;Velipa_617;0.1;-0.5644750366092949;Velipa;0.1
845;Velipa_641;0.1;0.357107538031229;Velipa;0.1
846;Velipa_663;1.0;-0.6904666984847221;Velipa;1.0
847;Velipa_670;0.00833;-0.2658501295291449;Velipa;0.00833
848;Velipa_681;10.0;-0.0857177251483117;Velipa;10.0
849;Velipa_738;0.333;0.6098514542296051;Velipa;0.333
850;Velipa_768;0.0333;0.38262014375867753;Velipa;0.0333
