EnsemblID,gene_name,logFC,PValue,FDR,F,gene_biotype,GroupA_NormCPM,GroupB_NormCPM,GroupA_stdv,GroupB_stdv,log10FDR,alias,mygene_name,summary
ENSG00000167779,IGFBP6,1.65545,3.7911e-7,0.000109795,100.254,protein_coding,20.036,62.1352,3.22518,9.49456,3.95942,IBP6,insulin like growth factor binding protein 6,"Enables identical protein binding activity and insulin-like growth factor II binding activity. Involved in cell migration and positive regulation of stress-activated MAPK cascade. Part of insulin-like growth factor binary complex. Implicated in obesity. Biomarker of breast cancer; in situ carcinoma; leiomyoma; and neovascular inflammatory vitreoretinopathy. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000055163,CYFIP2,1.86882,4.13045e-7,0.000115638,102.092,protein_coding,25.5411,92.846,5.47948,13.9375,3.9369,DEE65;EIEE65;PIR121,cytoplasmic FMR1 interacting protein 2,"Predicted to enable small GTPase binding activity. Involved in activation of cysteine-type endopeptidase activity; apoptotic process; and cell-cell adhesion. Located in perinuclear region of cytoplasm and synapse. Part of SCAR complex. Implicated in developmental and epileptic encephalopathy 65. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000202058,RN7SKP80,2.20058,4.24897e-7,0.000115638,98.253,misc_RNA,1.94667,8.19258,0.513762,1.40315,3.9369,,RN7SK pseudogene 80,
ENSG00000165244,ZNF367,-2.50604,4.30537e-7,0.000115638,101.393,protein_coding,17.4684,3.08195,5.34552,0.789648,3.9369,AFF29;CDC14B;ZFF29,zinc finger protein 367,"Enables DNA-binding transcription factor activity. Acts upstream of or within regulation of transcription by RNA polymerase II. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000135480,KRT7,2.18078,4.31882e-7,0.000115638,97.5812,protein_coding,1.38657,7.14814,0.545777,0.612472,3.9369,CK7;K2C7;K7;SCL,keratin 7,"The protein encoded by this gene is a member of the keratin gene family. The type II cytokeratins consist of basic or neutral proteins which are arranged in pairs of heterotypic keratin chains coexpressed during differentiation of simple and stratified epithelial tissues. This type II cytokeratin is specifically expressed in the simple epithelia lining the cavities of the internal organs and in the gland ducts and blood vessels. The genes encoding the type II cytokeratins are clustered in a region of chromosome 12q12-q13. Alternative splicing may result in several transcript variants; however, not all variants have been fully described. [provided by RefSeq, Jul 2008]."
ENSG00000173530,TNFRSF10D,1.43575,5.39254e-7,0.000141714,93.8648,protein_coding,14.6353,40.5125,2.26591,2.85099,3.84859,CD264;DCR2;TRAIL-R4;TRAILR4;TRUNDD,TNF receptor superfamily member 10d,"The protein encoded by this gene is a member of the TNF-receptor superfamily. This receptor contains an extracellular TRAIL-binding domain, a transmembrane domain, and a truncated cytoplamic death domain. This receptor does not induce apoptosis, and has been shown to play an inhibitory role in TRAIL-induced cell apoptosis. [provided by RefSeq, Jul 2008]."
ENSG00000156876,SASS6,-1.63744,5.59987e-7,0.000142893,93.2079,protein_coding,24.7668,7.90858,3.47632,1.15579,3.84499,MCPH14;SAS-6;SAS6,SAS-6 centriolar assembly protein,"The protein encoded by this gene is a central component of centrioles and is necessary for their duplication and function. Centrioles adopt a cartwheel-shaped structure, with the encoded protein forming the hub and spokes inside a microtubule cylinder. Defects in this gene are a cause of autosomal recessive primary microcephaly. [provided by RefSeq, Oct 2016]."
ENSG00000285901,ENSG00000285901,1.68753,5.63877e-7,0.000142893,93.1534,protein_coding,6.08754,20.8858,1.59981,1.3959,3.84499,,,
ENSG00000053747,LAMA3,2.54222,6.01249e-7,0.00014969,91.5978,protein_coding,1.3868,8.22578,0.511682,1.66897,3.82481,BM600;E170;JEB2A;JEB2B;JEB2C;LAMNA;LOCS,laminin subunit alpha 3,"The protein encoded by this gene belongs to the laminin family of secreted molecules. Laminins are heterotrimeric molecules that consist of alpha, beta, and gamma subunits that assemble through a coiled-coil domain. Laminins are essential for formation and function of the basement membrane and have additional functions in regulating cell migration and mechanical signal transduction. This gene encodes an alpha subunit and is responsive to several epithelial-mesenchymal regulators including keratinocyte growth factor, epidermal growth factor and insulin-like growth factor. Mutations in this gene have been identified as the cause of Herlitz type junctional epidermolysis bullosa and laryngoonychocutaneous syndrome. Alternative splicing and alternative promoter usage result in multiple transcript variants. [provided by RefSeq, Dec 2014]."
ENSG00000101003,GINS1,-1.56303,6.90035e-7,0.000161023,89.6098,protein_coding,28.6772,9.63251,2.03693,1.80829,3.79311,IMD55;PSF1,GINS complex subunit 1,"The yeast heterotetrameric GINS complex is made up of Sld5 (GINS4; MIM 610611), Psf1, Psf2 (GINS2; MIM 610609), and Psf3 (GINS3; MIM 610610). The formation of the GINS complex is essential for the initiation of DNA replication in yeast and Xenopus egg extracts (Ueno et al., 2005 [PubMed 16287864]).[supplied by OMIM, Mar 2008]."
ENSG00000237886,NALT1,2.2964,6.98768e-7,0.000161023,85.6714,lncRNA,0.909801,4.40023,0.173196,0.687988,3.79311,LINC01573;MIR4674HG;NALT;TCONS_l2_00029132,NOTCH1 associated lncRNA in T cell acute lymphoblastic leukemia 1,
ENSG00000177106,EPS8L2,1.43716,7.01649e-7,0.000161023,89.3173,protein_coding,30.6887,81.8777,5.09561,8.79895,3.79311,DFNB106;EPS8R2,EPS8 signaling adaptor L2,"This gene encodes a member of the EPS8 gene family. The encoded protein, like other members of the family, is thought to link growth factor stimulation to actin organization, generating functional redundancy in the pathways that regulate actin cytoskeletal remodeling. [provided by RefSeq, Dec 2008]."
ENSG00000024526,DEPDC1,-1.81501,7.07834e-7,0.000161023,92.1227,protein_coding,91.8865,25.8894,16.1211,5.87293,3.79311,DEP.8;DEPDC1-V2;DEPDC1A;SDP35,DEP domain containing 1,"Predicted to enable GTPase activator activity. Involved in negative regulation of transcription, DNA-templated. Located in nucleus. Part of transcription repressor complex. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000143476,DTL,-1.90007,7.1609e-7,0.000161023,91.9287,protein_coding,37.0327,9.78087,2.44225,2.86903,3.79311,CDT2;DCAF2;L2DTL;RAMP,denticleless E3 ubiquitin protein ligase adapter,"Contributes to ubiquitin-protein transferase activity. Involved in several processes, including protein ubiquitination; regulation of G2/M transition of mitotic cell cycle; and translesion synthesis. Located in centrosome; cytosol; and nuclear lumen. Part of Cul4A-RING E3 ubiquitin ligase complex and Cul4B-RING E3 ubiquitin ligase complex. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000224818,ENSG00000224818,2.83144,7.24811e-7,0.000161023,78.846,lncRNA,0.551835,3.71663,0.16459,0.969028,3.79311,,,
ENSG00000148835,TAF5,-1.54379,7.26196e-7,0.000161023,88.7718,protein_coding,16.1746,5.47185,0.780671,0.950922,3.79311,TAF(II)100;TAF2D;TAFII-100;TAFII100,TATA-box binding protein associated factor 5,"Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is transcription factor IID (TFIID), which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes an integral subunit of TFIID associated with all transcriptionally competent forms of that complex. This subunit interacts strongly with two TFIID subunits that show similarity to histones H3 and H4, and it may participate in forming a nucleosome-like core in the TFIID complex. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2015]."
