EnsemblID,gene_name,logFC,PValue,FDR,F,gene_biotype,GroupA_NormCPM,GroupB_NormCPM,GroupA_stdv,GroupB_stdv,log10FDR,alias,mygene_name,summary
ENSG00000124762,CDKN1A,-2.13992,1.54278e-12,2.15125e-8,449.541,protein_coding,954.766,216.424,89.5281,30.0472,7.66731,CAP20;CDKN1;CIP1;MDA-6;P21;SDI1;WAF1;p21CIP1,cyclin dependent kinase inhibitor 1A,"This gene encodes a potent cyclin-dependent kinase inhibitor. The encoded protein binds to and inhibits the activity of cyclin-cyclin-dependent kinase2 or -cyclin-dependent kinase4 complexes, and thus functions as a regulator of cell cycle progression at G1. The expression of this gene is tightly controlled by the tumor suppressor protein p53, through which this protein mediates the p53-dependent cell cycle G1 phase arrest in response to a variety of stress stimuli. This protein can interact with proliferating cell nuclear antigen, a DNA polymerase accessory factor, and plays a regulatory role in S phase DNA replication and DNA damage repair. This protein was reported to be specifically cleaved by CASP3-like caspases, which thus leads to a dramatic activation of cyclin-dependent kinase2, and may be instrumental in the execution of apoptosis following caspase activation. Mice that lack this gene have the ability to regenerate damaged or missing tissue. Multiple alternatively spliced variants have been found for this gene. [provided by RefSeq, Sep 2015]."
ENSG00000115641,FHL2,-1.52733,5.28676e-12,3.68593e-8,378.892,protein_coding,134.329,46.5624,9.39997,3.50033,7.43345,AAG11;DRAL;FHL-2;SLIM-3;SLIM3,four and a half LIM domains 2,"This gene encodes a member of the four-and-a-half-LIM-only protein family. Family members contain two highly conserved, tandemly arranged, zinc finger domains with four highly conserved cysteines binding a zinc atom in each zinc finger. This protein is thought to have a role in the assembly of extracellular membranes. Also, this gene is down-regulated during transformation of normal myoblasts to rhabdomyosarcoma cells and the encoded protein may function as a link between presenilin-2 and an intracellular signaling pathway. Multiple alternatively spliced variants encoding different isoforms have been identified. [provided by RefSeq, Jan 2016]."
ENSG00000212724,KRTAP2-3,-2.22577,8.1498e-12,3.78803e-8,356.744,protein_coding,34.5292,7.29408,4.52802,0.458583,7.42159,KAP2.3;KAP2.4;KRTAP2-4;KRTAP2.3;KRTAP2.4,keratin associated protein 2-3,"Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000135679,MDM2,-1.88146,1.56674e-11,5.46165e-8,325.568,protein_coding,413.37,111.946,65.2472,8.68077,7.26268,ACTFS;HDMX;LSKB;hdm2,MDM2 proto-oncogene,"This gene encodes a nuclear-localized E3 ubiquitin ligase. The encoded protein can promote tumor formation by targeting tumor suppressor proteins, such as p53, for proteasomal degradation. This gene is itself transcriptionally-regulated by p53. Overexpression or amplification of this locus is detected in a variety of different cancers. There is a pseudogene for this gene on chromosome 2. Alternative splicing results in a multitude of transcript variants, many of which may be expressed only in tumor cells. [provided by RefSeq, Jun 2013]."
ENSG00000152229,PSTPIP2,-1.30165,2.42612e-11,6.76598e-8,306.209,protein_coding,72.3931,29.3093,4.47302,0.325152,7.16967,MAYP,proline-serine-threonine phosphatase interacting protein 2,"Predicted to enable actin filament binding activity. Predicted to be involved in actin filament polymerization. Predicted to be located in cytoskeleton and membrane. Predicted to be active in actin filament; cytoplasm; and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000172927,MYEOV,-1.48989,4.14541e-11,9.63393e-8,283.986,protein_coding,101.271,35.8803,9.74566,3.22568,7.0162,OCIM,myeloma overexpressed,
ENSG00000138271,GPR87,-2.34127,4.92524e-11,9.81107e-8,277.223,protein_coding,22.4318,4.4682,2.53593,0.976483,7.00828,FKSG78;GPR95;KPG_002,G protein-coupled receptor 87,"This gene encodes a G protein-coupled receptor and is located in a cluster of G protein-couple receptor genes on chromosome 3. The encoded protein has been shown to be overexpressed in lung squamous cell carcinoma (PMID:18057535) and regulated by p53 (PMID:19602589). [provided by RefSeq, Nov 2011]."
ENSG00000174307,PHLDA3,-1.32318,6.4849e-11,1.03624e-7,266.613,protein_coding,77.375,30.8826,4.10927,2.72986,6.98454,TIH1,pleckstrin homology like domain family A member 3,"Enables phosphatidylinositol phosphate binding activity and phosphatidylinositol-3,4-bisphosphate binding activity. Involved in intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator; negative regulation of protein kinase B signaling; and positive regulation of apoptotic process. Located in plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000136542,GALNT5,-1.58227,7.41842e-11,1.03624e-7,261.589,protein_coding,139.742,46.4902,12.2996,6.24677,6.98454,GALNAC-T5;GALNACT5,polypeptide N-acetylgalactosaminyltransferase 5,"The protein encoded by this gene is a membrane-bound polypeptide N-acetylgalactosaminyltransferase that is found in the Golgi. The encoded protein catalyzes the first step in the mucin-type O-glycosylation of Golgi proteins, transfering an N-acetyl-D-galactosamine residue to a serine or threonine residue on the protein receptor. [provided by RefSeq, Aug 2016]."
ENSG00000164938,TP53INP1,-1.5516,7.43143e-11,1.03624e-7,261.527,protein_coding,83.5004,28.3495,10.1438,2.07187,6.98454,SIP;TP53DINP1;TP53INP1A;TP53INP1B;Teap;p53DINP1,tumor protein p53 inducible nuclear protein 1,"Predicted to enable antioxidant activity. Involved in autophagic cell death; positive regulation of autophagy; and positive regulation of transcription, DNA-templated. Located in autophagosome; cytosol; and nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000142731,PLK4,2.0582,1.18349e-10,1.50024e-7,244.918,protein_coding,3.98049,17.4356,0.941507,0.979845,6.82384,MCCRP2;SAK;STK18,polo like kinase 4,"This gene encodes a member of the polo family of serine/threonine protein kinases. The protein localizes to centrioles, complex microtubule-based structures found in centrosomes, and regulates centriole duplication during the cell cycle. Three alternatively spliced transcript variants that encode different protein isoforms have been found for this gene. [provided by RefSeq, Jun 2010]."
ENSG00000128510,CPA4,-2.67088,1.38081e-10,1.6045e-7,251.396,protein_coding,59.408,9.13429,13.7894,1.39192,6.79466,CPA3,carboxypeptidase A4,"This gene is a member of the carboxypeptidase A/B subfamily, and it is located in a cluster with three other family members on chromosome 7. Carboxypeptidases are zinc-containing exopeptidases that catalyze the release of carboxy-terminal amino acids, and are synthesized as zymogens that are activated by proteolytic cleavage. This gene could be involved in the histone hyperacetylation pathway. It is imprinted and may be a strong candidate gene for prostate cancer aggressiveness. [provided by RefSeq, Jul 2008]."
ENSG00000237512,UNC5B-AS1,-1.83422,1.60544e-10,1.6576e-7,234.477,lncRNA,24.7534,6.88506,2.69354,0.811591,6.78052,TP53LC05;UASR1,UNC5B antisense RNA 1,
ENSG00000289850,ENSG00000289850,-1.16756,1.70985e-10,1.6576e-7,232.363,lncRNA,1007.32,448.243,80.1782,25.285,6.78052,,,
ENSG00000138376,BARD1,1.79099,2.01626e-10,1.6576e-7,226.993,protein_coding,7.48815,26.8465,1.49763,1.37349,6.78052,,BRCA1 associated RING domain 1,"This gene encodes a protein which interacts with the N-terminal region of BRCA1. In addition to its ability to bind BRCA1 in vivo and in vitro, it shares homology with the 2 most conserved regions of BRCA1: the N-terminal RING motif and the C-terminal BRCT domain. The RING motif is a cysteine-rich sequence found in a variety of proteins that regulate cell growth, including the products of tumor suppressor genes and dominant protooncogenes. This protein also contains 3 tandem ankyrin repeats. The BARD1/BRCA1 interaction is disrupted by tumorigenic amino acid substitutions in BRCA1, implying that the formation of a stable complex between these proteins may be an essential aspect of BRCA1 tumor suppression. This protein may be the target of oncogenic mutations in breast or ovarian cancer. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2013]."
ENSG00000101412,E2F1,1.78719,2.0253e-10,1.6576e-7,226.838,protein_coding,10.5508,37.9528,2.47421,1.47045,6.78052,E2F-1;RBAP1;RBBP3;RBP3,E2F transcription factor 1,"The protein encoded by this gene is a member of the E2F family of transcription factors. The E2F family plays a crucial role in the control of cell cycle and action of tumor suppressor proteins and is also a target of the transforming proteins of small DNA tumor viruses. The E2F proteins contain several evolutionally conserved domains found in most members of the family. These domains include a DNA binding domain, a dimerization domain which determines interaction with the differentiation regulated transcription factor proteins (DP), a transactivation domain enriched in acidic amino acids, and a tumor suppressor protein association domain which is embedded within the transactivation domain.  This protein and another 2 members, E2F2 and E2F3, have an additional cyclin binding domain. This protein binds preferentially to retinoblastoma protein pRB in a cell-cycle dependent manner. It can mediate both cell proliferation and p53-dependent/independent apoptosis. [provided by RefSeq, Jul 2008]."
ENSG00000112245,PTP4A1,-1.00558,2.0821e-10,1.6576e-7,225.934,protein_coding,214.357,106.771,12.0053,3.85057,6.78052,HH72;PRL-1;PRL1;PTP(CAAX1);PTPCAAX1,protein tyrosine phosphatase 4A1,"This gene encodes a member of a small class of prenylated protein tyrosine phosphatases (PTPs), which contain a PTP domain and a characteristic C-terminal prenylation motif. The encoded protein is a cell signaling molecule that plays regulatory roles in a variety of cellular processes, including cell proliferation and migration. The protein may also be involved in cancer development and metastasis. This tyrosine phosphatase is a nuclear protein, but may associate with plasma membrane by means of its prenylation motif. Pseudogenes related to this gene are located on chromosomes 1, 2, 5, 7, 11 and X. [provided by RefSeq, Jun 2013]."
ENSG00000285976,ENSG00000285976,-1.00368,2.13975e-10,1.6576e-7,225.055,protein_coding,214.275,106.871,11.9693,3.88052,6.78052,,uncharacterized LOC128125822,
ENSG00000099250,NRP1,-2.0252,2.49341e-10,1.77785e-7,220.236,protein_coding,18.7346,4.57999,2.33778,0.615617,6.75011,BDCA4;CD304;NP1;NRP;VEGF165R,neuropilin 1,"This gene encodes one of two neuropilins, which contain specific protein domains which allow them to participate in several different types of signaling pathways that control cell migration. Neuropilins contain a large N-terminal extracellular domain, made up of complement-binding, coagulation factor V/VIII, and meprin domains. These proteins also contains a short membrane-spanning domain and a small cytoplasmic domain. Neuropilins bind many ligands and various types of co-receptors; they affect cell survival, migration, and attraction. Some of the ligands and co-receptors bound by neuropilins are vascular endothelial growth factor (VEGF) and semaphorin family members. This protein has also been determined to act as a co-receptor for SARS-CoV-2 (which causes COVID-19) to infect host cells. [provided by RefSeq, Nov 2020]."
ENSG00000115129,TP53I3,-1.36056,2.54998e-10,1.77785e-7,219.497,protein_coding,48.8943,18.9298,1.79743,2.28009,6.75011,PIG3,tumor protein p53 inducible protein 3,"The protein encoded by this gene is similar to oxidoreductases, which are enzymes involved in cellular responses to oxidative stresses and irradiation. This gene is induced by the tumor suppressor p53 and is thought to be involved in p53-mediated cell death. It contains a p53 consensus binding site in its promoter region and a downstream pentanucleotide microsatellite sequence. P53 has been shown to transcriptionally activate this gene by interacting with the downstream pentanucleotide microsatellite sequence. The microsatellite is polymorphic, with a varying number of pentanucleotide repeats directly correlated with the extent of transcriptional activation by p53. It has been suggested that the microsatellite polymorphism may be associated with differential susceptibility to cancer. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2011]."
ENSG00000145632,PLK2,-1.54025,3.21284e-10,2.07123e-7,212.361,protein_coding,143.767,49.1337,22.0727,3.76536,6.68377,SNK;hPlk2;hSNK,polo like kinase 2,"The protein encoded by this gene is a member of the polo family of serine/threonine protein kinases that have a role in normal cell division. This gene is most abundantly expressed in testis, spleen and fetal tissues, and its expression is inducible by serum, suggesting that it may also play an important role in cells undergoing rapid cell division. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2011]."
ENSG00000196562,SULF2,-1.975,3.26786e-10,2.07123e-7,211.885,protein_coding,17.6621,4.41766,1.58188,0.790915,6.68377,HSULF-2,sulfatase 2,"Heparan sulfate proteoglycans (HSPGs) act as coreceptors for numerous heparin-binding growth factors and cytokines and are involved in cell signaling. Heparan sulfate 6-O-endosulfatases, such as SULF2, selectively remove 6-O-sulfate groups from heparan sulfate. This activity modulates the effects of heparan sulfate by altering binding sites for signaling molecules (Dai et al., 2005 [PubMed 16192265]).[supplied by OMIM, Mar 2008]."
ENSG00000087842,PIR,1.56635,3.70535e-10,2.24641e-7,208.079,protein_coding,10.8587,32.7084,1.44418,3.13403,6.64851,,pirin,"This gene encodes a member of the cupin superfamily. The encoded protein is an Fe(II)-containing nuclear protein expressed in all tissues of the body and concentrated within dot-like subnuclear structures. Interactions with nuclear factor I/CCAAT box transcription factor as well as B cell lymphoma 3-encoded oncoprotein suggest the encoded protein may act as a transcriptional cofactor and be involved in the regulation of DNA transcription and replication. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jul 2008]."
ENSG00000186480,INSIG1,1.23913,4.29479e-10,2.49527e-7,203.711,protein_coding,51.2449,121.847,5.58984,9.75646,6.60288,CL6,insulin induced gene 1,"This gene encodes an endoplasmic reticulum membrane protein that regulates cholesterol metabolism, lipogenesis, and glucose homeostasis. The encoded protein has six transmembrane helices which contain an effector protein binding site. It binds the sterol-sensing domains of sterol regulatory element-binding protein (SREBP) cleavage-activating protein (SCAP) and 3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase), and is essential for the sterol-mediated trafficking of these two proteins. It promotes the endoplasmic reticulum retention of SCAP and the ubiquitin-mediated degradation of HMG-CoA reductase. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2016]."
ENSG00000172667,ZMAT3,-1.66251,4.71596e-10,2.63038e-7,200.994,protein_coding,106.817,33.5196,17.2282,4.08542,6.57998,PAG608;WIG-1;WIG1,zinc finger matrin-type 3,"This gene encodes a protein containing three zinc finger domains and a nuclear localization signal. The mRNA and the protein of this gene are upregulated by wildtype p53 and overexpression of this gene inhibits tumor cell growth, suggesting that this gene may have a role in the p53-dependent growth regulatory pathway. Alternative splicing of this gene results in two transcript variants encoding two isoforms differing in only one amino acid. [provided by RefSeq, Jul 2008]."
ENSG00000076003,MCM6,1.10721,5.18974e-10,2.7833e-7,198.249,protein_coding,50.415,109.557,5.16182,4.48429,6.55544,MCG40308;Mis5;P105MCM,minichromosome maintenance complex component 6,"The protein encoded by this gene is one of the highly conserved mini-chromosome maintenance proteins (MCM) that are essential for the initiation of eukaryotic genome replication. The hexameric protein complex formed by the MCM proteins is a key component of the pre-replication complex (pre_RC) and may be involved in the formation of replication forks and in the recruitment of other DNA replication related proteins. The MCM complex consisting of this protein and MCM2, 4 and 7 proteins possesses DNA helicase activity, and may act as a DNA unwinding enzyme. The phosphorylation of the complex by CDC2 kinase reduces the helicase activity, suggesting a role in the regulation of DNA replication. Single nucleotide polymorphisms in the intron regions of this gene are associated with differential transcriptional activation of the promoter of the neighboring lactase gene and, thereby, influence lactose intolerance in early adulthood. [provided by RefSeq, May 2012]."
ENSG00000024526,DEPDC1,1.72202,8.25178e-10,4.23431e-7,185.44,protein_coding,25.1336,83.5723,5.75022,6.41498,6.37322,DEP.8;DEPDC1-V2;DEPDC1A;SDP35,DEP domain containing 1,"Predicted to enable GTPase activator activity. Involved in negative regulation of transcription, DNA-templated. Located in nucleus. Part of transcription repressor complex. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000175305,CCNE2,2.07639,8.50264e-10,4.23431e-7,184.746,protein_coding,2.97906,13.0101,0.678189,1.27096,6.37322,CYCE2,cyclin E2,"The protein encoded by this gene belongs to the highly conserved cyclin family, whose members are characterized by a dramatic periodicity in protein abundance through the cell cycle. Cyclins function as regulators of CDK kinases. Different cyclins exhibit distinct expression and degradation patterns which contribute to the temporal coordination of each mitotic event. This cyclin forms a complex with and functions as a regulatory subunit of CDK2. This cyclin has been shown to specifically interact with CIP/KIP family of CDK inhibitors, and plays a role in cell cycle G1/S transition. The expression of this gene peaks at the G1-S phase and exhibits a pattern of tissue specificity distinct from that of cyclin E1. A significantly increased expression level of this gene was observed in tumor-derived cells. [provided by RefSeq, Jul 2008]."
ENSG00000165244,ZNF367,2.15332,9.23345e-10,4.36165e-7,182.555,protein_coding,2.99038,13.915,0.764688,1.50789,6.36035,AFF29;CDC14B;ZFF29,zinc finger protein 367,"Enables DNA-binding transcription factor activity. Acts upstream of or within regulation of transcription by RNA polymerase II. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000065328,MCM10,1.73301,9.5103e-10,4.36165e-7,181.68,protein_coding,12.6539,42.6334,2.9253,1.44167,6.36035,CNA43;DNA43;IMD80;PRO2249,minichromosome maintenance 10 replication initiation factor,"The protein encoded by this gene is one of the highly conserved mini-chromosome maintenance proteins (MCM) that are involved in the initiation of eukaryotic genome replication. The hexameric protein complex formed by MCM proteins is a key component of the pre-replication complex (pre-RC) and it may be involved in the formation of replication forks and in the recruitment of other DNA replication related proteins. This protein can interact with MCM2 and MCM6, as well as with the origin recognition protein ORC2. It is regulated by proteolysis and phosphorylation in a cell cycle-dependent manner. Studies of a similar protein in Xenopus suggest that the chromatin binding of this protein at the onset of DNA replication is after pre-RC assembly and before origin unwinding. Alternatively spliced transcript variants encoding distinct isoforms have been identified. [provided by RefSeq, Jul 2008]."
ENSG00000026103,FAS,-1.39698,9.947e-10,4.36165e-7,180.502,protein_coding,46.6173,17.6576,2.58898,2.82332,6.36035,ALPS1A;APO-1;APT1;CD95;FAS1;FASTM;TNFRSF6,Fas cell surface death receptor,"The protein encoded by this gene is a member of the TNF-receptor superfamily. This receptor contains a death domain. It has been shown to play a central role in the physiological regulation of programmed cell death, and has been implicated in the pathogenesis of various malignancies and diseases of the immune system. The interaction of this receptor with its ligand allows the formation of a death-inducing signaling complex that includes Fas-associated death domain protein (FADD), caspase 8, and caspase 10. The autoproteolytic processing of the caspases in the complex triggers a downstream caspase cascade, and leads to apoptosis. This receptor has been also shown to activate NF-kappaB, MAPK3/ERK1, and MAPK8/JNK, and is found to be involved in transducing the proliferating signals in normal diploid fibroblast and T cells. Several alternatively spliced transcript variants have been described, some of which are candidates for nonsense-mediated mRNA decay (NMD). The isoforms lacking the transmembrane domain may negatively regulate the apoptosis mediated by the full length isoform. [provided by RefSeq, Mar 2011]."
ENSG00000196878,LAMB3,-1.2856,1.00095e-9,4.36165e-7,180.341,protein_coding,28.5931,11.7127,1.77889,0.898714,6.36035,AI1A;BM600-125KDA;JEB1A;JEB1B;LAM5;LAMNB1,laminin subunit beta 3,"The product encoded by this gene is a laminin that belongs to a family of basement membrane proteins. This protein is a beta subunit laminin, which together with an alpha and a gamma subunit, forms laminin-5. Mutations in this gene cause epidermolysis bullosa junctional Herlitz type, and generalized atrophic benign epidermolysis bullosa, diseases that are characterized by blistering of the skin. Multiple alternatively spliced transcript variants that encode the same protein have been found for this gene. [provided by RefSeq, Jul 2008]."
ENSG00000128564,VGF,-1.28978,1.0866e-9,4.47744e-7,178.205,protein_coding,87.9243,35.8983,11.7523,1.9656,6.34897,SCG7;SgVII,VGF nerve growth factor inducible,"This gene is specifically expressed in a subpopulation of neuroendocrine cells, and is upregulated by nerve growth factor. The structural organization of this gene is similar to that of the rat gene, and both the translated and the untranslated regions show a high degree of sequence similarity to the rat gene. The encoded secretory protein also shares similarities with the secretogranin/chromogranin family, however, its exact function is not known. [provided by RefSeq, Jul 2008]."
ENSG00000185088,RPS27L,-1.23942,1.09175e-9,4.47744e-7,178.083,protein_coding,995.964,421.954,111.922,40.534,6.34897,,ribosomal protein S27 like,"This gene encodes a protein sharing 96% amino acid similarity with ribosomal protein S27, which suggests the encoded protein may be a component of the 40S ribosomal subunit. [provided by RefSeq, Jul 2008]."
ENSG00000048392,RRM2B,-0.981329,1.24524e-9,4.91626e-7,174.721,protein_coding,159.375,80.5327,11.3591,4.75524,6.30837,MTDPS8A;MTDPS8B;P53R2;RCDFRD,ribonucleotide reductase regulatory TP53 inducible subunit M2B,"This gene encodes the small subunit of a p53-inducible ribonucleotide reductase. This heterotetrameric enzyme catalyzes the conversion of ribonucleoside diphosphates to deoxyribonucleoside diphosphates. The product of this reaction is necessary for DNA synthesis. Mutations in this gene have been associated with autosomal recessive mitochondrial DNA depletion syndrome, autosomal dominant progressive external ophthalmoplegia-5, and mitochondrial neurogastrointestinal encephalopathy. Alternatively spliced transcript variants have been described.[provided by RefSeq, Feb 2010]."
ENSG00000055163,CYFIP2,-1.32741,1.26926e-9,4.91626e-7,174.238,protein_coding,90.0991,35.6499,13.4582,1.48953,6.30837,DEE65;EIEE65;PIR121,cytoplasmic FMR1 interacting protein 2,"Predicted to enable small GTPase binding activity. Involved in activation of cysteine-type endopeptidase activity; apoptotic process; and cell-cell adhesion. Located in perinuclear region of cytoplasm and synapse. Part of SCAR complex. Implicated in developmental and epileptic encephalopathy 65. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000099617,EFNA2,1.54561,1.38303e-9,5.21214e-7,172.105,protein_coding,5.92537,17.7738,0.718518,1.51098,6.28298,ELF-1;EPLG6;HEK7-L;LERK-6;LERK6,ephrin A2,"This gene encodes a member of the ephrin family. The protein is composed of a signal sequence, a receptor-binding region, a spacer region, and a hydrophobic region. The EPH and EPH-related receptors comprise the largest subfamily of receptor protein-tyrosine kinases and have been implicated in mediating developmental events, particularly in the nervous system. Based on their structures and sequence relationships, ephrins are divided into the ephrin-A (EFNA) class, which are anchored to the membrane by a glycosylphosphatidylinositol linkage, and the ephrin-B (EFNB) class, which are transmembrane proteins. Posttranslational modifications determine whether this protein localizes to the nucleus or the cytoplasm. [provided by RefSeq, Jul 2008]."
ENSG00000085840,ORC1,1.96644,1.44481e-9,5.30171e-7,171.007,protein_coding,7.42524,29.7207,2.22304,1.27237,6.27558,HSORC1;ORC1L;PARC1,origin recognition complex subunit 1,"The origin recognition complex (ORC) is a highly conserved six subunits protein complex essential for the initiation of the DNA replication in eukaryotic cells. Studies in yeast demonstrated that ORC binds specifically to origins of replication and serves as a platform for the assembly of additional initiation factors such as Cdc6 and Mcm proteins. The protein encoded by this gene is the largest subunit of the ORC complex. While other ORC subunits are stable throughout the cell cycle, the levels of this protein vary during the cell cycle, which has been shown to be controlled by ubiquitin-mediated proteolysis after initiation of DNA replication. This protein is found to be selectively phosphorylated during mitosis. It is also reported to interact with MYST histone acetyltransferase 2 (MyST2/HBO1), a protein involved in control of transcription silencing. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2010]."
ENSG00000124145,SDC4,-0.982628,1.49433e-9,5.3428e-7,170.157,protein_coding,226.07,114.268,20.302,4.44384,6.27223,SYND4,syndecan 4,"The protein encoded by this gene is a transmembrane (type I) heparan sulfate proteoglycan that functions as a receptor in intracellular signaling. The encoded protein is found as a homodimer and is a member of the syndecan proteoglycan family. This gene is found on chromosome 20, while a pseudogene has been found on chromosome 22. [provided by RefSeq, Jul 2008]."
ENSG00000078237,TIGAR,-1.26748,1.7255e-9,6.0151e-7,166.639,protein_coding,47.5635,19.6251,3.00261,2.67698,6.22076,C12orf5;FR2BP,TP53 induced glycolysis regulatory phosphatase,"This gene is regulated as part of the p53 tumor suppressor pathway and encodes a protein with sequence similarity to the bisphosphate domain of the glycolytic enzyme that degrades fructose-2,6-bisphosphate. The protein functions by blocking glycolysis and directing the pathway into the pentose phosphate shunt. Expression of this protein also protects cells from DNA damaging reactive oxygen species and provides some protection from DNA damage-induced apoptosis. The 12p13.32 region that includes this gene is paralogous to the 11q13.3 region. [provided by RefSeq, Jul 2008]."
ENSG00000177494,ZBED2,-1.10697,1.9803e-9,6.73494e-7,163.33,protein_coding,36.9403,17.1381,2.04838,1.10563,6.17167,,zinc finger BED-type containing 2,"Enables transcription cis-regulatory region binding activity. Involved in negative regulation of transcription by RNA polymerase II and positive regulation of keratinocyte differentiation. Predicted to be located in nucleus. Predicted to be part of chromatin. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000246228,CASC8,-1.14698,2.24595e-9,7.45655e-7,160.359,lncRNA,41.3671,18.8295,2.88171,1.70532,6.12746,CARLO1;CARLo-1;LINC00860,cancer susceptibility 8,
ENSG00000094804,CDC6,1.61228,2.52521e-9,7.91929e-7,157.636,protein_coding,23.591,73.8879,5.98496,5.46647,6.10131,CDC18L;HsCDC18;HsCDC6;MGORS5,cell division cycle 6,"The protein encoded by this gene is highly similar to Saccharomyces cerevisiae Cdc6, a protein essential for the initiation of DNA replication. This protein functions as a regulator at the early steps of DNA replication. It localizes in cell nucleus during cell cyle G1, but translocates to the cytoplasm at the start of S phase. The subcellular translocation of this protein during cell cyle is regulated through its phosphorylation by Cdks. Transcription of this protein was reported to be regulated in response to mitogenic signals through transcriptional control mechanism involving E2F proteins. [provided by RefSeq, Jul 2008]."
ENSG00000267458,ENSG00000267458,1.61195,2.61746e-9,7.91929e-7,156.812,lncRNA,22.7828,69.2286,1.80066,14.8809,6.10131,,,
ENSG00000142669,SH3BGRL3,-0.927735,2.64712e-9,7.91929e-7,156.552,protein_coding,290.265,152.311,23.9284,7.70164,6.10131,HEL-S-297;SH3BP-1;TIP-B1,SH3 domain binding glutamate rich protein like 3,"Located in nuclear body. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000164237,CMBL,-0.823419,2.66305e-9,7.91929e-7,156.415,protein_coding,153.353,86.5664,6.70834,3.45465,6.10131,JS-1,carboxymethylenebutenolidase homolog,"CMBL (EC 3.1.1.45) is a cysteine hydrolase of the dienelactone hydrolase family that is highly expressed in liver cytosol. CMBL preferentially cleaves cyclic esters, and it activates medoxomil-ester prodrugs in which the medoxomil moiety is linked to an oxygen atom (Ishizuka et al., 2010 [PubMed 20177059]).[supplied by OMIM, Apr 2010]."
ENSG00000166508,MCM7,1.34387,2.6693e-9,7.91929e-7,156.361,protein_coding,100.756,257.351,20.219,9.75738,6.10131,CDC47;MCM2;P1.1-MCM3;P1CDC47;P85MCM;PNAS146;PPP1R104,minichromosome maintenance complex component 7,"The protein encoded by this gene is one of the highly conserved mini-chromosome maintenance proteins (MCM) that are essential for the initiation of eukaryotic genome replication. The hexameric protein complex formed by the MCM proteins is a key component of the pre-replication complex (pre_RC) and may be involved in the formation of replication forks and in the recruitment of other DNA replication related proteins. The MCM complex consisting of this protein and MCM2, 4 and 6 proteins possesses DNA helicase activity, and may act as a DNA unwinding enzyme. Cyclin D1-dependent kinase, CDK4, is found to associate with this protein, and may regulate the binding of this protein with the tumorsuppressor protein RB1/RB. Alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Jul 2008]."
ENSG00000132780,NASP,1.21251,2.72796e-9,7.92472e-7,155.865,protein_coding,120.045,279.716,16.46,28.2305,6.10102,FLB7527;HMDRA1;PRO1999,nuclear autoantigenic sperm protein,"This gene encodes a H1 histone binding protein that is involved in transporting histones into the nucleus of dividing cells. Multiple isoforms are encoded by transcript variants of this gene. The somatic form is expressed in all mitotic cells, is localized to the nucleus, and is coupled to the cell cycle. The testicular form is expressed in embryonic tissues, tumor cells, and the testis. In male germ cells, this protein is localized to the cytoplasm of primary spermatocytes, the nucleus of spermatids, and the periacrosomal region of mature spermatozoa. [provided by RefSeq, Jul 2008]."
ENSG00000164985,PSIP1,0.99958,3.05085e-9,8.68184e-7,153.334,protein_coding,63.4897,127.887,5.30841,10.3985,6.06139,DFS70;LEDGF;PAIP;PSIP2;p52;p75,PC4 and SRSF1 interacting protein 1,"Enables DNA-binding transcription factor binding activity; chromatin binding activity; and transcription coactivator activity. Involved in mRNA 5'-splice site recognition and positive regulation of transcription by RNA polymerase II. Located in heterochromatin; nuclear periphery; and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000167779,IGFBP6,-1.38847,3.27531e-9,9.13418e-7,151.748,protein_coding,60.315,23.0045,9.30854,2.29276,6.03933,IBP6,insulin like growth factor binding protein 6,"Enables identical protein binding activity and insulin-like growth factor II binding activity. Involved in cell migration and positive regulation of stress-activated MAPK cascade. Part of insulin-like growth factor binary complex. Implicated in obesity. Biomarker of breast cancer; in situ carcinoma; leiomyoma; and neovascular inflammatory vitreoretinopathy. [provided by Alliance of Genome Resources, Apr 2022]"
