Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,drug,coll
prerank,RADAEVA_RESPONSE_TO_IFNA1_UP,-0.3944873634320461,-1.245703818867683,0.15883306320907617,0.48003770443185645,1.0,12/35,19.91%,BRCA1;E2F2;RFC2;TUBB;BST2;IFI6;CDKN1B;CASP3;IRF1;CALR;HLA-E;PIAS4,5FU,C2
prerank,GRATIAS_RETINOBLASTOMA_16Q24,0.4334451694811534,1.2456725027111464,0.17587939698492464,0.4896538362068555,1.0,9/18,28.40%,MEAK7;MAP1LC3B;MBTPS1;FBXO31;KIAA0513;COX4I1;SPG7;APRT;GALNS,5FU,C2
prerank,KORKOLA_SEMINOMA_DN,-0.6473453575282858,-1.2454613003903183,0.226,0.4802910183570577,1.0,2/5,18.44%,RASSF8;H2AJ,5FU,C2
prerank,KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_GLC_6P_TO_MAN_P_DOL,-0.5492964208813574,-1.2454585465611008,0.20433996383363473,0.479936881908952,1.0,4/9,17.03%,GMPPB;PMM1;GMPPA;DPM2,5FU,C2
prerank,SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN,-0.2960805758326508,-1.2454300453326836,0.053367217280813214,0.47964756423350485,1.0,50/219,15.99%,MYB;CENPE;GAS2L3;RHBDL3;ANPEP;IGF1;NRP2;SLC1A4;HSPA1A;CDCA7;BCAT1;LYZ;TGFBI;RIMKLA;BST2;RTN4R;TYROBP;HIRIP3;FOXO6;LONRF1;SLC19A2;XIST;ENPP1;FAM171B;MEX3B;CHDH;IL1R1;ZNF704;ATP2B1;KLF12;BACH2;CCDC74B;MYH10;PALLD;CTTNBP2;OXCT1;BCOR;MATN2;DGKH;PRKD3;RASSF4;PDE4DIP;ELOVL6;PKP4;ABLIM2;IRF1;CFAP418;PKD2;SH3PXD2B;IPO11,5FU,C2
prerank,KRIEG_HYPOXIA_NOT_VIA_KDM3A,-0.27088297949693296,-1.245354190367913,0.0145413870246085,0.4794871566236854,1.0,129/663,16.66%,ZNF367;KIFC1;ORC1;ASF1B;DTL;POGLUT3;FANCI;CDCA5;KIF18B;RAD51;CDT1;CENPF;ATAD2;HJURP;MCM5;TCF19;INSIG1;KIF11;PRR11;VIM;C1QL1;KNTC1;NEDD4;CEP55;MNS1;CENPQ;CENPU;TACC3;TREX1;PRC1;DHFR;GPRC5B;SYNC;MYBL2;BIRC5;BUB1;ITGB2;FOXM1;E2F7;UHRF1;USP1;SPHK1;SCARA3;MASTL;RFC1;RACGAP1;ANG;TUBB;GMCL1;TUBB4B;RIMKLA;PKMYT1;PLEKHO1;PHF13;MTFP1;TACC1;POLE;MELK;NUDT18;ADD3;MEX3D;PAQR4;GPR161;JAK1;NUSAP1;TUBA4A;IER5L;ATP1B1;CTDSP1;PAXIP1;OIP5;ECT2;DPYSL2;DHRS13;FBXO17;DIPK2A;TRIP13;NCAPG2;SWAP70;LPCAT1;LNPK;ZNF581;ING2;CTDSPL2;SCD;SLC35E3;NFKBIA;ZC3H7A;SAP30;ACAT2;WAC;MYH10;STARD4;CEP112;NDC1;CSRP2;EHBP1L1;RAPH1;PMP22;TK1;KDM2A;ZFP91;HOOK3;CALM1;TUBB3;PHF19;CHRAC1;SLC38A1;DPYSL3;CSPP1;SLC43A3;PRELID2;RASSF1;ZNF114;THOC6;NFIA;IFT74;FAXC;TXNRD2;MITF;ASXL1;KCTD3;SOWAHC;MLLT3;ING1;MPP1;QKI;PTP4A2;CAVIN1,5FU,C2
prerank,WP_NOTCH_SIGNALING_WP268,0.36403646826210734,1.2453160681318103,0.13994169096209913,0.489994039354647,1.0,9/35,14.50%,NOTCH3;MFNG;NOTCH1;MAML3;HES1;DLL1;RFNG;JAG1;JAG2,5FU,C2
prerank,DAWSON_METHYLATED_IN_LYMPHOMA_TCL1,-0.4552295767272865,-1.2451722527841442,0.18,0.47955370097329236,1.0,6/19,14.45%,SPRY2;ARHGEF26;CADPS2;TNS3;OSBPL6;PKP4,5FU,C2
prerank,CROMER_METASTASIS_UP,-0.3514081445373145,-1.2447751500169768,0.1454272863568216,0.480134638493794,1.0,21/64,27.24%,DEK;SMC1A;PSMB9;FADS1;ARHGDIB;MDC1;FCGRT;ID2;TUBB2B;FERMT2;PARP1;TMEM109;UBXN4;DYRK1A;TMEM123;CCND3;PLCG1;ATRX;SH3BP5;ZBED1;XPO1,5FU,C2
prerank,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,-0.3150861412792329,-1.2447077047507076,0.0754985754985755,0.4799442255482493,1.0,32/134,17.77%,CD36;S100A9;CTSS;ITGB2;CREB1;TRAF2;NOD1;ITGAM;TANK;HMGB1;TIRAP;FOS;RPS6KA5;GSDMD;RBSN;NFKBIA;PELI3;MAP3K8;EEA1;IRAK4;MAPK9;RPS6KA3;HSP90B1;CTSK;TIFA;IKBKE;NFKB1;DNM3;USP14;N4BP1;ALPK1;TLR6,5FU,C2
prerank,BIOCARTA_PGC1A_PATHWAY,-0.5195153319945602,-1.2446146311227875,0.20477815699658702,0.47982154960671186,1.0,8/12,38.09%,CAMK4;CALM1;YWHAH;CALM3;PPARA;CAMK1;PPP3CA;HDAC5,5FU,C2
prerank,WP_DNAJB1PRKACA_FUSION_IN_FIBROLAMELLAR_LIVER_CANCER,-0.5264094691942746,-1.2446142816169132,0.22010398613518198,0.47946281353382103,1.0,3/10,20.12%,CREB1;SIK2;SIK1,5FU,C2
prerank,APPEL_IMATINIB_RESPONSE,-0.4166597444100258,-1.244538446203089,0.18181818181818182,0.47930802676415224,1.0,6/30,6.36%,MSR1;ACP5;APOE;CD163;ENG;APOC1,5FU,C2
prerank,RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP,0.6286189895460924,1.2444684468361316,0.24336283185840707,0.49142730352854536,1.0,1/5,0.25%,TP53INP1,5FU,C2
prerank,PASINI_SUZ12_TARGETS_UP,-0.3402734660727875,-1.2443671429761787,0.11649016641452345,0.4793648892675338,1.0,15/76,12.04%,RDM1;TEX19;IMPA2;MYBL2;SPP1;LAPTM5;NFATC2IP;C15orf48;ACAA2;PCK2;ALDH6A1;TET1;CENPM;RPP25;CDC5L,5FU,C2
prerank,MATTHEWS_SKIN_CARCINOGENESIS_VIA_JUN,0.5131551952650385,1.2440438112338796,0.20327102803738317,0.4919363081417749,1.0,4/10,9.23%,LAMA3;AHNAK;CES2;PLAUR,5FU,C2
prerank,DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP,-0.3480538305774322,-1.243850478582091,0.13304093567251463,0.48027621573599355,1.0,11/72,7.01%,CCNE2;CDC6;TREX1;GPRC5B;RFC5;LHX2;TUBB4B;SLC30A3;FGFR3;CDKN1C;TUBA4A,5FU,C2
prerank,WP_PROGERIAASSOCIATED_LIPODYSTROPHY,-0.4667326337019211,-1.243763795403435,0.20379965457685664,0.48012931370544126,1.0,7/17,18.24%,LMNB1;RECQL;POLD1;PARP1;LMNB2;ICMT;WRN,5FU,C2
prerank,WP_DISORDERS_OF_FRUCTOSE_METABOLISM,-0.5557492225037781,-1.2437073025200216,0.20833333333333334,0.4799154814260879,1.0,2/9,6.16%,FBP1;KHK,5FU,C2
prerank,SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP,0.4357754004300973,1.2436768010945214,0.19387755102040816,0.4923040538073265,1.0,3/17,2.87%,S100A6;PLAU;NDRG1,5FU,C2
prerank,WP_TYPE_II_INTERFERON_SIGNALING,-0.4253642833575258,-1.2432675922285736,0.19376026272577998,0.4806616932614613,1.0,8/24,15.33%,SPI1;PSMB9;CYBB;JAK1;IFI6;EIF2AK2;SOCS3;IRF1,5FU,C2
prerank,DELLA_RESPONSE_TO_TSA_AND_BUTYRATE,0.4237646390834322,1.2430787831625043,0.18052256532066507,0.49312989135913676,1.0,4/19,6.72%,CDKN1A;GADD45A;DDR1;TOB1,5FU,C2
prerank,PID_ECADHERIN_STABILIZATION_PATHWAY,0.3606729300166778,1.2430294342249946,0.1827956989247312,0.49276177802889437,1.0,13/36,26.50%,CYFIP2;EPHA2;KIFC3;CDH1;LPP;LIMA1;AQP3;NCK1;ZYX;STX4;PLEKHA7;CTNNA1;MET,5FU,C2
prerank,WESTON_VEGFA_TARGETS_12HR,-0.4952679569495073,-1.24300280829372,0.1881720430107527,0.4809902738102129,1.0,6/13,21.22%,DLEU2;OXTR;CCL2;FGFBP1;SGCE;SP3,5FU,C2
prerank,SMID_BREAST_CANCER_LUMINAL_B_DN,0.2589871595388107,1.2429167881446672,0.030973451327433628,0.49252332471424054,1.0,59/264,13.64%,KLK5;FAS;KRT7;ALDH1A3;KLK6;KLK7;KRT15;APOD;LAMB3;MEAK7;GJB3;S100A2;GSDMB;NLRP1;CALB2;ANXA1;NDRG1;DKK1;IL32;TAP1;ANXA3;FBLN5;KCNN4;MID1;VCAN;FYN;ASS1;CDH3;TMEM158;LAMP3;ANGPTL4;CCN3;P2RX5;INAVA;BIRC3;KLK10;TBX19;CCN2;RAC2;KRT23;COL9A3;RND3;SRPX;PLSCR3;MFGE8;CYP26B1;YBX3;SAT1;MT1X;CCN1;GAL;GRAMD2B;FABP5;FAT1;ADM;APP;L1CAM;COTL1;MRAS,5FU,C2
prerank,SESTO_RESPONSE_TO_UV_C3,0.41989008656942023,1.242835688407742,0.18518518518518517,0.49224820091757,1.0,8/19,14.11%,PMAIP1;HBEGF;ATF3;RND3;PHLDA2;SOX9;H2AC18;TAX1BP3,5FU,C2
prerank,BIOCARTA_BAD_PATHWAY,-0.4582146004935653,-1.2426026546552875,0.20172413793103447,0.48161208004476264,1.0,10/17,27.51%,IGF1;PRKAR2B;PRKAR2A;KITLG;PIK3R1;BAD;MAPK3;YWHAH;IGF1R;PRKACB,5FU,C2
prerank,REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER,-0.41735830791761086,-1.2423555030304998,0.1658206429780034,0.481871162327197,1.0,10/27,22.02%,FOXM1;CCNB1;DNMT1;TWIST1;AGO2;AGO4;PTPN6;TNRC6C;AGO3;MAPK3,5FU,C2
prerank,REACTOME_PI3K_AKT_ACTIVATION,0.5664673546366947,1.2420383666255963,0.24537037037037038,0.4936120053511755,1.0,2/7,9.15%,IRS1;PIK3R2,5FU,C2
prerank,WP_8Q1123_RB1CC1_COPY_NUMBER_VARIATION,-0.4854001820631182,-1.242018136372168,0.2222222222222222,0.48233055899461197,1.0,3/15,8.07%,TRAF2;MAP3K5;RB1CC1,5FU,C2
prerank,KUWANO_RNA_STABILIZED_BY_NO,-0.5826944958536682,-1.2416234259420431,0.23669724770642203,0.4829850968009172,1.0,3/7,22.11%,PTGS2;ID3;RGS2,5FU,C2
prerank,PID_S1P_S1P1_PATHWAY,-0.4760844251630863,-1.2413690793865417,0.21314387211367672,0.4832358352180371,1.0,9/16,30.99%,SPHK1;PTGS2;GNAZ;MAPK3;PLCG1;GNAI2;ITGAV;VEGFA;RAC1,5FU,C2
prerank,REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_GENOME_REPLICATION_TRANSCRIPTION_AND_TRANSLATION,-0.4515856025845634,-1.241154299561431,0.18887015177065766,0.4834383296960189,1.0,9/17,29.75%,HSP90AA1;KPNB1;CSNK2A2;HSPA8;PPP1CA;SPCS3;SEC11A;XPO1;PPP1CC,5FU,C2
prerank,FEKIR_HEPARG_SPHERE_VS_HEPARG_UP,0.30490373640170987,1.2408045394271103,0.11180124223602485,0.495869029039498,1.0,16/82,9.23%,TP53I3;LAMB3;NT5E;ADGRG1;HHAT;SPOCD1;DUSP5;ANGPTL4;LPXN;DOCK6;KIFC3;PDE2A;ADAM19;CDCP1;GSDME;PLAUR,5FU,C2
prerank,WP_VITAMIN_B12_METABOLISM,-0.4321462408954097,-1.2404363521477373,0.19104991394148021,0.48487753378800547,1.0,9/24,15.70%,CCL5;APOE;MMUT;MTR;MTHFR;CCL2;MMAB;NFKB1;CTH,5FU,C2
prerank,MIKKELSEN_IPS_WITH_HCP_H3K27ME3,0.38648971481303634,1.2401331963340785,0.17277486910994763,0.496906734088272,1.0,8/27,18.01%,HOXB6;TMEM59L;HOXB3;ACHE;HOXB8;HOXB5;KCNK9;IGF2,5FU,C2
prerank,KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_ERK_SIGNALING_PATHWAY,-0.6493253980900748,-1.2400165905292377,0.21755725190839695,0.4855612349991699,1.0,3/5,22.02%,MMP9;FOS;MAPK3,5FU,C2
prerank,LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP,0.3367566690048583,1.2398692856906124,0.14754098360655737,0.49706359680298867,1.0,12/51,13.50%,CEACAM1;PLXNB3;PTPRM;SMAD3;BMP1;COL7A1;DDR1;LGALS1;SHC1;CCN1;FAT1;L1CAM,5FU,C2
prerank,PID_HDAC_CLASSIII_PATHWAY,0.4202483990630631,1.2395649215663331,0.17091836734693877,0.49728862515120886,1.0,3/21,1.71%,CDKN1A;FHL2;BAX,5FU,C2
prerank,SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN,0.6282277030412502,1.2395186233652644,0.23608017817371937,0.49691393834437153,1.0,2/5,7.42%,APOD;MDK,5FU,C2
prerank,VANDESLUIS_COMMD1_TARGETS_GROUP_4_DN,-0.6503083961902809,-1.2394479969352126,0.19238095238095237,0.48666035954841214,1.0,4/5,28.85%,COL3A1;OXCT1;TMEM98;METRN,5FU,C2
prerank,REACTOME_CDH11_HOMOTYPIC_AND_HETEROTYPIC_INTERACTIONS,0.6228019051651819,1.2392596720143754,0.23653395784543327,0.4970323880537318,1.0,2/5,26.12%,JUP;CTNNA1,5FU,C2
prerank,JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN,0.2609670357965705,1.2391353648795078,0.048582995951417005,0.49685045008431694,1.0,45/214,14.06%,CDKN1A;INPP5D;RN7SK;ZMAT3;CYFIP2;CEL;H2AC6;SESN2;ZNF219;BCAR3;AVPI1;PMAIP1;PLXNB1;IFRD1;DEPTOR;STC2;MAPK8IP3;PIDD1;ATF3;DDIT4;C2orf88;CPT1B;BIRC3;FOSB;FMC1;CCDC86;PILRB;ICA1;SEMA3E;PPP1R15A;RNF144B;SOX9;CCN1;SULT1A2;YRDC;CEP85L;ADM;KREMEN2;TUBGCP6;EID2B;MIB2;SCARNA9;ERAP2;MAFF;CATSPER2,5FU,C2
prerank,REACTOME_LINOLEIC_ACID_LA_METABOLISM,-0.5972387485886683,-1.2390428912941398,0.1944954128440367,0.48736660424095646,1.0,4/7,17.45%,FADS1;ELOVL3;ACSL1;ELOVL5,5FU,C2
prerank,RAY_TARGETS_OF_P210_BCR_ABL_FUSION_DN,-0.5239667571994566,-1.2385591371335867,0.21393034825870647,0.48821757704819174,1.0,5/11,13.45%,MYB;SRGN;AIF1;TUBGCP3;FUT4,5FU,C2
prerank,REACTOME_HYALURONAN_METABOLISM,0.46336432927175664,1.2385031134278448,0.19362745098039216,0.4978055921378853,1.0,7/14,19.71%,HAS3;HYAL1;CEMIP;HYAL3;SLC9A1;CD44;ABCC5,5FU,C2
prerank,GAVIN_FOXP3_TARGETS_CLUSTER_T7,-0.32974646482913117,-1.2383691285454825,0.09406657018813314,0.4883154765032572,1.0,21/93,16.97%,PSMB8;VIM;MARCKS;MCM6;CNTRL;HCLS1;MTF2;JAK1;SPECC1;BACH2;HNRNPF;NRGN;CD24;LIG1;AMD1;TPR;ANXA6;MTMR9;GMPS;PTP4A2;SMO,5FU,C2
prerank,WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING,-0.6258764925751712,-1.2380833303858219,0.22182468694096602,0.48868355145425674,1.0,2/6,15.85%,ITPR1;GNAQ,5FU,C2
prerank,HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_DN,-0.32876492399696694,-1.2377991462217113,0.12518628912071536,0.4890504132472921,1.0,39/90,31.86%,CENPF;SPARC;KIF4A;ZWINT;RACGAP1;SPRY2;KANK2;ARHGDIB;DPYSL2;TTC3;MYH10;RUSC1;TNS3;BAG1;BCLAF1;CAVIN1;ANAPC15;ATP1B3;SRSF2;DST;RAP2A;HACD2;EPS8;DDX46;SRRT;SYNCRIP;CCND3;DENR;ALCAM;PARN;NFIC;PRKACB;DPM3;STARD7;BLTP2;GCAT;GAS2L1;UBP1;CHD9,5FU,C2
prerank,WP_ERBB_SIGNALING,0.31439566783292583,1.2376168820442286,0.1044776119402985,0.49935922118241377,1.0,9/75,9.15%,CDKN1A;MDM2;TGFA;NRG1;PRKCG;HBEGF;MYC;SHC1;PIK3R2,5FU,C2
prerank,KIM_MYCL1_AMPLIFICATION_TARGETS_UP,0.54759607803511,1.2375455397981245,0.2356828193832599,0.4990394585352154,1.0,2/7,4.76%,INKA2;NDRG4,5FU,C2
prerank,WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY,-0.4285171780312859,-1.2367998278287413,0.17569786535303777,0.4912077277153349,1.0,13/24,36.31%,SPHK1;SPTLC2;UGCG;UGT8;CERS6;SGPP2;CERS4;SGMS1;CERS2;CERK;SGPP1;KDSR;PLPP3,5FU,C2
prerank,CHEBOTAEV_GR_TARGETS_DN,0.33042842451734844,1.2367970243708573,0.1415929203539823,0.5003245228813687,1.0,17/56,17.66%,FCGBP;PLCXD2;TCEA3;CPE;TSC22D1;CACNB4;CNTN1;SIPA1L3;SAMD12;GPAT3;S100A3;COTL1;GPRASP2;S100A4;LOXL1;PFN2;PLAT,5FU,C2
prerank,KIM_LRRC3B_TARGETS,0.4087028805252,1.2363662523330055,0.20047169811320756,0.5008327804203062,1.0,11/23,16.07%,SERPINA1;FTH1;TAP1;IFITM2;HLA-B;HLA-DRB1;CD59;HLA-A;HLA-DQB1;HLA-C;B2M,5FU,C2
prerank,REACTOME_ECM_PROTEOGLYCANS,0.3698339147387605,1.2363056192470165,0.14864864864864866,0.500492063005458,1.0,10/34,10.45%,LAMA3;SERPINE1;LAMA5;HSPG2;LAMC1;VCAN;COL4A5;COL9A3;COL6A1;AGRN,5FU,C2
prerank,SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1,-0.29629917319511273,-1.2363045751838952,0.0835509138381201,0.4921210061387974,1.0,54/201,21.52%,CDCA5;KIF11;COL3A1;CEP55;CDC20;SMC4;CKAP4;TOP2A;CKLF;MMUT;DCK;TUBB4B;MCM3;IQGAP3;NEK2;RFLNB;LPL;PRSS23;TUBA1B;UBE2S;SOX4;NRGN;NAP1L1;PHIP;STMN1;CD24;LSS;APC;RELL1;TSPAN33;MSL2;ABHD5;ETV5;KCTD17;PCGF6;IKBKE;NME6;PHGDH;TOR2A;KLHL13;MPP1;MTAP;MARVELD2;HNRNPAB;LYPD3;PEA15;CD2AP;CTPS2;CCM2;ERCC8;SIRPA;TRIB3;RAI14;HAUS7,5FU,C2
prerank,REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,-0.3658498596597501,-1.2362584461138353,0.1561051004636785,0.491866562175414,1.0,18/49,23.63%,H4C3;SUZ12;SUV39H1;NSD2;EZH2;SETD2;RBBP5;KMT5A;SUV39H2;KMT2A;NFKB1;SETD1B;SETDB2;NSD3;DOT1L;ASH2L;RBBP7;SMYD2,5FU,C2
prerank,FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,-0.2864812028069959,-1.236176226651137,0.06985294117647059,0.4917154110809609,1.0,82/313,22.22%,TALAM1;GUSBP3;PRR11;CD36;FYB1;C1orf21;CD84;PTGER4;TCAF1;MARCKS;CD163;TGFBI;FNIP2;OLFML2B;KCNQ1;KCTD12;OAS3;ADD3;ALMS1;RDX;ZEB2;DDX59;SPTLC2;HEG1;APOC1;CENPL;SETX;UBXN2A;CCDC82;CD37;ATP2B1;LPCAT1;ZFP36L2;AIF1;ACAP2;STAB1;WASHC4;CASP6;HLA-DMB;CERT1;MAP3K8;PRKAR2A;HSPA1B;XRN1;SOCS3;TMT1A;XRN2;CTSK;ZNRF2;MAFB;IFIT1;NUP62;CPM;SEC24D;METTL16;USF2;IFIT3;KAT6B;DNASE2;MPP1;QKI;HSPA5;NCOA7;SP110;HRH1;SETDB2;SH3PXD2A;ARAP2;IFIH1;SELENOP;ARID5B;CD2AP;CELF1;DCLRE1C;PRP4K;CTSV;SCARB2;FMR1;PITHD1;RBMS1;PCM1;GGA2,5FU,C2
prerank,WANG_SMARCE1_TARGETS_UP,0.2670445114265332,1.235546230423184,0.054901960784313725,0.5018270652323447,1.0,51/185,17.66%,SULF2;LBH;ACTA2;FHL2;ABTB3;IGFBP6;FBLIM1;HOXB6;CPE;SYNE3;DACT1;EPAS1;VCAN;SPOCD1;STON2;CD109;BCAM;ABCA1;HS3ST3B1;IRS1;KRT18;COL12A1;SOCS2;FRAS1;DLL1;ATP9A;SRPX;GATA3;MCC;UNC5B;ITGB8;FBXO32;HOXB5;ANTXR1;LPP;LIMA1;JAG1;FIBCD1;KLHL24;CASK;PARVA;PERP;CD55;CEMIP2;STOM;CA12;RPL37;SIPA1L2;JCAD;KCNC4;PLAT,5FU,C2
prerank,BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_DN,0.4337987249198046,1.2353575158418226,0.1909307875894988,0.5017775226733932,1.0,8/18,17.66%,GPRC5A;FTH1;H2BC12;SLC39A4;DDT;DNAJC12;HLA-A;PLAT,5FU,C2
prerank,KESHELAVA_MULTIPLE_DRUG_RESISTANCE,-0.3455838943304686,-1.2352948691649726,0.1493411420204978,0.49363870655395004,1.0,29/72,27.77%,HFE;CCHCR1;CDKN2C;MYO1F;ACADS;GBA1LP;C1orf35;FN1;ICAM3;TEDC2;KCTD17;PPP4C;CDK11B;MAGOHB;TAF12;BCL7B;INPP5B;STYXL1;PDLIM5;ODF2;IQGAP1;GGA2;LAMTOR2;SIL1;SLC25A13;MCUB;HGSNAT;MAPK12;NXT2,5FU,C2
prerank,INAMURA_LUNG_CANCER_SCC_UP,-0.5329320155725835,-1.2352568856799908,0.21578947368421053,0.4933596851373834,1.0,4/9,11.54%,CDCA5;TOP2A;TPX2;OSGEP,5FU,C2
prerank,REACTOME_COENZYME_A_BIOSYNTHESIS,0.5618896762630593,1.2347554182534617,0.23842592592592593,0.5026876195646194,1.0,4/7,20.95%,PANK1;PPCS;PANK2;DCAKD,5FU,C2
prerank,TAGHAVI_NEOPLASTIC_TRANSFORMATION,0.5002253521517983,1.234727904084503,0.21768707482993196,0.502287399717001,1.0,5/11,17.77%,FLNC;FOSB;AGRN;NEK6;PDGFB,5FU,C2
prerank,REACTOME_REGULATED_NECROSIS,0.34235344259083655,1.234661085441136,0.1564102564102564,0.5019662196523141,1.0,12/48,15.34%,FAS;TNFRSF10B;BAX;BIRC3;UBB;UBC;OGT;GSDME;UBA52;CFLAR;BAK1;TNFRSF10A,5FU,C2
prerank,PID_THROMBIN_PAR4_PATHWAY,-0.5693094304934211,-1.2345774171664015,0.21739130434782608,0.49472481453242517,1.0,3/8,15.85%,ROCK2;ROCK1;GNAQ,5FU,C2
prerank,SIMBULAN_UV_RESPONSE_NORMAL_DN,0.3822287845219335,1.2345765891232399,0.17989417989417988,0.5016895699750211,1.0,9/29,11.20%,PTP4A1;PLEC;AHNAK;ITGB4;CDH1;MYC;EMP1;GRB7;RBPMS,5FU,C2
prerank,KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY,0.4461359179726039,1.2342345842566274,0.19477434679334918,0.5019829529255024,1.0,8/16,26.67%,ITGA3;ITGB4;ITGB8;PXN;GIT2;CDC42;SRC;ITGB1,5FU,C2
prerank,WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT,0.5947393536904256,1.2335797219850138,0.22687224669603523,0.5030394332015169,1.0,3/6,11.08%,DKK1;BMP1;RELB,5FU,C2
prerank,BROWNE_HCMV_INFECTION_2HR_UP,-0.4405831291852631,-1.2335669530594762,0.1921182266009852,0.4969108762798483,1.0,8/21,15.84%,FYB1;APOE;EGR1;FOS;NFKBIA;MAP3K8;IRF1;VWA5A,5FU,C2
prerank,TURJANSKI_MAPK11_TARGETS,-0.6515878895508324,-1.2334506487120827,0.2428842504743833,0.4968225030453383,1.0,3/5,25.85%,FOS;MEF2C;MEF2A,5FU,C2
prerank,REACTOME_RND1_GTPASE_CYCLE,-0.39452983941849906,-1.2332425749146194,0.17591125198098256,0.496974456945436,1.0,15/36,23.72%,KIF14;DEPDC1B;UBXN11;CCDC88A;PTPN13;LEMD3;ANKRD26;ARHGAP35;ARHGAP5;PKP4;VANGL1;PIK3R1;FLOT2;DST;KIDINS220,5FU,C2
prerank,REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,0.4970820577158922,1.2329128839596024,0.23317307692307693,0.5040266339122004,1.0,5/11,9.49%,TAB3;UBB;UBC;TRAF6;UBA52,5FU,C2
prerank,FORTSCHEGGER_PHF8_TARGETS_UP,-0.29112932353833054,-1.2327807288013155,0.06538461538461539,0.497765804029451,1.0,58/223,20.01%,SLF1;TXNIP;HMGB2;SUZ12;MND1;MIR17HG;JADE1;C6orf62;SLC7A11;NR2F1;A2M;SLC19A2;TMEM116;GABPB2;PCK2;FAM217B;KLHL15;ACVR2B;GABPB1;NSRP1;TIPIN;ARL6IP1;TMTC4;LMO4;SCD;GPR180;TBC1D31;CALU;OTULINL;GKAP1;NDC1;KPNB1;TNPO1;ATF4P3;LIN9;CCDC77;RELL1;SMC5;DYNLT2B;MAP2;SET;CCNYL1;PHGDH;E2F5;ITPR1;CENPV;OSCP1;FZD7;FUBP1;NCOA7;MESD;CBX5;EIF2AK4;TMEM79;KRCC1;GRAMD1B;CHML;ASNS,5FU,C2
