Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,drug,coll
prerank,NAGY_PCAF_COMPONENTS_HUMAN,0.36498073162977696,0.8511009234288226,0.6607538802660754,0.9085716310846493,1.0,3/8,26.14%,TAF9;SUPT3H;TAF10,5FU,C2
prerank,WP_BEMPEDOIC_ACID_THERAPY_IN_ATHEROSCLEROSIS_AND_METABOLIC_SYNDROME,-0.2998994398260959,-0.8509893621595113,0.7063903281519862,0.9658925196041669,1.0,4/21,11.01%,PRKAG1;PCK2;ACACB;MAPK9,5FU,C2
prerank,BIOCARTA_IGF1R_PATHWAY,-0.3002095909947249,-0.8506634478814132,0.673469387755102,0.9662631492734591,1.0,11/21,34.03%,PRKAR2B;PRKAR2A;PIK3R1;BAD;MAPK3;YWHAH;IGF1R;PRKACB;RAF1;AKT1;RPS6KA1,5FU,C2
prerank,WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS,-0.3641637264142673,-0.8504515331920972,0.6498194945848376,0.9663854506714231,1.0,2/10,7.80%,TNC;TCF7L1,5FU,C2
prerank,REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,-0.3283975594946875,-0.8502382125951368,0.7180385288966725,0.9665317578445859,1.0,6/15,33.09%,XRN1;LSM6;DCP2;LSM4;EDC4;LSM2,5FU,C2
prerank,LIN_NPAS4_TARGETS_UP,-0.2145789471856784,-0.8502082195819365,0.7971830985915493,0.966261492896926,1.0,25/137,18.98%,LYPD6;SLF1;FAM81A;HSPA1A;GMCL1;MTFP1;LPL;AGO2;CDKN1B;C2orf69;RPS6KA3;ABCF1;KIF3B;DHCR24;LPGAT1;GMPS;CFAP418;AHI1;MLLT3;CDK14;MSI1;SERBP1;NELFB;OGFRL1;NUP155,5FU,C2
prerank,REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,-0.27154733298869327,-0.8501384766967648,0.7179080824088748,0.966092022319007,1.0,7/35,13.29%,COL3A1;CREB1;COL4A4;NRTN;RPS6KA5;KRAS;SPTB,5FU,C2
prerank,NAGY_STAGA_COMPONENTS_HUMAN,0.3164297762731249,0.849526222924744,0.6650717703349283,0.9114437709402913,1.0,5/13,26.14%,SUPT7L;TAF9;SUPT3H;KAT2A;TAF10,5FU,C2
prerank,REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX,0.32052232382897977,0.8494683334359114,0.6570796460176991,0.9111712098814426,1.0,4/14,21.88%,ISCU;MAP1LC3B;PIK3C3;CHMP2A,5FU,C2
prerank,WP_HIJACK_OF_UBIQUITINATION_BY_SARSCOV2,0.3733688495789289,0.8492228839688276,0.6380090497737556,0.911266046129085,1.0,4/8,23.15%,ELOC;RBX1;UBA3;ELOB,5FU,C2
prerank,REACTOME_PI_METABOLISM,0.21615873128395535,0.8492220776499733,0.7781350482315113,0.9108820291706081,1.0,21/71,27.32%,INPP5D;GDPD3;PI4K2A;FIG4;OCRL;PIK3R2;RAB5A;PIK3R3;PIK3C3;SYNJ2;PTEN;MTMR14;PIK3CD;PIP5K1A;PLEKHA3;PIP4K2A;RAB4A;PIP4K2C;PLEKHA2;PLEKHA8;PIP4K2B,5FU,C2
prerank,REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL,0.3343890971070397,0.8491147502337648,0.6681614349775785,0.9107042057401218,1.0,3/12,7.45%,INPP1;ISYNA1;OCRL,5FU,C2
prerank,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,0.2393129589159767,0.8487687094970495,0.7438692098092643,0.9110234300534925,1.0,12/43,20.50%,UBB;UBC;UBA52;PSMC4;SKP1;PSMB7;PSMA6;PSMB4;RPS27A;PSMD8;RBX1;PSMB5,5FU,C2
prerank,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,-0.21279206740974077,-0.8487610713936382,0.8059490084985835,0.9687030257147524,1.0,27/142,17.47%,ACP5;DHFR;APOE;MMUT;APOM;MTR;SLC19A2;LPL;ENPP1;MTHFR;FPGS;ACACB;MOCOS;COQ2;HSP90AA1;MMAB;PARP16;NADK2;PARP9;CALM1;NUDT8;VKORC1L1;PDSS2;PDXK;SDC3;HLCS;NADK,5FU,C2
prerank,PID_PI3KCI_AKT_PATHWAY,0.25961591618764934,0.8486915795291362,0.694300518134715,0.9107906182851258,1.0,2/33,5.09%,CDKN1A;BCL2L1,5FU,C2
prerank,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,-0.2367495293378662,-0.8486779237724456,0.7609682299546142,0.9685547389717374,1.0,26/73,30.80%,HSPA1A;EXOSC9;KHSRP;YWHAB;TNPO1;XRN1;NUP214;SET;DCP2;PSMC6;EXOSC8;HSPA8;PSMD1;PSMC3;PABPC1;PSMD11;PRKCD;PSMA7;PSMD13;PARN;XPO1;EXOSC2;PSMD7;PSMD3;DIS3;MAPK14,5FU,C2
prerank,REACTOME_SLC_TRANSPORTER_DISORDERS,-0.2474103315971778,-0.8486358789488616,0.7259036144578314,0.9683174517875769,1.0,14/55,18.98%,SLC26A2;NUP153;NUP58;NUP85;NUP50;NDC1;NUP107;NUP35;TPR;NUP214;NUP62;NUP54;AAAS;NUP155,5FU,C2
prerank,PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN,-0.21718475134966592,-0.8483540697424082,0.7911051212938005,0.9685845465542852,1.0,41/137,27.72%,PTGS2;TEX30;GCNT1;SOX4;UGCG;NOC3L;NAP1L1;CDK1;ID2;HAT1;ESF1;AMD1;KLHL22;RAB11FIP2;BAG1;TRAK2;CEBPZ;FUT4;AFG3L2;EPB41L2;NACC2;N4BP1;ELOVL5;STAG1;EXOSC8;SELENOP;PNN;ING3;DNAJC24;ANKHD1;C1orf115;LSM8;PLEKHF2;PCYT2;FNDC3B;ARHGAP29;SECISBP2L;KLF6;DHCR7;TGFBR3;SLC29A2,5FU,C2
prerank,KUMAR_PATHOGEN_LOAD_BY_MACROPHAGES,-0.2079877251324287,-0.8478595725574226,0.8380952380952381,0.9692670859039841,1.0,33/179,20.05%,STIL;EMP2;CENPH;TOP2A;PTMA;H1-10;SANBR;CENPK;N4BP2;CCNB1;UBN1;TLCD4;TRIP11;ACAT2;C9orf40;C6orf89;DYNC2I1;CDAN1;RELL1;UBOX5;DIRAS1;PWWP3A;ACSL1;OTX1;GMPPA;RNASEH2B;HCFC1;H2AJ;SCRN1;HLA-E;PIK3R1;PGAP4;LGALS9,5FU,C2
prerank,KEGG_MEDICUS_REFERENCE_AUTOPHAGOSOME_AND_LYSOSOME_FUSION_TRANS_SNARE,-0.4383126059920859,-0.8477625808173378,0.6564195298372514,0.9691496084854475,1.0,5/5,56.19%,SNAP29;YKT6;STX17;VAMP8;STX7,5FU,C2
prerank,ZHAN_V1_LATE_DIFFERENTIATION_GENES_UP,-0.2852862346868529,-0.8475846774877547,0.6873949579831933,0.969220639549607,1.0,5/27,9.75%,MARCKS;NUCB2;HSD17B8;FCGRT;NAGLU,5FU,C2
prerank,PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN,-0.19860964040247603,-0.8475406724322938,0.8471502590673575,0.9689853753553306,1.0,54/274,19.30%,WDR76;GTSE1;KIF14;NCAPH;NDC80;ACP5;RMI1;DSCC1;TCAF1;NUF2;CDCA7;SP4;HSD17B8;GPR161;RRM2;WDR4;TMEM106C;LPCAT1;KPNA2;TESK2;KLF12;ACAT2;ZCCHC17;SNX9;PBX3;PHIP;CCDC186;STMN1;ADGRV1;SPOP;LEMD3;DYNC2I1;IFT88;HSP90B1;WBP11;AKNA;ETV5;PRPF4;ASXL2;PMM1;AKAP1;ZFAND2B;MICU1;SP110;HERC2;SNX5;PLCXD1;DYRK1A;MDM4;SIVA1;ITGAE;WBP4;SEPHS1;CDKN2D,5FU,C2
prerank,BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN,0.2753499372464886,0.8468338633954364,0.6863753213367609,0.9141731696647475,1.0,10/24,20.49%,SERPINE1;SORBS1;CCN2;MYC;AK4;CCN1;ADM;IGF2;LATS2;ERRFI1,5FU,C2
prerank,GAUTSCHI_SRC_SIGNALING,0.39109661762284,0.8467554903369862,0.6583710407239819,0.9139518843397728,1.0,1/7,1.22%,SERPINE1,5FU,C2
prerank,REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,-0.31817658632605234,-0.8465467588969454,0.6544502617801047,0.9707671252228818,1.0,9/17,33.28%,EXOSC9;KHSRP;DCP2;EXOSC8;PARN;EXOSC2;DIS3;MAPK14;AKT1,5FU,C2
prerank,DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_DN,0.3766036878876098,0.8463573351022458,0.6431818181818182,0.9143670428990711,1.0,3/8,13.84%,SERPINE1;DUSP5;GAPDH,5FU,C2
prerank,WP_NEUROGENESIS_REGULATION_IN_THE_OLFACTORY_EPITHELIUM,0.24812274488776268,0.8463287339951103,0.7425474254742548,0.9140412434944674,1.0,9/37,15.64%,NRG1;NOTCH1;HES1;DLL1;MYC;AGRN;JAG1;APP;CDK5,5FU,C2
prerank,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,0.2991846015555657,0.8463268878759722,0.7089552238805971,0.9136588112245476,1.0,5/17,20.43%,SMAD3;ATXN3;FBXO32;SOD2;FOXO1,5FU,C2
prerank,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,0.22347804750822858,0.8462194757453932,0.773109243697479,0.9135027804173661,1.0,23/59,24.48%,SDC4;CLU;MSLN;CDH1;ANXA2;CST3;AGRN;APP;MDH2;PSMB7;ALDOA;PGK1;CLSTN1;ENO1;PSMA6;SDC1;LGALS3BP;PSMB5;TPT1;LDHA;GOT2;MDH1;NPC2,5FU,C2
prerank,REACTOME_EPITHELIAL_MESENCHYMAL_TRANSITION_EMT_DURING_GASTRULATION,0.39883023842578436,0.8461437256049076,0.6681514476614699,0.9132594041592378,1.0,2/6,20.12%,CDH1;EOMES,5FU,C2
prerank,WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,-0.22647229966429822,-0.8460980313617964,0.7784431137724551,0.971383487325339,1.0,18/89,15.05%,IGF1;SLC1A4;SRR;CAMK4;CREB1;JAK1;IL1R1;FOS;LRRC8C;LRRC8A;CAMKK1;TNFRSF1B;SOCS3;PLCB3;CALM1;SLC38A1;NFKB1;PHGDH,5FU,C2
prerank,WP_IL19_SIGNALING,0.2869806150848257,0.8457477005116012,0.641860465116279,0.9136914668575293,1.0,1/19,0.30%,ACTA2,5FU,C2
prerank,WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,-0.28345247575176236,-0.8456740413795619,0.6826446280991736,0.9719179518692551,1.0,2/26,3.79%,NCAPH;ITPRIPL1,5FU,C2
prerank,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_9,-0.2357820426211632,-0.8456549323950869,0.7654867256637168,0.9716332219560581,1.0,12/67,14.79%,PSMB8;ANPEP;MARCKS;LYZ;CD53;PSMB9;TYROBP;NFIB;CD24;MNAT1;PKP4;PLA2G4A,5FU,C2
prerank,MARTINEZ_TP53_TARGETS_DN,-0.1881965067367944,-0.8454579187251088,0.9208037825059102,0.9717303087072786,1.0,118/455,24.74%,RHBDL3;FBP1;HJURP;BASP1;DIAPH3;MKI67;CSF1R;INCENP;APOE;MYBL2;FHDC1;MARCKS;PLK1;PAX6;SCARA3;SLC25A10;HMGCS1;MAP3K5;NR2F1;HMGB1;MTF2;CENPA;XIST;FKBPL;IDI1;ANK3;TUBA4A;CHD4;TIMP3;ACVR2B;CXXC5;LPCAT1;RBBP8;DLX1;BACH2;FKBP5;MEIS2;NFIB;TNRC6A;RMND5B;LMTK2;PDCD7;STRBP;PTPN13;KMT5A;SRRM1;BRD3;TPR;ELOVL3;GOLGA4;ENOX2;MIS12;SCAF11;ZNF280D;ELOVL6;DPYSL3;FGFBP1;ESRP1;TOR2A;ILF3;AARS1;NFIA;CALR;ZNF148;PIGU;FZD7;FUBP1;QKI;TAOK1;SMO;SP110;DSTYK;SMAD1;SMARCD2;ZCCHC9;SIVA1;CRYL1;LPIN1;WRN;ZMYND11;CPSF4;FRYL;CEBPG;RPN2;MGA;MARCKSL1;HSPA8;HSD17B11;SRSF3;CELF1;SLC44A1;PIGQ;RDH11;NECTIN2;CHEK2;AGFG2;CERS4;EIF3E;PLOD2;SIAH1;HACD2;MYH14;PPCDC;THRA;SHMT1;FOXC1;THRAP3;UBQLN4;RBBP6;LIG3;SF3B2;COL6A2;EGLN3;MT1F;TCF20;EPHX2;PDS5A;C22orf39,5FU,C2
prerank,XU_GH1_EXOGENOUS_TARGETS_UP,0.2820229383946049,0.8454035841499107,0.6739130434782609,0.9140134251048401,1.0,2/21,1.67%,SERPINA1;GRK5,5FU,C2
prerank,WP_ERYTHROPOIESIS,-0.356471150998113,-0.8453549086419683,0.6921739130434783,0.9716156952332562,1.0,4/11,15.90%,PTPRC;HBA2;GATA2;KITLG,5FU,C2
prerank,MATZUK_POSTIMPLANTATION_AND_POSTPARTUM,-0.3626110924570588,-0.8452741913066553,0.6393162393162393,0.9714538722366423,1.0,2/10,7.79%,OXTR;FZD4,5FU,C2
prerank,BEIER_GLIOMA_STEM_CELL_UP,-0.2902310174627879,-0.8451529168830598,0.6892561983471074,0.9713799475321879,1.0,7/27,20.46%,C18orf54;FGFR3;MYO5C;AKAP7;RNF19A;NRARP;PALS2,5FU,C2
prerank,REACTOME_DEGRADATION_OF_AXIN,0.24039737036684547,0.8451025449004852,0.7430939226519337,0.914218137669298,1.0,10/42,20.50%,UBB;UBC;UBA52;PSMC4;PSMB7;PSMA6;PSMB4;RPS27A;PSMD8;PSMB5,5FU,C2
prerank,PID_IL6_7_PATHWAY,-0.2632183590411498,-0.8450198027212067,0.7040498442367601,0.9713208015852252,1.0,12/40,23.16%,HCK;A2M;JAK1;FOS;LMO4;SOCS3;HSP90B1;IRF1;MITF;PIK3R1;PIAS1;PRKCD,5FU,C2
prerank,BROWNE_HCMV_INFECTION_12HR_UP,-0.22685451532967896,-0.8449468764552206,0.768160741885626,0.971140223624113,1.0,19/88,22.12%,FEN1;FBP1;ZNF273;ZNF443;SYNM;OLFM1;TESK2;ZNF184;SLC12A2;PITX2;MPHOSPH8;REL;GK;TERF1;HAUS3;ASNS;PHACTR4;CHEK2;CDC40,5FU,C2
prerank,REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R,-0.3723382743049496,-0.8448342314281838,0.6739495798319328,0.9710490008635748,1.0,2/9,12.17%,IGF1;KRAS,5FU,C2
prerank,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATXN3_TO_AUTOPHAGY_VESICLE_NUCLEATION,0.4133385831699281,0.8446898372570452,0.6514161220043573,0.9146764189714887,1.0,4/6,35.54%,ATXN3;PIK3C3;BECN1;ATG14,5FU,C2
prerank,WU_HBX_TARGETS_2_UP,-0.3070088390973078,-0.8443663659940367,0.6966101694915254,0.9717085570852119,1.0,4/19,10.45%,ANPEP;HMGB2;PDS5B;CDKN3,5FU,C2
prerank,REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,0.3323265240562186,0.8443597423423286,0.6370023419203747,0.9149747619754635,1.0,3/11,21.52%,GNG13;GNG10;GNG5,5FU,C2
prerank,WP_16P112_PROXIMAL_DELETION_SYNDROME,-0.23955312825984187,-0.8442705730608182,0.7262996941896025,0.9715727708482472,1.0,12/62,16.51%,KIF22;TRAF2;HIRIP3;PRRT2;PAXIP1;PPP4R2;PPP4R4;CORO1A;PPP4C;REL;NFKB1;BPTF,5FU,C2
prerank,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,-0.3725043922437935,-0.8436875239744406,0.6890909090909091,0.9724354179008325,1.0,3/10,13.22%,CTSS;HSP90B1;CTSK,5FU,C2
prerank,KEGG_MEDICUS_REFERENCE_MGLUR1_TRPC3_SIGNALING_PATHWAY,-0.36434914110814326,-0.8436479089693067,0.6410684474123539,0.9721996471027718,1.0,4/10,15.85%,PLCB3;ITPR2;ITPR1;GNAQ,5FU,C2
prerank,OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP,-0.19533198314750752,-0.8434149966832724,0.8823529411764706,0.9723494495428971,1.0,52/300,19.17%,GMNN;LBR;SPP1;HOOK1;C6orf62;EFCAB11;MTR;TMEM209;ZNF232;SLC6A16;BPHL;ARL17A;NUP153;FBXO17;IARS2;RBBP5;ELAC1;IL17RB;PBX3;TOPORS;MAN2A1;RMND5B;BCOR;FH;RANGAP1;KLHL22;ZNF669;CRK;PARP1;NECTIN3;LPGAT1;SLC38A1;FARP1;RNF19A;TBC1D16;PHGDH;ICE1;PMM1;TUT4;PPOX;KCTD3;ZNF45;LANCL1;BMPR1A;DYRK3;MEGF8;ZNF124;POGZ;MDM4;GAL3ST1;MRS2;DEPDC5,5FU,C2
prerank,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,-0.30183114708882613,-0.8432655583422705,0.6954397394136808,0.9723464449590014,1.0,5/21,15.85%,PLCB3;ITPR2;CASP3;ITPR1;GNAQ,5FU,C2
prerank,SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN,0.3879107780172984,0.8432248870404714,0.6445497630331753,0.9167959581330204,1.0,1/7,0.97%,AADAC,5FU,C2
prerank,KEGG_MEDICUS_REFERENCE_AMH_SIGNALING_PATHWAY,-0.4086002366812044,-0.8429514216696369,0.6745886654478976,0.9726879098251816,1.0,2/6,17.28%,BMPR1A;SMAD1,5FU,C2
prerank,SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_UP,0.31024098318151516,0.8424959019330267,0.6807511737089202,0.9178509971916817,1.0,6/15,18.85%,ANKRD22;MYOM2;HLA-C;RHBDF2;DNAJC25-GNG10;BATF2,5FU,C2
prerank,BIOCARTA_CIRCADIAN_PATHWAY,0.40364638541445846,0.8424161732992203,0.6387096774193548,0.9175998294481904,1.0,6/6,59.65%,CRY1;CSNK1E;BMAL1;PER1;CRY2;CLOCK,5FU,C2
prerank,MORI_LARGE_PRE_BII_LYMPHOCYTE_DN,0.238713719540591,0.8421335473839058,0.745945945945946,0.9177545861738049,1.0,8/41,9.67%,NEAT1;CD22;ALDH2;LAT2;CAPN1;BIRC3;SERPINB1;ADCY7,5FU,C2
prerank,REACTOME_RAB_REGULATION_OF_TRAFFICKING,0.19813193673249968,0.8421307166956623,0.8379204892966361,0.9173739740381932,1.0,42/112,32.03%,DENND2A;SYTL1;RINL;RAB3A;ALS2CL;DENND6B;MAP1LC3B;DENND2D;GABARAPL2;TSC2;RAB27B;RAB5A;RIN3;RIN1;RAB33B;RAB6B;RAB11A;DENND3;RAB1A;RAB5C;TRAPPC6B;RAB10;RAB18;DENND1A;GDI1;AKT2;RAB4A;RAB5B;ANKRD27;RAB21;GABARAP;RIN2;OPTN;TRAPPC4;RABGEF1;TRAPPC5;TRAPPC6A;RAB9A;SBF1;TBC1D25;TRAPPC1;TBC1D7,5FU,C2
prerank,WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN,0.4250824341923083,0.8421236652864846,0.655982905982906,0.9170019054173393,1.0,2/5,14.06%,REC8;CATSPER2,5FU,C2
prerank,HU_ANGIOGENESIS_UP,0.29025688078661976,0.8417916698745784,0.683291770573566,0.917288239626674,1.0,4/19,9.76%,ITGB4;COL7A1;RND3;LCAT,5FU,C2
prerank,SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4,-0.2082545602876987,-0.8416914933942694,0.8203753351206434,0.9749628346736947,1.0,40/160,24.40%,MCM10;SYNE2;CCNF;IGF1;CUTC;CD163;TGFBI;SRR;DDX60;ABCB10;ZEB2;ALDH6A1;PDE9A;KCNK5;ACAT2;MACROD1;TK1;RGS5;PECR;SARDH;GALM;ACSL1;CTH;SHROOM1;ACYP1;KIF1B;CYP4V2;BAD;NDRG2;L2HGDH;BAG4;IDH1;ZNF865;ATAD3A;AADAT;CD320;ALDH9A1;ACAD9;EPDR1;EPHX2,5FU,C2
prerank,YU_MYC_TARGETS_DN,-0.26437183707208456,-0.841618341280817,0.7246376811594203,0.9747862248023861,1.0,7/38,9.63%,ACP5;PTPRC;TXNDC16;CD74;CD37;OLFM1;HLA-DMB,5FU,C2
prerank,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,0.1695312197529706,0.8413923434468487,0.9712643678160919,0.9177057994088693,1.0,72/373,20.77%,CDKN1A;MDM2;TGFA;NRG1;LMO7;DKK1;KSR1;SMAD3;HHAT;PORCN;NOTCH1;HBEGF;FYN;PPP2R5B;TGFBR2;TRAK1;BCL2L1;IRS1;MAML3;RAC2;HES1;UBB;PPFIBP1;DLL1;UBC;MYC;SHC1;PIK3R2;PDGFA;UBA52;FGF18;PSMC4;TSC2;FKBP1A;PPP2CB;JAG1;MAML2;FGF8;KREMEN2;MIB2;MRAS;VAV1;EEF1G;JAG2;SKP1;PIK3R3;POLR2A;SQSTM1;POLR2K;PSMB7;POLR2F;FLT3LG;PSMA6;PSMB4;PTEN;PDGFB;DUSP16;HRAS;RPS27A;FZD6;CUX1;OS9;MYH9;DUSP8;PSMD8;RBX1;TPM4;FOXO1;NCBP2;PSMB5;CDC37;PRF1,5FU,C2
prerank,KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_PI3K_TO_PI3K_SIGNALING_PATHWAY,-0.4126714816890077,-0.8413869444849117,0.6757246376811594,0.9749407123009353,1.0,4/6,33.28%,RPS6KB1;RPS6KB2;MTOR;AKT1,5FU,C2
prerank,WP_PROTEOGLYCAN_BIOSYNTHESIS,-0.3120770761546399,-0.841313040501093,0.670774647887324,0.9747709498153949,1.0,6/17,32.55%,SLC26A2;SLC35B2;B4GALT7;CANT1;XYLT1;B3GAT3,5FU,C2
prerank,PID_IL2_STAT5_PATHWAY,-0.32360753728108493,-0.8412958414460936,0.6808149405772496,0.9744828033626278,1.0,5/17,19.18%,CCNA2;JAK1;STAT5B;SP1;PIK3R1,5FU,C2
prerank,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,-0.2235815953476072,-0.840985799388753,0.772189349112426,0.9747889735722326,1.0,18/96,17.47%,ACP5;DHFR;MMUT;MTR;SLC19A2;ENPP1;MTHFR;FPGS;ACACB;MOCOS;MMAB;PARP16;NADK2;PARP9;NUDT8;PDXK;HLCS;NADK,5FU,C2
prerank,ROSS_AML_OF_FAB_M7_TYPE,-0.24946143208582075,-0.8406690617347424,0.7548387096774194,0.9751480433518002,1.0,11/51,14.90%,APOE;RDX;APOC1;TIMP3;DNAJC9;MYH10;NET1;GATA2;HLTF;SQLE;DNM3,5FU,C2
prerank,BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN,0.23304672692963088,0.8405851528661382,0.7633802816901408,0.9188684755603826,1.0,9/46,16.98%,SUSD2;HHAT;IFITM2;TXN;RBKS;AHCY;PSAP;AKR1B1;G6PD,5FU,C2
prerank,ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_DN,0.24390917263226575,0.84053944927831,0.7329974811083123,0.9185615992769408,1.0,9/35,23.01%,LAMA5;TMTC2;LAPTM4B;RAB3B;NEK6;SPINT2;ST6GAL1;PRKCA;GPR160,5FU,C2
prerank,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,-0.334149959302761,-0.8404898110179206,0.6990131578947368,0.9751825509790267,1.0,3/14,14.81%,NFKBIA;PRKD3;NFKB1,5FU,C2
prerank,VANHARANTA_UTERINE_FIBROID_UP,0.26124168308811524,0.8403142864614964,0.6846153846153846,0.9186044718847834,1.0,3/30,2.73%,ZMAT3;DDB2;FDXR,5FU,C2
prerank,KEGG_STEROID_HORMONE_BIOSYNTHESIS,-0.3411038773750922,-0.8402950189664494,0.6897746967071057,0.9752353352916886,1.0,4/13,20.53%,HSD17B8;CYP1B1;HSD17B7;HSD17B1,5FU,C2
prerank,BIOCARTA_NKCELLS_PATHWAY,0.30995322604044184,0.8399955342644514,0.687960687960688,0.9188412818180918,1.0,5/16,16.07%,KLRC2;VAV1;HLA-A;PTK2B;B2M,5FU,C2
prerank,REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,-0.3068488066081566,-0.83977838106806,0.696763202725724,0.9759643415256103,1.0,6/20,25.97%,RASGRP2;FN1;CRK;PDPK1;SYK;GP1BB,5FU,C2
prerank,CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_UP,-0.2626546736126546,-0.839610117393038,0.7179902755267423,0.9759933592165146,1.0,8/37,18.30%,SCML2;C2orf72;EBP;DHCR24;ERBB3;CENPV;SLC25A1;IGF2BP2,5FU,C2
prerank,BIOCARTA_BARR_MAPK_PATHWAY,-0.35694640847997655,-0.8395212972924214,0.6854130052724078,0.9758584338663702,1.0,3/10,30.16%,GRK2;MAPK3;RAF1,5FU,C2
prerank,BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP,0.1613919307562269,0.8395098759204823,1.0,0.9193832007740544,1.0,99/767,13.83%,CDKN1A;GDF15;H2BC5;AHNAK2;RRAD;CNIH3;PLK3;GPRC5A;AADAC;H2AC6;GADD45A;PTP4A1;PLEKHF1;FTH1;RIOK3;PMAIP1;NRG1;SMOX;KDM4B;YPEL5;CUL7;SLC30A1;NDRG1;PGF;STX1A;HSPA4L;TSC22D1;NR1D1;DHRS3;CLK4;STC2;NOTCH1;MXD4;ASS1;ARHGEF3;ATF3;PPP2R5B;RNF19B;PI4K2A;ABCA1;CLCF1;DDIT4;DUSP5;CLU;CCN3;MID2;HUS1;TOB1;IP6K2;ANKRD10;LUC7L;TRAF6;MKNK2;RNF44;RND3;TICAM1;ZHX2;MAP1LC3B;ZNF83;MBNL2;CAMTA2;PDCD4;KDM4A;SERINC1;ADCY7;ELL;ARFGAP3;AMPD3;ATXN3;SAT1;MT1X;COQ10B;PPP1R15A;P4HA2;CLK1;PSPH;RELB;KDM5B;ZNF426;TRIB1;ABTB2;RAB5A;MBP;SIRT7;IL6R;H2AC18;PNRC1;YRDC;IKZF5;UBE2H;KDM6B;NPIPA1;SPSB3;PLIN2;KLHL24;FOSL2;MAFF;RHOF;FEM1C,5FU,C2
prerank,WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP,0.19301974673163252,0.8394501354499113,0.879245283018868,0.9191219420319113,1.0,27/124,18.55%,SYTL2;GDA;ABCC3;ELL3;SYT13;FRK;ATP5MK;HIGD1A;PHLDA2;PIK3R2;RNF128;GMDS;SH3BGRL2;OCIAD2;MAL2;NME7;CASK;ARHGAP12;PERP;SFN;COX7A2;SLC39A11;S100A14;GFUS;EPCAM;SLC35A2;ITGA6,5FU,C2
prerank,MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_DEPENDENT_BLOCKED_BY_FZD8CRD,-0.42023437896362326,-0.8393870497992013,0.676950998185118,0.9758110158688024,1.0,2/6,13.07%,USP43;BTNL9,5FU,C2
