Files	well_id	z_plane	channel	cell_line
detection_example_dataset/Well-B11-z33-SYTO.ome.tiff	B11	33	SYTO	HCT-116
detection_example_dataset/Well-B11-z34-HOECHST.ome.tiff	B11	34	HOECHST	HCT-116
detection_example_dataset/Well-B11-z34-SYTO.ome.tiff	B11	34	SYTO	HCT-116
detection_example_dataset/Well-B11-z35-HOECHST.ome.tiff	B11	35	HOECHST	HCT-116
detection_example_dataset/Well-B11-z35-SYTO.ome.tiff	B11	35	SYTO	HCT-116
detection_example_dataset/Well-B11-z36-HOECHST.ome.tiff	B11	36	HOECHST	HCT-116
detection_example_dataset/Well-B11-z36-SYTO.ome.tiff	B11	36	SYTO	HCT-116
detection_example_dataset/Well-B11-z37-HOECHST.ome.tiff	B11	37	HOECHST	HCT-116
detection_example_dataset/Well-B11-z37-SYTO.ome.tiff	B11	37	SYTO	HCT-116
detection_example_dataset/Well-B11-z38-HOECHST.ome.tiff	B11	38	HOECHST	HCT-116
detection_example_dataset/Well-B11-z38-SYTO.ome.tiff	B11	38	SYTO	HCT-116
detection_example_dataset/Well-B11-z39-HOECHST.ome.tiff	B11	39	HOECHST	HCT-116
detection_example_dataset/Well-B11-z39-SYTO.ome.tiff	B11	39	SYTO	HCT-116
detection_example_dataset/Well-B11-z4-HOECHST.ome.tiff	B11	4	HOECHST	HCT-116
detection_example_dataset/Well-B11-z4-SYTO.ome.tiff	B11	4	SYTO	HCT-116
detection_example_dataset/Well-B11-z40-HOECHST.ome.tiff	B11	40	HOECHST	HCT-116
detection_example_dataset/Well-B11-z40-SYTO.ome.tiff	B11	40	SYTO	HCT-116
detection_example_dataset/Well-B11-z41-HOECHST.ome.tiff	B11	41	HOECHST	HCT-116
detection_example_dataset/Well-B11-z41-SYTO.ome.tiff	B11	41	SYTO	HCT-116
detection_example_dataset/Well-B11-z42-HOECHST.ome.tiff	B11	42	HOECHST	HCT-116
detection_example_dataset/Well-B11-z42-SYTO.ome.tiff	B11	42	SYTO	HCT-116
detection_example_dataset/Well-B11-z43-HOECHST.ome.tiff	B11	43	HOECHST	HCT-116
detection_example_dataset/Well-B11-z43-SYTO.ome.tiff	B11	43	SYTO	HCT-116
detection_example_dataset/Well-B11-z44-HOECHST.ome.tiff	B11	44	HOECHST	HCT-116
detection_example_dataset/Well-B11-z44-SYTO.ome.tiff	B11	44	SYTO	HCT-116
detection_example_dataset/Well-B11-z45-HOECHST.ome.tiff	B11	45	HOECHST	HCT-116
detection_example_dataset/Well-B11-z45-SYTO.ome.tiff	B11	45	SYTO	HCT-116
detection_example_dataset/Well-B11-z46-HOECHST.ome.tiff	B11	46	HOECHST	HCT-116
detection_example_dataset/Well-B11-z46-SYTO.ome.tiff	B11	46	SYTO	HCT-116
detection_example_dataset/Well-B11-z47-HOECHST.ome.tiff	B11	47	HOECHST	HCT-116
detection_example_dataset/Well-B11-z47-SYTO.ome.tiff	B11	47	SYTO	HCT-116
detection_example_dataset/Well-B11-z48-HOECHST.ome.tiff	B11	48	HOECHST	HCT-116
detection_example_dataset/Well-B11-z48-SYTO.ome.tiff	B11	48	SYTO	HCT-116
detection_example_dataset/Well-B11-z49-HOECHST.ome.tiff	B11	49	HOECHST	HCT-116
detection_example_dataset/Well-B11-z49-SYTO.ome.tiff	B11	49	SYTO	HCT-116
detection_example_dataset/Well-B11-z5-HOECHST.ome.tiff	B11	5	HOECHST	HCT-116
detection_example_dataset/Well-B11-z5-SYTO.ome.tiff	B11	5	SYTO	HCT-116
detection_example_dataset/Well-B11-z50-HOECHST.ome.tiff	B11	50	HOECHST	HCT-116
detection_example_dataset/Well-B11-z50-SYTO.ome.tiff	B11	50	SYTO	HCT-116
detection_example_dataset/Well-B11-z51-HOECHST.ome.tiff	B11	51	HOECHST	HCT-116
detection_example_dataset/Well-B11-z51-SYTO.ome.tiff	B11	51	SYTO	HCT-116
detection_example_dataset/Well-B11-z52-HOECHST.ome.tiff	B11	52	HOECHST	HCT-116
detection_example_dataset/Well-B11-z52-SYTO.ome.tiff	B11	52	SYTO	HCT-116
detection_example_dataset/Well-B11-z53-HOECHST.ome.tiff	B11	53	HOECHST	HCT-116
detection_example_dataset/Well-B11-z53-SYTO.ome.tiff	B11	53	SYTO	HCT-116
detection_example_dataset/Well-B11-z54-HOECHST.ome.tiff	B11	54	HOECHST	HCT-116
detection_example_dataset/Well-B11-z54-SYTO.ome.tiff	B11	54	SYTO	HCT-116
detection_example_dataset/Well-B11-z55-HOECHST.ome.tiff	B11	55	HOECHST	HCT-116
detection_example_dataset/Well-B11-z55-SYTO.ome.tiff	B11	55	SYTO	HCT-116
detection_example_dataset/Well-B11-z6-HOECHST.ome.tiff	B11	6	HOECHST	HCT-116
detection_example_dataset/Well-B11-z6-SYTO.ome.tiff	B11	6	SYTO	HCT-116
detection_example_dataset/Well-B11-z7-HOECHST.ome.tiff	B11	7	HOECHST	HCT-116
detection_example_dataset/Well-B11-z7-SYTO.ome.tiff	B11	7	SYTO	HCT-116
detection_example_dataset/Well-B11-z8-HOECHST.ome.tiff	B11	8	HOECHST	HCT-116
detection_example_dataset/Well-B11-z8-SYTO.ome.tiff	B11	8	SYTO	HCT-116
detection_example_dataset/Well-B11-z9-HOECHST.ome.tiff	B11	9	HOECHST	HCT-116
detection_example_dataset/Well-B11-z9-SYTO.ome.tiff	B11	9	SYTO	HCT-116
detection_example_dataset/Well-C02-z0-HOECHST.ome.tiff	C02	0	HOECHST	HCT-116
detection_example_dataset/Well-C02-z0-SYTO.ome.tiff	C02	0	SYTO	HCT-116
detection_example_dataset/Well-C02-z1-HOECHST.ome.tiff	C02	1	HOECHST	HCT-116
detection_example_dataset/Well-C02-z1-SYTO.ome.tiff	C02	1	SYTO	HCT-116
detection_example_dataset/Well-C02-z10-HOECHST.ome.tiff	C02	10	HOECHST	HCT-116
detection_example_dataset/Well-C02-z10-SYTO.ome.tiff	C02	10	SYTO	HCT-116
detection_example_dataset/Well-C02-z11-HOECHST.ome.tiff	C02	11	HOECHST	HCT-116
detection_example_dataset/Well-C02-z11-SYTO.ome.tiff	C02	11	SYTO	HCT-116
detection_example_dataset/Well-C02-z12-HOECHST.ome.tiff	C02	12	HOECHST	HCT-116
detection_example_dataset/Well-C02-z12-SYTO.ome.tiff	C02	12	SYTO	HCT-116
detection_example_dataset/Well-C02-z13-HOECHST.ome.tiff	C02	13	HOECHST	HCT-116
detection_example_dataset/Well-C02-z13-SYTO.ome.tiff	C02	13	SYTO	HCT-116
detection_example_dataset/Well-C02-z14-HOECHST.ome.tiff	C02	14	HOECHST	HCT-116
detection_example_dataset/Well-C02-z14-SYTO.ome.tiff	C02	14	SYTO	HCT-116
detection_example_dataset/Well-C02-z15-HOECHST.ome.tiff	C02	15	HOECHST	HCT-116
detection_example_dataset/Well-C02-z15-SYTO.ome.tiff	C02	15	SYTO	HCT-116
detection_example_dataset/Well-C02-z16-HOECHST.ome.tiff	C02	16	HOECHST	HCT-116
detection_example_dataset/Well-C02-z16-SYTO.ome.tiff	C02	16	SYTO	HCT-116
detection_example_dataset/Well-C02-z17-HOECHST.ome.tiff	C02	17	HOECHST	HCT-116
detection_example_dataset/Well-C02-z17-SYTO.ome.tiff	C02	17	SYTO	HCT-116
detection_example_dataset/Well-C02-z18-HOECHST.ome.tiff	C02	18	HOECHST	HCT-116
detection_example_dataset/Well-C02-z18-SYTO.ome.tiff	C02	18	SYTO	HCT-116
detection_example_dataset/Well-C02-z19-HOECHST.ome.tiff	C02	19	HOECHST	HCT-116
detection_example_dataset/Well-C02-z19-SYTO.ome.tiff	C02	19	SYTO	HCT-116
detection_example_dataset/Well-C02-z2-HOECHST.ome.tiff	C02	2	HOECHST	HCT-116
detection_example_dataset/Well-C02-z2-SYTO.ome.tiff	C02	2	SYTO	HCT-116
detection_example_dataset/Well-C02-z20-HOECHST.ome.tiff	C02	20	HOECHST	HCT-116
detection_example_dataset/Well-C02-z20-SYTO.ome.tiff	C02	20	SYTO	HCT-116
detection_example_dataset/Well-C02-z21-HOECHST.ome.tiff	C02	21	HOECHST	HCT-116
detection_example_dataset/Well-C02-z21-SYTO.ome.tiff	C02	21	SYTO	HCT-116
detection_example_dataset/Well-C02-z22-HOECHST.ome.tiff	C02	22	HOECHST	HCT-116
detection_example_dataset/Well-C02-z22-SYTO.ome.tiff	C02	22	SYTO	HCT-116
detection_example_dataset/Well-C02-z23-HOECHST.ome.tiff	C02	23	HOECHST	HCT-116
detection_example_dataset/Well-C02-z23-SYTO.ome.tiff	C02	23	SYTO	HCT-116
detection_example_dataset/Well-C02-z24-HOECHST.ome.tiff	C02	24	HOECHST	HCT-116
detection_example_dataset/Well-C02-z24-SYTO.ome.tiff	C02	24	SYTO	HCT-116
detection_example_dataset/Well-C02-z25-HOECHST.ome.tiff	C02	25	HOECHST	HCT-116
detection_example_dataset/Well-C02-z25-SYTO.ome.tiff	C02	25	SYTO	HCT-116
detection_example_dataset/Well-C02-z26-HOECHST.ome.tiff	C02	26	HOECHST	HCT-116
detection_example_dataset/Well-C02-z26-SYTO.ome.tiff	C02	26	SYTO	HCT-116
detection_example_dataset/Well-C02-z27-HOECHST.ome.tiff	C02	27	HOECHST	HCT-116
detection_example_dataset/Well-C02-z27-SYTO.ome.tiff	C02	27	SYTO	HCT-116
detection_example_dataset/Well-C02-z28-HOECHST.ome.tiff	C02	28	HOECHST	HCT-116
detection_example_dataset/Well-C02-z28-SYTO.ome.tiff	C02	28	SYTO	HCT-116
detection_example_dataset/Well-C02-z29-HOECHST.ome.tiff	C02	29	HOECHST	HCT-116
detection_example_dataset/Well-C02-z29-SYTO.ome.tiff	C02	29	SYTO	HCT-116
detection_example_dataset/Well-C02-z3-HOECHST.ome.tiff	C02	3	HOECHST	HCT-116
detection_example_dataset/Well-C02-z3-SYTO.ome.tiff	C02	3	SYTO	HCT-116
detection_example_dataset/Well-C02-z30-HOECHST.ome.tiff	C02	30	HOECHST	HCT-116
detection_example_dataset/Well-C02-z30-SYTO.ome.tiff	C02	30	SYTO	HCT-116
detection_example_dataset/Well-C02-z31-HOECHST.ome.tiff	C02	31	HOECHST	HCT-116
detection_example_dataset/Well-C02-z31-SYTO.ome.tiff	C02	31	SYTO	HCT-116
detection_example_dataset/Well-C02-z32-HOECHST.ome.tiff	C02	32	HOECHST	HCT-116
detection_example_dataset/Well-C02-z32-SYTO.ome.tiff	C02	32	SYTO	HCT-116
detection_example_dataset/Well-C02-z33-HOECHST.ome.tiff	C02	33	HOECHST	HCT-116
detection_example_dataset/Well-C02-z33-SYTO.ome.tiff	C02	33	SYTO	HCT-116
detection_example_dataset/Well-C02-z34-HOECHST.ome.tiff	C02	34	HOECHST	HCT-116
detection_example_dataset/Well-C02-z34-SYTO.ome.tiff	C02	34	SYTO	HCT-116
detection_example_dataset/Well-C02-z35-HOECHST.ome.tiff	C02	35	HOECHST	HCT-116
detection_example_dataset/Well-C02-z35-SYTO.ome.tiff	C02	35	SYTO	HCT-116
detection_example_dataset/Well-C02-z36-HOECHST.ome.tiff	C02	36	HOECHST	HCT-116
detection_example_dataset/Well-C02-z36-SYTO.ome.tiff	C02	36	SYTO	HCT-116
detection_example_dataset/Well-C02-z37-HOECHST.ome.tiff	C02	37	HOECHST	HCT-116
detection_example_dataset/Well-C02-z37-SYTO.ome.tiff	C02	37	SYTO	HCT-116
detection_example_dataset/Well-C02-z38-HOECHST.ome.tiff	C02	38	HOECHST	HCT-116
detection_example_dataset/Well-C02-z38-SYTO.ome.tiff	C02	38	SYTO	HCT-116
detection_example_dataset/Well-C02-z39-HOECHST.ome.tiff	C02	39	HOECHST	HCT-116
detection_example_dataset/Well-C02-z39-SYTO.ome.tiff	C02	39	SYTO	HCT-116
detection_example_dataset/Well-C02-z4-HOECHST.ome.tiff	C02	4	HOECHST	HCT-116
detection_example_dataset/Well-C02-z4-SYTO.ome.tiff	C02	4	SYTO	HCT-116
detection_example_dataset/Well-C02-z40-HOECHST.ome.tiff	C02	40	HOECHST	HCT-116
detection_example_dataset/Well-C02-z40-SYTO.ome.tiff	C02	40	SYTO	HCT-116
detection_example_dataset/Well-C02-z41-HOECHST.ome.tiff	C02	41	HOECHST	HCT-116
detection_example_dataset/Well-C02-z41-SYTO.ome.tiff	C02	41	SYTO	HCT-116
detection_example_dataset/Well-C02-z42-HOECHST.ome.tiff	C02	42	HOECHST	HCT-116
detection_example_dataset/Well-C02-z42-SYTO.ome.tiff	C02	42	SYTO	HCT-116
detection_example_dataset/Well-C02-z43-HOECHST.ome.tiff	C02	43	HOECHST	HCT-116
detection_example_dataset/Well-C02-z43-SYTO.ome.tiff	C02	43	SYTO	HCT-116
detection_example_dataset/Well-C02-z44-HOECHST.ome.tiff	C02	44	HOECHST	HCT-116
detection_example_dataset/Well-C02-z44-SYTO.ome.tiff	C02	44	SYTO	HCT-116
detection_example_dataset/Well-C02-z45-HOECHST.ome.tiff	C02	45	HOECHST	HCT-116
detection_example_dataset/Well-C02-z45-SYTO.ome.tiff	C02	45	SYTO	HCT-116
detection_example_dataset/Well-C02-z46-HOECHST.ome.tiff	C02	46	HOECHST	HCT-116
detection_example_dataset/Well-C02-z46-SYTO.ome.tiff	C02	46	SYTO	HCT-116
detection_example_dataset/Well-C02-z47-HOECHST.ome.tiff	C02	47	HOECHST	HCT-116
detection_example_dataset/Well-C02-z47-SYTO.ome.tiff	C02	47	SYTO	HCT-116
detection_example_dataset/Well-C02-z48-HOECHST.ome.tiff	C02	48	HOECHST	HCT-116
detection_example_dataset/Well-C02-z48-SYTO.ome.tiff	C02	48	SYTO	HCT-116
detection_example_dataset/Well-C02-z49-HOECHST.ome.tiff	C02	49	HOECHST	HCT-116
detection_example_dataset/Well-C02-z49-SYTO.ome.tiff	C02	49	SYTO	HCT-116
detection_example_dataset/Well-C02-z5-HOECHST.ome.tiff	C02	5	HOECHST	HCT-116
detection_example_dataset/Well-C02-z5-SYTO.ome.tiff	C02	5	SYTO	HCT-116
detection_example_dataset/Well-C02-z50-HOECHST.ome.tiff	C02	50	HOECHST	HCT-116
detection_example_dataset/Well-C02-z50-SYTO.ome.tiff	C02	50	SYTO	HCT-116
detection_example_dataset/Well-C02-z51-HOECHST.ome.tiff	C02	51	HOECHST	HCT-116
detection_example_dataset/Well-C02-z51-SYTO.ome.tiff	C02	51	SYTO	HCT-116
detection_example_dataset/Well-C02-z52-HOECHST.ome.tiff	C02	52	HOECHST	HCT-116
detection_example_dataset/Well-C02-z52-SYTO.ome.tiff	C02	52	SYTO	HCT-116
detection_example_dataset/Well-C02-z53-HOECHST.ome.tiff	C02	53	HOECHST	HCT-116
detection_example_dataset/Well-C02-z53-SYTO.ome.tiff	C02	53	SYTO	HCT-116
detection_example_dataset/Well-C02-z54-HOECHST.ome.tiff	C02	54	HOECHST	HCT-116
detection_example_dataset/Well-C02-z54-SYTO.ome.tiff	C02	54	SYTO	HCT-116
detection_example_dataset/Well-C02-z55-HOECHST.ome.tiff	C02	55	HOECHST	HCT-116
detection_example_dataset/Well-C02-z55-SYTO.ome.tiff	C02	55	SYTO	HCT-116
detection_example_dataset/Well-C02-z6-HOECHST.ome.tiff	C02	6	HOECHST	HCT-116
detection_example_dataset/Well-C02-z6-SYTO.ome.tiff	C02	6	SYTO	HCT-116
detection_example_dataset/Well-C02-z7-HOECHST.ome.tiff	C02	7	HOECHST	HCT-116
detection_example_dataset/Well-C02-z7-SYTO.ome.tiff	C02	7	SYTO	HCT-116
detection_example_dataset/Well-C02-z8-HOECHST.ome.tiff	C02	8	HOECHST	HCT-116
detection_example_dataset/Well-C02-z8-SYTO.ome.tiff	C02	8	SYTO	HCT-116
detection_example_dataset/Well-C02-z9-HOECHST.ome.tiff	C02	9	HOECHST	HCT-116
detection_example_dataset/Well-C02-z9-SYTO.ome.tiff	C02	9	SYTO	HCT-116
detection_example_dataset/Well-C03-z0-HOECHST.ome.tiff	C03	0	HOECHST	HCT-116
detection_example_dataset/Well-C03-z0-SYTO.ome.tiff	C03	0	SYTO	HCT-116
detection_example_dataset/Well-C03-z1-HOECHST.ome.tiff	C03	1	HOECHST	HCT-116
detection_example_dataset/Well-C03-z1-SYTO.ome.tiff	C03	1	SYTO	HCT-116
detection_example_dataset/Well-C03-z10-HOECHST.ome.tiff	C03	10	HOECHST	HCT-116
detection_example_dataset/Well-C03-z10-SYTO.ome.tiff	C03	10	SYTO	HCT-116
detection_example_dataset/Well-C03-z11-HOECHST.ome.tiff	C03	11	HOECHST	HCT-116
detection_example_dataset/Well-C03-z11-SYTO.ome.tiff	C03	11	SYTO	HCT-116
detection_example_dataset/Well-C03-z12-HOECHST.ome.tiff	C03	12	HOECHST	HCT-116
detection_example_dataset/Well-C03-z12-SYTO.ome.tiff	C03	12	SYTO	HCT-116
detection_example_dataset/Well-C03-z13-HOECHST.ome.tiff	C03	13	HOECHST	HCT-116
detection_example_dataset/Well-C03-z13-SYTO.ome.tiff	C03	13	SYTO	HCT-116
detection_example_dataset/Well-C03-z14-HOECHST.ome.tiff	C03	14	HOECHST	HCT-116
detection_example_dataset/Well-C03-z14-SYTO.ome.tiff	C03	14	SYTO	HCT-116
detection_example_dataset/Well-C03-z15-HOECHST.ome.tiff	C03	15	HOECHST	HCT-116
detection_example_dataset/Well-C03-z15-SYTO.ome.tiff	C03	15	SYTO	HCT-116
detection_example_dataset/Well-C03-z16-HOECHST.ome.tiff	C03	16	HOECHST	HCT-116
detection_example_dataset/Well-C03-z16-SYTO.ome.tiff	C03	16	SYTO	HCT-116
detection_example_dataset/Well-C03-z17-HOECHST.ome.tiff	C03	17	HOECHST	HCT-116
detection_example_dataset/Well-C03-z17-SYTO.ome.tiff	C03	17	SYTO	HCT-116
detection_example_dataset/Well-C03-z18-HOECHST.ome.tiff	C03	18	HOECHST	HCT-116
detection_example_dataset/Well-C03-z18-SYTO.ome.tiff	C03	18	SYTO	HCT-116
detection_example_dataset/Well-C03-z19-HOECHST.ome.tiff	C03	19	HOECHST	HCT-116
detection_example_dataset/Well-C03-z19-SYTO.ome.tiff	C03	19	SYTO	HCT-116
detection_example_dataset/Well-C03-z2-HOECHST.ome.tiff	C03	2	HOECHST	HCT-116
detection_example_dataset/Well-C03-z2-SYTO.ome.tiff	C03	2	SYTO	HCT-116
detection_example_dataset/Well-C03-z20-HOECHST.ome.tiff	C03	20	HOECHST	HCT-116
detection_example_dataset/Well-C03-z20-SYTO.ome.tiff	C03	20	SYTO	HCT-116
detection_example_dataset/Well-C03-z21-HOECHST.ome.tiff	C03	21	HOECHST	HCT-116
detection_example_dataset/Well-C03-z21-SYTO.ome.tiff	C03	21	SYTO	HCT-116
detection_example_dataset/Well-C03-z22-HOECHST.ome.tiff	C03	22	HOECHST	HCT-116
detection_example_dataset/Well-C03-z22-SYTO.ome.tiff	C03	22	SYTO	HCT-116
detection_example_dataset/Well-C03-z23-HOECHST.ome.tiff	C03	23	HOECHST	HCT-116
detection_example_dataset/Well-C03-z23-SYTO.ome.tiff	C03	23	SYTO	HCT-116
detection_example_dataset/Well-C03-z24-HOECHST.ome.tiff	C03	24	HOECHST	HCT-116
detection_example_dataset/Well-C03-z24-SYTO.ome.tiff	C03	24	SYTO	HCT-116
detection_example_dataset/Well-C03-z25-HOECHST.ome.tiff	C03	25	HOECHST	HCT-116
detection_example_dataset/Well-C03-z25-SYTO.ome.tiff	C03	25	SYTO	HCT-116
detection_example_dataset/Well-C03-z26-HOECHST.ome.tiff	C03	26	HOECHST	HCT-116
detection_example_dataset/Well-C03-z26-SYTO.ome.tiff	C03	26	SYTO	HCT-116
detection_example_dataset/Well-C03-z27-HOECHST.ome.tiff	C03	27	HOECHST	HCT-116
detection_example_dataset/Well-C03-z27-SYTO.ome.tiff	C03	27	SYTO	HCT-116
detection_example_dataset/Well-C03-z28-HOECHST.ome.tiff	C03	28	HOECHST	HCT-116
detection_example_dataset/Well-C03-z28-SYTO.ome.tiff	C03	28	SYTO	HCT-116
detection_example_dataset/Well-C03-z29-HOECHST.ome.tiff	C03	29	HOECHST	HCT-116
detection_example_dataset/Well-C03-z29-SYTO.ome.tiff	C03	29	SYTO	HCT-116
detection_example_dataset/Well-C03-z3-HOECHST.ome.tiff	C03	3	HOECHST	HCT-116
detection_example_dataset/Well-C03-z3-SYTO.ome.tiff	C03	3	SYTO	HCT-116
detection_example_dataset/Well-C03-z30-HOECHST.ome.tiff	C03	30	HOECHST	HCT-116
detection_example_dataset/Well-C03-z30-SYTO.ome.tiff	C03	30	SYTO	HCT-116
detection_example_dataset/Well-C03-z31-HOECHST.ome.tiff	C03	31	HOECHST	HCT-116
detection_example_dataset/Well-C03-z31-SYTO.ome.tiff	C03	31	SYTO	HCT-116
detection_example_dataset/Well-C03-z32-HOECHST.ome.tiff	C03	32	HOECHST	HCT-116
detection_example_dataset/Well-C03-z32-SYTO.ome.tiff	C03	32	SYTO	HCT-116
detection_example_dataset/Well-C03-z33-HOECHST.ome.tiff	C03	33	HOECHST	HCT-116
detection_example_dataset/Well-C03-z33-SYTO.ome.tiff	C03	33	SYTO	HCT-116
detection_example_dataset/Well-C03-z34-HOECHST.ome.tiff	C03	34	HOECHST	HCT-116
detection_example_dataset/Well-C03-z34-SYTO.ome.tiff	C03	34	SYTO	HCT-116
detection_example_dataset/Well-C03-z35-HOECHST.ome.tiff	C03	35	HOECHST	HCT-116
detection_example_dataset/Well-C03-z35-SYTO.ome.tiff	C03	35	SYTO	HCT-116
detection_example_dataset/Well-C03-z36-HOECHST.ome.tiff	C03	36	HOECHST	HCT-116
detection_example_dataset/Well-C03-z36-SYTO.ome.tiff	C03	36	SYTO	HCT-116
detection_example_dataset/Well-C03-z37-HOECHST.ome.tiff	C03	37	HOECHST	HCT-116
detection_example_dataset/Well-C03-z37-SYTO.ome.tiff	C03	37	SYTO	HCT-116
detection_example_dataset/Well-C03-z38-HOECHST.ome.tiff	C03	38	HOECHST	HCT-116
detection_example_dataset/Well-C03-z38-SYTO.ome.tiff	C03	38	SYTO	HCT-116
detection_example_dataset/Well-C03-z39-HOECHST.ome.tiff	C03	39	HOECHST	HCT-116
detection_example_dataset/Well-C03-z39-SYTO.ome.tiff	C03	39	SYTO	HCT-116
detection_example_dataset/Well-C03-z4-HOECHST.ome.tiff	C03	4	HOECHST	HCT-116
detection_example_dataset/Well-C03-z4-SYTO.ome.tiff	C03	4	SYTO	HCT-116
detection_example_dataset/Well-C03-z40-HOECHST.ome.tiff	C03	40	HOECHST	HCT-116
detection_example_dataset/Well-C03-z40-SYTO.ome.tiff	C03	40	SYTO	HCT-116
detection_example_dataset/Well-C03-z41-HOECHST.ome.tiff	C03	41	HOECHST	HCT-116
detection_example_dataset/Well-C03-z41-SYTO.ome.tiff	C03	41	SYTO	HCT-116
detection_example_dataset/Well-C03-z42-HOECHST.ome.tiff	C03	42	HOECHST	HCT-116
detection_example_dataset/Well-C03-z42-SYTO.ome.tiff	C03	42	SYTO	HCT-116
detection_example_dataset/Well-C03-z43-HOECHST.ome.tiff	C03	43	HOECHST	HCT-116
detection_example_dataset/Well-C03-z43-SYTO.ome.tiff	C03	43	SYTO	HCT-116
detection_example_dataset/Well-C03-z44-HOECHST.ome.tiff	C03	44	HOECHST	HCT-116
detection_example_dataset/Well-C03-z44-SYTO.ome.tiff	C03	44	SYTO	HCT-116
detection_example_dataset/Well-C03-z45-HOECHST.ome.tiff	C03	45	HOECHST	HCT-116
detection_example_dataset/Well-C03-z45-SYTO.ome.tiff	C03	45	SYTO	HCT-116
detection_example_dataset/Well-C03-z46-HOECHST.ome.tiff	C03	46	HOECHST	HCT-116
detection_example_dataset/Well-C03-z46-SYTO.ome.tiff	C03	46	SYTO	HCT-116
detection_example_dataset/Well-C03-z47-HOECHST.ome.tiff	C03	47	HOECHST	HCT-116
detection_example_dataset/Well-C03-z47-SYTO.ome.tiff	C03	47	SYTO	HCT-116
detection_example_dataset/Well-C03-z48-HOECHST.ome.tiff	C03	48	HOECHST	HCT-116
detection_example_dataset/Well-C03-z48-SYTO.ome.tiff	C03	48	SYTO	HCT-116
detection_example_dataset/Well-C03-z49-HOECHST.ome.tiff	C03	49	HOECHST	HCT-116
detection_example_dataset/Well-C03-z49-SYTO.ome.tiff	C03	49	SYTO	HCT-116
detection_example_dataset/Well-C03-z5-HOECHST.ome.tiff	C03	5	HOECHST	HCT-116
detection_example_dataset/Well-C03-z5-SYTO.ome.tiff	C03	5	SYTO	HCT-116
detection_example_dataset/Well-C03-z50-HOECHST.ome.tiff	C03	50	HOECHST	HCT-116
detection_example_dataset/Well-C03-z50-SYTO.ome.tiff	C03	50	SYTO	HCT-116
detection_example_dataset/Well-C03-z51-HOECHST.ome.tiff	C03	51	HOECHST	HCT-116
detection_example_dataset/Well-C03-z51-SYTO.ome.tiff	C03	51	SYTO	HCT-116
detection_example_dataset/Well-C03-z52-HOECHST.ome.tiff	C03	52	HOECHST	HCT-116
detection_example_dataset/Well-C03-z52-SYTO.ome.tiff	C03	52	SYTO	HCT-116
detection_example_dataset/Well-C03-z53-HOECHST.ome.tiff	C03	53	HOECHST	HCT-116
detection_example_dataset/Well-C03-z53-SYTO.ome.tiff	C03	53	SYTO	HCT-116
detection_example_dataset/Well-C03-z54-HOECHST.ome.tiff	C03	54	HOECHST	HCT-116
detection_example_dataset/Well-C03-z54-SYTO.ome.tiff	C03	54	SYTO	HCT-116
detection_example_dataset/Well-C03-z55-HOECHST.ome.tiff	C03	55	HOECHST	HCT-116
detection_example_dataset/Well-C03-z55-SYTO.ome.tiff	C03	55	SYTO	HCT-116
detection_example_dataset/Well-C03-z6-HOECHST.ome.tiff	C03	6	HOECHST	HCT-116
detection_example_dataset/Well-C03-z6-SYTO.ome.tiff	C03	6	SYTO	HCT-116
detection_example_dataset/Well-C03-z7-HOECHST.ome.tiff	C03	7	HOECHST	HCT-116
detection_example_dataset/Well-C03-z7-SYTO.ome.tiff	C03	7	SYTO	HCT-116
detection_example_dataset/Well-C03-z8-HOECHST.ome.tiff	C03	8	HOECHST	HCT-116
detection_example_dataset/Well-C03-z8-SYTO.ome.tiff	C03	8	SYTO	HCT-116
detection_example_dataset/Well-C03-z9-HOECHST.ome.tiff	C03	9	HOECHST	HCT-116
detection_example_dataset/Well-C03-z9-SYTO.ome.tiff	C03	9	SYTO	HCT-116
detection_example_dataset/Well-C04-z0-HOECHST.ome.tiff	C04	0	HOECHST	HCT-116
detection_example_dataset/Well-C04-z0-SYTO.ome.tiff	C04	0	SYTO	HCT-116
detection_example_dataset/Well-C04-z1-HOECHST.ome.tiff	C04	1	HOECHST	HCT-116
detection_example_dataset/Well-C04-z1-SYTO.ome.tiff	C04	1	SYTO	HCT-116
detection_example_dataset/Well-C04-z10-HOECHST.ome.tiff	C04	10	HOECHST	HCT-116
detection_example_dataset/Well-C04-z10-SYTO.ome.tiff	C04	10	SYTO	HCT-116
detection_example_dataset/Well-C04-z11-HOECHST.ome.tiff	C04	11	HOECHST	HCT-116
detection_example_dataset/Well-C04-z11-SYTO.ome.tiff	C04	11	SYTO	HCT-116
detection_example_dataset/Well-C04-z12-HOECHST.ome.tiff	C04	12	HOECHST	HCT-116
detection_example_dataset/Well-C04-z12-SYTO.ome.tiff	C04	12	SYTO	HCT-116
detection_example_dataset/Well-C04-z13-HOECHST.ome.tiff	C04	13	HOECHST	HCT-116
detection_example_dataset/Well-C04-z13-SYTO.ome.tiff	C04	13	SYTO	HCT-116
detection_example_dataset/Well-C04-z14-HOECHST.ome.tiff	C04	14	HOECHST	HCT-116
detection_example_dataset/Well-C04-z14-SYTO.ome.tiff	C04	14	SYTO	HCT-116
detection_example_dataset/Well-C04-z15-HOECHST.ome.tiff	C04	15	HOECHST	HCT-116
detection_example_dataset/Well-C04-z15-SYTO.ome.tiff	C04	15	SYTO	HCT-116
