Drug1,Drug2,Similarity
Navit,Rabus,0.1632500923350323
Navit,Regor,0.49289381159706336
Navit,Ruxol,0.23808449129166243
Navit,SB216,-0.044665973806945036
Navit,SB505,0.4486684792856028
Navit,SN-38,0.13144825812005817
Navit,Sapit,-0.014067283994140374
Navit,Soraf,0.6008102662194896
Navit,Tanes,0.41383154957725604
Navit,Tasel,0.31153050178116914
Navit,Trame,0.4281680784244757
Navit,Trici,-0.12191065548982286
Navit,Trifl,0.017538259104673597
Navit,Vemur,-0.2845081290717433
Navit,Vinor,0.12195008190934356
Navit,Vorin,0.2015027314229566
Navit,abema,0.12727773526349181
Nutli,Olapa,0.8750432468619733
Nutli,Oxali,0.7321840152664332
Nutli,PD032,0.3853923126164505
Nutli,PI-10,0.024063782329827435
Nutli,Pacli,0.2677113536211545
Nutli,Palbo,0.8679868710215577
Nutli,Rabus,0.24229709759444848
Nutli,Regor,0.12453539135055061
Nutli,Ruxol,0.24061337923706674
Nutli,SB216,0.4077599200473972
Nutli,SB505,0.39320748912099596
Nutli,SN-38,0.7387404305143555
Nutli,Sapit,0.13435300921573007
Nutli,Soraf,0.4007030774251811
Nutli,Tanes,0.58130390422845
Nutli,Tasel,0.15483364398664656
Nutli,Trame,0.3763102631452838
Nutli,Trici,0.6692526821504854
Nutli,Trifl,0.8321900265067272
Nutli,Vemur,0.39634002885282726
Nutli,Vinor,0.43588852046904214
Nutli,Vorin,0.4812551117247741
Nutli,abema,0.8309566046976422
Olapa,Oxali,0.38823524902038126
Olapa,PD032,0.17498548456811383
Olapa,PI-10,-0.2363914403375315
Olapa,Pacli,0.29326262278498993
Olapa,Palbo,0.8137306532286845
Olapa,Rabus,0.06233016539620282
Olapa,Regor,-0.20093939995061677
Olapa,Ruxol,0.15645880896049272
Olapa,SB216,0.048558943704171686
Olapa,SB505,0.30951447811246463
Olapa,SN-38,0.7205909525528404
Olapa,Sapit,-0.1538849985906689
Olapa,Soraf,0.2869524944107899
Olapa,Tanes,0.4054254444944025
Olapa,Tasel,-0.1924157745746322
Olapa,Trame,0.15216142795017143
Olapa,Trici,0.6888361693208286
Olapa,Trifl,0.9029750913208574
Olapa,Vemur,0.16817744061247802
Olapa,Vinor,0.3287285095701885
Olapa,Vorin,0.23205717416267457
Olapa,abema,0.7720082979736358
Oxali,PD032,0.6430025154756374
Oxali,PI-10,0.3062473053178427
Oxali,Pacli,0.5039922149554127
Oxali,Palbo,0.6131939534082999
Oxali,Rabus,0.30591791877762237
Oxali,Regor,0.25917549248799837
Oxali,Ruxol,0.07950359289900248
Oxali,SB216,0.3042163088078444
Oxali,SB505,0.6127596300074891
Oxali,SN-38,0.6876323995810216
Oxali,Sapit,0.11946803980531594
Oxali,Soraf,0.6118171678747412
Oxali,Tanes,0.7882322643319731
Oxali,Tasel,0.2841518361519731
Oxali,Trame,0.6433529735944512
Oxali,Trici,0.33081222790017395
Oxali,Trifl,0.5386263047007034
Oxali,Vemur,0.40927603223860165
Oxali,Vinor,0.5040937642373229
Oxali,Vorin,0.4927209490671621
Oxali,abema,0.6621009205940088
PD032,PI-10,0.671896370093924
PD032,Pacli,0.598791916049848
PD032,Palbo,0.5394642396492093
PD032,Rabus,0.5508194547035804
PD032,Regor,0.8902436847366495
PD032,Ruxol,0.2830444919212164
PD032,SB216,0.6203291092230783
PD032,SB505,0.7072177904067853
PD032,SN-38,0.4520152572246242
PD032,Sapit,0.590149200848221
PD032,Soraf,0.6759376649188418
PD032,Tanes,0.8069897735884946
PD032,Tasel,0.6964733325588639
PD032,Trame,0.9564565914295398
PD032,Trici,0.14955738933846194
PD032,Trifl,0.3148248913102343
PD032,Vemur,0.27073142574284803
PD032,Vinor,0.46809879622799794
PD032,Vorin,0.48572536074105543
PD032,abema,0.6537083632997978
PI-10,Pacli,0.5948065232507388
PI-10,Palbo,0.3278701506303148
PI-10,Rabus,0.4513342981430474
PI-10,Regor,0.6974088707563554
PI-10,Ruxol,-0.09611988668929328
PI-10,SB216,0.4665212141379742
PI-10,SB505,0.3700781427087673
PI-10,SN-38,0.23571836784958372
PI-10,Sapit,0.6677735169365316
PI-10,Soraf,0.5992476896583596
PI-10,Tanes,0.4396742404330817
PI-10,Tasel,0.8941591294429648
PI-10,Trame,0.7005509289233638
PI-10,Trici,0.09247937209457156
PI-10,Trifl,-0.22022822885943766
PI-10,Vemur,0.17789461462849776
PI-10,Vinor,0.4821361241333797
PI-10,Vorin,0.3992532182173543
PI-10,abema,0.41555192187139195
Pacli,Palbo,0.45913576961202224
Pacli,Rabus,0.25759674789757014
Pacli,Regor,0.41379859092161386
Pacli,Ruxol,0.10612764743611644
Pacli,SB216,0.3691284182521276
Pacli,SB505,0.7149779332679794
Pacli,SN-38,0.6443355307525284
Pacli,Sapit,0.3412293143029993
Pacli,Soraf,0.4919312510678179
Pacli,Tanes,0.6321339696350449
Pacli,Tasel,0.6012530193394601
Pacli,Trame,0.6011159145976609
Pacli,Trici,0.02880591745008984
Pacli,Trifl,0.2936300579864529
Pacli,Vemur,0.3175109893638038
Pacli,Vinor,0.8398348593127698
Pacli,Vorin,0.5765694505215796
Pacli,abema,0.547918445157007
Palbo,Rabus,0.5325279948391374
Palbo,Regor,0.5086161601820641
Palbo,Ruxol,0.382005812554857
Palbo,SB216,0.623174641922872
Palbo,SB505,0.4377941228205403
Palbo,SN-38,0.5936863307133289
Palbo,Sapit,0.43086078124870647
Palbo,Soraf,0.660154214290658
Palbo,Tanes,0.6478951615781101
Palbo,Tasel,0.45709889968365985
Palbo,Trame,0.5617413553611972
Palbo,Trici,0.6722832800368813
Palbo,Trifl,0.8542889920092173
Palbo,Vemur,0.4728235959530312
Palbo,Vinor,0.5776754116592147
Palbo,Vorin,0.6559864457019451
Palbo,abema,0.955842725652858
Rabus,Regor,0.4996857773823726
Rabus,Ruxol,0.40989267043384847
Rabus,SB216,0.3484291848226153
Rabus,SB505,0.40683331850647664
Rabus,SN-38,0.2987642544898669
Rabus,Sapit,0.531141903670751
Rabus,Soraf,0.5458331300652238
Rabus,Tanes,0.38961161797680544
Rabus,Tasel,0.5180978589194771
Rabus,Trame,0.5388958947849285
Rabus,Trici,0.07293315929172134
Rabus,Trifl,0.1688823458870957
Rabus,Vemur,0.33512379893813304
Rabus,Vinor,0.2647074826406381
Rabus,Vorin,0.4978025393268948
Rabus,abema,0.35059146358518184
Regor,Ruxol,0.2713752483690007
Regor,SB216,0.5591813880336798
Regor,SB505,0.3778100364394752
Regor,SN-38,0.25146091200049014
Regor,Sapit,0.5673230653477421
Regor,Soraf,0.8693409925421551
Regor,Tanes,0.5156144103182934
Regor,Tasel,0.7248203656516722
Regor,Trame,0.7914806338110238
Regor,Trici,0.10441318591526311
Regor,Trifl,-0.14082640482304698
Regor,Vemur,0.21927548096499289
Regor,Vinor,0.2850298113928333
Regor,Vorin,0.4037330348023881
Regor,abema,0.513370183724788
Ruxol,SB216,0.24087066085600145
Ruxol,SB505,0.20667206820622286
Ruxol,SN-38,0.13964462320401208
Ruxol,Sapit,-0.12663777192477915
Ruxol,Soraf,0.3148363999267052
Ruxol,Tanes,0.4728670843494558
Ruxol,Tasel,-0.15963986301150046
Ruxol,Trame,0.2960720315741972
Ruxol,Trici,0.06381808975797747
Ruxol,Trifl,0.16793275763779586
Ruxol,Vemur,0.1358631302990061
Ruxol,Vinor,0.04974487602123273
Ruxol,Vorin,0.49184593903792256
Ruxol,abema,0.40291972105172313
SB216,SB505,0.16708260226681304
SB216,SN-38,0.20376985538042566
SB216,Sapit,0.7626191298086216
SB216,Soraf,0.4762621899074271
SB216,Tanes,0.4673074464761559
SB216,Tasel,0.6652237903177128
SB216,Trame,0.5465184799143041
SB216,Trici,0.209221319575149
SB216,Trifl,0.07465003572155171
SB216,Vemur,0.5460697958427568
SB216,Vinor,0.43149165215461605
SB216,Vorin,0.5815580810029471
SB216,abema,0.6405545341057551
SB505,SN-38,0.6014608719489142
SB505,Sapit,-0.01977249106854315
SB505,Soraf,0.5953992848767911
SB505,Tanes,0.6634658022845336
SB505,Tasel,0.27494543041410735
SB505,Trame,0.6545092830080261
SB505,Trici,0.03855175290260813
SB505,Trifl,0.3313506982304719
SB505,Vemur,0.3973028753897182
SB505,Vinor,0.5736556029025339
SB505,Vorin,0.37117590463042616
SB505,abema,0.4266044443121583
SN-38,Sapit,0.11088320847608925
SN-38,Soraf,0.4275470788819422
SN-38,Tanes,0.7441176745688745
SN-38,Tasel,0.2721833177256494
SN-38,Trame,0.36224038443812434
SN-38,Trici,0.5387842138653915
SN-38,Trifl,0.7753388877024179
SN-38,Vemur,0.4176486427760527
SN-38,Vinor,0.6743475879428246
SN-38,Vorin,0.529305386526696
SN-38,abema,0.5136227607208427
Sapit,Soraf,0.4227716920157186
Sapit,Tanes,0.3596938046745672
Sapit,Tasel,0.8859269765378398
Sapit,Trame,0.47819133918335255
Sapit,Trici,0.11816536620319001
Sapit,Trifl,-0.18398383735995688
Sapit,Vemur,0.2843757597524739
Sapit,Vinor,0.3265916940688056
Sapit,Vorin,0.47003684085421044
Sapit,abema,0.5027607856992142
Soraf,Tanes,0.7128080516981191
Soraf,Tasel,0.6384502053013429
Soraf,Trame,0.7188693779253857
Soraf,Trici,0.10752154383374438
Soraf,Trifl,0.2911464657146443
Soraf,Vemur,0.6299804410177874
Soraf,Vinor,0.48348354490103107
Soraf,Vorin,0.5806493144523157
Soraf,abema,0.6211488147440222
Tanes,Tasel,0.4992053030915266
Tanes,Trame,0.7908893569769513
Tanes,Trici,0.3889292312019452
Tanes,Trifl,0.43459247627807845
Tanes,Vemur,0.5438455743944054
Tanes,Vinor,0.6771087789671948
Tanes,Vorin,0.6792650361054037
Tanes,abema,0.6952769745743282
Tasel,Trame,0.6556617708683841
Tasel,Trici,0.09149684885429309
Tasel,Trifl,-0.14545683024530484
Tasel,Vemur,0.36348840244839153
Tasel,Vinor,0.44496637863358596
Tasel,Vorin,0.510033771784534
Tasel,abema,0.5440081585510396
Trame,Trici,0.18956579381831812
Trame,Trifl,0.31076236255567835
Trame,Vemur,0.23545695301211728
Trame,Vinor,0.45084163275052747
Trame,Vorin,0.5351510369227788
Trame,abema,0.6619913247735685
Trici,Trifl,0.7392728710801765
Trici,Vemur,-0.02983552740675117
Trici,Vinor,0.1838179220604641
Trici,Vorin,0.2736730186223811
Trici,abema,0.6881009894044053
Trifl,Vemur,0.2404296430685458
Trifl,Vinor,0.3776011788204108
Trifl,Vorin,0.3042262332336732
Trifl,abema,0.8247934865310985
Vemur,Vinor,0.3358329134840666
Vemur,Vorin,0.392625777286854
Vemur,abema,0.4066920779290393
Vinor,Vorin,0.7571609236670602
Vinor,abema,0.6776257309461873
Vorin,abema,0.7075608171267074
