drug_a,drug_b,s2,s3,cls_a,cls_b,pair_class
AZD4547,Paclitaxel,0.4181115516694414,0.26062796881727507,Other,Other,Other
AZD4547,Palbociclib (PD-0332991) HCl,0.10409260419306085,0.4255772873008545,Other,Other,Other
AZD4547,Phenformin HCl,-0.11879156671422693,0.19264274202300724,Other,Other,Other
AZD4547,Rabusertib (LY2603618),0.6378544255995635,0.43179840998038604,Other,Other,Other
AZD4547,Regorafenib (BAY 73-4506),0.5836560258114606,0.6396988839934568,Other,Other,Other
AZD4547,Ruxolitinib (INCB018424),0.09323439105911933,-0.15445572171551164,Other,Other,Other
AZD4547,SB216763,0.5942904723149215,0.2370787289055064,Other,Other,Other
AZD4547,SB505124,0.4594301548667596,0.4543379849955549,Other,Other,Other
AZD4547,SN-38,0.05157208229328181,0.5769622582984726,Other,Topo I inhibitor,Other
AZD4547,Sapitinib (AZD8931),0.5555942266709839,-0.140518807210525,Other,Other,Other
AZD4547,Sorafenib,0.7276974685684937,0.5526539995947387,Other,MAPK inhibitor,Other
AZD4547,Tanespimycin (17-AAG),0.48310355710796543,0.5785995844380488,Other,Other,Other
AZD4547,Taselisib (GDC 0032),0.5670601749978235,0.4639706914077867,Other,Other,Other
AZD4547,Temozolomide,0.29350783796828517,-0.14788920291506583,Other,Other,Other
AZD4547,Trametinib (GSK1120212),0.5888195789502653,0.455906252932871,Other,MAPK inhibitor,Other
AZD4547,Triciribine,-0.0016019509331577952,0.18023857537649143,Other,Other,Other
AZD4547,Trifluridine,-0.1439206857647146,0.35365153074400274,Other,Antimetabolite,Other
AZD4547,Veliparib (ABT-888),-0.21127878929761212,0.38175909282467396,Other,PARP inhibitor,Other
AZD4547,"Vemurafenib (PLX4032, RG7204)",0.4953162551920303,-0.25811272732061485,Other,MAPK inhibitor,Other
AZD4547,Vinorelbine Tartrate,0.25887993796550035,0.39565667862004184,Other,Other,Other
AZD4547,"Vorinostat (SAHA, MK0683)",0.34609648073759597,0.4256433566968202,Other,Other,Other
AZD4547,abemaciclib (LY2835219),0.12582775421622078,0.4228025462964508,Other,Other,Other
AZD7762,AZD8055,0.34936680412999843,0.2838801309666235,Other,Other,Other
AZD7762,Adavosertib （MK-1775）,0.7204717489761087,0.5883668410325831,Other,Other,Other
AZD7762,Afatinib (BIBW2992),0.7287393903331427,0.5798303957385665,Other,Other,Other
AZD7762,Alpelisib (BYL719),0.1591292674524678,0.38343197033468973,Other,Other,Other
AZD7762,BMS-754807,0.4126428949206166,0.7073937942682554,Other,Other,Other
AZD7762,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.192469401567498,0.44377928203535033,Other,MAPK inhibitor,Other
AZD7762,"Cobimetinib (GDC-0973, RG7420)",0.5095338405049383,0.5111447727943293,Other,MAPK inhibitor,Other
AZD7762,Crizotinib (PF-02341066),0.55550027325112,0.6991011402905826,Other,Other,Other
AZD7762,Dabrafenib (GSK2118436),0.1319112104749133,0.36625736059595165,Other,MAPK inhibitor,Other
AZD7762,Doramapimod (BIRB 796),-0.08380142972470746,0.050011296539080874,Other,MAPK inhibitor,Other
AZD7762,Encorafenib (LGX818),0.3571897937766052,0.4297720284427257,Other,MAPK inhibitor,Other
AZD7762,"Fluorouracil (5-Fluoracil, 5-FU)",0.22044376474994382,0.4990811494159483,Other,Antimetabolite,Other
AZD7762,Gefitinib (ZD1839),0.3980919103458884,0.5754332797196641,Other,Other,Other
AZD7762,Gemcitabine,0.25616109706120394,0.6884139493811183,Other,Antimetabolite,Other
AZD7762,LGK-974,0.16156489358333131,0.04295895372136119,Other,Other,Other
AZD7762,Linsitinib (OSI-906),-0.22736049835641375,0.38334975620974204,Other,Other,Other
AZD7762,MK-2206 2HCl,0.43889676712731723,0.38520006746460506,Other,Other,Other
AZD7762,Miglitol,-0.04978069428991928,-0.16084807327601477,Other,Other,Other
AZD7762,Navitoclax (ABT-263),-0.03370659074999121,0.1564470625332395,Other,Other,Other
AZD7762,Nutlin-3,0.2848321028428132,0.4430518790573907,Other,MDM2 inhibitor,Other
AZD7762,"Olaparib (AZD2281, Ku-0059436)",0.14750971975760407,0.18312725098901358,Other,PARP inhibitor,Other
AZD7762,Oxaliplatin,0.40688416914505715,0.5973195812475085,Other,Other,Other
AZD7762,PD0325901,0.39397560749817145,0.6146582579922045,Other,MAPK inhibitor,Other
AZD7762,PI-103,0.27971549372524906,0.2704687797635898,Other,Other,Other
AZD7762,Paclitaxel,0.619633860258953,0.418481192677157,Other,Other,Other
AZD7762,Palbociclib (PD-0332991) HCl,0.13165750520656155,0.40084527243034795,Other,Other,Other
AZD7762,Phenformin HCl,0.038912545280356335,0.24558756644821045,Other,Other,Other
AZD7762,Rabusertib (LY2603618),0.4063744870990016,0.2547915102792656,Other,Other,Other
AZD7762,Regorafenib (BAY 73-4506),0.17355427766820047,0.5598100589312135,Other,Other,Other
AZD7762,Ruxolitinib (INCB018424),0.11863977502365189,-0.15906335412318381,Other,Other,Other
AZD7762,SB216763,0.2853330295288495,0.0966423083267991,Other,Other,Other
AZD7762,SB505124,0.666064758989473,0.36815763412688024,Other,Other,Other
AZD7762,SN-38,0.2724286672445743,0.7476772088038688,Other,Topo I inhibitor,Other
AZD7762,Sapitinib (AZD8931),0.18194835278070529,0.002145050520143576,Other,Other,Other
AZD7762,Sorafenib,0.5345654108100295,0.44463943214573165,Other,MAPK inhibitor,Other
AZD7762,Tanespimycin (17-AAG),0.5636873813486988,0.5078726370695905,Other,Other,Other
AZD7762,Taselisib (GDC 0032),0.32032406935337854,0.4330579375123732,Other,Other,Other
AZD7762,Temozolomide,0.25755910404640703,-0.1950329751554641,Other,Other,Other
AZD7762,Trametinib (GSK1120212),0.4787955624052157,0.41826646703568676,Other,MAPK inhibitor,Other
AZD7762,Triciribine,0.003621210705500069,0.23572230619918416,Other,Other,Other
AZD7762,Trifluridine,0.09334953802284725,0.5062680415947263,Other,Antimetabolite,Other
AZD7762,Veliparib (ABT-888),0.04998316181627997,0.26785220215183164,Other,PARP inhibitor,Other
AZD7762,"Vemurafenib (PLX4032, RG7204)",0.4261354655107575,-0.20434592773491173,Other,MAPK inhibitor,Other
AZD7762,Vinorelbine Tartrate,0.396167738034463,0.6038353355459348,Other,Other,Other
AZD7762,"Vorinostat (SAHA, MK0683)",0.10337574611261027,0.5782204056804434,Other,Other,Other
AZD7762,abemaciclib (LY2835219),0.12055056859266065,0.3695701779294986,Other,Other,Other
AZD8055,Adavosertib （MK-1775）,0.3835475181781253,0.43900331841893026,Other,Other,Other
AZD8055,Afatinib (BIBW2992),0.43776412521479885,0.37682813408293847,Other,Other,Other
AZD8055,Alpelisib (BYL719),0.808270897563967,0.7640844855881513,Other,Other,Other
AZD8055,BMS-754807,0.3330353055571159,-0.09484271990425339,Other,Other,Other
AZD8055,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.566930615877616,0.5545295417755634,Other,MAPK inhibitor,Other
AZD8055,"Cobimetinib (GDC-0973, RG7420)",0.44249160727608505,0.539623693650721,Other,MAPK inhibitor,Other
AZD8055,Crizotinib (PF-02341066),0.12528330848812325,0.04768057004827975,Other,Other,Other
AZD8055,Dabrafenib (GSK2118436),0.5480256994333729,0.6558518824527342,Other,MAPK inhibitor,Other
AZD8055,Doramapimod (BIRB 796),-0.11739264022526906,0.32997785440605326,Other,MAPK inhibitor,Other
AZD8055,Encorafenib (LGX818),0.7452297628896495,0.6358613406171023,Other,MAPK inhibitor,Other
AZD8055,"Fluorouracil (5-Fluoracil, 5-FU)",-0.1145423073894111,0.08345370492789507,Other,Antimetabolite,Other
AZD8055,Gefitinib (ZD1839),0.4922274997600488,0.5111867840374461,Other,Other,Other
AZD8055,Gemcitabine,-0.12192388233825474,-0.02617627085725159,Other,Antimetabolite,Other
AZD8055,LGK-974,-0.06464896506218074,-0.2467391191314746,Other,Other,Other
AZD8055,Linsitinib (OSI-906),0.12030350749382335,0.6904142043416189,Other,Other,Other
AZD8055,MK-2206 2HCl,0.40199997306177543,0.3968142286615115,Other,Other,Other
AZD8055,Miglitol,-0.04199828698037392,0.20594300730775092,Other,Other,Other
AZD8055,Navitoclax (ABT-263),0.34300195228605274,0.7075534101661389,Other,Other,Other
AZD8055,Nutlin-3,-0.09540241479984694,-0.13324485866595265,Other,MDM2 inhibitor,Other
AZD8055,"Olaparib (AZD2281, Ku-0059436)",-0.24361090292556933,-0.15950865958847002,Other,PARP inhibitor,Other
AZD8055,Oxaliplatin,0.2854261377634334,0.3894778807750423,Other,Other,Other
AZD8055,PD0325901,0.5956857852458236,0.562883240104876,Other,MAPK inhibitor,Other
AZD8055,PI-103,0.9243640458385375,0.7891864845034421,Other,Other,Other
AZD8055,Paclitaxel,0.6211471144433179,0.3427547255246412,Other,Other,Other
AZD8055,Palbociclib (PD-0332991) HCl,-0.2022085803812021,-0.21397515994534702,Other,Other,Other
AZD8055,Phenformin HCl,-0.2597079254832605,0.1399470710394033,Other,Other,Other
AZD8055,Rabusertib (LY2603618),0.11820453239107115,0.20897039846571078,Other,Other,Other
AZD8055,Regorafenib (BAY 73-4506),0.5620267083809055,0.34821471798707426,Other,Other,Other
AZD8055,Ruxolitinib (INCB018424),-0.16765366421507602,0.1766164191865947,Other,Other,Other
AZD8055,SB216763,0.29871585683559276,0.46685016796050277,Other,Other,Other
AZD8055,SB505124,0.47461432717138213,0.18896510462023017,Other,Other,Other
AZD8055,SN-38,-0.08318947281585476,0.07126803266163782,Other,Topo I inhibitor,Other
AZD8055,Sapitinib (AZD8931),0.546302933081262,-0.18164656998250855,Other,Other,Other
AZD8055,Sorafenib,0.5269125712058842,0.35261065912343253,Other,MAPK inhibitor,Other
AZD8055,Tanespimycin (17-AAG),0.3170764169622554,0.5301585263658458,Other,Other,Other
AZD8055,Taselisib (GDC 0032),0.7635842698662761,0.7219103777894308,Other,Other,Other
AZD8055,Temozolomide,0.277734207809334,0.1233634831296774,Other,Other,Other
AZD8055,Trametinib (GSK1120212),0.4983622961560509,0.5954944117262918,Other,MAPK inhibitor,Other
AZD8055,Triciribine,-0.32892198209654044,-0.3715583995854937,Other,Other,Other
AZD8055,Trifluridine,-0.3142802925221652,-0.17486735148332752,Other,Antimetabolite,Other
AZD8055,Veliparib (ABT-888),-0.21377080635264353,-0.10469954699002376,Other,PARP inhibitor,Other
AZD8055,"Vemurafenib (PLX4032, RG7204)",0.20947123432034143,-0.21798788637871233,Other,MAPK inhibitor,Other
AZD8055,Vinorelbine Tartrate,0.5168076592525395,0.24740252748964234,Other,Other,Other
AZD8055,"Vorinostat (SAHA, MK0683)",-0.04605227084694493,0.09220786773297165,Other,Other,Other
AZD8055,abemaciclib (LY2835219),-0.20157925271816896,-0.18201838484741836,Other,Other,Other
Adavosertib （MK-1775）,Afatinib (BIBW2992),0.8003886274037864,0.5716645444112624,Other,Other,Other
Adavosertib （MK-1775）,Alpelisib (BYL719),0.2999967895990163,0.4303918496903669,Other,Other,Other
Adavosertib （MK-1775）,BMS-754807,0.6297048109303838,0.2826626566020215,Other,Other,Other
Adavosertib （MK-1775）,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.2718543305920441,0.5705556123975288,Other,MAPK inhibitor,Other
Adavosertib （MK-1775）,"Cobimetinib (GDC-0973, RG7420)",0.5796430226449708,0.5537379522081373,Other,MAPK inhibitor,Other
Adavosertib （MK-1775）,Crizotinib (PF-02341066),0.6318622857352386,0.3677266629927278,Other,Other,Other
Adavosertib （MK-1775）,Dabrafenib (GSK2118436),0.17896208979813083,0.2885757364676342,Other,MAPK inhibitor,Other
Adavosertib （MK-1775）,Doramapimod (BIRB 796),-0.19717655403835263,0.18835315428553004,Other,MAPK inhibitor,Other
Adavosertib （MK-1775）,Encorafenib (LGX818),0.5452267139880227,0.47404690970641694,Other,MAPK inhibitor,Other
Adavosertib （MK-1775）,"Fluorouracil (5-Fluoracil, 5-FU)",0.2959419451545357,0.4936901102374615,Other,Antimetabolite,Other
Adavosertib （MK-1775）,Gefitinib (ZD1839),0.39379491656043664,0.3216624658410962,Other,Other,Other
Adavosertib （MK-1775）,Gemcitabine,0.303741273940713,0.4667986287766951,Other,Antimetabolite,Other
Adavosertib （MK-1775）,LGK-974,0.18249702610359028,-0.17469213381088247,Other,Other,Other
Adavosertib （MK-1775）,Linsitinib (OSI-906),-0.2537269315360604,0.4185822064178055,Other,Other,Other
Adavosertib （MK-1775）,MK-2206 2HCl,0.37653386791983706,0.3671532594856272,Other,Other,Other
Adavosertib （MK-1775）,Miglitol,0.027247559027247528,0.0971243543351706,Other,Other,Other
Adavosertib （MK-1775）,Navitoclax (ABT-263),-0.18342866120775003,0.2719861368774255,Other,Other,Other
Adavosertib （MK-1775）,Nutlin-3,0.5434550535221323,0.4279503582543041,Other,MDM2 inhibitor,Other
Adavosertib （MK-1775）,"Olaparib (AZD2281, Ku-0059436)",0.226899362579677,0.22080422061742372,Other,PARP inhibitor,Other
Adavosertib （MK-1775）,Oxaliplatin,0.6387658543681242,0.7145495221861432,Other,Other,Other
Adavosertib （MK-1775）,PD0325901,0.47732823431356564,0.47075781860543825,Other,MAPK inhibitor,Other
Adavosertib （MK-1775）,PI-103,0.4033719289802486,0.3005873892133569,Other,Other,Other
Adavosertib （MK-1775）,Paclitaxel,0.7545202681626098,0.6539036959381966,Other,Other,Other
Adavosertib （MK-1775）,Palbociclib (PD-0332991) HCl,0.2571210456294741,0.16044670655443988,Other,Other,Other
Adavosertib （MK-1775）,Phenformin HCl,0.05188252968999071,0.1969518422821867,Other,Other,Other
Adavosertib （MK-1775）,Rabusertib (LY2603618),0.35489052447981845,0.45054854931670435,Other,Other,Other
Adavosertib （MK-1775）,Regorafenib (BAY 73-4506),0.2301761248612845,0.19938762352309558,Other,Other,Other
Adavosertib （MK-1775）,Ruxolitinib (INCB018424),0.08495532187708614,-0.07775302142422522,Other,Other,Other
Adavosertib （MK-1775）,SB216763,0.4392790417204344,0.36628050999810075,Other,Other,Other
Adavosertib （MK-1775）,SB505124,0.6382395957775845,0.23342327856895587,Other,Other,Other
Adavosertib （MK-1775）,SN-38,0.49387869442431714,0.60958493561549,Other,Topo I inhibitor,Other
Adavosertib （MK-1775）,Sapitinib (AZD8931),0.36865226280498914,-0.07519596640219275,Other,Other,Other
Adavosertib （MK-1775）,Sorafenib,0.6562606145415044,0.09610326147727784,Other,MAPK inhibitor,Other
Adavosertib （MK-1775）,Tanespimycin (17-AAG),0.8278833883610064,0.5978667968388618,Other,Other,Other
Adavosertib （MK-1775）,Taselisib (GDC 0032),0.5098095906404999,0.4672585963882626,Other,Other,Other
Adavosertib （MK-1775）,Temozolomide,0.38801991573034456,-0.03503032408565953,Other,Other,Other
Adavosertib （MK-1775）,Trametinib (GSK1120212),0.5479650156448541,0.574440712647964,Other,MAPK inhibitor,Other
Adavosertib （MK-1775）,Triciribine,0.1286851358155221,0.05100448490269115,Other,Other,Other
Adavosertib （MK-1775）,Trifluridine,0.13058325181369573,0.3961839103984469,Other,Antimetabolite,Other
Adavosertib （MK-1775）,Veliparib (ABT-888),0.0876732769103231,-0.020562857795049797,Other,PARP inhibitor,Other
Adavosertib （MK-1775）,"Vemurafenib (PLX4032, RG7204)",0.5378401971243981,0.06630191148527946,Other,MAPK inhibitor,Other
Adavosertib （MK-1775）,Vinorelbine Tartrate,0.6419714203002163,0.7614035241161555,Other,Other,Other
Adavosertib （MK-1775）,"Vorinostat (SAHA, MK0683)",0.16860643884914298,0.47386410256789846,Other,Other,Other
Adavosertib （MK-1775）,abemaciclib (LY2835219),0.23641156703935026,0.05714783527014876,Other,Other,Other
Afatinib (BIBW2992),Alpelisib (BYL719),0.42320740242300603,0.5564067665767691,Other,Other,Other
Afatinib (BIBW2992),BMS-754807,0.6085873146829353,0.2375433741558969,Other,Other,Other
Afatinib (BIBW2992),"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.36100108812259163,0.5502847018883642,Other,MAPK inhibitor,Other
Afatinib (BIBW2992),"Cobimetinib (GDC-0973, RG7420)",0.4815785110882533,0.7037867973948195,Other,MAPK inhibitor,Other
Afatinib (BIBW2992),Crizotinib (PF-02341066),0.7053713663553088,0.7230387827995,Other,Other,Other
Afatinib (BIBW2992),Dabrafenib (GSK2118436),0.3588035957745089,0.40781060975771644,Other,MAPK inhibitor,Other
Afatinib (BIBW2992),Doramapimod (BIRB 796),-0.23917376174598348,0.011274371030708627,Other,MAPK inhibitor,Other
Afatinib (BIBW2992),Encorafenib (LGX818),0.6614785290893436,0.6455701070904353,Other,MAPK inhibitor,Other
Afatinib (BIBW2992),"Fluorouracil (5-Fluoracil, 5-FU)",0.004560343482493379,0.4454234817860678,Other,Antimetabolite,Other
Afatinib (BIBW2992),Gefitinib (ZD1839),0.5306782324368323,0.5615445190662418,Other,Other,Other
Afatinib (BIBW2992),Gemcitabine,0.05750692028768971,0.4270119187114924,Other,Antimetabolite,Other
Afatinib (BIBW2992),LGK-974,0.054939243950478896,0.009937787943045305,Other,Other,Other
Afatinib (BIBW2992),Linsitinib (OSI-906),-0.27814742260178077,0.544174197632245,Other,Other,Other
Afatinib (BIBW2992),MK-2206 2HCl,0.5207970335191913,0.6436793134869974,Other,Other,Other
Afatinib (BIBW2992),Miglitol,0.021452018715969006,-0.2517730168096775,Other,Other,Other
Afatinib (BIBW2992),Navitoclax (ABT-263),-0.27748631249349787,0.3395031692866668,Other,Other,Other
Afatinib (BIBW2992),Nutlin-3,0.43100590752059914,0.15713959582590295,Other,MDM2 inhibitor,Other
Afatinib (BIBW2992),"Olaparib (AZD2281, Ku-0059436)",-0.005274533493369608,-0.10799849534343135,Other,PARP inhibitor,Other
Afatinib (BIBW2992),Oxaliplatin,0.4461337739115274,0.33112791890763427,Other,Other,Other
Afatinib (BIBW2992),PD0325901,0.44051568773404365,0.7602551004788548,Other,MAPK inhibitor,Other
Afatinib (BIBW2992),PI-103,0.4981626541213926,0.44183369539979606,Other,Other,Other
Afatinib (BIBW2992),Paclitaxel,0.6304603780788129,0.5447332014804919,Other,Other,Other
Afatinib (BIBW2992),Palbociclib (PD-0332991) HCl,0.09758627870539895,0.21957440673221829,Other,Other,Other
Afatinib (BIBW2992),Phenformin HCl,-0.022392173667813854,0.09510445325748804,Other,Other,Other
Afatinib (BIBW2992),Rabusertib (LY2603618),0.44286591578532275,0.3349085118076974,Other,Other,Other
Afatinib (BIBW2992),Regorafenib (BAY 73-4506),0.35494994194386453,0.5094120443780822,Other,Other,Other
Afatinib (BIBW2992),Ruxolitinib (INCB018424),-0.0016351248826279605,-0.3184510935703912,Other,Other,Other
Afatinib (BIBW2992),SB216763,0.596616577478508,0.0766206116693659,Other,Other,Other
Afatinib (BIBW2992),SB505124,0.49635101679097604,0.2545845961268108,Other,Other,Other
Afatinib (BIBW2992),SN-38,0.25369272350148103,0.44427691494630195,Other,Topo I inhibitor,Other
Afatinib (BIBW2992),Sapitinib (AZD8931),0.5745337279860967,-0.007085453263190348,Other,Other,Other
Afatinib (BIBW2992),Sorafenib,0.7012685104993899,0.46173397320582554,Other,MAPK inhibitor,Other
Afatinib (BIBW2992),Tanespimycin (17-AAG),0.7507457765364647,0.6868551445404986,Other,Other,Other
Afatinib (BIBW2992),Taselisib (GDC 0032),0.6573521495038803,0.591291131801025,Other,Other,Other
Afatinib (BIBW2992),Temozolomide,0.3474318377534827,-0.2601619317415381,Other,Other,Other
Afatinib (BIBW2992),Trametinib (GSK1120212),0.43324971230253284,0.4887500979691546,Other,MAPK inhibitor,Other
Afatinib (BIBW2992),Triciribine,0.007368683638110468,0.058167330623193354,Other,Other,Other
Afatinib (BIBW2992),Trifluridine,-0.04683502240964399,0.15323221034489498,Other,Antimetabolite,Other
Afatinib (BIBW2992),Veliparib (ABT-888),-0.13929177785911975,0.06755256279408632,Other,PARP inhibitor,Other
Afatinib (BIBW2992),"Vemurafenib (PLX4032, RG7204)",0.5951125964505624,-0.16327051105434184,Other,MAPK inhibitor,Other
Afatinib (BIBW2992),Vinorelbine Tartrate,0.4307871928564895,0.3553267264437573,Other,Other,Other
Afatinib (BIBW2992),"Vorinostat (SAHA, MK0683)",0.152280656083832,0.2877616642890823,Other,Other,Other
Afatinib (BIBW2992),abemaciclib (LY2835219),0.10358317455462676,0.24923687954945312,Other,Other,Other
Alpelisib (BYL719),BMS-754807,0.34922506160562655,0.0484054415295754,Other,Other,Other
Alpelisib (BYL719),"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.686718266207935,0.5419586563843638,Other,MAPK inhibitor,Other
Alpelisib (BYL719),"Cobimetinib (GDC-0973, RG7420)",0.2620120589502725,0.6720091640250304,Other,MAPK inhibitor,Other
Alpelisib (BYL719),Crizotinib (PF-02341066),0.07422243601094342,0.3024407436383667,Other,Other,Other
Alpelisib (BYL719),Dabrafenib (GSK2118436),0.723547959816458,0.7069825566441789,Other,MAPK inhibitor,Other
Alpelisib (BYL719),Doramapimod (BIRB 796),-0.1728991202659396,0.057575521876103895,Other,MAPK inhibitor,Other
Alpelisib (BYL719),Encorafenib (LGX818),0.791535151326475,0.7303947801767948,Other,MAPK inhibitor,Other
Alpelisib (BYL719),"Fluorouracil (5-Fluoracil, 5-FU)",-0.3166660646112607,0.23480809245330617,Other,Antimetabolite,Other
Alpelisib (BYL719),Gefitinib (ZD1839),0.4396121664351191,0.6440850045258166,Other,Other,Other
Alpelisib (BYL719),Gemcitabine,-0.2380120788281046,0.1123739880832992,Other,Antimetabolite,Other
Alpelisib (BYL719),LGK-974,-0.21947636756011998,-0.07139887024045617,Other,Other,Other
Alpelisib (BYL719),Linsitinib (OSI-906),0.14837405209362453,0.7421870163318703,Other,Other,Other
Alpelisib (BYL719),MK-2206 2HCl,0.3095086140990723,0.473404293090609,Other,Other,Other
Alpelisib (BYL719),Miglitol,0.1307408528213173,-0.15948251681892445,Other,Other,Other
Alpelisib (BYL719),Navitoclax (ABT-263),0.22660705361646571,0.8025130420418303,Other,Other,Other
Alpelisib (BYL719),Nutlin-3,0.00047308460821252204,-0.1244092423599025,Other,MDM2 inhibitor,Other
Alpelisib (BYL719),"Olaparib (AZD2281, Ku-0059436)",-0.3069304430437316,-0.34048621280596475,Other,PARP inhibitor,Other
Alpelisib (BYL719),Oxaliplatin,0.18112128610163922,0.403665592702498,Other,Other,Other
Alpelisib (BYL719),PD0325901,0.4935181842008964,0.6956853519199447,Other,MAPK inhibitor,Other
Alpelisib (BYL719),PI-103,0.9106172651222625,0.8167652252112654,Other,Other,Other
Alpelisib (BYL719),Paclitaxel,0.43262320768906504,0.37486367594679226,Other,Other,Other
Alpelisib (BYL719),Palbociclib (PD-0332991) HCl,-0.14927173489930223,-0.033495231738011666,Other,Other,Other
Alpelisib (BYL719),Phenformin HCl,-0.213080566723645,0.024655442604255128,Other,Other,Other
Alpelisib (BYL719),Rabusertib (LY2603618),-0.025868424793430284,0.15455035440731718,Other,Other,Other
Alpelisib (BYL719),Regorafenib (BAY 73-4506),0.6599992892440817,0.5609788835743375,Other,Other,Other
Alpelisib (BYL719),Ruxolitinib (INCB018424),-0.21573661687923099,-0.16274899487184427,Other,Other,Other
Alpelisib (BYL719),SB216763,0.4585062601420762,0.21045962607979632,Other,Other,Other
Alpelisib (BYL719),SB505124,0.13747572545961922,0.20418106715828754,Other,Other,Other
Alpelisib (BYL719),SN-38,-0.16156518407189507,0.2102264877681134,Other,Topo I inhibitor,Other
Alpelisib (BYL719),Sapitinib (AZD8931),0.8261135301091821,-0.09317183291621754,Other,Other,Other
Alpelisib (BYL719),Sorafenib,0.45128369450567757,0.6553952347147907,Other,MAPK inhibitor,Other
Alpelisib (BYL719),Tanespimycin (17-AAG),0.2903943936704413,0.5560090992859994,Other,Other,Other
Alpelisib (BYL719),Taselisib (GDC 0032),0.8585360022286483,0.723034457960434,Other,Other,Other
Alpelisib (BYL719),Temozolomide,0.33420740002700555,-0.2084936384996412,Other,Other,Other
Alpelisib (BYL719),Trametinib (GSK1120212),0.31501276779698606,0.48531926301682515,Other,MAPK inhibitor,Other
Alpelisib (BYL719),Triciribine,-0.1862809567871382,-0.2557982116884226,Other,Other,Other
Alpelisib (BYL719),Trifluridine,-0.3524975888865859,-0.18098327887367993,Other,Antimetabolite,Other
Alpelisib (BYL719),Veliparib (ABT-888),-0.2511090442926336,0.025662728579871234,Other,PARP inhibitor,Other
Alpelisib (BYL719),"Vemurafenib (PLX4032, RG7204)",0.05831273814759352,-0.28993594223680924,Other,MAPK inhibitor,Other
Alpelisib (BYL719),Vinorelbine Tartrate,0.30156278901656447,0.22283905895996844,Other,Other,Other
Alpelisib (BYL719),"Vorinostat (SAHA, MK0683)",-0.060736106185357366,0.16416225458696593,Other,Other,Other
Alpelisib (BYL719),abemaciclib (LY2835219),-0.11081200962555751,0.06735490957978733,Other,Other,Other
BMS-754807,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.36722801360748514,0.09609765157323555,Other,MAPK inhibitor,Other
BMS-754807,"Cobimetinib (GDC-0973, RG7420)",0.40523787268056066,0.0961991260827349,Other,MAPK inhibitor,Other
BMS-754807,Crizotinib (PF-02341066),0.6420546156094762,0.4978117226076762,Other,Other,Other
BMS-754807,Dabrafenib (GSK2118436),0.2420886104635364,0.07560023628392827,Other,MAPK inhibitor,Other
BMS-754807,Doramapimod (BIRB 796),-0.14926570258764998,-0.06386640868089964,Other,MAPK inhibitor,Other
BMS-754807,Encorafenib (LGX818),0.5740785575478591,0.006376516562805634,Other,MAPK inhibitor,Other
BMS-754807,"Fluorouracil (5-Fluoracil, 5-FU)",0.30534553681545556,0.5835494335425699,Other,Antimetabolite,Other
BMS-754807,Gefitinib (ZD1839),0.29268422660544835,0.25011062023267666,Other,Other,Other
BMS-754807,Gemcitabine,0.304379896989766,0.7285780012327646,Other,Antimetabolite,Other
BMS-754807,LGK-974,0.14423324908864132,0.009754947047775341,Other,Other,Other
BMS-754807,Linsitinib (OSI-906),-0.20185406268626896,0.04820766596639415,Other,Other,Other
BMS-754807,MK-2206 2HCl,0.22168517206131905,0.05409875058291125,Other,Other,Other
BMS-754807,Miglitol,0.05701485146863597,-0.11159362892527928,Other,Other,Other
BMS-754807,Navitoclax (ABT-263),-0.18836996062962233,-0.09483077586743814,Other,Other,Other
BMS-754807,Nutlin-3,0.637873212352678,0.6302262072373167,Other,MDM2 inhibitor,Other
BMS-754807,"Olaparib (AZD2281, Ku-0059436)",0.38331823103276197,0.33525547857190513,Other,PARP inhibitor,Other
BMS-754807,Oxaliplatin,0.5862739270133169,0.41835233857087095,Other,Other,Other
BMS-754807,PD0325901,0.44977218596830554,0.23516313655448917,Other,MAPK inhibitor,Other
BMS-754807,PI-103,0.408524873924205,-0.054359288346860456,Other,Other,Other
BMS-754807,Paclitaxel,0.6121401392858924,0.13660140718577232,Other,Other,Other
BMS-754807,Palbociclib (PD-0332991) HCl,0.34528474370718304,0.5576739069227524,Other,Other,Other
BMS-754807,Phenformin HCl,-0.05265509117752291,0.09046202868154632,Other,Other,Other
BMS-754807,Rabusertib (LY2603618),0.21657416778499658,0.10075992369920592,Other,Other,Other
BMS-754807,Regorafenib (BAY 73-4506),0.2946096197058261,0.3333599747911762,Other,Other,Other
BMS-754807,Ruxolitinib (INCB018424),0.00680434403116147,-0.06114918876916336,Other,Other,Other
BMS-754807,SB216763,0.5929046332788926,-0.03203103902338803,Other,Other,Other
BMS-754807,SB505124,0.4295038264316509,0.2771435549249408,Other,Other,Other
BMS-754807,SN-38,0.237713671873819,0.8176900305891508,Other,Topo I inhibitor,Other
BMS-754807,Sapitinib (AZD8931),0.4663507861526982,-0.05534811912985401,Other,Other,Other
BMS-754807,Sorafenib,0.4526292919530515,0.16415526807151024,Other,MAPK inhibitor,Other
BMS-754807,Tanespimycin (17-AAG),0.593490919312253,0.14286418016273503,Other,Other,Other
