Drug1,Drug2,Similarity
AZD45,Afati,0.6906228349049307
AZD45,Alpel,0.5580017959401782
AZD45,BMS-7,0.6686480621824019
AZD45,Binim,0.6537477141958019
AZD45,Borte,0.3522985892042778
AZD45,Cobim,0.5641904526709385
AZD45,Crizo,0.6817768906641797
AZD45,Dabra,0.6224581722872281
AZD45,Encor,0.7138889225468067
AZD45,Fluor,0.3825166435349202
AZD45,Gefit,0.7331611587716957
AZD45,Gemci,0.5626971591158019
AZD45,MK-22,0.32851028646342784
AZD45,Nutli,0.3515453893888093
AZD45,Olapa,0.15609225483217024
AZD45,Oxali,0.4342406912589507
AZD45,PD032,0.7028272216480941
AZD45,PI-10,0.4482183941387282
AZD45,Pacli,0.588625392565874
AZD45,Palbo,0.3608947893535157
AZD45,Regor,0.640164281052052
AZD45,SB505,0.43965989450606724
AZD45,SN-38,0.5983882632116504
AZD45,Soraf,0.6954213261406732
AZD45,Tanes,0.6147059099380685
AZD45,Tasel,0.617683468195305
AZD45,Trame,0.5552368305927657
AZD45,Trifl,0.44777455924208
AZD45,Velip,0.33733315590924257
AZD45,Vinor,0.40579778358326457
AZD45,Vorin,0.5177168346267988
AZD45,abema,0.5167243502058074
AZD77,AZD80,0.4517422759420542
AZD77,Adavo,0.7217696672856758
AZD77,Afati,0.6478728048697957
AZD77,Alpel,0.5166386094866402
AZD77,BMS-7,0.6659771188057587
AZD77,Binim,0.6306228710568962
AZD77,Borte,0.6130590096804619
AZD77,Cobim,0.5403172813223203
AZD77,Crizo,0.6509379108568576
AZD77,Dabra,0.7512712334745781
AZD77,Encor,0.6503514427424453
AZD77,Fluor,0.4697901711894634
AZD77,Gefit,0.7111096238898911
AZD77,Gemci,0.6917894018625406
AZD77,MK-22,0.35164331207767713
AZD77,Nutli,0.4934854035268561
AZD77,Olapa,0.18718622481188085
AZD77,Oxali,0.5701987257122799
AZD77,PD032,0.6557627870333591
AZD77,PI-10,0.5794911321692785
AZD77,Pacli,0.5750549837467207
AZD77,Palbo,0.38989163419207934
AZD77,Regor,0.7734384919784494
AZD77,SB505,0.5825305794801617
AZD77,SN-38,0.7347312478559309
AZD77,Soraf,0.7247805893304959
AZD77,Tanes,0.6823329513303507
AZD77,Tasel,0.602367165363044
AZD77,Trame,0.5387155425580505
AZD77,Trifl,0.6304325194625797
AZD77,Velip,0.4996666391365846
AZD77,Vinor,0.6264919764120911
AZD77,Vorin,0.6677844078691255
AZD77,abema,0.48574214694825923
AZD80,Adavo,0.6966963791683122
AZD80,Afati,0.6916089554556993
AZD80,Alpel,0.7813108798723187
AZD80,BMS-7,0.4140355522999102
AZD80,Binim,0.6928924121105018
AZD80,Borte,0.13527582447819853
AZD80,Cobim,0.6879291264630258
AZD80,Crizo,0.13433956717666873
AZD80,Dabra,0.6740030489089216
AZD80,Encor,0.6846166587796217
AZD80,Fluor,0.07606907247352797
AZD80,Gefit,0.5640135668207181
AZD80,Gemci,0.2265061765755546
AZD80,MK-22,0.4578109360705618
AZD80,Nutli,-0.028665580174646786
AZD80,Olapa,0.06259173013468369
AZD80,Oxali,0.54152383521898
AZD80,PD032,0.6769419809993822
AZD80,PI-10,0.7752427540686628
AZD80,Pacli,0.5762135622316575
AZD80,Palbo,-0.17192366057707031
AZD80,Regor,0.4819630153702196
AZD80,SB505,0.27331827340303017
AZD80,SN-38,0.41655746896176443
AZD80,Soraf,0.6395902016989858
AZD80,Tanes,0.5612331748393504
AZD80,Tasel,0.7979163376250236
AZD80,Trame,0.6868729055168608
AZD80,Trifl,0.014060388563667758
AZD80,Velip,0.07233812126772363
AZD80,Vinor,0.29196789033238146
AZD80,Vorin,0.33122779539473424
AZD80,abema,0.10367308089671198
Adavo,Afati,0.6107847933115659
Adavo,Alpel,0.5417427222702538
Adavo,BMS-7,0.7649755656275439
Adavo,Binim,0.5675001971063721
Adavo,Borte,0.7215304102140293
Adavo,Cobim,0.5711234004043415
Adavo,Crizo,0.5915667741130678
Adavo,Dabra,0.6048852239948451
Adavo,Encor,0.5058802798322057
Adavo,Fluor,0.5531266038576883
Adavo,Gefit,0.5058427365774385
Adavo,Gemci,0.7347754233280065
Adavo,MK-22,0.3474908093251749
Adavo,Nutli,0.602951387695543
Adavo,Olapa,0.46569528523440457
Adavo,Oxali,0.7277574062685437
Adavo,PD032,0.6094018152706719
Adavo,PI-10,0.5070574782687104
Adavo,Pacli,0.8107001963512752
Adavo,Palbo,0.36384917056312216
Adavo,Regor,0.42905127914468566
Adavo,SB505,0.600535239899727
Adavo,SN-38,0.8345002206315308
Adavo,Soraf,0.6163710951183949
Adavo,Tanes,0.5810628730825171
Adavo,Tasel,0.6897694890987836
Adavo,Trame,0.6679167038046182
Adavo,Trifl,0.7125370813290015
Adavo,Velip,0.32029619926787045
Adavo,Vinor,0.7605856447258809
Adavo,Vorin,0.6160407734703259
Adavo,abema,0.5801122994507925
Afati,Alpel,0.7312516951481514
Afati,BMS-7,0.5575535637471398
Afati,Binim,0.6872127179699079
Afati,Borte,0.1957370075270074
Afati,Cobim,0.7058679057626327
Afati,Crizo,0.6560169792163015
Afati,Dabra,0.8083513413506624
Afati,Encor,0.7748327055238831
Afati,Fluor,0.3942456721794413
Afati,Gefit,0.7883031705064729
Afati,Gemci,0.426387390109366
Afati,MK-22,0.6039659960729138
Afati,Nutli,0.19485773699931952
Afati,Olapa,-0.06732125865155926
Afati,Oxali,0.30729872099270195
Afati,PD032,0.7442299374507985
Afati,PI-10,0.7691015667562136
Afati,Pacli,0.6237607755183583
Afati,Palbo,0.19385438762841228
Afati,Regor,0.7372929108627281
Afati,SB505,0.4449618283821781
Afati,SN-38,0.599058134218694
Afati,Soraf,0.7467186471347107
Afati,Tanes,0.6638438515191939
Afati,Tasel,0.8397163013373948
Afati,Trame,0.6037142855287259
Afati,Trifl,0.28799760715418976
Afati,Velip,0.32224260091027956
Afati,Vinor,0.39642098662161035
Afati,Vorin,0.3011598214733386
Afati,abema,0.5527847807903624
Alpel,BMS-7,0.46907109369887506
Alpel,Binim,0.7587924400874446
Alpel,Borte,0.04624805706476547
Alpel,Cobim,0.7160541475496138
Alpel,Crizo,0.3628832542116815
Alpel,Dabra,0.6710538659563737
Alpel,Encor,0.767101664431198
Alpel,Fluor,0.2895437813358891
Alpel,Gefit,0.6423493162906551
Alpel,Gemci,0.16800764075236163
Alpel,MK-22,0.46596140946062037
Alpel,Nutli,-0.025564413876555725
Alpel,Olapa,-0.21512146235443946
Alpel,Oxali,0.4402479114912449
Alpel,PD032,0.7072075881999791
Alpel,PI-10,0.7773852929665643
Alpel,Pacli,0.49493854644734814
Alpel,Palbo,-0.02406436619623214
Alpel,Regor,0.5907380130782405
Alpel,SB505,0.27719809859940864
Alpel,SN-38,0.5708748714130438
Alpel,Soraf,0.6673440896726892
Alpel,Tanes,0.5666737927714298
Alpel,Tasel,0.8698469465588317
Alpel,Trame,0.6720952362429097
Alpel,Trifl,0.01126740277835904
Alpel,Velip,0.018851489087051462
Alpel,Vinor,0.36085557226248866
Alpel,Vorin,0.19758836833340537
Alpel,abema,0.27120992751538886
BMS-7,Binim,0.46386081584705263
BMS-7,Borte,0.6278656753100187
BMS-7,Cobim,0.3890588484056807
BMS-7,Crizo,0.7139861090616475
BMS-7,Dabra,0.5304586693418012
BMS-7,Encor,0.4917129274422858
BMS-7,Fluor,0.6410547304139621
BMS-7,Gefit,0.5694535204504934
BMS-7,Gemci,0.728859302589399
BMS-7,MK-22,0.198625059130707
BMS-7,Nutli,0.6829776024325505
BMS-7,Olapa,0.42796270087212734
BMS-7,Oxali,0.5216175750694385
BMS-7,PD032,0.49017847362443306
BMS-7,PI-10,0.3746154733619691
BMS-7,Pacli,0.7573045664483422
BMS-7,Palbo,0.572782087810539
BMS-7,Regor,0.47077121091559
BMS-7,SB505,0.5598833148187221
BMS-7,SN-38,0.7882058001506547
BMS-7,Soraf,0.575343419150963
BMS-7,Tanes,0.5153814943549865
BMS-7,Tasel,0.5199148426098148
BMS-7,Trame,0.44696072819190846
BMS-7,Trifl,0.6777857381280953
BMS-7,Velip,0.43845230545426117
BMS-7,Vinor,0.5969189949291683
BMS-7,Vorin,0.7540687114036241
BMS-7,abema,0.6182468027206421
Binim,Borte,0.20514277832634828
Binim,Cobim,0.906006316124075
Binim,Crizo,0.5800591965788074
Binim,Dabra,0.6697016642064888
Binim,Encor,0.8933337567078729
Binim,Fluor,0.2156222871732188
Binim,Gefit,0.7090903215452808
Binim,Gemci,0.336014599747778
Binim,MK-22,0.6498938437779574
Binim,Nutli,0.03097897071117584
Binim,Olapa,-0.03457490692965636
Binim,Oxali,0.5257602568387085
Binim,PD032,0.8839298325403302
Binim,PI-10,0.6022712490672
Binim,Pacli,0.5487141975848016
Binim,Palbo,0.16569447908377902
Binim,Regor,0.7115905245257095
Binim,SB505,0.2995731308122095
Binim,SN-38,0.658226222230557
Binim,Soraf,0.81256326644631
Binim,Tanes,0.7631175143263333
Binim,Tasel,0.8327458225636559
Binim,Trame,0.8383326437406546
Binim,Trifl,0.18080477389463506
Binim,Velip,0.10170672109809807
Binim,Vinor,0.46240071212833683
Binim,Vorin,0.3172072162451947
Binim,abema,0.29107668790194646
Borte,Cobim,0.12937042780926195
Borte,Crizo,0.45475946679770174
Borte,Dabra,0.2060914914721516
Borte,Encor,0.11140326483491757
Borte,Fluor,0.6329679018642567
Borte,Gefit,0.07829254705095615
Borte,Gemci,0.7495928635819884
Borte,MK-22,-0.0279015466856374
Borte,Nutli,0.7420335410674308
Borte,Olapa,0.562749340225937
Borte,Oxali,0.6421389204210973
Borte,PD032,0.34706732133687634
Borte,PI-10,-0.1452327399613343
Borte,Pacli,0.6066686930105988
Borte,Palbo,0.4331684254239558
Borte,Regor,0.04003620101814387
Borte,SB505,0.33299842480608965
Borte,SN-38,0.7594469534626079
Borte,Soraf,0.18936327566910727
Borte,Tanes,0.23446459689763324
Borte,Tasel,0.12953234081426604
Borte,Trame,0.29041948395075423
Borte,Trifl,0.8038688710913597
Borte,Velip,0.19181981065678883
Borte,Vinor,0.7946162644066026
Borte,Vorin,0.6456048830841075
Borte,abema,0.5571560969700158
Cobim,Crizo,0.46765731875414684
Cobim,Dabra,0.5182780675339637
Cobim,Encor,0.881316117860832
Cobim,Fluor,0.2562966601527853
Cobim,Gefit,0.5544111438717114
Cobim,Gemci,0.31305293094386616
Cobim,MK-22,0.7218449343932414
Cobim,Nutli,0.05158640540699197
Cobim,Olapa,-0.20549675450685922
Cobim,Oxali,0.525592594430234
Cobim,PD032,0.8483120921745966
Cobim,PI-10,0.5223376306309174
Cobim,Pacli,0.5590341102698493
Cobim,Palbo,0.03566159673436423
Cobim,Regor,0.5627056286880671
Cobim,SB505,0.1962460388525174
Cobim,SN-38,0.7068956271892284
Cobim,Soraf,0.6396370287760464
Cobim,Tanes,0.7911408519531641
Cobim,Tasel,0.8266712877113718
Cobim,Trame,0.8386161373583135
Cobim,Trifl,0.1820139330245416
Cobim,Velip,-0.0369404272276856
Cobim,Vinor,0.45992739877745215
Cobim,Vorin,0.25671125133015543
Cobim,abema,0.3494993630395148
Crizo,Dabra,0.5287019415858749
Crizo,Encor,0.5099361080740697
Crizo,Fluor,0.6071034793283498
Crizo,Gefit,0.5290373449043301
Crizo,Gemci,0.7686056479673595
Crizo,MK-22,0.428332904330204
Crizo,Nutli,0.6027498198188125
Crizo,Olapa,0.4038476908515174
Crizo,Oxali,0.35665121612638584
Crizo,PD032,0.5806738688344572
Crizo,PI-10,0.3021990315784777
Crizo,Pacli,0.6552450564744965
Crizo,Palbo,0.657879694584222
Crizo,Regor,0.5909548976363982
Crizo,SB505,0.6686420854234859
Crizo,SN-38,0.6060419507081134
Crizo,Soraf,0.48632815346374
Crizo,Tanes,0.6964990697009212
Crizo,Tasel,0.4071525594703314
Crizo,Trame,0.3467117449138699
Crizo,Trifl,0.6220111874829118
Crizo,Velip,0.5678355201767322
Crizo,Vinor,0.4339256745101514
Crizo,Vorin,0.5183083692992441
Crizo,abema,0.7029894071254653
Dabra,Encor,0.7720447273487879
Dabra,Fluor,0.3468896285850065
Dabra,Gefit,0.7641456810306294
Dabra,Gemci,0.33890647675922336
Dabra,MK-22,0.2861886410411809
Dabra,Nutli,0.10102718343555665
Dabra,Olapa,0.18729612754549688
Dabra,Oxali,0.3404289110227031
Dabra,PD032,0.6888174773207285
Dabra,PI-10,0.7680611458187097
Dabra,Pacli,0.5679853357529325
Dabra,Palbo,0.2762416943357097
Dabra,Regor,0.8246237567511457
Dabra,SB505,0.5493892684951318
Dabra,SN-38,0.3513849447078525
Dabra,Soraf,0.7643284978070439
Dabra,Tanes,0.6360218992536146
Dabra,Tasel,0.7808135933477154
Dabra,Trame,0.503401864122448
Dabra,Trifl,0.1440550560908283
Dabra,Velip,0.41159500397605664
Dabra,Vinor,0.40427265353380176
Dabra,Vorin,0.47612893768356723
Dabra,abema,0.3675733566998876
Encor,Fluor,0.20916830234574318
Encor,Gefit,0.7377775978559189
Encor,Gemci,0.38046029036335177
Encor,MK-22,0.6031989261165855
Encor,Nutli,0.06742904129809661
Encor,Olapa,-0.09661466754429743
Encor,Oxali,0.41266543385127064
Encor,PD032,0.834980089431798
Encor,PI-10,0.6473532186528521
Encor,Pacli,0.4504291702950245
Encor,Palbo,0.19652685552285745
Encor,Regor,0.7793011237403413
Encor,SB505,0.42550924517003713
Encor,SN-38,0.5306683031579604
Encor,Soraf,0.7498874437871967
Encor,Tanes,0.8127478160503689
Encor,Tasel,0.9012696449575667
Encor,Trame,0.8275876172056646
Encor,Trifl,0.18258564987272416
Encor,Velip,0.19567722185970607
Encor,Vinor,0.3258638690499143
Encor,Vorin,0.2780004645064267
Encor,abema,0.3512492531839444
Fluor,Gefit,0.10751388180067703
Fluor,Gemci,0.6641410488789024
Fluor,MK-22,0.11677591750167339
Fluor,Nutli,0.741011945984958
Fluor,Olapa,0.3770900447254925
Fluor,Oxali,0.5804386598751217
Fluor,PD032,0.2758277039367379
Fluor,PI-10,0.10853161017949486
Fluor,Pacli,0.6600300541633782
Fluor,Palbo,0.541705955709171
Fluor,Regor,0.21747971641359298
Fluor,SB505,0.4340691393559313
Fluor,SN-38,0.7391334829718019
Fluor,Soraf,0.22292376639187933
Fluor,Tanes,0.30935871432356515
Fluor,Tasel,0.2278205224525282
Fluor,Trame,0.1961124280796465
Fluor,Trifl,0.6676484096089921
Fluor,Velip,0.2894832723634453
Fluor,Vinor,0.6374691068572418
Fluor,Vorin,0.5632384938023329
Fluor,abema,0.6792064496760479
Gefit,Gemci,0.34047286564247337
Gefit,MK-22,0.36558760172267535
Gefit,Nutli,0.07556080951645179
Gefit,Olapa,0.03341590680166338
Gefit,Oxali,0.2092573737440171
Gefit,PD032,0.6962990877732188
Gefit,PI-10,0.6450693922112577
Gefit,Pacli,0.3336354944693516
Gefit,Palbo,0.21325814838397264
Gefit,Regor,0.7452855296088523
Gefit,SB505,0.412237288539769
Gefit,SN-38,0.34191393403574105
Gefit,Soraf,0.7630663668866163
Gefit,Tanes,0.6221804531586004
Gefit,Tasel,0.7421214890495786
Gefit,Trame,0.5227068070249055
Gefit,Trifl,0.15814503137412397
Gefit,Velip,0.37406576012885895
Gefit,Vinor,0.1535115277596387
Gefit,Vorin,0.45216824044576576
Gefit,abema,0.29435576771558836
Gemci,MK-22,0.09496500689886253
Gemci,Nutli,0.7881390633824515
Gemci,Olapa,0.7092910823946044
Gemci,Oxali,0.5866583755912493
Gemci,PD032,0.4865854398162729
Gemci,PI-10,0.0647733043684918
Gemci,Pacli,0.7670058439177222
Gemci,Palbo,0.7521999646549024
Gemci,Regor,0.45771073402313445
Gemci,SB505,0.6236264014444901
Gemci,SN-38,0.8155409566397451
Gemci,Soraf,0.4590277436197304
Gemci,Tanes,0.6023385390532461
Gemci,Tasel,0.2546301029666653
Gemci,Trame,0.4174906484388113
Gemci,Trifl,0.8623743268165092
Gemci,Velip,0.5140094163984901
Gemci,Vinor,0.7360668563868142
Gemci,Vorin,0.6387627700963467
Gemci,abema,0.7637367399208819
MK-22,Nutli,-0.09725447639939071
MK-22,Olapa,-0.32861380585191
MK-22,Oxali,0.3658302637295426
MK-22,PD032,0.5667255946441755
MK-22,PI-10,0.2935846377708003
MK-22,Pacli,0.6243317732958329
MK-22,Palbo,-0.18881445487470716
MK-22,Regor,0.28525036690498023
MK-22,SB505,-0.09525247348329043
MK-22,SN-38,0.5139987958625393
MK-22,Soraf,0.35940904366753756
MK-22,Tanes,0.4940926633045766
MK-22,Tasel,0.5613670250520318
MK-22,Trame,0.578892505597348
MK-22,Trifl,0.006445621277503603
MK-22,Velip,-0.21280005873251492
MK-22,Vinor,0.3496815463020496
MK-22,Vorin,0.001293982859792129
MK-22,abema,0.14263386791549998
Nutli,Olapa,0.7418805952036405
Nutli,Oxali,0.452519986318753
Nutli,PD032,0.16302241760067304
Nutli,PI-10,-0.13172491634993583
Nutli,Pacli,0.6177570258179126
Nutli,Palbo,0.7590652887385629
Nutli,Regor,0.1817042614038945
Nutli,SB505,0.5451863785354935
Nutli,SN-38,0.7900886297018119
Nutli,Soraf,0.1914957493964127
Nutli,Tanes,0.39194060798355523
Nutli,Tasel,0.058003804162795235
Nutli,Trame,0.1085317203324851
Nutli,Trifl,0.8656729293222865
Nutli,Velip,0.46631070425597543
Nutli,Vinor,0.6486604127535968
Nutli,Vorin,0.6964588547218282
Nutli,abema,0.7485775574232896
Olapa,Oxali,0.33336911820758336
Olapa,PD032,0.14676848828990136
Olapa,PI-10,-0.11461697967582288
Olapa,Pacli,0.41540534875746093
Olapa,Palbo,0.574061905587635
Olapa,Regor,0.03823222831462382
Olapa,SB505,0.5929245999797794
Olapa,SN-38,0.378716079633183
Olapa,Soraf,0.13876721296370895
Olapa,Tanes,0.2499403375884998
Olapa,Tasel,0.0687569130285639
Olapa,Trame,0.14491033213899596
Olapa,Trifl,0.7956665216924451
Olapa,Velip,0.5310468626542264
Olapa,Vinor,0.42827689509683486
Olapa,Vorin,0.6304162587617741
Olapa,abema,0.5329168224977187
Oxali,PD032,0.5551867727941021
Oxali,PI-10,0.21111301735987348
Oxali,Pacli,0.8168872147523548
Oxali,Palbo,0.12438731372802835
Oxali,Regor,0.2014374507209749
Oxali,SB505,0.2203523213014717
Oxali,SN-38,0.7915350718125849
Oxali,Soraf,0.43702915082648
Oxali,Tanes,0.37748155575234854
Oxali,Tasel,0.537275517420796
Oxali,Trame,0.6100198088082724
Oxali,Trifl,0.5373513082141685
Oxali,Velip,0.0038565369794582045
Oxali,Vinor,0.7866817782068195
Oxali,Vorin,0.5634147403046947
Oxali,abema,0.38645440079747045
PD032,PI-10,0.6115433398702093
PD032,Pacli,0.6322995715107289
PD032,Palbo,0.18146919948512386
PD032,Regor,0.8066668547474272
PD032,SB505,0.408415477439566
PD032,SN-38,0.6167463205460687
PD032,Soraf,0.7370940681824301
PD032,Tanes,0.8268721731537603
PD032,Tasel,0.7692494654229861
PD032,Trame,0.8633010861323528
PD032,Trifl,0.3266427130887797
PD032,Velip,0.17991860270001558
PD032,Vinor,0.4391609671561939
PD032,Vorin,0.31394444673956856
PD032,abema,0.39977204217477036
PI-10,Pacli,0.22752596319076446
PI-10,Palbo,-0.007586876413633758
PI-10,Regor,0.6441579851928524
PI-10,SB505,0.38886109432075044
PI-10,SN-38,0.20809137913096826
PI-10,Soraf,0.6745715178830761
PI-10,Tanes,0.5284519249654851
PI-10,Tasel,0.8165308051579238
PI-10,Trame,0.5001538807658861
PI-10,Trifl,-0.12509833954318605
PI-10,Velip,0.23230117107022116
PI-10,Vinor,-0.011711296702141685
PI-10,Vorin,0.2756467013595627
PI-10,abema,0.1382416182439602
Pacli,Palbo,0.4323844433734975
Pacli,Regor,0.32075070218731316
Pacli,SB505,0.517628674657048
Pacli,SN-38,0.7575560484183372
Pacli,Soraf,0.43934193559917745
Pacli,Tanes,0.5948258981565706
Pacli,Tasel,0.5665385257937714
Pacli,Trame,0.6991102624241614
Pacli,Trifl,0.6959075670943812
Pacli,Velip,0.23836741334414746
Pacli,Vinor,0.7605829284812435
Pacli,Vorin,0.4942143774006955
Pacli,abema,0.7289019211051758
Palbo,Regor,0.40948225860117204
Palbo,SB505,0.5653277275461486
Palbo,SN-38,0.6097742689233112
Palbo,Soraf,0.22051981353359956
Palbo,Tanes,0.5512877412259254
Palbo,Tasel,0.027941438762710318
Palbo,Trame,-0.04954403234372044
Palbo,Trifl,0.7021684944633231
Palbo,Velip,0.5620858108390703
Palbo,Vinor,0.3424683185922591
Palbo,Vorin,0.554351117898672
Palbo,abema,0.8976907356737934
Regor,SB505,0.5727305830319513
Regor,SN-38,0.2994143054351673
Regor,Soraf,0.7745759592063914
Regor,Tanes,0.7854444947340742
Regor,Tasel,0.7161245840785074
Regor,Trame,0.5065992355113953
Regor,Trifl,0.24878723225382604
Regor,Velip,0.5223370488192571
Regor,Vinor,0.08557997197739133
Regor,Vorin,0.4708124636026859
Regor,abema,0.511712018764803
SB505,SN-38,0.37488646440879037
SB505,Soraf,0.48719082797844737
SB505,Tanes,0.6219410776798042
SB505,Tasel,0.46155514140535603
SB505,Trame,0.29477028953283524
SB505,Trifl,0.5530136226710121
SB505,Velip,0.6649016124419229
SB505,Vinor,0.2528716427848193
SB505,Vorin,0.6667022436429331
SB505,abema,0.6217297638449509
SN-38,Soraf,0.478209230635761
SN-38,Tanes,0.5560691108224982
SN-38,Tasel,0.46904980761490206
SN-38,Trame,0.6699892653477034
SN-38,Trifl,0.8066771250684079
SN-38,Velip,0.25372463219968755
SN-38,Vinor,0.8051065517884592
SN-38,Vorin,0.8181001032040853
SN-38,abema,0.6800779495178533
Soraf,Tanes,0.6540325678832387
Soraf,Tasel,0.7717347595074896
Soraf,Trame,0.6352672620778476
Soraf,Trifl,0.28239373338302654
Soraf,Velip,0.3706698078183508
Soraf,Vinor,0.25078231865212147
Soraf,Vorin,0.4997599212205081
Soraf,abema,0.36378998775987553
Tanes,Tasel,0.7674683109141424
Tanes,Trame,0.7911270882932366
Tanes,Trifl,0.4100059335673857
Tanes,Velip,0.6664417115592574
Tanes,Vinor,0.3520125813374781
Tanes,Vorin,0.5194383551740313
Tanes,abema,0.6364646208343482
Tasel,Trame,0.7876845330883036
Tasel,Trifl,0.11585943038410032
Tasel,Velip,0.18238117975778725
Tasel,Vinor,0.3375747775413151
Tasel,Vorin,0.3145033608339731
Tasel,abema,0.29395704165197084
Trame,Trifl,0.24036030213722615
Trame,Velip,0.07746272275520769
Trame,Vinor,0.541780039681389
Trame,Vorin,0.3006063953673477
Trame,abema,0.29933871599434203
Trifl,Velip,0.49741350932902917
Trifl,Vinor,0.7309467097060255
Trifl,Vorin,0.6992915752917233
Trifl,abema,0.7137234578016413
Velip,Vinor,0.01265264126233822
Velip,Vorin,0.679762355642128
Velip,abema,0.58803597256822
Vinor,Vorin,0.5660882104428901
Vinor,abema,0.6269426919730237
Vorin,abema,0.6393779754221112
