well,z,channel,focus_laplacian_var,focus_normalized_var
B02,0,CONC,1735.77490234375,90.8692730014221
B02,0,HOECHST,986.519775390625,27.94975245814026
B02,0,MITO,22210.6328125,3254.417285063451
B02,0,PHAandWGA,4262.16552734375,434.63129335423645
B02,0,SYTO,2307.08154296875,209.92998426655456
B02,1,CONC,1858.02880859375,112.20853295299625
B02,1,HOECHST,1040.24658203125,34.96995259135704
B02,1,MITO,22848.3984375,3698.2024880560803
B02,1,PHAandWGA,4706.38720703125,526.8679416254046
B02,1,SYTO,2513.6806640625,258.2716933597276
B02,2,CONC,1988.61474609375,139.37736536589807
B02,2,HOECHST,1115.613525390625,45.13015139126165
B02,2,MITO,24356.681640625,4322.004976714523
B02,2,PHAandWGA,5577.62548828125,643.610623820628
B02,2,SYTO,2739.5498046875,321.7153947303126
B02,3,CONC,2123.125732421875,163.1565930647153
B02,3,HOECHST,1192.9345703125,55.26823194356584
B02,3,MITO,25952.18359375,4797.163305531957
B02,3,PHAandWGA,6214.38818359375,738.1514374542528
B02,3,SYTO,2987.01123046875,375.8969971067553
B02,4,CONC,2217.5615234375,179.10464310772974
B02,4,HOECHST,1247.21435546875,62.428109126465785
B02,4,MITO,26807.166015625,5049.388250490773
B02,4,PHAandWGA,6742.9091796875,796.8580809492358
B02,4,SYTO,3176.044921875,409.97577925865625
B02,5,CONC,2274.848388671875,186.1923815791937
B02,5,HOECHST,1283.625244140625,66.06555246413498
B02,5,MITO,27488.34765625,5215.488851574086
B02,5,PHAandWGA,7059.953125,822.087440665284
B02,5,SYTO,3299.99462890625,423.6164110824156
B02,6,CONC,2317.71630859375,188.23144835941696
B02,6,HOECHST,1305.88134765625,66.70407657763359
B02,6,MITO,27929.8515625,5261.665420356757
B02,6,PHAandWGA,7152.48486328125,822.980225692154
B02,6,SYTO,3381.296142578125,423.1700568713594
B02,7,CONC,2360.873046875,186.66600615213721
B02,7,HOECHST,1301.0908203125,65.23262751184735
B02,7,MITO,28606.98046875,5250.681039367896
B02,7,PHAandWGA,7020.7421875,808.0597816898262
B02,7,SYTO,3356.342529296875,414.0801559087089
B02,8,CONC,2376.7041015625,183.20936442748683
B02,8,HOECHST,1308.85302734375,62.85125878981248
B02,8,MITO,28700.337890625,5174.796385540585
B02,8,PHAandWGA,6817.75390625,784.6048716356054
B02,8,SYTO,3362.23876953125,399.6079676606117
B02,9,CONC,2368.147705078125,176.81374758878536
B02,9,HOECHST,1308.567626953125,60.06770024992704
B02,9,MITO,28709.55859375,5054.666467952595
B02,9,PHAandWGA,6571.232421875,750.1981782018353
B02,9,SYTO,3350.59814453125,381.09451508909
B02,10,CONC,2378.203125,169.45098029274544
B02,10,HOECHST,1307.1611328125,56.65570089877731
B02,10,MITO,29068.6015625,4901.322743760684
B02,10,PHAandWGA,6442.26171875,715.0736173656207
B02,10,SYTO,3314.891845703125,361.1112878918661
B02,11,CONC,2383.907470703125,161.76927364213523
B02,11,HOECHST,1312.1357421875,53.04069362796775
B02,11,MITO,29061.90625,4677.936462787748
B02,11,PHAandWGA,6269.3154296875,676.3682853763421
B02,11,SYTO,3311.6708984375,339.24965770497323
B02,12,CONC,2405.25048828125,153.72657811273282
