name_y,5Z-7-,AZD45,AZD77,AZD80,Adavo,Afati,Alpel,BMS-7,Binim,Borte,Cobim,Crizo,Dabra,Encor,Gefit,Gemci,Linsi,MK-22,Oxali,PD032,Pacli,Palbo,Rabus,Regor,SN-38,Tanes,Tasel,Trici,Trifl,Vemur,Vorin,abema
Dabra,0.891940045827211,0.6953045475794724,0.6694268061372323,0.7930765220750345,0.35952986177310176,0.6307353848430904,0.729569851752965,0.8939312617908365,0.9275561594365366,0.4333759582671771,0.8949385763067557,0.7372459790118016,1.0000000000000016,0.9189771402437019,0.7777535192017593,0.29834392831172274,0.8745197630799213,0.7138265916212492,0.7710650172582686,0.8965648364345506,0.5901540572692616,0.40019479847363093,0.6831231726881637,0.6042097023060949,0.7775685412623969,0.6180862514498322,0.8658543355010033,-0.09716728397724438,0.22998905121746763,0.8313377768240089,0.8171258747154095,0.3660679915737051
Encor,0.8725212405066747,0.695070782893561,0.6522394227133735,0.8082537865743373,0.36053020067261055,0.6372842653836935,0.7679327790703583,0.8611907213346095,0.9080726831875332,0.4556913724319154,0.8746945510863193,0.6829011886884506,0.9189771402437019,1.0000000000000009,0.7819596166016628,0.20752564972713644,0.8454605708147152,0.7353130774926275,0.805784719731655,0.8456591580270081,0.5890313258089764,0.43356469523269947,0.7348440795236681,0.6108659932296208,0.775772065723836,0.6390596349550867,0.8656122911937932,-0.07111442889050673,0.2563011396342487,0.8357799242945048,0.7622590100815089,0.39157899541066865
Gefit,0.7356906192112843,0.49991903936227566,0.5021803312800321,0.8668631259490147,0.3365133990119601,0.6924391388689541,0.6455795366395347,0.817992077772177,0.7742218160115669,0.5365329608297733,0.7537548931399752,0.713034342367367,0.7777535192017593,0.7819596166016628,0.9999999999999998,0.3215220088487948,0.8557952723162787,0.7809394970904608,0.7591473783232305,0.7884542925080017,0.5485868975321964,0.3200329136280671,0.5963390105273193,0.8087699283083791,0.6445736052792322,0.7865739767712583,0.7923356544614244,0.05561069257192133,0.47596529689099126,0.7746074627567996,0.8149130749253829,0.3442049274222807
Gemci,0.271565153723095,0.33464933869262514,0.4057761205980172,0.5449019321613175,0.2036288499353274,0.3722687077098361,0.3592174973180263,0.3185964319983897,0.36065022687775594,0.42846567954941317,0.20497170902207656,0.46641322362680937,0.29834392831172274,0.20752564972713644,0.3215220088487948,1.0000000000000002,0.37973909338710654,0.46925685668672595,0.4251099633087921,0.39145464829935794,0.5059517366231943,0.793922646042618,0.47456338111086543,0.5617911229133015,0.6042023534422151,0.31772724518504414,0.285989252235945,0.5711171271334083,0.7575349288731376,0.6258709565813667,0.4510512973947942,0.7360342143677807
Linsi,0.8148962443434885,0.7352372493877951,0.7271208586700989,0.8918833988304617,0.3637564833614489,0.6994304744827597,0.7222096927322403,0.8893920337510268,0.8738437375855601,0.6191325271035101,0.8104459118848453,0.7529403035421078,0.8745197630799213,0.8454605708147152,0.8557952723162787,0.37973909338710654,1.0000000000000018,0.7762112052703862,0.7727541865681236,0.8754219842977686,0.6183740851018609,0.45629165960861634,0.6882844761898601,0.8436538913465221,0.7075316151544943,0.8514803027640678,0.8231918217496512,0.07879739552536194,0.5750598731391543,0.8604598366180658,0.837830251402194,0.38518663785073004
MK-22,0.6793765054613812,0.48945877597211307,0.4670441176870454,0.7711860806638504,0.22618333103631322,0.671012011884604,0.6305657613542817,0.75447397006588,0.6983994808671112,0.45064067529949214,0.6544408156030574,0.7802928512929077,0.7138265916212492,0.7353130774926275,0.7809394970904608,0.46925685668672595,0.7762112052703862,1.0,0.7236881785190776,0.7899334433215173,0.5610473547575592,0.3650140922962488,0.6355560619993174,0.6875434062716078,0.6538200406440349,0.5140856522787616,0.7370739963094068,0.02392946644645999,0.3921229250599124,0.707998238842373,0.7290863260990336,0.3874948169796024
Oxali,0.785762865442262,0.6029581914390416,0.637816725716778,0.7746682085303268,0.3901202714452247,0.6024440868262606,0.7037004247641216,0.7103884356837994,0.7871089039832133,0.4307293869189731,0.6809581280566588,0.6965249380262932,0.7710650172582686,0.805784719731655,0.7591473783232305,0.4251099633087921,0.7727541865681236,0.7236881785190776,1.0000000000000007,0.7159172199290342,0.5593597150098308,0.41384210452714965,0.5729852561180414,0.7443153216832736,0.6518166839606792,0.5929069801999074,0.7347637086592277,0.07746083301313256,0.45939681686575584,0.7724383454137486,0.678704733474653,0.4803853401755789
PD032,0.8532975111214204,0.5919907620711142,0.6430563135434043,0.8319081992725115,0.29416866977943534,0.5851075162670356,0.6343776697416854,0.8972431460600454,0.8854881706729538,0.501758983197764,0.8451816929785008,0.7870709787335348,0.8965648364345506,0.8456591580270081,0.7884542925080017,0.39145464829935794,0.8754219842977686,0.7899334433215173,0.7159172199290342,1.0,0.5523671991571788,0.2572504606132048,0.6674309155913578,0.6687566939839432,0.6639012549090679,0.7412943738870992,0.767934453325562,-0.13984195806134025,0.23171308278723596,0.8502381394455829,0.8322629526425998,0.2367935180282545
Pacli,0.6156644678166339,0.586615612939259,0.6082964814215834,0.6127622910846406,0.45619681438713994,0.5127792227992107,0.5409153573248173,0.5794163846371483,0.6134979471430595,0.5842688215921203,0.5415125036932882,0.5398041107850806,0.5901540572692616,0.5890313258089764,0.5485868975321964,0.5059517366231943,0.6183740851018609,0.5610473547575592,0.5593597150098308,0.5523671991571788,1.0000000000000004,0.5465820828701663,0.6796056821709733,0.5865904559624121,0.7057992794971886,0.4600039339605888,0.6183799444625737,0.12759182183190637,0.4557736875594546,0.5813802843953165,0.5829850585475762,0.5216980526785047
Palbo,0.42822582741026355,0.6728129409849479,0.5771906125451608,0.39390205638225445,0.44977096505277425,0.47662365313103994,0.5410050462622004,0.35233313917619924,0.39572751328520517,0.47450970417252225,0.357189322907291,0.42600317160354784,0.40019479847363093,0.43356469523269947,0.3200329136280671,0.793922646042618,0.45629165960861634,0.3650140922962488,0.41384210452714965,0.2572504606132048,0.5465820828701663,1.0000000000000004,0.501809006533751,0.46413142034512345,0.7065187193434544,0.5838907834578538,0.5253796123370666,0.536929880206464,0.6923393605836181,0.4338066547467986,0.3590528993185285,0.7483829505071955
