case,kind,compound,r
270,replicate,abemaciclib,0.45076415950195065
270,replicate,fluorouracil,0.22364473681601993
270,replicate,gemcitabine,0.5011579117414788
270,replicate,olaparib,0.2536390169874009
270,replicate,trifluridine,0.37897022611297176
270,replicate,veliparib,0.11460525964022711
270,null,,0.2939947418822637
270,null,,0.23328509781253437
270,null,,0.23486101409823157
270,null,,0.19834641467848627
270,null,,0.16048625919235107
270,null,,0.30592108241703464
270,null,,0.15603739970256433
270,null,,0.17996642104845148
270,null,,0.26368312662073007
270,null,,0.2632186932178129
270,null,,0.1970512917067981
270,null,,0.10417375721437178
270,null,,0.2984514494941751
270,null,,0.17626331310384813
270,null,,0.2782963425284007
270,null,,0.2964933437802317
270,null,,0.05747043018596192
270,null,,0.30592108241703464
270,null,,0.26889627330781746
270,null,,0.18846754294243845
270,null,,0.23531639243326952
270,null,,0.26362834384000944
270,null,,0.020819882821891934
270,null,,0.22312525205721076
270,null,,0.22871590831272878
270,null,,0.21737018042053108
270,null,,0.03821497858279443
270,null,,0.10776016691764681
270,null,,0.17996642104845148
270,null,,0.23958911173408826
270,null,,0.13364784469080102
270,null,,0.10417375721437178
270,null,,0.3314090914440685
270,null,,0.17998891839604977
270,null,,0.05947451101397732
270,null,,0.110219696007606
270,null,,0.13364784469080102
270,null,,0.055913636020943173
270,null,,0.15524786985587588
270,null,,0.26185336455180797
270,null,,0.2782963425284007
270,null,,0.16653268135137295
270,null,,0.1623479539599347
270,null,,0.10776016691764681
270,null,,0.2857869427133373
270,null,,0.1074487583368785
270,null,,0.22871590831272878
270,null,,0.08280543912942549
270,null,,0.020819882821891934
270,null,,0.1559612243257828
270,null,,0.22312525205721076
270,null,,0.11422750314724628
270,null,,0.1623479539599347
270,null,,0.1847240419277976
270,null,,0.0829645916575949
270,null,,0.12920966524511457
270,null,,0.24374971493283273
270,null,,0.2553077880549399
270,null,,0.047229111323924954
270,null,,0.29390517379692266
270,null,,0.21490269208353016
270,null,,0.13125402359721153
270,null,,0.17661749880104916
270,null,,0.26362834384000944
270,null,,0.26096013843731997
270,null,,0.17626331310384813
270,null,,0.17679278281220687
270,null,,0.21737018042053108
270,null,,0.22871590831272878
270,null,,0.26368312662073007
270,null,,0.1074487583368785
270,null,,0.1970512917067981
270,null,,0.2964933437802317
270,null,,0.2782963425284007
270,null,,0.22871590831272878
270,null,,0.30524995087147744
270,null,,0.16048625919235107
270,null,,0.26362834384000944
270,null,,0.22312525205721076
270,null,,0.07121854784367568
270,null,,0.29390517379692266
270,null,,0.1805567573049234
270,null,,0.2756120684112858
270,null,,0.26185336455180797
270,null,,0.23815455739458885
270,null,,0.18857690536983204
270,null,,0.25538373051015045
270,null,,0.2139908632680065
270,null,,0.04050278826268559
270,null,,0.23328509781253437
270,null,,0.19834641467848627
270,null,,0.17661749880104916
270,null,,0.09034399867181432
270,null,,0.23486101409823157
270,null,,0.2939947418822637
270,null,,0.2904576661090327
270,null,,0.2884827673285354
270,null,,0.21490269208353016
270,null,,0.23347291544385151
270,null,,0.1972648221440195
270,null,,0.023165295486232553
270,null,,0.19834641467848627
270,null,,0.31562893391185887
270,null,,0.2939947418822637
270,null,,0.26620788431856246
270,null,,0.26889627330781746
270,null,,0.08771918187728851
270,null,,0.11250763171558449
270,null,,0.10389747816307349
270,null,,0.21490269208353016
270,null,,0.04223682123267973
270,null,,0.1631789081283208
270,null,,0.17696486454529856
270,null,,0.17996642104845148
270,null,,0.11250763171558449
270,null,,0.19980145945833142
270,null,,0.2139908632680065
270,null,,0.12346600590070106
270,null,,0.1847240419277976
270,null,,0.26362834384000944
270,null,,0.23958911173408826
270,null,,0.10248987083681646
270,null,,0.10165635669868675
270,null,,0.1074487583368785
270,null,,0.27236443899802587
270,null,,0.23282486896873184
270,null,,0.12767065469429173
270,null,,0.13364784469080102
270,null,,0.26073049964173284
270,null,,0.10776016691764681
270,null,,0.13364784469080102
