,Metadata_Site,Location_Center_X_cells,Location_Center_Y_cells
246759,7,274.5784,468.34482
246760,7,629.6305,455.16455
246761,7,444.90817,481.50424
246762,7,765.7039,480.71664
246763,7,682.04926,483.07407
246764,7,346.64893,491.2456
246765,7,523.7303,479.09338
246766,7,576.33154,508.0973
246767,7,157.26997,503.38132
246768,7,246.10446,509.39587
246769,7,206.8065,520.51044
246770,7,294.19815,542.4866
246771,7,680.8921,538.29285
246772,7,388.5319,542.3349
246773,7,170.31001,561.2543
246774,7,759.1548,562.3101
246775,7,717.26044,559.6042
246776,7,543.4413,575.22595
246777,7,321.04352,584.7428
246778,7,426.7603,582.4577
246779,7,239.83826,580.6813
246780,7,487.58838,589.7967
246781,7,651.4613,603.5535
246782,7,364.23917,606.97833
246783,7,720.76447,611.91
246784,7,579.59406,614.2449
246785,7,203.31485,637.8046
246786,7,452.9669,620.15344
246787,7,254.00975,642.8537
246788,7,304.8893,655.9071
246789,7,696.6792,665.1148
246790,7,518.92114,647.11346
246791,7,389.1746,656.731
246792,7,608.1473,669.64044
246793,7,458.652,668.0471
246794,7,547.00244,699.6859
246795,7,427.42493,691.30634
246796,7,639.68555,714.9207
246797,7,493.9849,713.9481
246798,7,441.3944,724.2312
246799,7,332.38593,732.092
246800,7,268.6252,735.1273
246801,7,561.51776,754.4083
246802,7,673.0684,766.83093
246803,7,371.44455,772.72363
246804,7,619.90454,780.6386
246805,7,448.069,765.32336
246806,7,512.9461,803.0675
246807,7,310.18246,788.8681
246808,7,412.29413,820.90533
246809,7,467.49,813.1969
246810,7,591.57904,816.27423
293795,8,611.2936,66.941864
293796,8,581.3864,124.55406
293797,8,445.0252,131.5756
293798,8,395.6791,146.98688
293799,8,671.3352,149.8963
293800,8,483.39865,162.34833
293801,8,345.73615,164.99036
293802,8,612.61304,160.59932
293803,8,548.944,163.2331
293804,8,722.5005,213.80101
293805,8,596.2109,198.85463
293806,8,492.43475,207.24329
293807,8,541.74524,209.66455
293808,8,358.43253,220.83896
293809,8,594.9702,244.49144
293810,8,285.07248,244.97693
293811,8,442.1899,251.52847
293812,8,532.34326,250.23668
293813,8,236.80588,261.62338
293814,8,338.44437,270.4244
293815,8,516.34534,281.2566
293816,8,744.81903,299.72897
293817,8,287.58307,299.37817
293818,8,468.12097,296.23123
293819,8,388.8644,305.1477
293820,8,602.20465,298.0049
293821,8,788.4648,298.11533
293822,8,194.19246,312.94757
293823,8,240.38246,306.2276
293824,8,692.15393,316.54727
293825,8,562.6619,330.39584
293826,8,447.37433,358.86902
293827,8,640.5227,345.98245
293828,8,797.8094,370.17056
293829,8,233.15369,365.2907
