name_y,5Z-7-,AMG23,AZD45,AZD77,AZD80,Adavo,Afati,Alpel,BMS-7,Binim,Borte,Cobim,Crizo,Dabra,Encor,Gefit,Gemci,Linsi,MK-22,Migli,Navit,Oxali,PD032,Pacli,Palbo,Regor,SB216,SN-38,Soraf,Tanes,Tasel,Temoz,Trame,Trifl,Vinor,Vorin,abema
Navit,0.4589268527117718,0.5036338215981515,0.3444827174896254,0.337428272296884,0.39328596627573875,0.3133516585445552,0.397029391474799,0.719889458862287,0.44048531217315945,0.4645005307364333,0.03994312632322733,0.41842186261774544,0.1076749647111476,0.7300981067541302,0.7625826599660188,0.27986356827508274,0.38161405112408997,0.5114453463398131,0.27849535629475713,0.0009529636120185099,1.0000000000000004,0.43126406602503864,0.3426083890830361,0.31763006879655514,0.5895341097167084,0.4565742614884256,0.10465553219833036,0.43981430313276326,0.6222429541499832,0.40332837165237484,0.6769084693563723,0.07249532224711727,0.3421024622410305,0.08260392797336016,0.40043364400176945,0.40435449098084925,0.6574120018434709
Oxali,0.81129813239354,0.7961618149463174,0.7830017763526838,0.5955753928160915,0.7839052289995494,0.7551532857946184,0.6107834731136004,0.6486080067851328,0.5786705965956628,0.8674654552897698,0.6667038742044241,0.7876307951558819,0.2035548901283074,0.7537321165547055,0.8043634854372939,0.5443873237181551,0.787943152375442,0.557009337659824,0.5036366521924278,-0.05074717502930233,0.43126406602503864,0.9999999999999996,0.841671134076875,0.8354879798706562,0.644749560400074,0.6464760281079892,0.1251316198420363,0.8339251286620115,0.8374797081465488,0.7872333668871291,0.7330288973186957,0.17801865189806254,0.7976455949905882,0.7029899300701822,0.8883775738442378,0.6069263164369085,0.7404294470176873
PD032,0.8915076776004036,0.7816208485600621,0.8665935079401759,0.802667327272328,0.8439347422451083,0.8497994646110233,0.8553651909520268,0.7308800310495542,0.8226043057502151,0.8987444657626461,0.6495069731589995,0.8699547544564559,0.4357105480599709,0.70867738137132,0.8786890546218793,0.7272706952198946,0.8901588753038309,0.6465931903188517,0.8067931062245766,-0.030758577819144088,0.3426083890830361,0.841671134076875,1.000000000000001,0.9374065789341435,0.6883474172421815,0.832062618946581,0.1838062199976379,0.8694450971604871,0.8744765661515026,0.9122042077502295,0.8010714461596627,0.1672290950146928,0.9232606077062833,0.7656790234096269,0.8263774893497009,0.7466122904978131,0.726586071605897
Pacli,0.8280260502857716,0.7495848919255184,0.7815146993718525,0.627899958848218,0.8133506027159707,0.867958474023866,0.6841503340397124,0.6314812946928259,0.6759921892541136,0.8924042915273457,0.712177090856746,0.8423882862924036,0.48941088159651963,0.692998018827357,0.8275431989926179,0.7180785607618696,0.8813160458600253,0.5708407490967798,0.5676608966810384,-0.06451742859530003,0.31763006879655514,0.8354879798706562,0.9374065789341435,1.0000000000000013,0.6443082765202748,0.740124310895546,0.14556044546635752,0.84002074584606,0.8330547296582975,0.8778698042637763,0.7481742184813509,0.17991102154080646,0.921630050835671,0.779892049232744,0.8699710168657591,0.7263640989671105,0.7001707095355413
Palbo,0.7518647077087134,0.8619221451252652,0.6679292650385945,0.6127363655983584,0.6662256831240092,0.7400076017558253,0.6961748416614167,0.7139979569359204,0.7099442696476667,0.7472266950522108,0.35854345201797533,0.6934990680755904,0.2903131648399754,0.759308952661869,0.7253680935805419,0.5479261267164124,0.7339257566417519,0.6206522950588592,0.4182153058650887,-0.1260990069242979,0.5895341097167084,0.644749560400074,0.6883474172421815,0.6443082765202748,0.9999999999999998,0.6867917780331082,0.15465244222414182,0.8236814901364932,0.7608879814740033,0.7829781699061129,0.7861564770418379,0.14481571673821628,0.6875221754595129,0.5327106307775817,0.7032410545708939,0.562071192443437,0.8448270232239068
Regor,0.7063154038267975,0.6869722666814411,0.6959041474992143,0.7270270100360349,0.7552433384230444,0.822163762560562,0.7758978648672082,0.7515139802708646,0.7975200004905573,0.7578660729187756,0.3754255368370819,0.763360347402116,0.33829126543942856,0.7189344321417572,0.722004479460364,0.7940436008325378,0.8288959514243623,0.7273334360297785,0.6444441629409648,-0.13302106941064185,0.4565742614884256,0.6464760281079892,0.832062618946581,0.740124310895546,0.6867917780331082,1.0000000000000004,0.07353612577757399,0.7137147730251254,0.719124819360891,0.833702022018521,0.7164590452368153,0.05196896913342921,0.8012466459354952,0.6990420091110288,0.6336166763985367,0.8254705462413168,0.7375324279837095
SB216,0.0764461992422604,0.07448184475798217,0.01713614464284773,-0.0017033873775257977,0.10022276302508723,0.22389593136500519,0.04022848900623435,0.0200977088340128,-0.029334815248617623,0.08847272723744477,0.1238550485141868,0.04429714986865353,-0.08966819436226425,0.07410091345511871,0.06935801766241531,0.0017736776446826419,0.22023408905781944,0.10602875198430595,-0.030434362528302075,0.20527538700597292,0.10465553219833036,0.1251316198420363,0.1838062199976379,0.14556044546635752,0.15465244222414182,0.07353612577757399,0.9999999999999998,0.02670777123529313,0.05045198465627648,0.12210625904481923,0.04930228164631829,0.4344408677759209,0.3088394785217626,0.14176220210087265,0.06516678381912891,0.027891319241357862,0.1345741999813707
SN-38,0.9049889404292739,0.9193596557315176,0.885280847705991,0.7641448271984012,0.8255084392679759,0.861189656158126,0.8400167512730896,0.808019473432304,0.7879897180390574,0.8971853315980429,0.6023372653613134,0.9048059659788634,0.3226151850072667,0.8285197125764996,0.8694165484448195,0.6550606956639267,0.8197605130491412,0.6893514852105325,0.6725653336939683,-0.12070857334669766,0.43981430313276326,0.8339251286620115,0.8694450971604871,0.84002074584606,0.8236814901364932,0.7137147730251254,0.02670777123529313,0.9999999999999998,0.9061931659479591,0.8646589106898416,0.8867546456639878,0.09473959065257567,0.8239432217651199,0.6698018694802879,0.9023287393043569,0.7045316517047059,0.869345821483787
Soraf,0.858086691126216,0.8630801015534286,0.8988829254018896,0.6484567306121145,0.8884123940711534,0.8371788891358553,0.6599612526306431,0.8256299079434617,0.6884608356422017,0.8848130701982356,0.606415358032409,0.8528033721190411,0.2935699955638294,0.8452510768800527,0.8467973351454208,0.6626282993117183,0.8264006085687576,0.6707142166595224,0.5684203473827898,-0.06672520792454698,0.6222429541499832,0.8374797081465488,0.8744765661515026,0.8330547296582975,0.7608879814740033,0.719124819360891,0.05045198465627648,0.9061931659479591,1.0000000000000009,0.8745725801670623,0.8290017807441161,0.09307343958047343,0.8251698674145245,0.6698256124609262,0.894567385128022,0.6896615638465067,0.7801106392240302
Tanes,0.8693985654629852,0.847250139148071,0.8266398475694039,0.847181620574825,0.839997409970928,0.920427145056883,0.9126125481991529,0.7488407742864321,0.860861258462837,0.8655079394563394,0.6172338201041043,0.8656381497375363,0.33596186587762433,0.7373039690262935,0.8753656699456192,0.7212389556815682,0.9562348253433848,0.6799492754108148,0.6858626046845067,-0.09322310924445798,0.40332837165237484,0.7872333668871291,0.9122042077502295,0.8778698042637763,0.7829781699061129,0.833702022018521,0.12210625904481923,0.8646589106898416,0.8745725801670623,1.0,0.8511899194725627,0.1552276371250897,0.94293917271759,0.7987536262671224,0.8226498653502587,0.7419142102598784,0.7752622924176691
