,Metadata_name,Metadata_conc_step,cell_line,MIP,Aggregates,Metadata_pathway
317,Doram,3.0,HT29,0.0910677673088594,0.2353423193803994,MAPK
318,Encor,3.0,HT29,0.5075513275967105,0.4458905995781956,MAPK
319,Fluor,3.0,HT29,0.0297964017386472,0.5572412016214132,DNA Damage
320,Gefit,3.0,HT29,0.2250553832314169,0.4521895561727964,Protein Tyrosine Kinase
321,Gemci,3.0,HT29,0.4698028736835449,0.3754076573479896,DNA Damage
322,LGK-9,3.0,HT29,-0.0798600947230717,-0.1262945914269735,Stem Cells & Wnt
323,Linsi,3.0,HT29,0.5193477758441374,0.7048788112454878,Protein Tyrosine Kinase
324,MK-22,3.0,HT29,0.4744716383023868,0.4643029820840283,PI3K/Akt/mTOR
325,Migli,3.0,HT29,-0.071494756505174,-0.1492994585387508,Others
326,Navit,3.0,HT29,0.1184981835972897,0.2009079027500148,Apoptosis
327,Nutli,3.0,HT29,0.0255346281791966,0.2431982604192999,Apoptosis
328,Olapa,3.0,HT29,0.0294671089785574,0.4119600832328755,DNA Damage
329,Oxali,3.0,HT29,0.356664479273918,0.6982815115649421,DNA Damage
330,PD032,3.0,HT29,0.6907777865283055,0.5906372083509227,MAPK
331,PI-10,3.0,HT29,0.2910250793656199,0.3807134493030801,PI3K/Akt/mTOR
332,Palbo,3.0,HT29,0.4448680652994583,0.7228932365736245,Cell Cycle
333,Phenf,3.0,HT29,-0.0378647278885499,0.2365322668571485,PI3K/Akt/mTOR
334,Rabus,3.0,HT29,0.4284975556118256,0.6791385249665383,Cell Cycle
335,Regor,3.0,HT29,0.2579119765655964,0.5686930794767258,Protein Tyrosine Kinase
336,Ruxol,3.0,HT29,,0.54469753445429,JAK/STAT
337,SB216,3.0,HT29,0.0074556975848567,0.2559769557336744,PI3K/Akt/mTOR
338,SB505,3.0,HT29,0.1670757147085394,0.281275818658255,TGF-beta/Smad
339,SN-38,3.0,HT29,0.5517632435871328,0.7317489212725299,DNA Damage
340,Sapit,3.0,HT29,0.0570200826599278,-0.0279785394921612,Protein Tyrosine Kinase
341,Soraf,3.0,HT29,-0.0956090673663059,0.005624879420139,MAPK
342,Tanes,3.0,HT29,,,Cytoskeletal Signaling
343,Tasel,3.0,HT29,0.4791226469658891,0.5188521098196477,PI3K/Akt/mTOR
344,Temoz,3.0,HT29,0.0002501164343029,0.2037856002393723,DNA Damage
345,Trame,3.0,HT29,0.3208292632030733,-0.1173555409666471,MAPK
346,Trici,3.0,HT29,0.1888176138959414,0.4770878902236432,PI3K/Akt/mTOR
347,Trifl,3.0,HT29,0.3813796835364468,0.4188945813133931,DNA Damage
348,Velip,3.0,HT29,-0.0389119294770703,-0.1654543246307844,DNA Damage
349,Vemur,3.0,HT29,0.740360364045468,0.5395114724230157,MAPK
350,Vorin,3.0,HT29,0.5999426989571345,0.6170297295839432,Epigenetics
351,abema,3.0,HT29,0.4878812136470335,0.7539572847387187,Cell Cycle
352,5Z-7-,4.0,HT29,,,MAPK
353,ABT-7,4.0,HT29,-0.0032460664133203,-0.102786232410409,Apoptosis
354,AMG23,4.0,HT29,-0.0117436782293303,0.2096586658275407,Apoptosis
355,AZD45,4.0,HT29,0.5045000823573578,0.5533727228070625,Angiogenesis
356,AZD77,4.0,HT29,0.787095018736843,0.8328869611301994,Cell Cycle
357,AZD80,4.0,HT29,0.4274248547341225,0.5649713014237943,PI3K/Akt/mTOR
358,Alpel,4.0,HT29,0.368741979426716,0.6737957326494433,PI3K/Akt/mTOR
359,BMS-7,4.0,HT29,0.6474460393865247,0.6928795111552735,Protein Tyrosine Kinase
360,Binim,4.0,HT29,0.7371932710341778,0.7497745131782232,MAPK
361,Dabra,4.0,HT29,0.290668134453186,0.6760765278688585,MAPK
362,Doram,4.0,HT29,0.0735856638686572,0.0340065812567524,MAPK
363,Encor,4.0,HT29,0.7472035494892337,0.8334050421215005,MAPK
364,Fluor,4.0,HT29,0.225561900164626,0.5774142083154817,DNA Damage
365,Gefit,4.0,HT29,0.5615847010014633,0.5763959696815564,Protein Tyrosine Kinase
366,Gemci,4.0,HT29,0.6679807406216505,0.6247197951705088,DNA Damage
367,LGK-9,4.0,HT29,-0.0658493321362631,0.0001571943562533,Stem Cells & Wnt
368,Linsi,4.0,HT29,0.7040941895120411,0.8559730197413539,Protein Tyrosine Kinase
369,Migli,4.0,HT29,0.1006069679703947,0.0174236329084563,Others
370,Navit,4.0,HT29,-0.0153832723109121,0.0705178275901095,Apoptosis
371,Nutli,4.0,HT29,0.1014612785059678,-0.2144053870367649,Apoptosis
372,Olapa,4.0,HT29,-0.0078715688826155,0.1478260425354138,DNA Damage
373,Oxali,4.0,HT29,0.5756046897932219,0.6424292890191038,DNA Damage
374,PD032,4.0,HT29,0.6052929108577783,0.7705923899669528,MAPK
375,PI-10,4.0,HT29,-0.0830182915940373,0.0487119099186348,PI3K/Akt/mTOR
376,Palbo,4.0,HT29,0.4740488364049847,0.6994357278118285,Cell Cycle
377,Phenf,4.0,HT29,0.1282046081112056,0.1966441761514298,PI3K/Akt/mTOR
378,Rabus,4.0,HT29,0.8133512727631926,0.7794324778348815,Cell Cycle
379,Regor,4.0,HT29,0.3068320079651354,0.2643090953739335,Protein Tyrosine Kinase
380,Ruxol,4.0,HT29,0.0251747444646598,0.383450368077469,JAK/STAT
381,SB216,4.0,HT29,-0.0798720707310952,-0.2012642966217605,PI3K/Akt/mTOR
382,SB505,4.0,HT29,0.1108940016697032,0.4869568301082942,TGF-beta/Smad
383,SN-38,4.0,HT29,0.3284678077032441,0.504379883057376,DNA Damage
384,Sapit,4.0,HT29,0.010134359680522,-0.0079639291856824,Protein Tyrosine Kinase
385,Soraf,4.0,HT29,0.2259122455503346,0.0826809008970501,MAPK
386,Tanes,4.0,HT29,,,Cytoskeletal Signaling
387,Tasel,4.0,HT29,0.5358356945894625,0.6258109320597869,PI3K/Akt/mTOR
388,Temoz,4.0,HT29,0.0485289799882189,0.061335825206455,DNA Damage
389,Trame,4.0,HT29,0.0181758742090966,0.0243208682639791,MAPK
390,Trici,4.0,HT29,0.0662364368036663,0.0946555016043115,PI3K/Akt/mTOR
391,Trifl,4.0,HT29,0.4720272887821446,0.8244623157986223,DNA Damage
392,Velip,4.0,HT29,0.2214521610072193,-0.1908585300245067,DNA Damage
393,Vemur,4.0,HT29,0.3997378650116652,0.5436994646214505,MAPK
394,abema,4.0,HT29,0.3994466712272236,0.7609851024965593,Cell Cycle
