name_y,5Z-7-,AMG23,AZD45,AZD77,AZD80,Adavo,Afati,Alpel,BMS-7,Binim,Borte,Cobim,Crizo,Dabra,Encor,Fluor,Gefit,Gemci,MK-22,Nutli,Olapa,Oxali,PD032,PI-10,Pacli,Palbo,Regor,SB505,SN-38,Soraf,Tanes,Tasel,Trame,Trifl,Velip,Vinor,Vorin,abema
PD032,0.7633386329937824,0.24195625498263615,0.7028272216480944,0.6557627870333592,0.6769419809993824,0.6094018152706715,0.7442299374507994,0.7072075881999786,0.49017847362443334,0.8839298325403303,0.34706732133687634,0.8483120921745968,0.5806738688344572,0.6888174773207287,0.8349800894317985,0.2758277039367382,0.6962990877732185,0.48658543981627267,0.5667255946441754,0.16302241760067304,0.14676848828990138,0.5551867727941018,1.000000000000001,0.6115433398702099,0.6322995715107285,0.18146919948512397,0.8066668547474275,0.40841547743956597,0.6167463205460684,0.7370940681824307,0.8268721731537605,0.7692494654229859,0.8633010861323525,0.3266427130887795,0.17991860270001553,0.43916096715619385,0.3139444467395689,0.3997720421747702
PI-10,0.6006680600910906,-0.09968337900913452,0.4482183941387282,0.5794911321692788,0.7752427540686625,0.5070574782687101,0.7691015667562137,0.7773852929665648,0.3746154733619692,0.6022712490672002,-0.14523273996133446,0.5223376306309176,0.30219903157847794,0.7680611458187093,0.6473532186528522,0.10853161017949503,0.6450693922112573,0.06477330436849187,0.2935846377708002,-0.13172491634993586,-0.1146169796758229,0.21111301735987342,0.6115433398702099,1.0,0.22752596319076443,-0.007586876413633786,0.6441579851928527,0.3888610943207502,0.2080913791309685,0.6745715178830766,0.5284519249654853,0.8165308051579236,0.5001538807658863,-0.1250983395431859,0.23230117107022116,-0.011711296702141646,0.27564670135956293,0.13824161824396022
Pacli,0.6093864235924367,0.6723952877962794,0.5886253925658742,0.5750549837467207,0.5762135622316579,0.8107001963512749,0.623760775518359,0.4949385464473475,0.757304566448342,0.5487141975848009,0.6066686930105992,0.5590341102698495,0.6552450564744968,0.5679853357529328,0.45042917029502433,0.6600300541633792,0.3336354944693516,0.7670058439177222,0.6243317732958328,0.6177570258179134,0.41540534875746127,0.8168872147523545,0.6322995715107285,0.22752596319076443,1.0000000000000013,0.43238444337349724,0.3207507021873133,0.5176286746570478,0.7575560484183375,0.43934193559917784,0.5948258981565708,0.5665385257937716,0.6991102624241616,0.6959075670943813,0.23836741334414743,0.7605829284812442,0.4942143774006955,0.7289019211051756
Palbo,0.2718854473586709,0.7773908044453837,0.3608947893535157,0.38989163419207934,-0.17192366057707026,0.36384917056312166,0.19385438762841242,-0.02406436619623209,0.5727820878105383,0.1656944790837789,0.433168425423956,0.03566159673436428,0.6578796945842216,0.27624169433570983,0.19652685552285754,0.5417059557091712,0.2132581483839725,0.752199964654902,-0.188814454874707,0.7590652887385632,0.5740619055876353,0.12438731372802839,0.18146919948512397,-0.007586876413633786,0.43238444337349724,1.0000000000000007,0.40948225860117204,0.5653277275461485,0.6097742689233113,0.22051981353359984,0.551287741225925,0.02794143876271049,-0.049544032343720595,0.7021684944633225,0.56208581083907,0.3424683185922589,0.5543511178986716,0.8976907356737936
Regor,0.8094655766332871,0.31002753991727516,0.6401642810520523,0.7734384919784498,0.4819630153702197,0.4290512791446853,0.7372929108627273,0.5907380130782405,0.47077121091558977,0.7115905245257091,0.040036201018143876,0.562705628688067,0.5909548976363986,0.8246237567511456,0.7793011237403416,0.21747971641359315,0.745285529608852,0.45771073402313445,0.28525036690498023,0.18170426140389462,0.03823222831462386,0.2014374507209751,0.8066668547474275,0.6441579851928527,0.3207507021873133,0.40948225860117204,1.0000000000000016,0.5727305830319512,0.2994143054351675,0.774575959206392,0.7854444947340744,0.7161245840785071,0.5065992355113953,0.24878723225382593,0.5223370488192576,0.08557997197739131,0.470812463602686,0.5117120187648033
SB505,0.37231742839778653,0.39801615077111857,0.43965989450606724,0.5825305794801613,0.27331827340303005,0.6005352398997261,0.4449618283821779,0.2771980985994081,0.5598833148187217,0.29957313081220915,0.3329984248060897,0.19624603885251748,0.6686420854234856,0.5493892684951308,0.4255092451700369,0.43406913935593144,0.41223728853976854,0.6236264014444902,-0.0952524734832903,0.5451863785354933,0.592924599979779,0.22035232130147156,0.40841547743956597,0.3888610943207502,0.5176286746570478,0.5653277275461485,0.5727305830319512,0.9999999999999996,0.37488646440879037,0.48719082797844737,0.6219410776798036,0.4615551414053561,0.29477028953283524,0.5530136226710116,0.6649016124419223,0.252871642784819,0.6667022436429324,0.6217297638449509
SN-38,0.692809836350327,0.8312407951418515,0.5983882632116503,0.7347312478559307,0.41655746896176415,0.8345002206315305,0.5990581342186946,0.5708748714130433,0.788205800150654,0.6582262222305562,0.7594469534626079,0.7068956271892282,0.6060419507081136,0.3513849447078526,0.5306683031579604,0.7391334829718027,0.3419139340357407,0.8155409566397448,0.5139987958625389,0.7900886297018117,0.378716079633183,0.7915350718125858,0.6167463205460684,0.2080913791309685,0.7575560484183375,0.6097742689233113,0.2994143054351675,0.37488646440879037,1.0000000000000007,0.4782092306357614,0.5560691108224982,0.4690498076149025,0.669989265347703,0.8066771250684068,0.25372463219968755,0.80510655178846,0.8181001032040851,0.6800779495178534
Soraf,0.8671597055266085,0.28500826829310694,0.6954213261406735,0.7247805893304963,0.6395902016989867,0.6163710951183947,0.7467186471347109,0.6673440896726897,0.575343419150963,0.8125632664463102,0.18936327566910738,0.6396370287760464,0.4863281534637401,0.7643284978070445,0.7498874437871973,0.22292376639187955,0.7630663668866164,0.45902774361973014,0.35940904366753734,0.19149574939641298,0.138767212963709,0.43702915082647986,0.7370940681824307,0.6745715178830766,0.43934193559917784,0.22051981353359984,0.774575959206392,0.48719082797844737,0.4782092306357614,1.0000000000000007,0.6540325678832388,0.7717347595074902,0.6352672620778479,0.28239373338302626,0.3706698078183511,0.2507823186521217,0.4997599212205083,0.36378998775987564
Tanes,0.6451374343608924,0.4826392046223915,0.6147059099380683,0.6823329513303505,0.561233174839351,0.5810628730825166,0.6638438515191943,0.5666737927714293,0.5153814943549865,0.763117514326333,0.23446459689763338,0.7911408519531644,0.6964990697009211,0.6360218992536147,0.812747816050369,0.3093587143235652,0.6221804531586002,0.6023385390532454,0.49409266330457613,0.3919406079835551,0.24994033758849998,0.377481555752348,0.8268721731537605,0.5284519249654853,0.5948258981565708,0.551287741225925,0.7854444947340744,0.6219410776798036,0.5560691108224982,0.6540325678832388,1.0000000000000002,0.7674683109141427,0.7911270882932367,0.41000593356738546,0.6664417115592571,0.3520125813374781,0.5194383551740309,0.6364646208343484
Tasel,0.796999564526923,0.07458695702702414,0.617683468195305,0.602367165363044,0.7979163376250242,0.6897694890987834,0.8397163013373946,0.8698469465588317,0.5199148426098148,0.8327458225636561,0.12953234081426612,0.8266712877113714,0.40715255947033147,0.780813593347715,0.9012696449575673,0.22782052245252848,0.7421214890495782,0.25463010296666533,0.5613670250520315,0.05800380416279537,0.0687569130285639,0.537275517420796,0.7692494654229859,0.8165308051579236,0.5665385257937716,0.02794143876271049,0.7161245840785071,0.4615551414053561,0.4690498076149025,0.7717347595074902,0.7674683109141427,1.0000000000000013,0.787684533088304,0.11585943038410026,0.1823811797577872,0.33757477754131554,0.3145033608339731,0.29395704165197106
Trame,0.7300691961018405,0.16910801386800203,0.5552368305927657,0.5387155425580499,0.686872905516861,0.6679167038046179,0.6037142855287256,0.6720952362429091,0.4469607281919084,0.8383326437406546,0.2904194839507544,0.838616137358313,0.34671174491386975,0.5034018641224476,0.8275876172056649,0.1961124280796467,0.5227068070249051,0.41749064843881123,0.5788925055973475,0.10853172033248519,0.14491033213899607,0.6100198088082729,0.8633010861323525,0.5001538807658863,0.6991102624241616,-0.049544032343720595,0.5065992355113953,0.29477028953283524,0.669989265347703,0.6352672620778479,0.7911270882932367,0.787684533088304,1.0000000000000013,0.24036030213722595,0.0774627227552078,0.5417800396813891,0.3006063953673477,0.299338715994342
Trifl,0.3609771651449266,0.794379355101299,0.4477745592420796,0.6304325194625792,0.014060388563667717,0.7125370813290003,0.28799760715418987,0.01126740277835896,0.6777857381280941,0.18080477389463495,0.8038688710913593,0.18201393302454155,0.6220111874829115,0.14405505609082808,0.18258564987272408,0.6676484096089922,0.15814503137412372,0.8623743268165084,0.006445621277503552,0.8656729293222859,0.7956665216924452,0.5373513082141687,0.3266427130887795,-0.1250983395431859,0.6959075670943813,0.7021684944633225,0.24878723225382593,0.5530136226710116,0.8066771250684068,0.28239373338302626,0.41000593356738546,0.11585943038410026,0.24036030213722595,0.9999999999999999,0.49741350932902895,0.7309467097060248,0.6992915752917229,0.7137234578016405
