case,kind,compound,r
nyquist_14planes,replicate,abemaciclib,0.6195183939352144
nyquist_14planes,replicate,binimetinib,0.4839645988323146
nyquist_14planes,replicate,fluorouracil,0.3351591151921599
nyquist_14planes,replicate,gemcitabine,0.46913644617608774
nyquist_14planes,replicate,sn-38,0.5178981104402617
nyquist_14planes,replicate,trifluridine,0.526910018250332
nyquist_14planes,null,,0.3603285789037313
nyquist_14planes,null,,0.3763602180530228
nyquist_14planes,null,,0.231557558563738
nyquist_14planes,null,,0.39334612020661364
nyquist_14planes,null,,0.29601780042940035
nyquist_14planes,null,,0.2927842605967771
nyquist_14planes,null,,0.40577914237699114
nyquist_14planes,null,,0.4162648332606098
nyquist_14planes,null,,0.3944848285789585
nyquist_14planes,null,,0.33522530888640145
nyquist_14planes,null,,0.453068607991179
nyquist_14planes,null,,0.4147632069280169
nyquist_14planes,null,,0.3094284090830404
nyquist_14planes,null,,0.33332462745656416
nyquist_14planes,null,,0.4469441456069552
nyquist_14planes,null,,0.3644903198436503
nyquist_14planes,null,,0.25259600698949664
nyquist_14planes,null,,0.3211916622922173
nyquist_14planes,null,,0.370608436886351
nyquist_14planes,null,,0.2926203853422706
nyquist_14planes,null,,0.43376127016810645
nyquist_14planes,null,,0.37349488666518804
nyquist_14planes,null,,0.3732249089332134
nyquist_14planes,null,,0.4125070583985116
nyquist_14planes,null,,0.36150033182700736
nyquist_14planes,null,,0.24987356878994893
nyquist_14planes,null,,0.29937166121832876
nyquist_14planes,null,,0.47541895191435635
nyquist_14planes,null,,0.3279520002088112
nyquist_14planes,null,,0.3829848213944571
nyquist_14planes,null,,0.4430788565053925
nyquist_14planes,null,,0.31596228566995777
nyquist_14planes,null,,0.3684286343520556
nyquist_14planes,null,,0.3165920036931906
nyquist_14planes,null,,0.2739821248929017
nyquist_14planes,null,,0.34566609961248396
nyquist_14planes,null,,0.30694192413682725
nyquist_14planes,null,,0.39505974294785134
nyquist_14planes,null,,0.3162100845657832
nyquist_14planes,null,,0.38936346140772643
nyquist_14planes,null,,0.3279520002088112
nyquist_14planes,null,,0.33308298059409225
nyquist_14planes,null,,0.204605390108314
nyquist_14planes,null,,0.256359817256122
nyquist_14planes,null,,0.3094284090830404
nyquist_14planes,null,,0.4065606023746
nyquist_14planes,null,,0.3860702054433495
nyquist_14planes,null,,0.381029898400171
nyquist_14planes,null,,0.3103738245564611
nyquist_14planes,null,,0.3860702054433495
nyquist_14planes,null,,0.33308298059409225
nyquist_14planes,null,,0.3732249089332134
nyquist_14planes,null,,0.46729557552217893
nyquist_14planes,null,,0.3430385087499583
nyquist_14planes,null,,0.29933499128956353
nyquist_14planes,null,,0.2984519996653618
nyquist_14planes,null,,0.4428967960432322
nyquist_14planes,null,,0.4144671128680924
nyquist_14planes,null,,0.39505974294785134
nyquist_14planes,null,,0.3631616992768783
nyquist_14planes,null,,0.3886496293289661
nyquist_14planes,null,,0.4824678003301669
nyquist_14planes,null,,0.3618649528447218
nyquist_14planes,null,,0.2129319910188434
nyquist_14planes,null,,0.4054801837333195
nyquist_14planes,null,,0.32895329617660357
nyquist_14planes,null,,0.3001070578124978
nyquist_14planes,null,,0.2673109600774044
nyquist_14planes,null,,0.3548696625114326
nyquist_14planes,null,,0.3088673164572032
nyquist_14planes,null,,0.3405908354732244
nyquist_14planes,null,,0.35054560324425493
nyquist_14planes,null,,0.42308529277736967
nyquist_14planes,null,,0.3805547994102111
nyquist_14planes,null,,0.4154030425124759
nyquist_14planes,null,,0.3889087780880072
nyquist_14planes,null,,0.27559904597325147
nyquist_14planes,null,,0.30237428784481674
nyquist_14planes,null,,0.3391577366463721
nyquist_14planes,null,,0.35121753819261053
nyquist_14planes,null,,0.36821128865358677
nyquist_14planes,null,,0.29882803045190337
nyquist_14planes,null,,0.4441569506779452
nyquist_14planes,null,,0.3265057550228585
nyquist_14planes,null,,0.2119013836175882
nyquist_14planes,null,,0.3704875532680289
nyquist_14planes,null,,0.36821128865358677
nyquist_14planes,null,,0.23460529220839185
nyquist_14planes,null,,0.3056994074019184
nyquist_14planes,null,,0.39479836236484345
nyquist_14planes,null,,0.21672971413375375
nyquist_14planes,null,,0.25812553151668016
nyquist_14planes,null,,0.33422145318851754
nyquist_14planes,null,,0.231557558563738
nyquist_14planes,null,,0.3529282409239175
nyquist_14planes,null,,0.3592494687867548
nyquist_14planes,null,,0.20753086351642067
nyquist_14planes,null,,0.19441530673378277
nyquist_14planes,null,,0.25761570576678094
nyquist_14planes,null,,0.3685704613369103
nyquist_14planes,null,,0.2620444350708611
nyquist_14planes,null,,0.4763354718855425
nyquist_14planes,null,,0.2974846119949734
nyquist_14planes,null,,0.4359548808258471
nyquist_14planes,null,,0.23357020354795605
nyquist_14planes,null,,0.30276464914714674
nyquist_14planes,null,,0.2926203853422706
nyquist_14planes,null,,0.31952886059481256
nyquist_14planes,null,,0.322565993575837
nyquist_14planes,null,,0.40971003604715994
nyquist_14planes,null,,0.231557558563738
nyquist_14planes,null,,0.31301791753734304
nyquist_14planes,null,,0.34238791656332607
nyquist_14planes,null,,0.3872994840341114
nyquist_14planes,null,,0.3534499304183726
nyquist_14planes,null,,0.31838703922702805
nyquist_14planes,null,,0.3960024271119855
nyquist_14planes,null,,0.46741407483960384
nyquist_14planes,null,,0.2053554072497027
nyquist_14planes,null,,0.365902967661704
nyquist_14planes,null,,0.36821128865358677
nyquist_14planes,null,,0.38448037386115475
nyquist_14planes,null,,0.3385311061223848
nyquist_14planes,null,,0.4065606023746
nyquist_14planes,null,,0.3807050408797681
nyquist_14planes,null,,0.2147100831674556
nyquist_14planes,null,,0.4091697589393117
nyquist_14planes,null,,0.381029898400171
nyquist_14planes,null,,0.2989440578431783
nyquist_14planes,null,,0.24594256509431137
nyquist_14planes,null,,0.3941832671152
nyquist_14planes,null,,0.2740571881657672
nyquist_14planes,null,,0.3683879096390275
nyquist_14planes,null,,0.34238791656332607
nyquist_14planes,null,,0.3940707349728819
nyquist_14planes,null,,0.41733776414069523
nyquist_14planes,null,,0.3376630997280619
nyquist_14planes,null,,0.36821128865358677
nyquist_14planes,null,,0.2974846119949734
nyquist_14planes,null,,0.2360722703000963
nyquist_14planes,null,,0.42382179448751883
nyquist_14planes,null,,0.3872681888545608
nyquist_14planes,null,,0.24935787969500978
nyquist_14planes,null,,0.3860702054433495
nyquist_14planes,null,,0.2974846119949734
nyquist_14planes,null,,0.37383367004282647
nyquist_14planes,null,,0.39210352299031287
nyquist_14planes,null,,0.2429751410964575
nyquist_14planes,null,,0.3701921204400578
nyquist_14planes,null,,0.2754406939725654
nyquist_14planes,null,,0.3684286343520556
nyquist_14planes,null,,0.40909948597833395
nyquist_14planes,null,,0.47827706098042744
nyquist_14planes,null,,0.24594256509431137
nyquist_14planes,null,,0.365902967661704
nyquist_14planes,null,,0.31461477623071205
nyquist_14planes,null,,0.3548696625114326
nyquist_14planes,null,,0.28639356963165385
nyquist_14planes,null,,0.3088346419492111
nyquist_14planes,null,,0.19441530673378277
nyquist_14planes,null,,0.35054560324425493
nyquist_14planes,null,,0.28105378595058367
nyquist_14planes,null,,0.3994271785627447
nyquist_14planes,null,,0.3805547994102111
nyquist_14planes,null,,0.3977331186047437
nyquist_14planes,null,,0.4432247749169241
nyquist_14planes,null,,0.3944848285789585
nyquist_14planes,null,,0.3162100845657832
nyquist_14planes,null,,0.18505094204074624
nyquist_14planes,null,,0.2905388566403109
nyquist_14planes,null,,0.32467139453489696
nyquist_14planes,null,,0.33332462745656416
nyquist_14planes,null,,0.3977331186047437
nyquist_14planes,null,,0.41241881854220225
nyquist_14planes,null,,0.38075265298774275
nyquist_14planes,null,,0.39334612020661364
nyquist_14planes,null,,0.2891790146766318
nyquist_14planes,null,,0.44031857019599646
nyquist_14planes,null,,0.358529967887903
nyquist_14planes,null,,0.31952886059481256
nyquist_14planes,null,,0.3886496293289661
nyquist_14planes,null,,0.30757586804490783
nyquist_14planes,null,,0.3165920036931906
nyquist_14planes,null,,0.38936346140772643
nyquist_14planes,null,,0.5119606433411369
nyquist_14planes,null,,0.36607035673468147
nyquist_14planes,null,,0.3829204106942497
nyquist_14planes,null,,0.2989440578431783
nyquist_14planes,null,,0.3978134280424845
nyquist_14planes,null,,0.4164448095022497
nyquist_14planes,null,,0.3353950373105913
nyquist_14planes,null,,0.3618649528447218
nyquist_14planes,null,,0.3307644630386099
nyquist_14planes,null,,0.2514313938107772
nyquist_14planes,null,,0.3977331186047437
nyquist_14planes,null,,0.2530732406754435
nyquist_14planes,null,,0.231557558563738
nyquist_14planes,null,,0.43976608155546315
nyquist_14planes,null,,0.1774133372459857
nyquist_14planes,null,,0.30276464914714674
nyquist_14planes,null,,0.2916029391850442
nyquist_14planes,null,,0.33308298059409225
nyquist_14planes,null,,0.339501390040577
nyquist_14planes,null,,0.3872994840341114
nyquist_14planes,null,,0.3444648113895323
nyquist_14planes,null,,0.28972237576257487
nyquist_14planes,null,,0.2908107214585898
nyquist_14planes,null,,0.41753807862420994
nyquist_14planes,null,,0.40961925591648546
nyquist_14planes,null,,0.231557558563738
nyquist_14planes,null,,0.35121753819261053
nyquist_14planes,null,,0.4375017486552007
nyquist_14planes,null,,0.29937166121832876
nyquist_14planes,null,,0.4067433420663997
nyquist_14planes,null,,0.3683879096390275
nyquist_14planes,null,,0.2740923299039333
nyquist_14planes,null,,0.4344334529944844
nyquist_14planes,null,,0.3584472693225135
nyquist_14planes,null,,0.23324079890104996
nyquist_14planes,null,,0.35159249408527604
nyquist_14planes,null,,0.3265057550228585
nyquist_14planes,null,,0.3631616992768783
nyquist_14planes,null,,0.35054560324425493
nyquist_14planes,null,,0.3941832671152
nyquist_14planes,null,,0.3941832671152
nyquist_14planes,null,,0.22610792185316653
nyquist_14planes,null,,0.37587960097103473
nyquist_14planes,null,,0.3685704613369103
nyquist_14planes,null,,0.35656285190505926
nyquist_14planes,null,,0.33251331973757914
nyquist_14planes,null,,0.4222084432691251
nyquist_14planes,null,,0.32937338261230587
nyquist_14planes,null,,0.3872681888545608
nyquist_14planes,null,,0.4570357079634416
nyquist_14planes,null,,0.40602333798361134
nyquist_14planes,null,,0.40577914237699114
nyquist_14planes,null,,0.38289002877532036
nyquist_14planes,null,,0.339501390040577
nyquist_14planes,null,,0.4186012239709831
nyquist_14planes,null,,0.3211916622922173
nyquist_14planes,null,,0.32895329617660357
nyquist_14planes,null,,0.34670978281018094
nyquist_14planes,null,,0.3094284090830404
nyquist_14planes,null,,0.33704675165374004
nyquist_14planes,null,,0.2852352666183396
nyquist_14planes,null,,0.37515096222939504
nyquist_14planes,null,,0.20232935968304724
nyquist_14planes,null,,0.36320089967338687
nyquist_14planes,null,,0.39860699906378594
nyquist_14planes,null,,0.19441530673378277
nyquist_14planes,null,,0.36821128865358677
nyquist_14planes,null,,0.20230889679030808
nyquist_14planes,null,,0.21672971413375375
nyquist_14planes,null,,0.30991528340323565
nyquist_14planes,null,,0.24594256509431137
nyquist_14planes,null,,0.3376630997280619
nyquist_14planes,null,,0.44122509303717006
nyquist_14planes,null,,0.20071968665990605
nyquist_14planes,null,,0.32245428097788864
nyquist_14planes,null,,0.36487083295300926
nyquist_14planes,null,,0.40607928561537104
nyquist_14planes,null,,0.2740923299039333
nyquist_14planes,null,,0.3829204106942497
nyquist_14planes,null,,0.24594256509431137
nyquist_14planes,null,,0.3872994840341114
nyquist_14planes,null,,0.36821128865358677
nyquist_14planes,null,,0.29270587164410117
nyquist_14planes,null,,0.38448037386115475
nyquist_14planes,null,,0.30043465947248854
nyquist_14planes,null,,0.2984519996653618
nyquist_14planes,null,,0.32305827493790706
nyquist_14planes,null,,0.36961980069496464
nyquist_14planes,null,,0.36590956066961555
nyquist_14planes,null,,0.40162905090458
nyquist_14planes,null,,0.28972237576257487
nyquist_14planes,null,,0.2606053980527304
