Metadata_pert_name,corr,Metadata_name,Metadata_conc_step,cell_line,kind
Vemur_4.0,0.5436994646214505,Vemur,4.0,HT29,replicate
abema_4.0,0.7609851024965593,abema,4.0,HT29,replicate
,-0.09898760141544959,,1.0,HCT116,null
,0.04853175920977825,,1.0,HCT116,null
,-0.13678690110088706,,1.0,HCT116,null
,0.025260116209439708,,1.0,HCT116,null
,0.09743193089044447,,1.0,HCT116,null
,0.21934104537340432,,1.0,HCT116,null
,-0.07064226673989325,,1.0,HCT116,null
,-0.02569855703894097,,1.0,HCT116,null
,0.05809592341976389,,1.0,HCT116,null
,-0.12833282739856394,,1.0,HCT116,null
,-0.05155394787301997,,1.0,HCT116,null
,0.2260883057713189,,1.0,HCT116,null
,0.022162480593307506,,1.0,HCT116,null
,0.06314206861076911,,1.0,HCT116,null
,-0.08881143284426873,,1.0,HCT116,null
,-0.032813442891456227,,1.0,HCT116,null
,-0.0240861405016747,,1.0,HCT116,null
,0.1403556806116011,,1.0,HCT116,null
,0.050565201955163584,,1.0,HCT116,null
,0.19716385987743887,,1.0,HCT116,null
,0.16956072104991293,,1.0,HCT116,null
,0.1860120478665182,,1.0,HCT116,null
,-0.11879220034870172,,1.0,HCT116,null
,0.0326819065834244,,1.0,HCT116,null
,0.05844411237126919,,1.0,HCT116,null
,0.05536175785201457,,1.0,HCT116,null
,0.2870450193297849,,1.0,HCT116,null
,-0.12149611542618463,,1.0,HCT116,null
,-0.04384565062628122,,1.0,HCT116,null
,0.3607681236575969,,1.0,HCT116,null
,0.17556501881411402,,1.0,HCT116,null
,-0.055389149467305054,,1.0,HCT116,null
,-0.1610891507304991,,1.0,HCT116,null
,0.04229764723932182,,1.0,HCT116,null
,-0.0015783556122768508,,1.0,HCT116,null
,-0.00868773213427907,,1.0,HCT116,null
,0.04697143343808607,,1.0,HCT116,null
,0.05977779318194821,,1.0,HCT116,null
,0.14813321310268143,,1.0,HCT116,null
,-0.11177633526923744,,1.0,HCT116,null
,0.08778395071213906,,1.0,HCT116,null
,0.13662790180478912,,1.0,HCT116,null
,0.09489348479104541,,1.0,HCT116,null
,0.224608628783657,,1.0,HCT116,null
,-0.0350263154462848,,1.0,HCT116,null
,0.005286693823356604,,1.0,HCT116,null
,-0.11185302917282135,,1.0,HCT116,null
,0.08156341861015183,,1.0,HCT116,null
,0.055476152118170134,,1.0,HCT116,null
,0.019361475250293345,,1.0,HCT116,null
,0.015378152065047489,,1.0,HCT116,null
,-0.043717366041662854,,1.0,HCT116,null
,0.1941104323035519,,1.0,HCT116,null
,-0.09048918567761315,,1.0,HCT116,null
,-0.055333141250315826,,1.0,HCT116,null
,0.18401705009369318,,1.0,HCT116,null
,0.01192251463632914,,1.0,HCT116,null
,-0.10025259136772524,,1.0,HCT116,null
,0.1184770700022005,,1.0,HCT116,null
,0.41581846720973403,,1.0,HCT116,null
,-0.03966454383446513,,1.0,HCT116,null
,-0.09117807340030876,,1.0,HCT116,null
,-0.05202477195299576,,1.0,HCT116,null
,-0.06671105811424767,,1.0,HCT116,null
,0.20000700916071706,,1.0,HCT116,null
,-0.21057330796341212,,1.0,HCT116,null
,0.14231228766365955,,1.0,HCT116,null
,-0.10094594066935222,,1.0,HCT116,null
,-0.03786574794098868,,1.0,HCT116,null
,0.08029453729442153,,1.0,HCT116,null
,-0.1633035171041701,,1.0,HCT116,null
,0.11209188268831168,,1.0,HCT116,null
,-0.3377433417043425,,1.0,HCT116,null
,-0.01853616127837211,,1.0,HCT116,null
,0.17038314327845627,,1.0,HCT116,null
,0.11251435472787422,,1.0,HCT116,null
,-0.05246432601704225,,1.0,HCT116,null
,-0.08845968608956536,,1.0,HCT116,null
,0.20191853804393523,,1.0,HCT116,null
,0.22866116619796903,,1.0,HCT116,null
,0.06640472088431551,,1.0,HCT116,null
,0.32391655984037765,,1.0,HCT116,null
,0.20207565288004786,,1.0,HCT116,null
,-0.06630931900615367,,1.0,HCT116,null
,-0.19545150734898908,,1.0,HCT116,null
,-0.11249339436919394,,1.0,HCT116,null
,0.14372891697791065,,1.0,HCT116,null
,0.15748229972030586,,1.0,HCT116,null
,-0.1033150868052076,,1.0,HCT116,null
,-0.030166038848098868,,1.0,HCT116,null
,0.10920153946430507,,1.0,HCT116,null
,0.22801427863413995,,1.0,HCT116,null
,0.04018305514868613,,1.0,HCT116,null
,0.11826227328767173,,1.0,HCT116,null
,0.06350341713193798,,1.0,HCT116,null
,-0.0880402156121792,,1.0,HCT116,null
,0.012189939975507392,,1.0,HCT116,null
,0.0310359380204114,,1.0,HCT116,null
,0.009363169129330096,,1.0,HCT116,null
,0.008091651904436656,,1.0,HCT116,null
,0.021207835986435396,,1.0,HCT116,null
,0.03486988562759747,,1.0,HCT116,null
,-0.05668326494887625,,1.0,HCT116,null
,0.05320437372664622,,1.0,HCT116,null
,-0.002431129669281438,,1.0,HCT116,null
,0.13947064478073284,,1.0,HCT116,null
,0.12312696703905687,,1.0,HCT116,null
,0.07029759544515107,,1.0,HCT116,null
,-0.11418005377599208,,1.0,HCT116,null
,0.14524371475356596,,1.0,HCT116,null
,-0.14876271549148318,,1.0,HCT116,null
,-0.03599119095757025,,1.0,HCT116,null
,0.042727918023611464,,1.0,HCT116,null
,-0.3349416733829339,,1.0,HCT116,null
,0.03888529865465782,,1.0,HCT116,null
,0.0012410066861225817,,1.0,HCT116,null
,-0.0766549340697829,,1.0,HCT116,null
,0.22317975600500956,,1.0,HCT116,null
,-0.13398210470235214,,1.0,HCT116,null
,0.059983443984113365,,1.0,HCT116,null
,-0.06377634909460926,,1.0,HCT116,null
,-0.09556119804420476,,1.0,HCT116,null
,-0.04467720788473625,,1.0,HCT116,null
,0.09797547744330656,,1.0,HCT116,null
,-0.13581876809512242,,1.0,HCT116,null
,0.019274589398466296,,1.0,HCT116,null
,-0.12014313058516429,,1.0,HCT116,null
,-0.13797021489072608,,1.0,HCT116,null
,-0.06772491537827595,,1.0,HCT116,null
,0.13811839375116186,,1.0,HCT116,null
,-0.3327154330110766,,1.0,HCT116,null
,0.03662039753569027,,1.0,HCT116,null
,0.09754270369650966,,1.0,HCT116,null
,-0.11215347997602448,,1.0,HCT116,null
,-0.014826942256129405,,1.0,HCT116,null
,0.02673562111034329,,1.0,HCT116,null
,0.11350714802765752,,1.0,HCT116,null
,0.10610431418944577,,1.0,HCT116,null
,-0.28479623965444245,,1.0,HCT116,null
,0.009605710547597955,,1.0,HCT116,null
,-0.004564183013970497,,1.0,HCT116,null
,-0.10786625687010326,,1.0,HCT116,null
,0.13182630844422139,,1.0,HCT116,null
,0.09387930068670174,,1.0,HCT116,null
,0.18222199929478364,,1.0,HCT116,null
,0.016153885896590957,,1.0,HCT116,null
,-0.06585756184610068,,1.0,HCT116,null
,-0.25961932422569944,,1.0,HCT116,null
,0.008600843038297105,,1.0,HCT116,null
,0.23628947227604238,,1.0,HCT116,null
,0.03517667075002494,,1.0,HCT116,null
,-0.07690690332666782,,1.0,HCT116,null
,0.3472109365049832,,1.0,HCT116,null
,0.09691212897350956,,1.0,HCT116,null
,0.13638974848144736,,1.0,HCT116,null
,-0.1749029591674296,,1.0,HCT116,null
,-0.09244598593160269,,1.0,HCT116,null
,-0.019703832474769156,,1.0,HCT116,null
,0.10433161935717158,,1.0,HCT116,null
,0.14920265711600228,,1.0,HCT116,null
,0.1504540245941091,,1.0,HCT116,null
,0.04341953877957415,,1.0,HCT116,null
,0.041353976748326866,,1.0,HCT116,null
,0.047031867991023164,,1.0,HCT116,null
,0.10145835700083923,,1.0,HCT116,null
,-0.04308351406356566,,1.0,HCT116,null
,0.1514792986823364,,1.0,HCT116,null
,0.01705364370408368,,1.0,HCT116,null
,0.02114524816381535,,1.0,HCT116,null
,0.04877890515747933,,1.0,HCT116,null
,0.07031593232905325,,1.0,HCT116,null
,-0.10941353059692471,,1.0,HCT116,null
,-0.09891635798344833,,1.0,HCT116,null
,0.14612950943137118,,1.0,HCT116,null
,0.009495978316210255,,1.0,HCT116,null
,-0.11048866567736802,,1.0,HCT116,null
,0.2185093402190012,,1.0,HCT116,null
,0.1941111119683696,,1.0,HCT116,null
,-0.1604903009538033,,1.0,HCT116,null
,0.08760057825120766,,1.0,HCT116,null
,0.0776711107928208,,1.0,HCT116,null
,0.2434287183354197,,1.0,HCT116,null
,0.24392176845300062,,1.0,HCT116,null
,0.006428196219350396,,1.0,HCT116,null
,0.1027220725687248,,1.0,HCT116,null
,0.05075397205725865,,1.0,HCT116,null
,-0.019771696246693126,,1.0,HCT116,null
,-0.10920452684005119,,1.0,HCT116,null
,0.05826346776876994,,1.0,HCT116,null
,0.10739776631818271,,1.0,HCT116,null
,0.048067113153530204,,1.0,HCT116,null
,0.01915018217482852,,1.0,HCT116,null
,-0.044937808970669235,,1.0,HCT116,null
,0.15914554655076998,,1.0,HCT116,null
,0.004022256348196682,,1.0,HCT116,null
,0.050899253029595935,,1.0,HCT116,null
,0.09775763238900895,,1.0,HCT116,null
,0.12924955667851382,,1.0,HCT116,null
,0.10860974131364295,,1.0,HCT116,null
,0.16963950045744441,,1.0,HCT116,null
,-0.011486429468058154,,1.0,HCT116,null
,0.1251771520143748,,1.0,HCT116,null
,0.07409101451088204,,1.0,HCT116,null
,0.0026734041363626684,,1.0,HCT116,null
,0.2440768104064772,,1.0,HCT116,null
,0.06264275288708054,,1.0,HCT116,null
,0.3289421377733976,,1.0,HCT116,null
,0.2004031266168886,,1.0,HCT116,null
,0.018647612066163118,,2.0,HCT116,null
,0.06787362935116356,,2.0,HCT116,null
,0.23865793601879967,,2.0,HCT116,null
,0.21844864795511323,,2.0,HCT116,null
,0.40655345745893035,,2.0,HCT116,null
,-0.04924096206360666,,2.0,HCT116,null
,0.29466265730708374,,2.0,HCT116,null
,-0.014372956240602301,,2.0,HCT116,null
,0.026271806360405534,,2.0,HCT116,null
,0.162091586574634,,2.0,HCT116,null
,-0.1624833703785628,,2.0,HCT116,null
,0.32303527685524314,,2.0,HCT116,null
,0.17952905738186048,,2.0,HCT116,null
,0.15974220514949128,,2.0,HCT116,null
,0.08953686726702159,,2.0,HCT116,null
,0.04826066761279182,,2.0,HCT116,null
,-0.19303317803864217,,2.0,HCT116,null
,-0.020923743464733885,,2.0,HCT116,null
,0.010458338369802329,,2.0,HCT116,null
,0.07761898743536917,,2.0,HCT116,null
,0.07124870587715536,,2.0,HCT116,null
,0.2845824038737404,,2.0,HCT116,null
,0.22893112330190202,,2.0,HCT116,null
,-0.021223633486747263,,2.0,HCT116,null
,0.12963129911835405,,2.0,HCT116,null
,0.06073392484007452,,2.0,HCT116,null
,0.07826902528004678,,2.0,HCT116,null
,-0.043540021858083824,,2.0,HCT116,null
,0.1781545066932506,,2.0,HCT116,null
,0.0011452645846105535,,2.0,HCT116,null
,-0.047812059705046164,,2.0,HCT116,null
,-0.09584357248487269,,2.0,HCT116,null
,-0.028537784687119528,,2.0,HCT116,null
,0.29576185822962053,,2.0,HCT116,null
,0.07293950447598042,,2.0,HCT116,null
,0.4855723061551383,,2.0,HCT116,null
,0.25940724235033846,,2.0,HCT116,null
,0.06508800231986142,,2.0,HCT116,null
,0.2545470462213646,,2.0,HCT116,null
,0.001601827955392935,,2.0,HCT116,null
,0.1943078192451268,,2.0,HCT116,null
,-0.046589871490331385,,2.0,HCT116,null
,-0.016477924670050006,,2.0,HCT116,null
,-0.16987558934323044,,2.0,HCT116,null
,0.020487262702495866,,2.0,HCT116,null
,0.21252856969350958,,2.0,HCT116,null
,-0.000956497532359879,,2.0,HCT116,null
,0.013885743357590151,,2.0,HCT116,null
,0.23755018954552345,,2.0,HCT116,null
,0.23203323550656058,,2.0,HCT116,null
,0.030007603041929117,,2.0,HCT116,null
,0.039872652186700254,,2.0,HCT116,null
,0.22306854787798747,,2.0,HCT116,null
,0.11880991784979203,,2.0,HCT116,null
,0.009233076023210064,,2.0,HCT116,null
,-0.10923213651150147,,2.0,HCT116,null
,0.030506173101892742,,2.0,HCT116,null
,0.2529609538919405,,2.0,HCT116,null
,0.14135460490300839,,2.0,HCT116,null
,0.05853771167081231,,2.0,HCT116,null
,-0.12276686441374217,,2.0,HCT116,null
,-0.013258018327785295,,2.0,HCT116,null
,-0.04006330409837773,,2.0,HCT116,null
,-0.053617414430413374,,2.0,HCT116,null
,0.024185786057145546,,2.0,HCT116,null
,0.20060433666282546,,2.0,HCT116,null
,-0.0019597741652074077,,2.0,HCT116,null
,-0.13240809128331488,,2.0,HCT116,null
,0.1349153161335308,,2.0,HCT116,null
,0.24526024198378304,,2.0,HCT116,null
,0.14320412941468164,,2.0,HCT116,null
,-0.026715605718290347,,2.0,HCT116,null
,0.12770114584510683,,2.0,HCT116,null
,0.2585361397160853,,2.0,HCT116,null
,0.1345845486722069,,2.0,HCT116,null
,-0.021744476078436478,,2.0,HCT116,null
,0.10191008886820598,,2.0,HCT116,null
,-0.04715313559662721,,2.0,HCT116,null
,0.05905038800650571,,2.0,HCT116,null
,-0.01337625582907938,,2.0,HCT116,null
,0.029188439713377493,,2.0,HCT116,null
,-0.10451914266652983,,2.0,HCT116,null
,0.181401671500661,,2.0,HCT116,null
,-0.04196397315625548,,2.0,HCT116,null
,0.066590230415492,,2.0,HCT116,null
,0.013117143301688925,,2.0,HCT116,null
,-0.06350044034140326,,2.0,HCT116,null
,-0.026509347007593144,,2.0,HCT116,null
,0.040831754712681446,,2.0,HCT116,null
,0.005328468565174463,,2.0,HCT116,null
,0.17665241520417693,,2.0,HCT116,null
,0.26288407424200105,,2.0,HCT116,null
,0.08105588050599735,,2.0,HCT116,null
,-0.042000195423589876,,2.0,HCT116,null
,0.1272327753353344,,2.0,HCT116,null
,-0.016565431218546988,,2.0,HCT116,null
,0.3820604509873574,,2.0,HCT116,null
,0.12505482933663498,,2.0,HCT116,null
,0.155970010755519,,2.0,HCT116,null
,0.29592498679391027,,2.0,HCT116,null
,0.09076516760482693,,2.0,HCT116,null
,0.139684750145666,,2.0,HCT116,null
,0.2797320139736575,,2.0,HCT116,null
,0.2401876279404985,,2.0,HCT116,null
,0.10397030196528537,,2.0,HCT116,null
,0.061397561474453105,,2.0,HCT116,null
,0.21349108151526258,,2.0,HCT116,null
,0.11790079199210285,,2.0,HCT116,null
,-0.24616880081269882,,2.0,HCT116,null
,-0.027434380336872316,,2.0,HCT116,null
,0.14257825284185038,,2.0,HCT116,null
,0.26249174352995913,,2.0,HCT116,null
,0.20452566961979188,,2.0,HCT116,null
,0.06880680931469141,,2.0,HCT116,null
,-0.11449691032148045,,2.0,HCT116,null
,0.10644516013618638,,2.0,HCT116,null
,0.17954511013813967,,2.0,HCT116,null
,0.3932942554330918,,2.0,HCT116,null
,0.14287882748932995,,2.0,HCT116,null
,0.0317690042049528,,2.0,HCT116,null
,0.010030019836228844,,2.0,HCT116,null
,-0.17934850594831178,,2.0,HCT116,null
,0.10504586557203299,,2.0,HCT116,null
,0.1502592687173299,,2.0,HCT116,null
,-0.12253684331157647,,2.0,HCT116,null
,0.12714899872474011,,2.0,HCT116,null
,0.13802249228049382,,2.0,HCT116,null
,0.15953055477785633,,2.0,HCT116,null
,0.3694266678522239,,2.0,HCT116,null
,-0.06781486305826258,,2.0,HCT116,null
,-0.020452915422102702,,2.0,HCT116,null
,0.35073517656746844,,2.0,HCT116,null
,-0.08237125909927367,,2.0,HCT116,null
,0.01859044434058591,,2.0,HCT116,null
,-0.021735708502893848,,2.0,HCT116,null
,-0.03967545405002704,,2.0,HCT116,null
,0.3046830854788449,,2.0,HCT116,null
,0.08438644667839076,,2.0,HCT116,null
,0.28451181380634943,,2.0,HCT116,null
,-0.06915824190814296,,2.0,HCT116,null
,0.06113997897175622,,2.0,HCT116,null
,0.2615845208163769,,2.0,HCT116,null
,0.33869142057519197,,2.0,HCT116,null
,0.06290300483257022,,2.0,HCT116,null
,-0.03486638866104819,,2.0,HCT116,null
,-0.035307662655939896,,2.0,HCT116,null
,-0.1479339868142241,,2.0,HCT116,null
,0.08474734491519273,,2.0,HCT116,null
,0.3227005442999967,,2.0,HCT116,null
,0.3007659029521257,,2.0,HCT116,null
,-0.07762302114553492,,2.0,HCT116,null
,0.1572901172273249,,2.0,HCT116,null
,0.5537209148245521,,2.0,HCT116,null
,-0.08797857914268509,,2.0,HCT116,null
,-0.051662044341833906,,2.0,HCT116,null
,0.191187815670534,,2.0,HCT116,null
,0.15516361757963626,,2.0,HCT116,null
,0.10209701249892252,,2.0,HCT116,null
,0.047267806523295514,,2.0,HCT116,null
,-0.06514685928249275,,2.0,HCT116,null
,-0.14380576514772123,,2.0,HCT116,null
,0.051980816298536625,,2.0,HCT116,null
,0.20911855572315977,,2.0,HCT116,null
,-0.041123672432385586,,2.0,HCT116,null
,0.30303313428688383,,2.0,HCT116,null
,-0.020415956079655018,,2.0,HCT116,null
,0.29514951368099485,,2.0,HCT116,null
,0.12024408724435642,,2.0,HCT116,null
,-0.09608970210035359,,2.0,HCT116,null
,0.20162294515714285,,2.0,HCT116,null
,0.11779424927929286,,2.0,HCT116,null
,-0.12914742249045313,,2.0,HCT116,null
,0.0006323654105863316,,2.0,HCT116,null
,0.08361004894377809,,2.0,HCT116,null
,0.19842972957235355,,2.0,HCT116,null
,0.07616894852662535,,2.0,HCT116,null
,0.1382005669059439,,2.0,HCT116,null
,0.04326062037413889,,2.0,HCT116,null
,0.023656514483212328,,2.0,HCT116,null
,0.21383626407887785,,2.0,HCT116,null
,-0.1014644994878538,,2.0,HCT116,null
,0.12852122530357524,,2.0,HCT116,null
,0.21377168983830325,,2.0,HCT116,null
,0.12404710940816037,,2.0,HCT116,null
,0.0886779236018291,,2.0,HCT116,null
,0.09706470415371232,,2.0,HCT116,null
,0.026217343260033554,,2.0,HCT116,null
,-0.07012843393902786,,2.0,HCT116,null
,0.04323187090737586,,2.0,HCT116,null
,-0.1467380966198058,,2.0,HCT116,null
,0.2855029056765834,,2.0,HCT116,null
,0.297117621833993,,2.0,HCT116,null
,-0.07874483412593494,,2.0,HCT116,null
,0.05605860552628651,,2.0,HCT116,null
,0.09292803006860317,,2.0,HCT116,null
,0.055632098980097085,,2.0,HCT116,null
,0.22223427296302456,,2.0,HCT116,null
,-0.0438350428957759,,2.0,HCT116,null
,0.07150500437278037,,2.0,HCT116,null
,-0.004166654773312925,,2.0,HCT116,null
,0.37775431290096184,,2.0,HCT116,null
,0.05431256229635476,,2.0,HCT116,null
,0.15887375533839693,,2.0,HCT116,null
,0.009201336738810878,,2.0,HCT116,null
,0.15104047061578116,,2.0,HCT116,null
,-0.02175798879842826,,2.0,HCT116,null
,0.08384267367293825,,2.0,HCT116,null
,0.15715101725583,,2.0,HCT116,null
,0.06536210508282343,,3.0,HCT116,null
,0.13436431487685208,,3.0,HCT116,null
,0.04998249675683654,,3.0,HCT116,null
,-0.04206051690591545,,3.0,HCT116,null
,0.2045904870376287,,3.0,HCT116,null
,0.2503599238067137,,3.0,HCT116,null
,-0.10792000159613592,,3.0,HCT116,null
,0.017427494811558253,,3.0,HCT116,null
,0.12005937962486521,,3.0,HCT116,null
,0.2569492578096215,,3.0,HCT116,null
,0.26361038425668926,,3.0,HCT116,null
,-0.040566470719867964,,3.0,HCT116,null
,0.30083826582799594,,3.0,HCT116,null
,0.277428774206377,,3.0,HCT116,null
,0.2162004097768619,,3.0,HCT116,null
,0.3149131892749283,,3.0,HCT116,null
,-0.04851503619491442,,3.0,HCT116,null
,0.09069902778872153,,3.0,HCT116,null
,0.09081459825624147,,3.0,HCT116,null
,0.08176777874251688,,3.0,HCT116,null
,0.17712039797154466,,3.0,HCT116,null
,0.07743684597873393,,3.0,HCT116,null
,0.04634959503335087,,3.0,HCT116,null
,0.08903832345653492,,3.0,HCT116,null
,0.05526804284105362,,3.0,HCT116,null
,0.37969372777090316,,3.0,HCT116,null
,-0.08948070774679513,,3.0,HCT116,null
,0.010495103548375254,,3.0,HCT116,null
,0.2719387911564183,,3.0,HCT116,null
,0.05155887612390467,,3.0,HCT116,null
,0.13477580726971344,,3.0,HCT116,null
,0.03073527656533553,,3.0,HCT116,null
,0.06154745542460203,,3.0,HCT116,null
,0.3890435849965644,,3.0,HCT116,null
,0.09441911908959653,,3.0,HCT116,null
,0.10879913667704437,,3.0,HCT116,null
,0.3104996706538117,,3.0,HCT116,null
,0.030302025451713253,,3.0,HCT116,null
,-0.15586531267370196,,3.0,HCT116,null
,0.2323870267188221,,3.0,HCT116,null
,0.16515215151553897,,3.0,HCT116,null
,0.11561825829387704,,3.0,HCT116,null
,-0.05919117622912683,,3.0,HCT116,null
,0.11483721244404496,,3.0,HCT116,null
,0.025572465868798567,,3.0,HCT116,null
,0.0644995435667234,,3.0,HCT116,null
,0.19601791473879304,,3.0,HCT116,null
,-0.09132354491077607,,3.0,HCT116,null
,0.19193458099297864,,3.0,HCT116,null
,0.09712194428132076,,3.0,HCT116,null
,0.0014900608376218864,,3.0,HCT116,null
,0.17365699098374668,,3.0,HCT116,null
,-0.019318450282291788,,3.0,HCT116,null
,0.15359237512211402,,3.0,HCT116,null
,-0.011933417897425566,,3.0,HCT116,null
,-0.0034465605430481928,,3.0,HCT116,null
,0.1647125034075057,,3.0,HCT116,null
,0.05236465975789818,,3.0,HCT116,null
,0.1815220411624023,,3.0,HCT116,null
,-0.008277992169132227,,3.0,HCT116,null
,0.08840409909453262,,3.0,HCT116,null
,0.21254456329703425,,3.0,HCT116,null
,0.008576675851569827,,3.0,HCT116,null
,0.2862086096168497,,3.0,HCT116,null
,0.19183735431964513,,3.0,HCT116,null
,0.0729738993855917,,3.0,HCT116,null
,0.45211687820335533,,3.0,HCT116,null
,0.21006560962511256,,3.0,HCT116,null
,0.09984363020229216,,3.0,HCT116,null
,0.07189129494866081,,3.0,HCT116,null
,0.20374146495108333,,3.0,HCT116,null
,0.2040483626575696,,3.0,HCT116,null
,0.35476775539522876,,3.0,HCT116,null
,0.23730107131840517,,3.0,HCT116,null
,0.21340129681688708,,3.0,HCT116,null
,0.10623167929643863,,3.0,HCT116,null
,-0.18845617310199486,,3.0,HCT116,null
,0.3727469030993727,,3.0,HCT116,null
,0.15786991471573983,,3.0,HCT116,null
,-0.13602200233306086,,3.0,HCT116,null
,0.013914862271872696,,3.0,HCT116,null
,0.14104679161721567,,3.0,HCT116,null
,-0.111869801791233,,3.0,HCT116,null
,0.1968680934804706,,3.0,HCT116,null
,0.19354748585423606,,3.0,HCT116,null
,0.1254313323966519,,3.0,HCT116,null
,-0.18022848934446964,,3.0,HCT116,null
,0.0925186504676876,,3.0,HCT116,null
,0.0758325856366523,,3.0,HCT116,null
,0.06794330834556447,,3.0,HCT116,null
,0.10293036842281525,,3.0,HCT116,null
,0.21943442379821793,,3.0,HCT116,null
,0.2718997029128185,,3.0,HCT116,null
,0.2936980728728934,,3.0,HCT116,null
,-0.00978550089674569,,3.0,HCT116,null
,0.2816539514792856,,3.0,HCT116,null
,0.10406050653987797,,3.0,HCT116,null
,0.025467590796529098,,3.0,HCT116,null
,0.03661525437867484,,3.0,HCT116,null
,0.05620221954609661,,3.0,HCT116,null
,0.08575920076570227,,3.0,HCT116,null
,0.08282824380343311,,3.0,HCT116,null
,0.0944385085593464,,3.0,HCT116,null
,0.1301696990031524,,3.0,HCT116,null
,0.10152024685703015,,3.0,HCT116,null
,0.21368116268591691,,3.0,HCT116,null
,0.4035587930229406,,3.0,HCT116,null
,-0.005085522177604515,,3.0,HCT116,null
,0.14449605581661035,,3.0,HCT116,null
,-0.030261268978144712,,3.0,HCT116,null
,-0.0008657728839830126,,3.0,HCT116,null
,-0.045877388359128246,,3.0,HCT116,null
,0.06307628463614458,,3.0,HCT116,null
,-0.11119741753115633,,3.0,HCT116,null
,-0.0855159492763636,,3.0,HCT116,null
,0.13495753020820345,,3.0,HCT116,null
,-0.0007633076330580829,,3.0,HCT116,null
,0.6210080518331176,,3.0,HCT116,null
,0.18462248241118567,,3.0,HCT116,null
,0.16984261317497407,,3.0,HCT116,null
,0.000669494390037946,,3.0,HCT116,null
,0.2247057909123461,,3.0,HCT116,null
,0.36931356427327566,,3.0,HCT116,null
,0.3132731717136493,,3.0,HCT116,null
,0.5471594506598418,,3.0,HCT116,null
,0.02419823400502215,,3.0,HCT116,null
,0.21439040076719157,,3.0,HCT116,null
,-0.0726965106399516,,3.0,HCT116,null
,0.07489133625182114,,3.0,HCT116,null
,0.35378743413033314,,3.0,HCT116,null
,-0.00490041789755935,,3.0,HCT116,null
,0.1923806578045863,,3.0,HCT116,null
,0.1055164917821482,,3.0,HCT116,null
,0.10314479960957154,,3.0,HCT116,null
,0.1588270129759336,,3.0,HCT116,null
,0.0562003370757926,,3.0,HCT116,null
,0.1746459995486705,,3.0,HCT116,null
,0.3469460075545297,,3.0,HCT116,null
,0.13831715866747096,,3.0,HCT116,null
,0.15871513405720952,,3.0,HCT116,null
,0.3553611145038602,,3.0,HCT116,null
,0.08842109004197789,,3.0,HCT116,null
,0.010033329776203269,,3.0,HCT116,null
,0.18921006723065664,,3.0,HCT116,null
,0.19472286516554754,,3.0,HCT116,null
,0.16678673583956682,,3.0,HCT116,null
,0.16004438716810004,,3.0,HCT116,null
,0.2754705926323536,,3.0,HCT116,null
,0.2595070831302006,,3.0,HCT116,null
,-0.011760786737927124,,3.0,HCT116,null
,0.18570414294017945,,3.0,HCT116,null
,-0.02045263436610726,,3.0,HCT116,null
,0.07153343995842623,,3.0,HCT116,null
,0.07757448180419282,,3.0,HCT116,null
,0.009389873758145198,,3.0,HCT116,null
,0.22244230570449947,,3.0,HCT116,null
,0.05983367589905847,,3.0,HCT116,null
,0.0705518556698624,,3.0,HCT116,null
,0.08187146323963165,,3.0,HCT116,null
,-0.1341023444709953,,3.0,HCT116,null
,0.2835436342243188,,3.0,HCT116,null
,0.18119104140189463,,3.0,HCT116,null
,0.04454413711505259,,3.0,HCT116,null
,0.12282176049549429,,3.0,HCT116,null
,0.08390817366815859,,3.0,HCT116,null
,0.27908912285243737,,3.0,HCT116,null
,0.02090155105172026,,3.0,HCT116,null
,0.24060607355214114,,3.0,HCT116,null
,-0.03185387663956476,,3.0,HCT116,null
,0.18706523013886212,,3.0,HCT116,null
,-0.02361630915368878,,3.0,HCT116,null
,0.2675979230379947,,3.0,HCT116,null
,0.03051990599943942,,3.0,HCT116,null
,-0.007315638786181022,,3.0,HCT116,null
,-0.1947987575509938,,3.0,HCT116,null
,-0.15904505854681467,,3.0,HCT116,null
,-0.04007151301102709,,3.0,HCT116,null
,0.4578925757285124,,3.0,HCT116,null
,-0.04384978909233177,,3.0,HCT116,null
,0.007042571668194553,,3.0,HCT116,null
,0.2928548752220618,,3.0,HCT116,null
,0.09364233429564163,,3.0,HCT116,null
,0.17339706673136607,,3.0,HCT116,null
,0.24294425309949202,,3.0,HCT116,null
,0.3190495922604769,,3.0,HCT116,null
,-0.008016649363597719,,3.0,HCT116,null
,0.31046804522911287,,3.0,HCT116,null
,0.20878013314785393,,3.0,HCT116,null
,0.0836401872136452,,3.0,HCT116,null
,0.02978018317328307,,3.0,HCT116,null
,-0.01625042588136686,,3.0,HCT116,null
,0.15569109616792753,,3.0,HCT116,null
,0.11507001180403009,,3.0,HCT116,null
,0.06937723497812796,,3.0,HCT116,null
,-0.024481715339352294,,3.0,HCT116,null
,0.12040550386091076,,3.0,HCT116,null
,0.22112588640031186,,3.0,HCT116,null
,0.09583654091893024,,3.0,HCT116,null
,0.313595481192254,,3.0,HCT116,null
,-0.012921791719985531,,3.0,HCT116,null
,0.13292064026090017,,3.0,HCT116,null
,0.16710712645119738,,3.0,HCT116,null
,0.0368840058935683,,3.0,HCT116,null
,0.20418261805593274,,3.0,HCT116,null
,0.481948243006733,,3.0,HCT116,null
,-0.10823800332213167,,3.0,HCT116,null
,0.03832409995263851,,3.0,HCT116,null
