PC1,PC2,slice
-5.571329181606356,8.444161314146438,7
-2.801338702877093,7.753550313322205,6
-0.9951381227967177,6.745678804424213,5
0.8174715528245518,5.150901717723901,4
-11.988881356682926,10.830969824623448,11
3.3628454397978893,-2.3443501233711905,2
2.611051512554885,1.3482700721025458,3
-9.51434329089423,10.10126185948143,10
-10.490488458751978,-10.401172638919778,0
1.5669604317850045,-7.384829868726018,1
-4.990611386412272,8.979343813309015,8
-7.406246867416364,9.538298400701882,9
14.856013029285682,7.115681787594775,7
15.179479780669652,3.9294141426748976,6
22.313570488634365,5.449859975313022,5
23.82308507786406,4.009878806920477,4
3.0752273743171927,9.8516312271532,11
19.435166862032645,-9.970925885455506,2
25.356176808848307,-0.5378373957925077,3
4.528664015317815,7.679204374813803,10
-15.957655585230865,-16.503444234203922,0
5.460491847567747,-20.66851666436696,1
11.397951156784542,7.466334278352625,8
8.711481296777352,8.611035584130773,9
-12.630003717790881,5.059483204442423,7
-8.71379334301281,4.685815409714143,6
-12.001894551057662,0.10544419866069006,5
-5.506893568830753,2.152712906234597,4
-16.293380435996255,7.674461452283971,11
-7.9299285993208395,-6.115025579878071,2
-2.5863311005225813,-0.0347784006407766,3
-14.91842271422961,6.968716843734506,10
-23.51152375950332,-15.319047842791734,0
-18.227964229625805,-6.167524736320234,1
-12.96317421743191,5.635157162584754,8
-12.535524277964745,7.594886095209104,9
-9.285849675206613,6.903645170837047,7
-11.439285690697751,3.4338192885722236,6
-10.29200461751184,1.6086653667589406,5
-10.03697224179313,-0.28177747838248196,4
-16.86915227998792,6.583571880988077,11
-12.752926098788608,-6.395335183769758,2
-7.427724271902887,-4.585544379191582,3
-14.108080378656343,8.106745509576022,10
-25.46260336340156,-14.091263261576728,0
-18.690259431052024,-12.74402518168404,1
-11.409398306762528,4.655435973577491,8
-11.287915946800005,7.759118939562173,9
1.6542710356360952,5.176986148022598,7
4.901457120708495,6.066336401336501,6
8.815870230517156,4.506173050507914,5
14.727706041202905,4.355244203068637,4
-7.65156923259322,11.295111163054003,11
16.312133321972727,-6.0171522491608265,2
19.955160969457673,2.1100080315418905,3
-4.59628371153808,11.09645024087958,10
-5.092879562345384,-34.35307774402568,0
8.837295933849713,-14.511363889878726,1
-1.3061131789481473,6.491187327148399,8
-3.683862807089282,9.43151875579718,9
15.509352909125923,4.871451365320739,7
16.012072945647105,-0.33664352809795584,6
20.37582612034822,1.366564987004343,5
23.996314127757756,-1.721686988078752,4
1.4819341185162893,11.829579104820045,11
21.617651126850014,-9.645010357036957,2
24.024356628994436,-5.2643590362024,3
2.247724421667588,7.834379953717812,10
-8.293591256747208,-45.02496625464432,0
9.263395398493019,-26.00326713278249,1
14.19605945591883,6.335754968132402,8
7.05218921249454,6.469874440666962,9
4.429804452236289,2.516461481775446,7
8.143358422917698,1.7622796247675478,6
7.795882170675526,-1.1534131497561735,5
8.927900893794881,-2.4704326337598097,4
-1.4722305994401388,8.534014473049023,11
4.829934262426345,-16.919543423805173,2
14.32863278205237,-6.713455811324238,3
-0.48785559133893097,7.281605829263505,10
-14.102190516172524,-19.130300923812886,0
-4.619909378996323,-26.78379472200364,1
5.134995664617282,6.018978621984191,8
4.104792789555472,7.125797537763236,9
2.956576703398289,6.9316493683224465,7
7.414741114990471,5.155159379875384,6
12.051417597951342,2.968275822388645,5
17.020855877268755,3.936491128936387,4
-8.865677238038074,11.246568555735099,11
25.118358959280457,-5.7314415392195945,2
23.18530283691449,0.2931500051784772,3
-8.132151519751716,9.293041778047835,10
0.13003473064549362,-23.423217920430105,0
22.56048175993562,-10.794526945646785,1
-1.399818304307609,7.318360793890589,8
-4.231093179651582,8.822832315090537,9
0.21996407652643163,4.891322203306576,7
1.3472590971924001,1.4690119763504623,6
4.592713702522861,0.06829446842981367,5
6.926907407995259,-3.4762773568297045,4
-6.803474991409915,10.2413594416776,11
12.381966618808674,-8.952908090188375,2
7.012471808628489,-4.477979884193349,3
-7.198550596858083,8.16271844141214,10
-13.43766870107752,-24.530566529076147,0
-1.444566686799188,-20.931411070346094,1
-1.3907609964252043,2.996292452416063,8
-4.432002044922171,5.05467379160741,9
9.144774899479861,6.065357783698897,7
14.010302416098666,4.311868434608476,6
18.016518277333525,1.5725321697432675,5
25.20154519486545,0.9997622619806489,4
-9.548522991490044,6.055474021300032,11
22.728705793392937,-13.158313722516636,2
27.612343902032737,-2.425432370570989,3
-4.237390333749671,8.719532168304239,10
15.539846156604321,-29.136508085355988,0
22.910020548522215,-21.81903829467483,1
3.3574168808299123,7.432119027197996,8
-2.6826033920902006,6.540042281590488,9
-12.450129856490651,1.2794352495994918,7
-12.099730082124502,-1.4577290561377536,6
-7.561244688286219,-2.933081311844308,5
-8.86718645465024,-4.967373195012902,4
-9.852056600457248,2.42523356593674,11
-8.341313679216986,-6.233064589775838,2
-8.114969595629065,-6.985731186753105,3
-9.202030636301133,4.719213066959159,10
-16.91735591747767,-18.46149002356063,0
-9.983721582714583,-10.770817364267234,1
-9.813845045392112,5.436641389068473,8
-10.731472972329106,6.568830664265158,9
12.7930428330699,2.0320489060418954,7
16.09620918459858,0.2628610236791986,6
15.475940765036508,-4.582143741187963,5
17.021926333630425,-4.983999979886896,4
-2.7127468871700255,7.518969699546856,11
6.723891993649836,-16.051514659451687,2
14.558107954762937,-8.493113574649524,3
0.5917624479471129,7.31154609562393,10
-11.617011031596277,-9.119311601856513,0
10.890663416648348,-13.472213023134117,1
8.855676007309478,2.6595586963845945,8
5.751637377532208,5.188327490487622,9
9.696012890804194,3.2345316794128647,7
12.839722464093832,3.867799266254283,6
12.554284565215697,-0.10278371477188158,5
13.382496737325553,-2.7966203365657982,4
-1.6007994286423586,10.996558616141273,11
9.606706861903474,-10.46667824211909,2
11.170372375710958,-9.174424055095344,3
2.77764679505393,8.896579543079667,10
-23.587738662787608,-11.933618801444602,0
-4.001951952993523,-16.448193282486862,1
9.798791634371666,8.007253413959576,8
4.1505290367811245,8.397335974459976,9
-2.9947950959989056,7.889824067103637,7
-1.313019644249691,6.393424070327876,6
1.797271452151788,4.2555861853835975,5
4.654653975673325,3.758549192656316,4
-10.73566459237579,12.735933746183957,11
9.178975587751545,-3.8692962880821624,2
9.975511783407923,3.1806773535935973,3
-7.188567511877926,12.81028060431296,10
-0.14407264839275444,-14.189581485113633,0
1.9252583950940858,-10.733310161370083,1
-4.7971269332427795,9.365655718641946,8
-7.532503255999425,10.123197224989966,9
1.3197692859570942,6.894061692318405,7
3.503947515776242,5.522089684104246,6
4.0623648267314065,3.0798197459399943,5
7.105388390637733,3.8022054737944404,4
-7.626184580800946,11.221067203085344,11
5.714515387926462,-1.4325445001965227,2
7.5490260925484165,2.256849909808017,3
-6.603468674561913,10.43169388775783,10
0.24344739169564192,-8.318845561700083,0
4.197057776356481,-7.551061271042144,1
0.5986561022265403,7.668441529728642,8
-2.6084327207585862,10.174248953526245,9
-31.8027133739728,4.299975410169521,7
-35.2061016859419,-0.16038673376564316,6
-33.898654780723355,1.5389029660727398,5
-30.117726581751,3.9321367046160662,4
-42.73932090142884,-13.0823841454529,11
-30.688030509168943,-1.937240251906131,2
-32.514559630533306,-0.15538657349956778,3
-39.70663990647848,-1.814081230294549,10
-32.53679216840977,-7.355418883108244,0
-31.81669831737417,-4.269803769479544,1
-36.02235496329473,5.466068317222767,8
-34.7679459669358,-0.9114028496500923,9
-21.292478222665185,2.4885272041380344,7
-19.01196650479161,2.5482462753039212,6
-14.326820807817263,3.9231200767107333,5
-14.045066567486579,0.7364198415443352,4
-21.972798518933477,3.709281686911787,11
-20.424251714081084,-11.405782014649215,2
-17.298515360350816,-2.983732880828822,3
-23.660350611639892,-1.7910633880546647,10
-26.128616428027975,-21.795845054449636,0
-21.552420778001444,-21.9714737638871,1
-21.610338613514603,2.570497852625976,8
-19.860498494755774,0.493768182849017,9
9.51919799351724,8.455834073886633,7
10.953861069469681,7.38395413063938,6
11.419070485153538,4.454414937697404,5
11.578374956553532,1.8337965834807923,4
-0.19817120807891236,11.333949410418917,11
10.427800998883708,-3.528207767151463,2
13.261225688306245,-0.20471290876877202,3
1.7986173555855431,11.28966627421764,10
-19.294381585286285,-11.30160466230641,0
-4.534053076576407,-10.940227565227577,1
5.905243660265601,10.416545934092094,8
5.937913068108225,11.875436384487282,9
10.543158314840074,4.729760785058556,7
16.89487368134399,1.701961264485918,6
19.72559684147739,0.5175312563160847,5
21.47158772639784,-3.8342923741021315,4
1.3741759303649583,11.686580301094349,11
13.795502224234571,-13.882920360072276,2
20.78532572938469,-6.096259041091198,3
4.624205078920669,11.058877716333297,10
-11.959194051192755,-13.342208408003504,0
3.8220181333640575,-18.19295067433672,1
9.652081765600755,7.276334863541795,8
5.907995893425765,8.775683152041468,9
-6.811703763908637,9.416259853049455,7
-3.3370773268585348,9.96726444265444,6
-2.740078524308976,7.04528788778832,5
-1.748961897303504,7.206235039374786,4
-13.435196923055832,11.179163207645248,11
1.7874056349856406,2.572425689275508,2
-0.8583030688576982,5.798683647929955,3
-10.742679789731142,12.340502154629355,10
-10.27725680485106,-6.1568954699080045,0
2.1867462890846077,-3.2853332553964534,1
-9.214325075488338,11.195411296462446,8
-11.218481425805479,10.300645606516207,9
-1.2639869513231916,7.812118843200868,7
3.954685822376191,6.4819724277319075,6
6.970858176340743,6.328226490709915,5
9.636771751436026,2.9418595050990572,4
-9.456503799188702,11.002805467391568,11
15.395870203837559,-0.4199719617867105,2
11.541633551039121,-0.38345713419016125,3
-6.959160474466092,10.867936265689684,10
-1.358422036679152,-19.549892882186295,0
7.079365592590791,-8.129347824716419,1
-2.5917000880840306,9.916829742212157,8
-3.4869189294748706,10.29887162365163,9
23.174186511828665,7.251248389256772,7
25.86961166175199,6.2646077927953945,6
27.45021139058191,1.5897540969916988,5
30.791809018409406,-2.5146950288734486,4
6.6865096241471,7.986493133417846,11
32.40465280759894,-14.035780354572848,2
32.82638043844771,-7.54410504470197,3
9.71109257145448,8.525942826993145,10
24.311030916775113,-27.930354975962146,0
39.069775644685514,-13.726284810433578,1
15.710066251605964,6.651297086401619,8
12.641335097766001,8.046884237677022,9
-5.288295881418516,9.193508877377619,7
-4.974455494044661,7.816279855509412,6
-2.18841651846716,8.743470585888144,5
