,Metadata_Site,Location_Center_X_cells,Location_Center_Y_cells
487361,8,851.4278,214.71225
487362,8,207.64375,225.37938
487363,8,925.273,236.18002
487364,8,552.0106,220.60893
487365,8,278.58557,243.98653
487366,8,686.89636,235.74512
487367,8,977.1284,224.49847
487368,8,453.38498,249.35837
487369,8,829.7726,260.90088
487370,8,307.68613,267.2511
487371,8,627.63684,269.2092
487372,8,752.05505,264.79785
487373,8,532.0191,260.8996
487374,8,883.6155,262.9523
487375,8,221.25453,277.52167
487376,8,166.05798,281.6017
487377,8,572.17267,277.113
487378,8,695.59326,272.65878
487379,8,983.6344,292.57706
487380,8,930.9254,289.9123
487381,8,818.70276,311.3258
487382,8,893.31915,310.15146
487383,8,677.81287,326.8079
487384,8,607.7463,323.71207
487385,8,140.77127,335.12357
487386,8,358.92752,336.3243
487387,8,516.4934,326.51498
487388,8,200.23117,342.1196
487389,8,554.86975,329.55463
487390,8,926.8476,337.65643
487391,8,402.5389,360.915
487392,8,979.4575,364.4064
487393,8,884.2964,360.25244
487394,8,644.31647,367.75113
487395,8,782.99493,365.5134
487396,8,253.61705,404.68726
487397,8,737.9569,392.0801
487398,8,181.4625,396.10925
487399,8,931.04407,389.43774
487400,8,124.795715,394.36807
487401,8,319.11337,399.6508
487402,8,574.5889,400.49124
487403,8,369.36935,406.07208
487404,8,865.9874,411.7188
487405,8,729.94934,436.20032
487406,8,824.70734,452.7897
487407,8,916.2793,436.63562
487408,8,165.66243,454.69168
487409,8,116.61697,453.48907
487410,8,971.9442,472.66638
487411,8,920.04205,481.63184
487412,8,312.81296,490.4745
487413,8,750.0267,501.85214
487414,8,99.68197,520.3429
487415,8,186.90974,513.0085
487416,8,388.9214,518.3865
487417,8,138.86798,506.47992
487418,8,967.66364,534.5982
487419,8,688.2368,532.52747
487420,8,824.48755,547.9563
487421,8,907.2226,533.7766
487422,8,354.48114,543.5869
487423,8,312.71307,544.8537
487424,8,149.0293,553.9224
487425,8,590.25854,561.0776
487426,8,418.86877,560.9612
487427,8,278.46768,562.45917
487428,8,745.9811,561.3302
487429,8,177.53767,590.6458
487430,8,939.1067,591.286
487431,8,124.76658,595.1907
487432,8,384.1925,593.98773
487433,8,434.78952,612.4537
487434,8,884.6291,608.2281
487435,8,252.07468,614.47296
487436,8,618.29443,611.5179
487437,8,690.226,613.9163
487438,8,823.87427,608.7276
487439,8,89.948364,633.6752
487440,8,480.42413,621.20966
487441,8,770.28876,626.88995
487442,8,346.13193,641.7287
487443,8,207.16835,628.6947
487444,8,286.55554,658.9104
487445,8,934.65735,651.9482
487446,8,855.9101,656.82184
487447,8,808.95404,652.4046
487448,8,715.9359,659.6919
487449,8,511.88507,669.1857
487450,8,894.53845,656.0368
487451,8,568.8178,686.24774
487452,8,227.08615,678.86
487453,8,130.79712,698.7413
487454,8,428.36642,707.7635
487455,8,363.18616,694.647
487456,8,892.22235,706.3322
487457,8,319.2106,716.402
487458,8,805.5018,708.8629
487459,8,661.8453,710.8326
487460,8,179.05482,709.298
487461,8,377.43466,729.39655
487462,8,268.26065,733.0
487463,8,466.5786,724.7457
487464,8,221.97557,742.3378
487465,8,518.66565,728.9373
487466,8,100.92516,748.496
487467,8,851.1728,745.53
487468,8,45.617977,750.39325
487469,8,593.9927,762.1545
487470,8,402.53183,751.6447
487471,8,170.12418,763.47363
487472,8,774.21204,770.6612
487473,8,676.8223,778.5001
487474,8,535.771,774.12823
487475,8,458.9957,772.65375
487476,8,18.587301,785.93164
487477,8,315.3214,780.40625
487478,8,820.88824,787.75323
487479,8,867.19275,790.1705
487480,8,234.21092,795.0179
487481,8,413.2307,792.27954
487482,8,575.6645,818.2399
487483,8,336.91095,829.3945
487484,8,753.40594,820.2795
487485,8,187.09036,830.005
487486,8,141.23705,825.6308
487487,8,445.29468,825.0176
487488,8,657.8091,821.66705
487489,8,285.05844,834.77246
487490,8,241.68652,848.2658
487491,8,477.98672,861.5534
487492,8,535.9554,865.0353
487493,8,705.8545,863.2842
487494,8,378.6376,858.58203
487495,8,768.8445,876.2737
487496,8,646.5173,879.0404
487497,8,418.68695,890.3207
487498,8,281.57416,886.2133
487499,8,346.54205,893.9338
487500,8,240.38832,892.20276
487501,8,588.44183,916.6813
487502,8,500.27414,918.95624
487503,8,734.066,929.5739
487504,8,420.7432,936.3176
487505,8,679.1937,940.0313
487506,8,644.4573,953.2717
572946,9,192.90121,17.946726
572947,9,419.71564,31.352482
572948,9,481.5419,31.741432
572949,9,527.7414,19.82256
572950,9,577.4349,18.529602
572951,9,668.3621,16.488857
572952,9,713.3312,18.382637
572953,9,764.6718,21.427591
572954,9,637.3859,37.12538
572955,9,232.98314,40.960674
572956,9,706.6643,53.798473
572957,9,791.8154,64.793915
572958,9,334.21753,58.07855
572959,9,566.74646,46.67782
572960,9,385.51685,88.928024
572961,9,586.4733,79.9873
572962,9,487.85028,100.79078
572963,9,653.5179,99.58638
572964,9,757.77545,95.093445
572965,9,430.14005,93.73644
572966,9,902.2428,113.890686
572967,9,824.7456,131.34245
572968,9,716.5546,112.17483
572969,9,331.3138,109.74689
572970,9,540.43317,136.93526
572971,9,286.03494,141.52237
572972,9,443.99683,129.34706
572973,9,372.74948,130.82875
572974,9,672.72394,151.05931
572975,9,623.43164,149.3884
572976,9,734.84033,167.51761
572977,9,343.40842,164.75945
572978,9,786.4774,170.55235
572979,9,907.92944,180.72336
572980,9,962.75275,182.55298
572981,9,488.1647,187.92523
572982,9,595.3777,194.2899
572983,9,306.4196,200.5757
572984,9,251.20432,196.28012
572985,9,396.1532,204.15384
572986,9,647.6314,207.01988
572987,9,699.1069,199.46469
572988,9,784.027,214.96683
572989,9,862.582,220.07108
572990,9,198.78542,220.69199
572991,9,552.0252,222.56569
572992,9,924.38934,233.32649
572993,9,360.51724,244.56618
572994,9,974.54376,239.53833
572995,9,684.5177,235.87318
572996,9,727.9138,237.8184
572997,9,273.00836,247.42976
572998,9,826.5818,254.9202
572999,9,448.17224,252.08101
573000,9,155.34116,276.7248
573001,9,313.3301,264.49484
573002,9,225.0115,267.52338
573003,9,761.2335,268.59903
573004,9,517.43475,260.3071
573005,9,568.1616,273.22025
573006,9,613.70795,281.6047
573007,9,393.5725,289.60565
573008,9,688.4915,274.0275
573009,9,944.8834,296.05713
573010,9,900.744,308.5113
573011,9,514.7922,294.70203
573012,9,992.697,310.0773
573013,9,819.3698,307.66992
573014,9,860.2022,315.23224
573015,9,208.58374,319.19952
573016,9,698.67065,309.867
573017,9,143.06413,339.18878
573018,9,87.347824,350.01614
573019,9,949.2635,359.01437
573020,9,831.9456,357.40378
573021,9,891.9085,366.0
573022,9,994.36176,370.55066
573023,9,710.7944,385.7848
573024,9,798.8859,395.17242
573025,9,172.82936,389.47855
573026,9,273.5911,389.52466
573027,9,82.90828,398.01794
573028,9,867.5379,409.85178
573029,9,750.4247,420.3125
573030,9,965.3599,418.3126
573031,9,240.02911,424.8188
573032,9,834.9221,449.82343
573033,9,895.5482,446.34622
573034,9,87.77004,442.75015
573035,9,156.07103,456.89047
573036,9,982.0201,461.02182
573037,9,778.4965,470.44348
573038,9,929.56995,471.36072
573039,9,255.33829,484.09088
573040,9,305.7469,482.37964
573041,9,85.58916,509.4596
573042,9,968.3558,514.87354
573043,9,134.9298,504.74466
573044,9,866.5684,508.15573
573045,9,213.05191,522.544
573046,9,757.41376,535.6204
573047,9,313.0062,534.2341
573048,9,267.56244,548.9862
573049,9,911.4952,539.7166
573050,9,815.32886,559.7997
573051,9,141.16736,556.92084
573052,9,69.67665,572.9846
573053,9,961.86346,586.982
573054,9,319.35025,593.89594
573055,9,370.52902,583.38165
573056,9,180.3838,596.425
573057,9,684.46313,591.1951
573058,9,740.40497,598.1133
573059,9,118.18527,610.6895
573060,9,250.8557,620.17804
573061,9,881.1075,613.55444
573062,9,822.72943,616.43915
573063,9,390.80368,624.22534
573064,9,773.2186,634.8072
573065,9,296.05573,636.24884
573066,9,200.87718,636.70044
573067,9,935.8692,650.39044
573068,9,347.50763,637.61206
573069,9,649.73773,640.67194
573070,9,159.93369,656.9609
573071,9,715.4673,661.19226
573072,9,85.086586,665.27844
573073,9,846.34045,678.6475
573074,9,328.11542,675.57245
573075,9,251.86478,678.9987
573076,9,389.63522,681.51056
573077,9,581.86316,690.414
573078,9,119.55986,701.7537
573079,9,646.70056,691.41235
573080,9,796.64496,701.28937
573081,9,465.65588,697.9172
573082,9,894.11206,709.1655
573083,9,176.22054,713.11194
573084,9,322.13797,718.5372
573085,9,422.572,720.3
573086,9,517.70233,726.95544
573087,9,392.03577,749.1855
573088,9,97.22852,750.56647
573089,9,293.8527,747.9844
573090,9,565.8279,747.2647
573091,9,235.05838,762.93823
573092,9,799.34314,745.5915
573093,9,39.21957,754.45764
573094,9,879.0031,747.5201
573095,9,725.7193,763.72705
573096,9,161.07986,765.91174
573097,9,483.31934,765.7057
573098,9,353.96283,767.5203
573099,9,8.081967,768.8918
573100,9,682.5465,787.5677
573101,9,866.77356,783.6667
573102,9,442.9145,789.8302
573103,9,784.873,795.1849
573104,9,192.84244,819.2697
573105,9,824.2433,824.7234
573106,9,748.90704,821.0942
573107,9,580.1536,817.8176
573108,9,290.84406,823.92993
573109,9,649.7789,818.1327
573110,9,374.0101,824.31244
573111,9,501.16833,816.0795
573112,9,140.93845,830.03107
573113,9,235.51633,840.24854
573114,9,473.6733,844.81934
573115,9,543.6402,863.4556
573116,9,706.6667,857.3526
573117,9,767.7287,870.8586
573118,9,341.25485,863.603
573119,9,656.4243,884.2437
573120,9,443.6194,890.1215
573121,9,283.40082,885.26
573122,9,599.87744,886.30365
573123,9,237.91263,891.9293
573124,9,502.53967,912.02216
573125,9,319.3059,900.3832
573126,9,367.36536,924.9951
573127,9,577.2079,931.0359
573128,9,418.29044,939.3713
573129,9,643.4662,936.3874
573130,9,676.02106,944.73303
573131,9,518.1341,962.1971
573132,9,748.84174,986.2326
655824,10,187.25867,18.174856
655825,10,238.53369,39.60968
655826,10,423.57147,21.871243
655827,10,481.912,26.359667
655828,10,531.13196,24.655611
655829,10,583.1993,18.339483
655830,10,762.15546,25.701916
655831,10,819.4485,35.351006
655832,10,375.2662,52.51584
655833,10,638.0039,46.164295
655834,10,703.2333,53.751114
655835,10,330.08875,59.628033
655836,10,573.7733,63.762184
655837,10,420.84705,71.172
655838,10,758.6234,91.68567
655839,10,512.95557,75.964035
655840,10,850.0918,92.243515
655841,10,278.98563,92.24867
655842,10,656.4259,103.74106
655843,10,911.20935,97.675835
655844,10,212.22867,117.261345
655845,10,580.21655,115.97668
655846,10,450.101,134.17389
655847,10,334.183,116.4261
655848,10,509.54868,120.807175
655849,10,387.72043,139.34521
655850,10,273.98752,146.01292
655851,10,769.35297,139.0238
655852,10,625.52527,145.76395
655853,10,680.0097,145.40883
655854,10,842.0768,157.5947
655855,10,731.9214,155.03479
655856,10,341.02582,161.5325
655857,10,915.10126,176.65862
655858,10,959.1665,184.95963
655859,10,795.3196,183.08627
655860,10,596.4694,183.1304
655861,10,169.47736,196.05284
655862,10,705.8783,191.0544
655863,10,272.30975,191.18958
655864,10,648.0244,203.67737
655865,10,403.5017,204.86914
655866,10,318.14398,207.4447
655867,10,360.7497,221.2005
655868,10,860.6123,226.34729
655869,10,244.02525,226.31873
655870,10,545.8785,217.55139
655871,10,794.2144,223.10901
655872,10,931.2227,236.4908
655873,10,183.15292,267.38684
655874,10,439.8163,249.65868
655875,10,296.5222,260.03156
655876,10,762.16943,263.72696
655877,10,1001.6739,259.29852
655878,10,658.3389,249.71141
655879,10,398.55307,274.75397
655880,10,98.58316,286.5212
655881,10,649.7043,290.7016
655882,10,901.6417,307.69412
655883,10,820.76514,303.64914
655884,10,993.6446,309.8392
655885,10,435.13593,325.0082
655886,10,134.76953,329.22565
655887,10,215.48364,327.00055
655888,10,288.8888,317.8751
655889,10,79.29701,349.02914
655890,10,943.40607,360.5002
655891,10,842.9599,359.8503
655892,10,994.4467,368.5134
655893,10,177.94098,372.8263
655894,10,771.7021,369.5847
655895,10,708.94635,381.57455
655896,10,877.28735,396.62787
655897,10,269.0988,389.15817
655898,10,805.9707,402.20203
655899,10,132.85297,397.31912
655900,10,73.97646,399.3766
655901,10,228.58113,415.1082
655902,10,751.7004,419.67368
655903,10,971.8732,426.8938
655904,10,158.72394,440.50516
655905,10,696.22034,429.35312
655906,10,910.5414,448.3583
655907,10,842.61774,456.40582
655908,10,102.92732,449.62732
655909,10,256.70154,473.29184
655910,10,780.49976,471.4013
655911,10,714.8134,472.5263
655912,10,7.23569,481.9293
655913,10,303.27148,487.77518
655914,10,980.86255,496.23462
655915,10,83.55449,511.38623
655916,10,30.297508,507.52493
655917,10,856.61176,521.0807
655918,10,131.06927,536.8665
655919,10,218.06241,525.92474
655920,10,755.24927,532.0316
655921,10,710.2143,515.895
655922,10,958.12195,531.11316
655923,10,909.4473,545.18646
655924,10,265.1972,559.8325
655925,10,437.74704,548.62555
655926,10,798.8969,568.4078
655927,10,1002.61694,564.38306
655928,10,844.18976,562.1891
655929,10,31.912895,569.724
655930,10,79.216644,584.8579
655931,10,175.31528,574.4493
655932,10,965.71796,599.5895
655933,10,356.81058,582.98126
655934,10,746.57135,599.95917
655935,10,882.66986,610.0768
655936,10,650.38434,602.5673
655937,10,822.7001,612.84546
655938,10,108.45318,625.36835
655939,10,171.78108,624.7527
655940,10,387.6358,615.77405
655941,10,529.30756,632.3179
655942,10,682.6369,634.88715
655943,10,781.55414,641.0992
655944,10,345.35782,629.76404
655945,10,731.13367,663.96014
655946,10,242.74673,660.6802
655947,10,77.62748,672.4475
655948,10,937.22015,665.70917
655949,10,516.6686,677.36975
655950,10,334.45816,669.40216
655951,10,132.12721,691.5359
655952,10,840.35785,675.9412
655953,10,282.98007,681.4609
655954,10,590.8872,689.3404
655955,10,669.2389,694.0849
655956,10,375.31815,705.88965
655957,10,910.4239,709.41315
655958,10,797.3035,714.6872
655959,10,246.88649,718.57837
655960,10,319.39902,721.4626
655961,10,414.85962,712.82666
655962,10,848.1258,726.8563
655963,10,102.05875,740.7875
655964,10,445.13113,750.3039
655965,10,748.5841,756.78046
655966,10,888.6181,750.1247
655967,10,28.24612,762.5041
655968,10,391.5406,760.54
655969,10,304.33362,758.9448
655970,10,488.43393,771.8605
655971,10,795.3472,759.2031
655972,10,870.3468,782.4664
655973,10,528.8624,797.7984
655974,10,827.7993,817.94977
655975,10,219.90576,801.34033
655976,10,697.4564,801.89545
655977,10,756.0014,810.4529
655978,10,292.34924,820.3164
655979,10,139.17737,821.4781
655980,10,414.25375,824.8565
655981,10,470.8143,835.3786
655982,10,186.77615,820.333
655983,10,591.97455,838.58014
655984,10,375.30453,839.83746
655985,10,324.96823,853.7044
655986,10,229.66504,847.8834
655987,10,651.3162,881.2588
655988,10,175.16353,867.72815
655989,10,792.40405,885.96545
655990,10,270.17328,885.3929
655991,10,432.44107,889.87573
655992,10,554.9143,876.69275
655993,10,505.6189,883.4592
655994,10,734.559,902.85724
655995,10,208.95924,902.9248
655996,10,311.96695,921.1531
655997,10,575.96576,923.31726
655998,10,481.84244,935.66986
655999,10,370.8494,933.7206
656000,10,641.81726,935.1264
656001,10,705.5137,950.66614
656002,10,424.9655,948.6972
656003,10,531.014,964.44336
656004,10,621.2846,982.5098
656005,10,750.3211,990.27185
656006,10,331.6905,979.9552
738861,11,207.97107,17.629295
738862,11,299.1733,25.549929
738863,11,444.15848,28.52178
738864,11,485.4015,15.565056
738865,11,538.81396,24.81256
738866,11,614.72186,12.4609375
738867,11,660.5894,13.984548
738868,11,759.9245,20.117006
738869,11,816.6594,28.839663
738870,11,384.29254,26.840702
738871,11,331.30646,54.80905
738872,11,590.83435,47.56338
738873,11,698.9035,54.25373
738874,11,640.5009,51.74047
738875,11,771.9759,73.207726
738876,11,886.18365,72.39673
738877,11,845.899,87.855865
738878,11,516.70245,74.8104
738879,11,395.8547,80.0934
738880,11,278.54477,94.18427
738881,11,654.2784,99.14489
738882,11,805.3113,108.95364
738883,11,201.44576,112.9741
738884,11,339.82687,112.223015
738885,11,511.5147,124.18836
738886,11,391.22107,125.23191
738887,11,445.53778,136.2174
738888,11,961.3658,118.601364
738889,11,566.60315,137.89148
738890,11,763.63153,136.57364
738891,11,257.55603,139.01216
738892,11,682.48267,141.04472
738893,11,631.1027,148.42123
738894,11,846.14874,148.41254
738895,11,328.72415,152.88686
738896,11,207.31302,180.05467
738897,11,510.43112,168.06322
738898,11,803.7634,178.43234
738899,11,963.76245,175.92726
738900,11,914.4058,177.48505
738901,11,159.80452,188.7758
738902,11,712.78046,185.08339
738903,11,605.1536,177.75072
738904,11,459.25934,191.91031
738905,11,271.8677,192.43198
738906,11,320.5158,210.93028
738907,11,861.837,220.02438
738908,11,653.25964,203.7764
738909,11,407.9927,210.29034
738910,11,934.5278,217.0
738911,11,478.78256,221.01367
738912,11,552.0097,228.0
738913,11,603.13776,219.95374
738914,11,241.268,228.2278
738915,11,795.5236,226.8144
738916,11,745.77814,226.61469
738917,11,175.00626,260.6556
738918,11,665.34937,243.19646
738919,11,1001.71716,262.61322
738920,11,775.0077,273.70627
738921,11,824.806,267.93817
738922,11,94.93366,284.77466
738923,11,376.53375,292.92383
738924,11,906.2049,297.32837
738925,11,838.1511,320.25143
738926,11,265.88696,317.91455
738927,11,990.6112,322.39304
738928,11,125.97063,332.87314
738929,11,205.09897,326.9597
738930,11,345.86725,341.13647
738931,11,56.30681,344.47168
738932,11,944.6756,342.18784
738933,11,698.0244,379.4509
738934,11,931.25433,382.52737
738935,11,814.10443,388.77768
738936,11,135.90045,382.72318
738937,11,63.673218,399.8927
738938,11,991.90955,386.58917
738939,11,877.3837,404.87515
738940,11,755.7314,405.52774
738941,11,231.97523,414.17776
738942,11,164.72147,428.33075
738943,11,338.89594,418.92368
738944,11,979.12726,436.8559
738945,11,109.02827,439.448
738946,11,824.1591,441.5066
738947,11,50.598427,445.75668
738948,11,767.42474,462.64618
738949,11,857.327,464.99524
738950,11,699.0126,467.6571
738951,11,905.793,477.55438
738952,11,334.57526,477.03195
738953,11,984.9345,498.48026
738954,11,40.67841,504.50098
738955,11,111.5376,493.3968
738956,11,794.27905,504.07983
738957,11,198.87572,518.77673
738958,11,82.93141,535.7387
738959,11,154.51924,528.5135
738960,11,847.8316,545.88983
738961,11,900.14777,534.9984
738962,11,369.04898,538.7368
738963,11,323.05035,548.3342
738964,11,429.43738,547.0596
738965,11,791.3563,573.4829
738966,11,35.508583,563.98413
738967,11,928.6751,567.9976
738968,11,262.92438,572.7558
738969,11,1006.2458,566.9366
738970,11,461.78534,584.1526
738971,11,352.63187,584.31726
738972,11,408.852,583.8358
738973,11,883.47455,619.0028
738974,11,737.46075,605.09283
738975,11,976.6144,613.0681
738976,11,52.495457,613.6045
738977,11,162.68222,614.7183
738978,11,215.6471,610.30927
738979,11,279.0456,624.4818
738980,11,104.0732,624.092
738981,11,388.9259,616.5882
738982,11,936.23047,622.4414
738983,11,407.5604,646.19604
738984,11,732.06055,657.1735
738985,11,337.39862,665.12823
738986,11,69.83197,674.03656
738987,11,937.62933,678.4766
738988,11,139.32341,682.8284
738989,11,626.78394,678.83704
738990,11,849.32086,684.0734
738991,11,462.03595,680.5775
738992,11,210.31801,695.5002
738993,11,269.30084,687.6504
738994,11,795.06085,714.0554
738995,11,676.3147,702.2766
738996,11,407.039,710.2445
738997,11,323.20633,725.8241
738998,11,21.280447,711.97766
738999,11,550.2082,720.2395
739000,11,164.15758,722.6303
739001,11,252.21028,728.1712
739002,11,103.19881,732.4326
739003,11,456.47818,744.46686
739004,11,849.4784,738.2703
739005,11,564.411,763.3
739006,11,893.6702,751.1489
739007,11,301.86063,761.52795
739008,11,707.62524,758.7913
739009,11,746.9215,749.2766
739010,11,506.3091,785.4326
739011,11,794.67883,756.9244
739012,11,32.07287,757.7597
739013,11,72.71505,776.9813
739014,11,184.58612,783.03937
739015,11,399.7287,765.32764
739016,11,606.4433,775.9072
739017,11,344.7842,790.0621
739018,11,871.1336,790.7685
739019,11,808.28955,807.3795
739020,11,100.1291,807.2476
739021,11,242.58517,800.15076
739022,11,695.6215,807.64984
739023,11,293.0105,820.7132
739024,11,139.40114,827.79346
739025,11,635.4561,817.5965
739026,11,413.86435,811.7879
739027,11,490.63144,839.6555
739028,11,376.5034,836.2856
739029,11,731.9658,843.2672
739030,11,607.1748,848.1411
739031,11,423.27655,860.9804
739032,11,230.03452,853.1764
739033,11,839.9697,859.6487
739034,11,174.59372,866.5827
739035,11,323.4049,858.82446
739036,11,638.489,881.079
739037,11,542.61847,856.7231
739038,11,794.5157,887.2153
739039,11,363.6815,890.778
739040,11,576.772,885.9077
739041,11,262.71844,893.96454
739042,11,733.66815,894.25226
739043,11,214.40253,902.81036
739044,11,441.52188,919.77673
739045,11,309.00476,921.4438
739046,11,563.98694,926.45636
739047,11,499.13397,932.6126
739048,11,761.3215,926.5494
739049,11,644.1229,933.99115
739050,11,704.10645,943.68787
739051,11,375.9981,952.7809
739052,11,447.45905,967.56177
739053,11,623.70154,985.3762
739054,11,746.71094,968.98535
739055,11,756.2818,1007.0094
822131,12,207.93909,22.666355
822132,12,320.09763,15.422619
822133,12,386.21628,23.973494
822134,12,448.81772,34.80881
822135,12,620.2118,22.09916
822136,12,667.34595,41.507084
822137,12,753.91425,23.089529
822138,12,811.6501,19.943079
822139,12,526.3276,50.5164
822140,12,280.8008,40.51511
822141,12,583.83044,43.195976
822142,12,772.9515,69.322235
822143,12,334.17682,58.92043
822144,12,843.51013,84.20443
822145,12,396.19986,71.81706
822146,12,893.6788,78.20046
822147,12,711.247,86.6945
822148,12,299.3811,101.70431
822149,12,482.56473,94.42039
822150,12,806.56775,107.56476
822151,12,640.0239,94.14081
822152,12,671.5295,93.50128
822153,12,189.4798,98.07888
822154,12,381.19733,128.92688
822155,12,959.84644,121.787445
822156,12,522.6821,118.64548
822157,12,916.49023,138.34569
822158,12,569.27484,141.27141
822159,12,730.5628,141.62715
822160,12,770.8941,140.66275
822161,12,666.67896,151.12961
822162,12,268.55606,149.6969
822163,12,482.12015,151.36456
822164,12,213.41632,179.41632
822165,12,892.7874,168.18005
822166,12,974.01483,172.5442
822167,12,160.72849,179.489
822168,12,714.48676,186.22028
822169,12,326.7186,194.14471
822170,12,852.5086,212.92525
822171,12,477.65015,216.41402
822172,12,934.2388,215.0689
822173,12,628.4655,214.46419
822174,12,584.5408,208.19785
822175,12,991.411,224.52155
822176,12,748.67224,233.02588
822177,12,233.7421,227.04659
822178,12,142.1575,281.95456
822179,12,819.506,265.05484
822180,12,467.2939,261.47992
822181,12,242.9701,267.38037
822182,12,989.62787,275.5811
822183,12,778.90454,276.56348
822184,12,88.65646,293.5682
822185,12,719.7012,282.82312
822186,12,382.83334,290.18988
822187,12,255.02115,305.16275
822188,12,995.39935,333.88324
822189,12,693.3081,325.6422
822190,12,185.17163,326.30182
822191,12,339.8147,337.58643
822192,12,51.613827,343.528
822193,12,950.29407,335.4884
822194,12,240.7801,347.07788
822195,12,131.83618,364.00366
822196,12,745.1841,373.2043
822197,12,819.39954,382.54834
822198,12,934.2525,383.06375
822199,12,192.9297,372.38852
822200,12,59.956154,405.31064
822201,12,882.14026,407.32785
822202,12,994.4922,403.59604
822203,12,226.92462,415.09045
822204,12,169.24838,409.8745
822205,12,102.05882,448.53015
822206,12,928.4804,433.83298
822207,12,773.0604,443.43472
822208,12,708.76,448.61368
822209,12,827.98395,444.9864
822210,12,968.821,459.3816
822211,12,860.5724,460.66223
822212,12,170.55736,474.15988
822213,12,1008.062,492.91473
822214,12,39.375,492.9477
822215,12,784.4853,508.3015
822216,12,928.772,505.31314
822217,12,312.5466,535.288
822218,12,389.09457,515.06976
822219,12,149.82744,534.03644
822220,12,88.07668,531.16345
822221,12,896.7373,535.3778
822222,12,843.32544,540.33405
822223,12,37.03054,553.23175
822224,12,998.7245,555.2704
822225,12,255.5509,572.1729
822226,12,104.375404,574.33527
822227,12,792.35284,593.9156
822228,12,162.92719,609.1481
822229,12,974.4894,614.07153
822230,12,49.568897,612.2938
822231,12,210.11826,610.1857
822232,12,487.6287,622.3719
822233,12,101.38466,633.46875
822234,12,335.80334,620.44916
822235,12,727.4663,655.172
822236,12,204.57489,680.8125
822237,12,827.5806,658.0246
822238,12,935.2255,672.51135
822239,12,54.00854,665.0327
822240,12,329.40176,674.27924
822241,12,125.21954,681.9005
822242,12,268.84973,693.83356
822243,12,863.4059,689.0928
822244,12,570.6387,687.00397
822245,12,698.89984,707.47595
822246,12,652.8948,715.4118
822247,12,430.41852,709.68475
822248,12,62.17363,716.18945
822249,12,387.63437,703.8452
822250,12,22.477503,721.0537
822251,12,164.24696,719.276
822252,12,769.3758,729.04376
822253,12,240.31186,730.34283
822254,12,112.6297,738.3288
822255,12,331.8471,736.24084
822256,12,844.3299,749.1093
822257,12,465.20627,746.8195
822258,12,933.9574,744.0978
822259,12,389.55698,740.0524
822260,12,564.3138,757.6572
822261,12,671.4686,768.9636
822262,12,289.09985,758.09155
822263,12,503.0854,760.78015
822264,12,882.7576,780.8153
822265,12,160.80228,785.6191
822266,12,202.4694,789.1778
822267,12,242.49806,807.98987
822268,12,97.56923,803.7423
822269,12,358.54684,796.281
822270,12,502.24423,801.2377
822271,12,293.0472,811.2988
822272,12,429.47534,813.6396
822273,12,575.51245,810.0904
822274,12,132.31085,842.6021
822275,12,323.41556,832.3317
822276,12,779.7236,848.15015
822277,12,890.2184,845.3882
822278,12,371.9078,835.0922
822279,12,481.18616,845.5121
822280,12,609.1068,850.49963
822281,12,178.57478,854.3366
822282,12,550.44934,857.2557
822283,12,694.5985,852.7274
822284,12,833.18256,868.8872
822285,12,222.83105,873.8741
822286,12,418.41943,865.8216
822287,12,280.6183,859.87
822288,12,639.78143,885.2992
822289,12,344.05386,888.4254
822290,12,738.0646,889.4515
822291,12,445.9434,912.4692
822292,12,270.46896,907.47925
822293,12,540.35455,904.2845
822294,12,505.4414,937.2742
822295,12,698.01636,933.2358
822296,12,576.51575,944.7657
822297,12,367.3126,953.66785
822298,12,285.4856,953.36743
822299,12,634.03973,971.08984
822300,12,745.7654,972.2881
822301,12,447.2695,965.91876
822302,12,312.8916,986.16766
822303,12,700.80225,997.63806
