well,z,channel,focus_laplacian_var,focus_normalized_var
B02,0,CONC,1326.2733154296875,59.99962040797696
B02,0,HOECHST,1300.36181640625,65.5120953571026
B02,0,MITO,20170.13671875,3317.496995744642
B02,0,PHAandWGA,4221.0615234375,482.66796068254865
B02,0,SYTO,2427.567626953125,257.4369880798309
B02,1,CONC,1413.1724853515625,73.92692738544248
B02,1,HOECHST,1395.4285888671875,82.1672535914721
B02,1,MITO,21000.521484375,3762.2619296986873
B02,1,PHAandWGA,4781.048828125,594.7196879806156
B02,1,SYTO,2612.960693359375,316.483232433482
B02,2,CONC,1511.248779296875,88.3454200772384
B02,2,HOECHST,1490.134521484375,100.77469221885399
B02,2,MITO,21956.712890625,4214.248529746279
B02,2,PHAandWGA,5356.1357421875,702.9070727016358
B02,2,SYTO,2848.02587890625,375.5796433667807
B02,3,CONC,1594.4090576171875,100.2997707332273
B02,3,HOECHST,1574.202880859375,116.12034442414937
B02,3,MITO,23082.4375,4540.348820365434
B02,3,PHAandWGA,5940.943359375,792.5927889129185
B02,3,SYTO,3023.94970703125,421.16711334115206
B02,4,CONC,1660.9559326171875,108.9145932905454
B02,4,HOECHST,1652.994873046875,124.83037044660283
B02,4,MITO,23949.67578125,4756.345909816973
B02,4,PHAandWGA,6389.68359375,870.370632966575
B02,4,SYTO,3208.3896484375,452.0848920806012
B02,5,CONC,1704.626953125,113.13469596894359
B02,5,HOECHST,1680.559326171875,128.07798398679813
B02,5,MITO,24345.640625,4872.199437502647
B02,5,PHAandWGA,6546.1376953125,900.4142252810209
B02,5,SYTO,3290.23291015625,463.7564617193895
B02,6,CONC,1744.064697265625,114.76387565680758
B02,6,HOECHST,1712.013671875,128.53020331616452
B02,6,MITO,24750.01953125,4907.406730794003
B02,6,PHAandWGA,6605.87841796875,882.1042430294059
B02,6,SYTO,3336.1943359375,460.962103863666
B02,7,CONC,1759.631103515625,114.36641982325897
B02,7,HOECHST,1724.97412109375,126.32932125380715
B02,7,MITO,24955.05859375,4866.979637493343
B02,7,PHAandWGA,6646.96875,855.4983502028529
B02,7,SYTO,3361.218017578125,450.8266923858722
B02,8,CONC,1769.119140625,112.3925962239563
B02,8,HOECHST,1745.671142578125,122.36132084337393
B02,8,MITO,25659.02734375,4781.466283772475
B02,8,PHAandWGA,6645.9306640625,827.2605924268362
B02,8,SYTO,3382.5244140625,436.31487332291164
B02,9,CONC,1797.0728759765625,109.276947275332
B02,9,HOECHST,1753.91943359375,116.95436635058279
B02,9,MITO,25901.92578125,4649.099440759225
B02,9,PHAandWGA,6614.314453125,796.8968500897747
B02,9,SYTO,3409.2412109375,418.02717133563095
B02,10,CONC,1807.89306640625,105.35273845270402
B02,10,HOECHST,1753.143310546875,110.75941735165637
B02,10,MITO,25721.6640625,4481.941947616544
B02,10,PHAandWGA,6487.2109375,757.8523271115268
B02,10,SYTO,3393.67529296875,398.0630721350138
B02,11,CONC,1819.0986328125,101.1122377684246
B02,11,HOECHST,1774.872802734375,104.60200279326706
B02,11,MITO,26354.77734375,4291.6997599553715
B02,11,PHAandWGA,6409.47998046875,713.7083337487551
B02,11,SYTO,3382.6318359375,374.7543022129244
B02,12,CONC,1841.258056640625,96.07477333273958
B02,12,HOECHST,1788.990234375,98.1516693928578
B02,12,MITO,26416.4609375,4058.9610213943465
B02,12,PHAandWGA,6164.08984375,664.1141116305705
B02,12,SYTO,3392.56787109375,351.3126309324191
B02,13,CONC,1846.2183837890625,90.65229560923487
B02,13,HOECHST,1793.801513671875,91.75530972665793
B02,13,MITO,26649.1953125,3809.8823245350577
B02,13,PHAandWGA,6065.447265625,616.4173131368395
B02,13,SYTO,3414.60791015625,326.11932345952334
B02,14,CONC,1857.512451171875,84.98051581455886
B02,14,HOECHST,1821.23876953125,85.23191816924097
B02,14,MITO,26876.58984375,3550.709309638546
B02,14,PHAandWGA,5858.4306640625,565.8375160660656
B02,14,SYTO,3417.720947265625,301.44861693575535
B02,15,CONC,1905.507568359375,79.19746670072692
B02,15,HOECHST,1833.18212890625,78.67203303074638
B02,15,MITO,27341.59375,3272.918213670319
B02,15,PHAandWGA,5760.126953125,517.343942663843
B02,15,SYTO,3463.808837890625,277.5307480812308
B04,0,CONC,4440.51904296875,97.019121035509
B04,0,HOECHST,2939.45458984375,78.14133604901077
B04,0,MITO,64563.2109375,2610.5205798786737
B04,0,PHAandWGA,20872.71875,829.5384760286125
B04,0,SYTO,10938.9990234375,485.1751022206364
B04,1,CONC,4866.00390625,135.00239747220292
B04,1,HOECHST,3203.0419921875,108.06726786120473
B04,1,MITO,67910.984375,3225.313317168026
B04,1,PHAandWGA,22167.1484375,1035.7532362129452
B04,1,SYTO,12943.841796875,668.618723161474
B04,2,CONC,5382.369140625,173.12584236195445
B04,2,HOECHST,3499.130126953125,139.90415728937248
B04,2,MITO,72898.328125,3783.6617608237607
B04,2,PHAandWGA,23945.6328125,1278.9092763807894
B04,2,SYTO,15407.5703125,864.6469527462824
B04,3,CONC,5805.9873046875,201.32571680273713
B04,3,HOECHST,3828.64013671875,165.78244986246864
B04,3,MITO,76636.4140625,4123.366894790998
B04,3,PHAandWGA,26228.556640625,1466.193111531521
B04,3,SYTO,17203.72265625,998.4846797574589
B04,4,CONC,6151.37744140625,214.8011843892559
B04,4,HOECHST,4084.766845703125,181.84591103937603
B04,4,MITO,79648.296875,4277.646591792024
B04,4,PHAandWGA,27969.37109375,1562.7735108424438
B04,4,SYTO,18753.197265625,1052.7670253478918
B04,5,CONC,6377.7998046875,217.86834649983712
B04,5,HOECHST,4259.73828125,186.19121565184645
B04,5,MITO,83746.78125,4394.7127896305665
B04,5,PHAandWGA,29600.7421875,1607.250140760139
B04,5,SYTO,20363.72265625,1055.455775633424
B04,6,CONC,6654.7021484375,217.32984306136768
B04,6,HOECHST,4419.220703125,186.249168254723
B04,6,MITO,86278.6796875,4446.341759106714
B04,6,PHAandWGA,31230.162109375,1618.4010777152353
B04,6,SYTO,21581.25390625,1039.5312735687112
B04,7,CONC,6810.0322265625,213.16683441047007
B04,7,HOECHST,4606.365234375,186.47691804569223
B04,7,MITO,88102.5546875,4446.060809174454
B04,7,PHAandWGA,32505.392578125,1602.3083415158453
B04,7,SYTO,22959.203125,1008.6698648396679
B04,8,CONC,6894.24365234375,206.29807012172773
B04,8,HOECHST,4690.28173828125,180.73287745144214
B04,8,MITO,90499.890625,4459.431463734147
B04,8,PHAandWGA,33626.43359375,1576.278517593904
B04,8,SYTO,23586.048828125,968.5664127215713
B04,9,CONC,6961.40576171875,199.7015057732461
B04,9,HOECHST,4779.705078125,175.5759327385434
B04,9,MITO,92394.828125,4376.421579541948
B04,9,PHAandWGA,34618.7890625,1542.440792963944
B04,9,SYTO,23792.9609375,929.053282632163
B04,10,CONC,7031.921875,194.37780935743595
B04,10,HOECHST,4821.8349609375,170.2525071144234
B04,10,MITO,93096.6953125,4345.975456158757
B04,10,PHAandWGA,34506.515625,1504.3650932672513
B04,10,SYTO,23918.0625,888.7468863312437
B04,11,CONC,7073.4248046875,189.05458706320437
B04,11,HOECHST,4857.8212890625,164.18092353923606
B04,11,MITO,94772.578125,4288.510382768804
B04,11,PHAandWGA,35714.53125,1471.0341788448384
B04,11,SYTO,23836.34375,852.7930803247385
B04,12,CONC,7132.8173828125,182.96127523448666
B04,12,HOECHST,4955.1123046875,158.72836059576528
B04,12,MITO,95818.9375,4214.368132246372
B04,12,PHAandWGA,36160.2578125,1432.3242059404351
B04,12,SYTO,23837.34765625,814.4550373563956
B04,13,CONC,7172.71044921875,176.76000339119616
B04,13,HOECHST,4993.0498046875,152.899527118758
B04,13,MITO,97048.6171875,4135.386397953752
B04,13,PHAandWGA,36450.4453125,1394.3118604518581
B04,13,SYTO,23655.826171875,778.2619243280204
B04,14,CONC,7213.765625,170.71532490759327
B04,14,HOECHST,5015.4169921875,146.7894518053837
B04,14,MITO,98112.515625,4018.4350432636734
B04,14,PHAandWGA,36355.2109375,1356.0214575636292
B04,14,SYTO,23382.51953125,742.7317711794692
B04,15,CONC,7250.51953125,164.08972919146063
B04,15,HOECHST,5056.45263671875,140.39838591200237
B04,15,MITO,98671.4609375,3916.072946273426
B04,15,PHAandWGA,36692.16015625,1314.074911704365
B04,15,SYTO,23011.123046875,703.1525444697497
B06,0,CONC,2428.46875,98.63710090845014
B06,0,HOECHST,1688.6005859375,65.30288288270124
B06,0,MITO,33266.1953125,3343.7611041634905
B06,0,PHAandWGA,9497.9365234375,796.829524681449
B06,0,SYTO,4611.22021484375,399.48405379872565
B06,1,CONC,2608.806640625,127.80006144504534
B06,1,HOECHST,1812.00341796875,86.2770607568763
B06,1,MITO,34705.58984375,3936.834146389749
B06,1,PHAandWGA,10357.99609375,990.3999944292755
B06,1,SYTO,5319.13330078125,516.6709267920044
B06,2,CONC,2814.96484375,157.85897201989098
B06,2,HOECHST,1981.6416015625,110.48422470372304
B06,2,MITO,36944.375,4527.840758030464
B06,2,PHAandWGA,11437.31640625,1178.4918632025488
